loyalty_id,customer_id,points_earned,source,date_earned
4517,34171,325,Purchase,2025-06-16
4518,36847,225,Purchase,2025-05-01
4519,39168,59,Bonus,2026-02-10
4520,3887,166,Bonus,2025-05-29
4521,27490,419,Purchase,2025-08-15
4522,41257,98,Purchase,2026-01-25
4523,24085,200,Bonus,2026-02-18
4524,43930,221,Bonus,2026-02-14
4525,22612,38,Bonus,2025-03-21
4526,22235,170,Purchase,2026-01-14
4527,28067,255,Bonus,2025-11-26
4528,34134,349,Referral,2026-02-05
4529,12002,274,Purchase,2025-07-17
4530,35673,225,Bonus,2025-03-06
4531,24651,172,Bonus,2025-06-09
4532,13075,250,Bonus,2025-07-27
4533,34545,137,Purchase,2025-12-21
4534,19172,105,Bonus,2026-01-23
4535,13193,93,Bonus,2025-09-29
4536,16951,60,Referral,2025-05-10
4537,47447,288,Referral,2026-02-15
4538,43948,460,Referral,2025-11-12
4539,33045,243,Bonus,2025-10-03
4540,32387,329,Bonus,2025-12-20
4541,2732,427,Referral,2025-03-02
4542,33782,413,Purchase,2025-09-01
4543,16341,339,Referral,2025-04-28
4544,31025,342,Referral,2026-02-01
4545,44238,392,Referral,2025-05-27
4546,29975,193,Purchase,2025-10-08
4547,13123,301,Purchase,2025-09-22
4548,2387,487,Referral,2025-11-29
4549,7637,235,Bonus,2025-09-21
4550,3591,292,Referral,2025-09-21
4551,44218,323,Bonus,2025-11-23
4552,15138,318,Bonus,2026-01-18
4553,32602,246,Referral,2026-02-01
4554,32644,21,Bonus,2025-06-20
4555,6263,320,Referral,2025-04-27
4556,5922,141,Purchase,2025-06-04
4557,13573,275,Bonus,2025-05-17
4558,46437,234,Referral,2025-05-20
4559,10921,349,Purchase,2025-08-04
4560,13983,348,Bonus,2025-09-06
4561,16237,388,Purchase,2025-08-24
4562,28251,434,Referral,2025-08-18
4563,46901,28,Bonus,2026-02-15
4564,44583,205,Purchase,2025-04-06
4565,15471,482,Bonus,2025-08-06
4566,17994,13,Referral,2025-10-29
4567,35841,444,Bonus,2025-06-03
4568,29893,143,Purchase,2025-03-21
4569,43037,162,Bonus,2025-11-08
4570,23576,350,Purchase,2025-07-26
4571,22910,166,Referral,2026-01-30
4572,15115,403,Referral,2025-04-04
4573,39364,293,Purchase,2025-06-15
4574,32344,483,Referral,2025-08-07
4575,45115,139,Bonus,2025-04-30
4576,15135,170,Bonus,2025-04-14
4577,18848,66,Purchase,2025-03-11
4578,24398,95,Bonus,2025-05-29
4579,49087,77,Bonus,2026-02-19
4580,9231,314,Purchase,2025-08-23
4581,36208,181,Bonus,2026-01-18
4582,9645,40,Bonus,2025-04-18
4583,48129,217,Purchase,2025-11-12
4584,15713,311,Purchase,2025-05-27
4585,14610,295,Purchase,2025-08-17
4586,41606,198,Purchase,2025-08-11
4587,38022,450,Bonus,2025-05-10
4588,6712,118,Purchase,2025-11-09
4589,25880,296,Bonus,2025-04-12
4590,11164,201,Referral,2025-04-04
4591,19577,343,Bonus,2025-12-23
4592,43603,170,Bonus,2025-08-09
4593,4162,354,Referral,2026-02-02
4594,14404,10,Referral,2025-06-14
4595,6535,164,Bonus,2025-04-28
4596,19642,17,Referral,2025-12-13
4597,39532,489,Referral,2025-08-15
4598,9013,418,Purchase,2026-01-17
4599,1934,32,Bonus,2025-06-02
4600,39903,325,Purchase,2025-09-09
4601,11376,481,Bonus,2025-03-07
4602,36555,372,Referral,2026-02-13
4603,617,30,Referral,2025-05-18
4604,48098,181,Purchase,2025-04-10
4605,9140,471,Purchase,2025-10-13
4606,11018,367,Purchase,2025-09-03
4607,26798,85,Referral,2026-01-29
4608,43566,281,Bonus,2025-10-05
4609,9821,136,Bonus,2025-09-03
4610,5884,336,Referral,2026-01-08
4611,22182,296,Bonus,2025-11-27
4612,6132,475,Purchase,2025-09-17
4613,33315,474,Referral,2025-09-15
4614,29704,458,Referral,2025-04-16
4615,5707,246,Purchase,2025-10-04
4616,30004,255,Purchase,2025-10-21
4617,27757,392,Referral,2025-09-12
4618,24451,162,Purchase,2025-05-12
4619,22191,62,Referral,2025-08-07
4620,15593,345,Purchase,2025-11-07
4621,13649,347,Referral,2025-03-25
4622,10505,43,Bonus,2025-04-15
4623,7651,321,Purchase,2025-10-02
4624,43781,491,Bonus,2025-11-13
4625,7423,446,Referral,2025-12-08
4626,29717,442,Bonus,2025-07-10
4627,27496,221,Purchase,2025-12-30
4628,36473,308,Bonus,2026-02-02
4629,35827,486,Purchase,2025-03-30
4630,31038,95,Referral,2025-06-30
4631,7010,318,Purchase,2025-04-16
4632,11526,233,Referral,2025-03-09
4633,44868,348,Referral,2025-06-29
4634,38102,133,Purchase,2025-09-06
4635,11820,147,Bonus,2025-11-12
4636,12639,300,Purchase,2025-09-27
4637,22721,41,Referral,2025-12-16
4638,41531,441,Purchase,2026-01-05
4639,40912,444,Bonus,2025-10-09
4640,18439,203,Purchase,2025-11-15
4641,26520,311,Purchase,2025-10-19
4642,40888,124,Referral,2026-02-13
4643,3697,345,Referral,2025-04-02
4644,15378,70,Purchase,2025-09-13
4645,14315,53,Purchase,2025-09-17
4646,16672,155,Purchase,2025-04-18
4647,15960,337,Referral,2025-11-11
4648,23041,362,Bonus,2025-06-22
4649,3603,393,Purchase,2025-08-11
4650,40115,411,Bonus,2025-05-21
4651,47517,233,Referral,2025-03-16
4652,42915,266,Bonus,2025-03-05
4653,42914,364,Bonus,2026-02-09
4654,8091,50,Referral,2025-02-27
4655,6958,248,Bonus,2025-09-08
4656,40319,393,Referral,2025-08-17
4657,32509,429,Purchase,2025-08-07
4658,30200,339,Referral,2025-03-14
4659,27116,264,Purchase,2025-06-26
4660,32744,26,Referral,2026-01-11
4661,44178,420,Purchase,2025-07-23
4662,37315,486,Bonus,2026-02-05
4663,968,466,Referral,2025-05-10
4664,3743,241,Referral,2026-01-21
4665,647,323,Purchase,2025-10-12
4666,48416,473,Referral,2025-10-27
4667,38278,156,Purchase,2025-07-25
4668,6983,463,Purchase,2025-09-24
4669,37203,277,Purchase,2025-06-05
4670,38286,186,Bonus,2025-06-19
4671,46524,252,Bonus,2025-10-22
4672,2170,410,Purchase,2025-03-13
4673,36073,355,Referral,2025-11-19
4674,49899,472,Referral,2025-08-05
4675,1401,417,Referral,2026-02-24
4676,30460,59,Referral,2025-08-17
4677,700,82,Bonus,2025-07-16
4678,13215,166,Bonus,2025-04-22
4679,35148,348,Bonus,2025-08-09
4680,48958,292,Bonus,2025-06-10
4681,43531,134,Bonus,2025-04-09
4682,7283,336,Purchase,2025-07-31
4683,38019,232,Referral,2025-03-10
4684,37676,222,Referral,2025-10-15
4685,13618,160,Bonus,2026-02-13
4686,22419,57,Bonus,2025-04-27
4687,47345,166,Bonus,2026-02-24
4688,45084,229,Referral,2025-08-08
4689,17206,372,Bonus,2025-08-16
4690,5371,112,Bonus,2026-01-07
4691,47886,187,Purchase,2025-03-21
4692,23598,186,Referral,2025-10-23
4693,30822,248,Purchase,2025-06-01
4694,15555,435,Referral,2025-12-21
4695,7691,327,Referral,2025-04-28
4696,47903,243,Bonus,2025-11-09
4697,1128,360,Purchase,2026-02-25
4698,47652,141,Bonus,2025-08-29
4699,22683,152,Purchase,2025-11-11
4700,33187,428,Bonus,2025-07-27
4701,48033,390,Purchase,2025-07-12
4702,11336,345,Purchase,2025-07-25
4703,9211,439,Purchase,2025-12-12
4704,33050,149,Referral,2025-12-29
4705,5074,40,Referral,2025-05-26
4706,25421,409,Referral,2025-10-11
4707,23723,185,Purchase,2025-07-13
4708,43111,125,Referral,2025-11-30
4709,4405,445,Bonus,2025-07-15
4710,36975,413,Purchase,2025-04-16
4711,16129,204,Bonus,2025-05-27
4712,46421,17,Referral,2026-02-01
4713,47321,312,Purchase,2025-12-28
4714,22814,240,Referral,2025-07-10
4715,11796,269,Purchase,2025-06-25
4716,19885,342,Bonus,2025-09-26
4717,10445,181,Referral,2026-02-16
4718,14647,231,Referral,2025-10-31
4719,40159,158,Purchase,2025-08-23
4720,45255,491,Purchase,2025-02-28
4721,24716,413,Referral,2025-09-01
4722,48622,388,Bonus,2025-07-12
4723,20408,46,Referral,2025-09-13
4724,34197,243,Purchase,2025-08-24
4725,6121,463,Purchase,2025-03-31
4726,4141,16,Referral,2025-12-11
4727,44763,25,Bonus,2025-03-05
4728,28320,283,Referral,2025-07-14
4729,48256,216,Bonus,2025-05-23
4730,39290,137,Bonus,2025-12-08
4731,16759,392,Bonus,2026-01-29
4732,20222,52,Purchase,2025-12-08
4733,10333,44,Bonus,2025-06-20
4734,26177,121,Bonus,2025-05-03
4735,47169,87,Referral,2025-11-08
4736,30224,223,Bonus,2025-05-06
4737,46557,89,Referral,2025-02-25
4738,39991,288,Referral,2025-10-23
4739,10092,123,Bonus,2025-09-02
4740,48478,460,Bonus,2026-01-16
4741,32298,493,Referral,2025-11-21
4742,26116,248,Referral,2025-10-23
4743,43331,454,Referral,2025-04-23
4744,16703,44,Referral,2026-01-04
4745,10430,292,Bonus,2026-01-05
4746,49408,437,Bonus,2025-03-31
4747,3829,382,Referral,2025-12-24
4748,7279,274,Purchase,2025-03-19
4749,2168,459,Purchase,2025-11-30
4750,43665,500,Referral,2025-12-22
4751,44721,176,Referral,2025-06-28
4752,19244,438,Bonus,2025-03-06
4753,4970,428,Referral,2025-03-17
4754,29779,155,Purchase,2025-12-28
4755,3986,105,Purchase,2026-02-19
4756,41011,72,Bonus,2026-01-22
4757,14477,355,Referral,2026-02-09
4758,27231,376,Referral,2025-09-15
4759,45527,477,Purchase,2025-03-05
4760,19023,494,Referral,2025-05-13
4761,27498,223,Purchase,2026-02-06
4762,8719,254,Purchase,2025-06-20
4763,19584,347,Purchase,2025-12-22
4764,38690,13,Bonus,2026-01-18
4765,25699,482,Referral,2025-06-02
4766,19751,60,Purchase,2025-04-14
4767,46958,200,Bonus,2025-08-18
4768,31886,191,Bonus,2025-08-31
4769,15210,33,Purchase,2025-07-09
4770,43577,39,Purchase,2025-12-31
4771,453,337,Purchase,2026-01-20
4772,21660,481,Bonus,2026-01-07
4773,9284,172,Referral,2025-04-29
4774,40593,78,Referral,2025-05-19
4775,34089,374,Bonus,2025-11-10
4776,15891,266,Bonus,2025-06-10
4777,21224,401,Purchase,2026-01-22
4778,36179,141,Purchase,2025-05-23
4779,36272,409,Referral,2025-08-25
4780,9725,340,Referral,2025-08-21
4781,32800,178,Bonus,2025-08-25
4782,9744,483,Referral,2025-09-20
4783,22857,105,Purchase,2025-05-17
4784,33766,488,Purchase,2025-07-07
4785,24433,490,Purchase,2025-08-18
4786,19367,131,Referral,2025-07-21
4787,9655,264,Bonus,2025-03-01
4788,580,68,Referral,2025-05-17
4789,40736,79,Purchase,2025-03-19
4790,47517,351,Bonus,2025-12-01
4791,23552,11,Referral,2025-08-09
4792,20191,166,Purchase,2025-09-30
4793,4528,356,Purchase,2025-12-18
4794,15100,75,Purchase,2026-02-06
4795,1558,375,Bonus,2026-01-08
4796,24647,57,Bonus,2025-03-14
4797,32243,155,Bonus,2025-07-05
4798,19216,181,Purchase,2025-02-28
4799,36211,129,Bonus,2025-11-14
4800,34866,311,Bonus,2025-08-04
4801,46892,174,Purchase,2025-08-12
4802,20907,89,Referral,2025-06-11
4803,24877,398,Purchase,2026-01-17
4804,32730,465,Referral,2025-09-22
4805,38232,483,Referral,2025-04-17
4806,44228,424,Referral,2025-09-12
4807,44332,288,Bonus,2025-06-08
4808,42944,164,Referral,2025-11-03
4809,11219,290,Referral,2025-11-11
4810,36196,332,Purchase,2025-04-02
4811,18057,423,Bonus,2026-02-07
4812,3441,274,Referral,2025-08-06
4813,22933,204,Referral,2025-08-27
4814,38551,47,Referral,2025-08-01
4815,47088,490,Purchase,2026-02-08
4816,35262,286,Referral,2025-10-18
4817,40703,466,Bonus,2025-12-04
4818,29094,368,Bonus,2026-02-09
4819,14149,369,Purchase,2026-02-08
4820,613,72,Purchase,2025-03-30
4821,28063,346,Purchase,2025-07-01
4822,37779,449,Purchase,2025-09-14
4823,49190,247,Purchase,2026-01-26
4824,9206,397,Purchase,2025-12-14
4825,35512,293,Bonus,2025-04-09
4826,8830,372,Purchase,2025-06-20
4827,11510,49,Bonus,2025-11-21
4828,23016,428,Referral,2026-02-12
4829,14398,276,Purchase,2025-03-02
4830,45007,63,Purchase,2025-08-06
4831,12669,222,Purchase,2025-04-16
4832,4268,357,Purchase,2025-08-16
4833,16555,413,Referral,2025-02-25
4834,45333,379,Referral,2025-04-07
4835,40222,174,Purchase,2026-01-29
4836,14697,473,Purchase,2026-02-04
4837,33662,452,Referral,2025-05-03
4838,38287,467,Bonus,2025-10-15
4839,34432,368,Purchase,2025-05-19
4840,41175,427,Referral,2025-11-05
4841,34205,31,Purchase,2026-01-24
4842,23447,97,Referral,2025-10-02
4843,14210,393,Bonus,2025-05-09
4844,17752,322,Referral,2025-06-23
4845,25755,444,Bonus,2025-10-02
4846,37028,55,Purchase,2025-10-18
4847,7004,159,Bonus,2025-08-15
4848,21304,454,Referral,2025-03-10
4849,335,411,Referral,2025-08-26
4850,41303,460,Referral,2025-09-30
4851,10626,307,Purchase,2025-04-11
4852,34279,500,Bonus,2025-03-16
4853,48534,353,Bonus,2025-03-01
4854,45780,439,Bonus,2025-09-24
4855,47102,174,Bonus,2026-01-03
4856,33190,416,Bonus,2025-09-10
4857,11512,110,Bonus,2025-07-09
4858,36606,330,Referral,2025-03-11
4859,17066,34,Purchase,2025-08-03
4860,20261,31,Bonus,2025-05-08
4861,29566,432,Referral,2025-09-21
4862,44632,254,Referral,2026-01-31
4863,16816,50,Bonus,2025-08-10
4864,26108,137,Bonus,2025-12-16
4865,5155,181,Referral,2025-03-21
4866,13034,102,Purchase,2026-01-29
4867,30493,432,Referral,2026-01-06
4868,17696,61,Purchase,2025-09-16
4869,10036,478,Bonus,2026-02-13
4870,36680,331,Purchase,2025-05-27
4871,17881,46,Bonus,2026-02-21
4872,28538,492,Purchase,2025-09-10
4873,6943,281,Bonus,2025-11-09
4874,29921,198,Purchase,2026-02-05
4875,11657,130,Bonus,2026-01-21
4876,18437,209,Purchase,2025-07-06
4877,38514,26,Referral,2025-11-20
4878,5367,447,Purchase,2025-04-09
4879,39763,35,Bonus,2025-09-23
4880,8570,386,Bonus,2025-08-17
4881,40337,467,Purchase,2025-12-29
4882,19700,285,Purchase,2026-02-22
4883,19691,152,Bonus,2025-05-30
4884,8717,362,Bonus,2025-06-01
4885,3818,322,Purchase,2025-03-06
4886,3564,364,Bonus,2025-05-20
4887,14262,291,Referral,2025-08-08
4888,11759,213,Referral,2025-12-20
4889,17646,340,Referral,2025-12-21
4890,34661,175,Purchase,2025-12-10
4891,49915,388,Purchase,2025-05-26
4892,7703,78,Referral,2025-09-26
4893,26348,393,Bonus,2026-02-05
4894,20836,114,Bonus,2025-12-13
4895,35912,39,Purchase,2025-11-27
4896,46800,293,Referral,2025-06-27
4897,36161,89,Purchase,2025-04-14
4898,16701,95,Referral,2026-01-08
4899,44384,42,Bonus,2025-12-05
4900,42849,247,Purchase,2026-01-04
4901,11861,51,Referral,2025-06-08
4902,45208,489,Referral,2025-11-29
4903,2261,379,Referral,2025-12-27
4904,26173,234,Bonus,2025-06-25
4905,9151,141,Referral,2025-09-30
4906,38567,138,Purchase,2025-03-02
4907,33305,320,Referral,2025-11-14
4908,21810,32,Referral,2025-10-07
4909,37862,25,Bonus,2025-12-23
4910,19871,323,Bonus,2026-01-14
4911,11627,469,Referral,2025-03-13
4912,36588,375,Bonus,2025-04-23
4913,45387,303,Referral,2025-05-14
4914,16100,56,Purchase,2026-02-20
4915,39107,374,Purchase,2025-12-19
4916,33036,336,Bonus,2026-01-13
4917,11077,443,Purchase,2025-10-06
4918,2428,398,Bonus,2025-06-25
4919,11474,184,Referral,2025-12-19
4920,21952,376,Referral,2025-11-07
4921,28541,442,Purchase,2026-01-08
4922,29722,46,Purchase,2025-07-31
4923,139,434,Purchase,2026-01-18
4924,36124,123,Bonus,2025-09-17
4925,4347,52,Purchase,2025-02-26
4926,24720,355,Purchase,2025-08-14
4927,36719,173,Purchase,2026-02-09
4928,34605,122,Referral,2025-09-24
4929,36295,92,Referral,2025-05-08
4930,46700,499,Referral,2025-09-10
4931,28679,395,Purchase,2025-12-26
4932,25814,372,Referral,2025-04-14
4933,47054,179,Bonus,2025-06-10
4934,39595,254,Bonus,2025-05-12
4935,20842,448,Purchase,2026-01-14
4936,46590,373,Bonus,2025-07-21
4937,23802,453,Referral,2025-03-22
4938,16034,88,Referral,2025-07-04
4939,44333,451,Referral,2026-01-06
4940,7486,156,Referral,2025-05-16
4941,4485,190,Purchase,2025-07-16
4942,21359,47,Bonus,2026-01-04
4943,37331,356,Referral,2025-04-11
4944,49559,208,Referral,2025-12-22
4945,23350,105,Referral,2025-07-22
4946,49275,236,Bonus,2025-11-26
4947,1683,315,Referral,2025-04-14
4948,24948,64,Referral,2026-02-20
4949,29267,255,Bonus,2026-02-13
4950,41745,147,Purchase,2025-11-24
4951,49291,418,Purchase,2025-03-01
4952,25995,369,Referral,2025-10-25
4953,44051,238,Bonus,2025-10-03
4954,30993,71,Purchase,2025-06-21
4955,6539,292,Purchase,2026-01-12
4956,36274,424,Bonus,2026-02-22
4957,4559,249,Purchase,2025-06-10
4958,49206,249,Purchase,2025-06-15
4959,48600,235,Purchase,2025-06-06
4960,44415,224,Referral,2025-11-18
4961,21885,274,Referral,2026-01-18
4962,42651,96,Bonus,2026-01-21
4963,15847,193,Purchase,2025-08-20
4964,2764,462,Referral,2025-03-31
4965,16983,491,Bonus,2025-08-26
4966,30494,16,Bonus,2025-03-02
4967,35941,301,Purchase,2026-01-05
4968,18951,452,Referral,2025-03-16
4969,21061,355,Purchase,2025-03-16
4970,41612,468,Purchase,2025-08-31
4971,5146,71,Purchase,2025-07-26
4972,5207,473,Purchase,2025-04-02
4973,34597,111,Referral,2025-11-17
4974,48505,24,Purchase,2025-07-29
4975,49270,101,Bonus,2025-09-08
4976,43604,44,Bonus,2026-02-12
4977,722,58,Purchase,2025-11-17
4978,24314,152,Referral,2025-05-08
4979,17135,184,Bonus,2025-11-16
4980,48350,234,Referral,2025-04-11
4981,15447,55,Referral,2025-11-07
4982,27861,160,Bonus,2026-01-09
4983,885,332,Purchase,2025-10-31
4984,18478,287,Referral,2026-01-07
4985,21825,252,Bonus,2026-02-03
4986,28436,363,Bonus,2025-09-21
4987,12580,419,Bonus,2025-08-31
4988,49288,104,Purchase,2025-03-08
4989,6362,33,Bonus,2025-12-30
4990,34963,477,Purchase,2026-01-08
4991,23854,228,Referral,2025-08-11
4992,40169,217,Purchase,2025-04-18
4993,21405,483,Purchase,2025-05-13
4994,35196,89,Referral,2025-07-05
4995,13345,424,Bonus,2026-01-13
4996,20005,152,Bonus,2025-10-06
4997,38448,259,Purchase,2025-10-07
4998,13812,483,Referral,2025-09-06
4999,20639,461,Purchase,2025-09-03
5000,7428,470,Referral,2025-06-14
5001,47253,328,Bonus,2025-10-09
5002,34829,110,Referral,2025-04-23
5003,33813,451,Bonus,2025-05-03
5004,28014,280,Referral,2025-09-09
5005,31174,102,Referral,2026-02-15
5006,49217,135,Purchase,2025-12-30
5007,22379,414,Referral,2025-11-29
5008,18704,348,Bonus,2025-12-29
5009,6331,39,Purchase,2025-06-30
5010,8303,430,Referral,2025-12-23
5011,43754,282,Purchase,2025-12-18
5012,24312,488,Purchase,2025-09-24
5013,4267,381,Purchase,2025-06-11
5014,22989,98,Bonus,2025-10-31
5015,20740,435,Purchase,2025-05-12
5016,38937,158,Bonus,2025-03-11
5017,17715,347,Bonus,2025-11-15
5018,23455,325,Purchase,2025-12-01
5019,43755,90,Referral,2025-06-30
5020,42912,476,Bonus,2025-11-30
5021,32134,44,Purchase,2025-12-31
5022,22545,33,Referral,2026-02-05
5023,45898,455,Bonus,2025-04-30
5024,46096,79,Purchase,2025-04-20
5025,8825,163,Referral,2025-06-23
5026,21952,146,Bonus,2025-08-20
5027,23773,355,Purchase,2025-04-17
5028,40243,252,Purchase,2025-10-17
5029,16463,38,Referral,2025-04-30
5030,48723,267,Referral,2025-10-02
5031,35474,96,Purchase,2025-12-22
5032,27526,256,Referral,2025-03-23
5033,15320,317,Referral,2025-10-10
5034,12628,234,Referral,2025-07-27
5035,26775,51,Bonus,2025-12-03
5036,41353,299,Referral,2026-02-16
5037,5257,454,Purchase,2025-11-03
5038,6123,482,Bonus,2025-07-14
5039,43968,358,Referral,2026-01-20
5040,35385,345,Bonus,2026-01-18
5041,7621,215,Bonus,2025-10-04
5042,17161,197,Purchase,2026-01-21
5043,10054,46,Referral,2026-02-21
5044,9327,490,Bonus,2025-12-19
5045,17254,72,Purchase,2025-08-15
5046,30477,173,Bonus,2025-06-17
5047,18515,363,Purchase,2025-11-04
5048,11762,228,Purchase,2026-02-16
5049,20417,179,Purchase,2025-04-20
5050,4012,439,Bonus,2025-06-21
5051,22566,221,Bonus,2025-09-18
5052,28686,341,Referral,2025-06-12
5053,5039,66,Bonus,2025-12-17
5054,49334,224,Bonus,2025-10-10
5055,41963,152,Bonus,2025-05-09
5056,28153,15,Purchase,2026-01-16
5057,6494,157,Referral,2025-08-07
5058,48237,246,Bonus,2025-03-13
5059,16817,148,Bonus,2025-09-10
5060,8158,62,Bonus,2025-11-27
5061,47446,240,Referral,2025-08-17
5062,46019,165,Referral,2025-03-18
5063,7883,55,Bonus,2025-12-15
5064,24457,305,Purchase,2025-06-05
5065,47893,231,Purchase,2025-11-28
5066,3408,409,Bonus,2025-03-01
5067,43620,398,Bonus,2025-06-11
5068,2910,328,Bonus,2025-03-01
5069,39287,43,Referral,2025-02-27
5070,47895,124,Purchase,2025-10-17
5071,46913,276,Referral,2025-11-29
5072,6367,82,Referral,2025-04-02
5073,10810,329,Referral,2026-02-14
5074,17858,19,Bonus,2025-09-17
5075,17870,494,Bonus,2025-06-10
5076,42695,365,Purchase,2025-11-03
5077,36312,376,Referral,2025-03-31
5078,47221,251,Referral,2025-09-08
5079,25584,360,Purchase,2025-03-29
5080,15877,141,Referral,2025-06-17
5081,4759,215,Bonus,2026-02-22
5082,22725,342,Referral,2025-05-19
5083,36893,173,Purchase,2026-01-11
5084,27832,231,Bonus,2025-04-28
5085,26742,303,Purchase,2026-01-01
5086,14934,143,Bonus,2025-09-21
5087,4168,251,Referral,2025-11-08
5088,8735,305,Bonus,2025-03-19
5089,16822,42,Referral,2025-11-10
5090,13694,130,Bonus,2026-02-03
5091,10657,129,Purchase,2025-09-25
5092,37194,320,Purchase,2025-07-25
5093,5299,499,Referral,2025-05-22
5094,46420,16,Bonus,2025-10-28
5095,15147,430,Purchase,2025-12-01
5096,17394,425,Bonus,2025-05-10
5097,2245,186,Referral,2025-10-10
5098,31746,384,Purchase,2025-11-21
5099,42243,230,Referral,2025-07-27
5100,24952,397,Bonus,2025-05-17
5101,1727,374,Purchase,2025-05-22
5102,12167,344,Bonus,2025-09-15
5103,46783,415,Purchase,2025-03-17
5104,38395,250,Referral,2025-09-16
5105,13013,120,Purchase,2025-11-17
5106,25856,249,Purchase,2025-03-09
5107,41492,299,Purchase,2025-12-03
5108,41819,274,Purchase,2025-10-05
5109,25024,476,Referral,2025-11-09
5110,42822,413,Purchase,2025-05-18
5111,38362,492,Purchase,2025-11-28
5112,16483,368,Referral,2025-05-09
5113,14879,57,Referral,2025-04-13
5114,37154,141,Bonus,2025-12-28
5115,38974,434,Referral,2025-10-24
5116,31981,379,Purchase,2025-06-15
5117,6110,182,Bonus,2025-06-22
5118,6589,268,Bonus,2026-02-08
5119,22154,380,Bonus,2025-10-16
5120,16124,282,Bonus,2026-01-22
5121,25492,124,Referral,2025-11-01
5122,48532,139,Referral,2026-01-16
5123,48508,192,Bonus,2025-08-24
5124,2103,484,Bonus,2025-02-26
5125,26480,384,Bonus,2025-11-10
5126,43010,74,Bonus,2025-09-12
5127,22968,18,Purchase,2025-09-22
5128,24515,307,Purchase,2025-08-09
5129,23982,367,Bonus,2026-01-30
5130,41402,305,Bonus,2026-01-07
5131,5735,498,Purchase,2025-06-11
5132,36401,145,Referral,2025-12-03
5133,32299,344,Bonus,2025-09-21
5134,36533,466,Bonus,2025-03-19
5135,41251,387,Bonus,2025-10-06
5136,19917,479,Referral,2025-10-23
5137,1799,380,Bonus,2025-10-27
5138,8122,412,Bonus,2025-04-27
5139,4270,259,Bonus,2025-06-03
5140,1573,377,Bonus,2025-09-15
5141,40160,391,Referral,2026-02-23
5142,37489,347,Purchase,2025-09-02
5143,32471,489,Bonus,2026-01-15
5144,568,288,Purchase,2025-04-02
5145,16931,178,Referral,2025-06-12
5146,16767,309,Referral,2025-10-17
5147,30189,28,Purchase,2025-12-05
5148,32941,411,Referral,2025-12-20
5149,13163,13,Referral,2025-04-18
5150,26032,377,Referral,2025-05-01
5151,5507,177,Referral,2025-07-20
5152,32409,170,Purchase,2025-04-18
5153,27372,193,Purchase,2025-12-02
5154,47224,60,Bonus,2025-06-30
5155,30036,145,Referral,2026-01-26
5156,6047,206,Referral,2026-01-07
5157,704,81,Referral,2025-04-15
5158,36955,457,Bonus,2025-12-27
5159,31293,238,Bonus,2025-03-26
5160,30232,306,Purchase,2025-09-04
5161,1173,170,Referral,2025-06-19
5162,45041,170,Purchase,2026-02-09
5163,12197,493,Referral,2025-12-02
5164,44800,389,Referral,2025-07-06
5165,6188,139,Purchase,2025-03-27
5166,281,479,Bonus,2025-09-05
5167,28081,271,Referral,2025-09-20
5168,34069,134,Referral,2025-03-31
5169,42538,214,Bonus,2025-09-15
5170,25821,305,Purchase,2025-06-25
5171,45032,179,Bonus,2025-12-31
5172,35155,488,Referral,2026-01-21
5173,22929,130,Bonus,2025-09-05
5174,40172,123,Referral,2025-12-27
5175,18415,494,Purchase,2025-10-05
5176,10604,324,Referral,2025-10-28
5177,17056,489,Bonus,2025-05-07
5178,32753,298,Purchase,2025-04-18
5179,17160,285,Referral,2025-05-22
5180,47451,381,Bonus,2025-03-19
5181,23942,460,Referral,2025-11-28
5182,12466,432,Bonus,2025-10-28
5183,36057,150,Purchase,2025-12-12
5184,35436,35,Referral,2025-11-13
5185,23665,396,Purchase,2025-11-16
5186,21852,150,Referral,2025-07-18
5187,26344,274,Purchase,2025-06-07
5188,30647,463,Referral,2025-07-24
5189,12580,261,Bonus,2025-11-07
5190,35138,202,Referral,2025-04-18
5191,18143,68,Referral,2025-11-20
5192,41391,356,Purchase,2025-05-22
5193,27156,451,Referral,2025-12-20
5194,17328,334,Bonus,2025-05-16
5195,19561,171,Bonus,2025-05-28
5196,5522,327,Bonus,2025-06-21
5197,34594,105,Bonus,2026-01-22
5198,29417,286,Referral,2025-03-11
5199,4622,421,Bonus,2025-06-20
5200,22423,286,Purchase,2025-10-27
5201,25738,450,Referral,2026-01-15
5202,34828,334,Referral,2025-10-06
5203,39957,409,Bonus,2026-01-09
5204,35304,349,Bonus,2025-12-30
5205,1922,139,Bonus,2025-07-08
5206,30874,351,Referral,2025-05-01
5207,27472,92,Bonus,2026-01-09
5208,45957,148,Referral,2026-01-07
5209,21304,358,Purchase,2025-08-01
5210,18733,166,Bonus,2025-07-03
5211,42023,152,Purchase,2025-10-05
5212,27402,461,Referral,2025-12-10
5213,17004,49,Referral,2025-07-31
5214,32447,184,Purchase,2025-06-04
5215,170,256,Purchase,2025-03-06
5216,27997,104,Purchase,2025-08-29
5217,49351,139,Bonus,2025-09-03
5218,6961,158,Purchase,2025-05-30
5219,1569,397,Purchase,2025-12-19
5220,18606,61,Referral,2025-11-24
5221,31273,165,Bonus,2025-02-27
5222,18702,319,Bonus,2025-04-06
5223,15380,116,Purchase,2025-03-30
5224,44784,308,Referral,2025-08-10
5225,35539,469,Purchase,2025-06-20
5226,34307,86,Bonus,2025-08-18
5227,34780,116,Purchase,2025-06-01
