customer_id,tier_id,points_balance,join_date
39492,4,11138,2023-01-28
15915,3,7524,2023-08-26
46133,2,4240,2025-04-21
35019,3,5011,2024-08-20
21390,4,14326,2025-02-02
4095,3,6962,2024-01-17
23005,4,12608,2021-12-23
11325,3,6125,2022-08-12
14864,4,12602,2025-10-19
48298,2,4761,2022-09-18
49438,2,3790,2022-11-16
11341,3,9217,2025-06-09
16951,3,7440,2024-02-14
22404,3,8726,2024-06-28
35625,4,14858,2023-10-25
12118,1,889,2022-03-23
17474,4,13626,2024-07-31
4887,4,10224,2025-05-28
22664,4,10945,2021-04-26
13261,4,10689,2023-04-16
37941,1,146,2022-07-29
37160,3,9044,2024-09-26
8898,3,8034,2025-01-08
8844,2,3949,2023-08-24
16830,1,398,2022-04-22
14707,3,9964,2022-05-26
34208,1,831,2023-05-18
20057,3,9729,2022-08-19
23304,3,6970,2025-05-22
20316,4,12365,2022-06-30
1560,2,2374,2023-06-06
22569,2,2696,2024-06-11
44144,3,8690,2022-05-26
28637,4,11168,2024-10-02
2156,4,11861,2022-10-01
27582,1,917,2022-11-05
29607,1,410,2022-09-02
32246,4,14218,2025-09-21
18463,4,10989,2023-08-19
47902,4,14315,2024-10-22
35036,3,9948,2023-05-04
8404,3,9738,2024-12-29
31732,4,10969,2024-12-01
49499,3,8051,2022-12-26
31627,4,11988,2025-01-20
27096,2,3223,2021-12-07
8456,3,9119,2022-05-07
1304,4,10174,2024-07-07
44247,3,7960,2022-06-16
5658,3,6628,2026-01-02
31192,4,13454,2023-06-20
49606,2,3704,2024-04-14
8972,4,14541,2025-09-26
18979,3,5292,2023-01-10
12430,3,9483,2026-01-28
4211,2,4128,2024-04-25
1442,4,14971,2026-01-09
3838,3,8591,2024-10-23
675,2,1034,2022-03-08
36576,2,1038,2023-01-14
11756,2,2514,2025-01-12
13825,4,14476,2025-09-11
870,4,11493,2021-12-17
31670,3,8014,2022-07-29
26899,2,3270,2022-02-17
48700,3,5262,2022-04-20
36935,2,3847,2024-03-12
43106,4,11668,2024-08-27
37228,2,3885,2023-10-14
2,3,6632,2025-03-11
16651,4,10697,2024-07-12
49455,4,11093,2023-02-21
28134,2,1548,2021-09-10
28708,4,10860,2025-07-30
35901,3,6978,2025-10-19
1473,4,14763,2022-06-17
20063,2,1773,2024-03-09
45220,3,5982,2025-08-26
9090,4,13026,2022-03-10
44969,3,9156,2024-04-12
27700,3,6604,2022-10-14
83,3,5586,2025-09-17
36900,3,8505,2021-07-19
47869,2,1760,2026-02-01
45367,3,5810,2025-02-10
31998,2,4012,2022-06-11
30290,4,12254,2024-09-28
46600,2,4170,2023-01-23
4618,4,14113,2022-04-03
13797,3,9103,2021-10-27
42030,4,13317,2022-03-24
9114,2,3422,2021-05-19
12471,2,4896,2022-03-18
31314,3,6882,2022-02-17
38365,1,172,2021-09-05
38244,3,7567,2025-04-28
26391,2,2635,2022-08-02
35368,4,14108,2024-03-15
23395,4,13602,2021-09-29
35066,4,13441,2023-11-20
3725,3,6427,2022-02-05
32722,3,9403,2024-10-06
46337,3,6355,2022-01-09
46107,3,6030,2025-09-17
44404,4,12634,2023-09-26
21597,4,10299,2021-12-13
46649,2,4486,2024-07-04
20639,3,7892,2024-06-10
20699,2,2318,2024-03-20
8229,3,9821,2023-06-14
12104,2,1421,2024-04-08
39305,4,12696,2023-10-15
43218,4,14568,2021-08-03
30614,4,12715,2024-10-11
41139,3,7599,2023-05-28
4285,2,3047,2023-06-09
38502,4,13481,2021-07-10
4405,3,6365,2023-07-06
31689,2,3041,2025-06-27
10980,4,14595,2021-08-26
28614,4,12876,2022-06-16
33696,4,12326,2025-07-06
12143,4,14658,2024-09-20
27961,3,6743,2025-04-20
47487,2,3086,2022-10-28
19513,2,4548,2024-11-09
44688,3,6353,2025-02-26
898,2,3540,2022-12-07
5790,3,9771,2022-12-31
23003,2,3378,2023-08-05
16009,4,10735,2021-04-11
33420,3,9731,2024-02-29
4583,3,6806,2024-08-16
37453,2,2416,2023-07-19
5413,2,4814,2026-01-20
33383,4,12836,2021-11-01
34461,4,13709,2024-08-09
13917,4,12769,2025-01-20
19360,3,6310,2025-10-23
19758,3,7025,2022-11-12
40085,2,2533,2022-07-08
42528,2,2014,2023-01-14
47615,4,12792,2021-04-08
19438,3,8677,2023-03-25
13509,3,9542,2021-11-11
880,3,5666,2021-05-28
15241,4,13313,2022-01-18
44742,4,13896,2025-11-04
38644,2,3786,2025-04-27
45718,1,202,2023-04-25
35242,2,2801,2024-12-08
26749,3,5802,2023-08-03
15544,1,820,2025-02-09
25885,3,5315,2022-07-25
28388,4,14605,2024-01-30
11525,2,2249,2023-10-27
12046,4,11095,2026-01-10
36784,2,1187,2025-11-10
48655,3,9842,2025-04-17
35292,3,7802,2025-10-30
21222,4,13080,2022-01-12
10167,4,11643,2025-07-08
11061,4,12532,2024-06-27
12743,3,7633,2022-11-10
24206,4,11034,2022-07-23
836,4,12726,2021-12-25
23411,3,6603,2021-04-14
34355,3,7199,2025-03-08
21157,3,8980,2022-10-06
17508,4,11525,2024-03-12
3019,3,9912,2024-03-19
33328,3,6601,2025-10-11
28485,1,97,2024-05-17
37867,2,2979,2023-06-16
49148,4,14241,2025-03-14
12085,4,10660,2025-07-14
41405,4,13569,2022-09-15
1973,3,7556,2023-10-23
18017,3,8191,2023-08-03
41961,2,4134,2022-03-09
16803,4,10009,2021-07-12
37779,4,10035,2023-11-21
6341,3,6623,2022-10-31
8605,3,5433,2022-05-28
3147,4,13106,2022-06-25
43124,2,3710,2023-08-18
36378,2,2391,2025-02-15
32717,2,2489,2021-09-17
24173,4,14965,2021-09-27
37007,3,7060,2021-10-11
27880,3,9024,2023-06-27
14483,3,9484,2025-08-24
667,1,61,2025-11-21
28533,4,12767,2025-02-15
45230,3,7518,2021-08-17
47740,4,13621,2022-11-18
14590,2,2033,2024-12-28
6672,3,6584,2025-09-06
17730,4,12658,2023-04-20
1839,3,5466,2021-11-01
24269,2,1671,2021-04-27
26979,4,13705,2022-03-30
3813,4,11885,2022-05-16
33267,4,13316,2026-02-12
44108,4,14385,2023-04-29
11792,3,6702,2021-11-05
44276,3,6218,2022-12-23
3769,3,9548,2024-01-02
29096,2,4488,2022-10-06
42527,3,6166,2022-12-10
47182,3,7404,2025-04-28
34465,3,9743,2021-05-20
43123,3,5383,2022-01-10
30051,2,1081,2022-05-31
23820,2,4886,2022-03-27
45883,3,8996,2021-06-06
35770,2,2643,2022-07-11
3704,2,1079,2023-11-30
47068,2,1071,2024-09-21
49705,3,9351,2024-10-25
20934,4,14895,2024-12-27
16487,2,1260,2022-12-25
5921,3,6744,2022-06-04
33873,2,4826,2025-04-01
904,3,5896,2021-03-20
29432,2,3669,2021-11-18
23329,4,13207,2021-04-18
5096,1,803,2021-05-13
7939,4,10840,2021-11-29
38096,2,3718,2024-10-30
4777,1,183,2023-12-09
32184,3,5394,2022-07-11
32971,4,14260,2021-12-19
34911,4,11352,2022-10-22
24692,3,6230,2024-12-26
23982,3,6574,2023-07-27
36648,4,13123,2024-05-27
24817,3,7957,2024-03-22
15831,3,5805,2025-01-12
1929,3,9524,2024-07-23
48471,2,3393,2024-07-10
14596,4,12716,2026-02-08
1552,2,4578,2022-11-28
29013,2,3997,2025-08-08
8655,4,11066,2021-08-01
43340,3,8694,2023-06-04
46890,4,11247,2024-05-16
20361,2,2919,2023-10-19
44548,4,13985,2024-11-12
10154,3,8984,2023-11-09
31722,2,4784,2024-09-15
12913,1,173,2022-11-30
1249,3,9944,2021-05-30
33175,4,11337,2024-04-01
30499,3,8359,2024-10-17
506,1,456,2021-08-02
13209,3,9727,2023-04-25
42603,2,2263,2023-11-07
32852,2,4507,2023-06-19
41080,3,6866,2024-03-21
21566,3,6796,2023-03-14
45152,4,13973,2023-05-26
40279,3,5169,2025-08-21
18914,1,998,2021-12-18
15172,3,6299,2021-11-18
40905,4,12975,2021-05-10
49635,3,6191,2022-09-24
41658,3,8892,2024-04-25
19558,2,4679,2025-12-16
15762,4,11715,2025-11-24
993,3,9760,2024-12-21
35745,2,2648,2021-11-15
46387,3,7071,2022-02-06
41410,2,4935,2024-12-29
32841,3,9039,2024-04-10
22,3,6675,2024-01-19
13682,4,12779,2021-07-18
19950,3,5301,2024-07-21
46265,1,600,2021-03-07
24847,4,12013,2022-11-05
32086,2,3464,2025-12-23
19060,4,13951,2025-02-26
40140,4,14440,2024-12-27
45008,2,3198,2022-08-10
1218,3,6792,2022-09-16
40906,4,13848,2022-03-19
42284,3,9438,2024-07-12
39129,4,12565,2023-06-10
6892,1,830,2022-08-12
24743,3,5199,2025-10-24
3198,3,9860,2022-07-07
47087,3,6717,2023-03-19
4947,3,7274,2023-07-27
41429,3,8022,2022-05-19
12368,4,10237,2023-04-04
41274,3,6045,2021-07-19
43786,2,2893,2025-12-05
23692,4,10796,2025-06-01
18393,3,9952,2022-12-30
21568,4,11006,2021-08-13
1870,2,1258,2021-05-22
14651,4,12901,2024-07-06
15337,4,12554,2022-10-20
48469,4,10626,2023-07-11
45572,4,12894,2021-06-19
47335,3,5245,2025-11-12
15595,2,4498,2025-06-12
3596,2,2938,2025-05-30
17346,3,7043,2024-03-12
1186,4,14473,2024-05-24
11934,3,5915,2021-05-30
25115,3,6386,2024-06-03
13866,3,9693,2023-06-09
10419,4,14779,2025-10-28
10656,2,1417,2025-04-29
5311,4,14910,2025-10-07
14072,3,9376,2022-06-23
48248,4,11235,2024-01-26
40626,4,10393,2025-05-07
43253,3,7054,2025-09-22
45600,1,286,2022-07-19
28455,4,13396,2024-10-21
21234,4,14887,2021-11-05
41270,2,3021,2022-07-22
23135,3,7450,2022-04-04
41421,3,5589,2021-02-28
36921,3,8682,2023-09-23
2327,1,652,2025-09-14
44322,2,3707,2022-08-04
40562,4,12500,2025-11-05
29108,2,4844,2021-05-10
25933,2,3818,2024-02-01
48488,2,2904,2022-10-06
1333,4,12723,2023-10-25
34766,2,1813,2024-05-20
728,2,2128,2022-10-19
26692,2,1039,2025-03-29
23023,1,205,2024-07-25
1591,2,3074,2024-07-25
23621,4,12848,2021-05-17
40053,2,4655,2025-05-12
35800,3,9887,2024-11-10
34505,2,3379,2025-01-10
11524,3,8056,2024-11-14
35825,4,10130,2024-08-22
25904,4,13480,2022-01-02
17488,2,1216,2025-03-16
3534,4,10485,2022-08-17
49741,3,9092,2025-12-09
49262,4,13592,2023-04-16
10705,4,10828,2023-07-13
37739,3,8784,2024-06-23
48725,4,11661,2021-03-11
10902,2,3340,2026-01-09
28921,3,8276,2025-03-20
17818,3,7576,2023-10-25
49568,4,12181,2022-04-13
36395,3,5333,2023-03-05
12765,3,9464,2025-06-26
13639,2,2309,2021-06-11
9577,2,2014,2024-04-28
45073,4,13965,2021-04-01
33157,4,14681,2022-03-14
32941,4,11835,2022-01-21
48101,3,8917,2022-09-23
14554,3,7648,2023-03-30
23258,3,7780,2022-11-08
30728,3,9139,2023-02-26
28367,3,6919,2021-10-23
32130,4,10481,2021-09-10
6790,4,14960,2023-10-11
7265,2,3926,2021-10-20
21464,4,10773,2022-02-26
29391,2,1318,2025-03-04
18,3,8106,2022-09-16
5517,3,7598,2022-04-18
29838,3,6810,2021-04-14
21001,3,5718,2021-09-11
4666,4,10354,2022-09-01
26990,1,48,2024-11-05
7164,4,12499,2022-09-29
29613,3,5059,2024-04-02
13432,3,9934,2023-01-03
34008,3,7274,2023-09-06
5357,3,8937,2022-10-31
38487,3,5250,2021-04-10
40892,2,2256,2021-08-04
47591,3,8090,2021-10-15
22405,2,3376,2026-01-03
29881,3,6620,2022-11-25
18528,3,9039,2023-02-25
31791,2,4660,2021-05-16
8403,3,6872,2021-10-17
36931,4,13698,2021-06-24
14335,2,1298,2024-02-26
24203,2,2517,2022-01-31
18108,4,11472,2022-09-03
28232,3,5717,2025-07-23
27289,4,13767,2022-04-15
49549,2,3129,2024-03-30
19608,4,11921,2023-07-06
39018,2,4845,2022-03-16
38034,2,1283,2023-10-13
30265,1,454,2022-05-10
24303,4,11157,2023-09-24
24019,4,13584,2023-03-27
1085,4,10004,2024-05-19
30750,4,13515,2022-07-07
49816,4,12905,2025-10-28
34592,3,8371,2022-12-20
44049,2,2546,2026-01-26
14295,2,1484,2022-04-27
46006,4,13689,2021-07-21
26064,4,14055,2023-06-12
46517,2,3507,2023-04-15
38570,4,14494,2024-06-06
29024,4,10474,2021-10-22
20656,3,6921,2022-05-26
16724,2,1810,2022-10-08
41371,3,8574,2024-03-19
5356,4,13196,2022-08-07
41917,3,8047,2024-01-16
49021,4,10804,2023-09-21
4652,3,5434,2021-07-07
12847,4,12846,2023-07-05
20966,1,81,2022-09-06
11029,2,4977,2023-11-22
13532,4,11703,2021-03-07
15523,1,81,2021-12-02
19229,2,3925,2025-11-23
18083,2,3833,2021-04-30
42599,4,12655,2026-02-01
39964,3,8309,2022-11-25
13316,2,2753,2025-12-09
8057,2,1789,2024-05-10
31274,4,13872,2023-03-28
26673,3,7177,2022-05-10
1702,3,8446,2021-06-25
38839,4,11413,2025-04-04
13501,3,7104,2021-10-15
25880,2,1595,2023-01-03
25493,3,8667,2025-04-13
44539,4,11060,2023-06-30
12442,4,11225,2025-12-13
25147,2,4731,2021-09-09
9639,4,12259,2023-10-09
32908,2,1584,2022-05-05
2896,4,12976,2023-06-24
11570,4,10446,2025-01-14
4153,3,9321,2022-08-30
37153,2,1169,2024-06-17
46324,2,4904,2021-12-28
6776,2,2531,2023-11-29
30335,2,3773,2024-08-27
4738,3,7074,2024-06-03
7263,4,12537,2021-08-07
17773,2,4711,2021-05-06
9826,3,5179,2025-01-27
46364,3,5015,2021-08-14
37421,2,2202,2023-07-20
24586,4,13415,2024-09-05
17419,2,3869,2021-06-05
23356,2,2901,2025-05-14
44003,4,10426,2022-08-07
31967,4,12606,2025-10-05
35375,4,11841,2024-11-28
68,3,9417,2023-02-22
94,2,1232,2023-08-15
34690,3,5632,2023-08-01
16873,3,9132,2024-09-08
10935,3,7828,2024-05-27
26665,3,5285,2024-06-01
24176,4,13517,2021-05-02
14911,3,9356,2021-02-25
17685,4,14518,2023-04-27
43820,2,4569,2023-05-04
47249,2,3933,2021-12-21
7672,2,3316,2022-09-29
4692,1,484,2023-01-07
3012,3,7856,2025-10-09
40238,4,13397,2022-05-18
24444,2,2045,2022-11-26
20831,4,14984,2025-08-27
7682,4,12552,2025-05-15
6175,2,2194,2021-09-20
46343,2,1346,2024-10-06
27399,2,1670,2024-05-04
38989,4,14060,2024-02-10
42253,3,8009,2023-03-05
48599,4,13742,2025-01-04
6493,4,12408,2025-04-17
9344,3,6197,2024-03-10
37097,3,6223,2025-04-13
44853,4,14971,2025-02-15
1129,1,439,2025-01-23
38302,2,2291,2021-04-07
44222,3,8375,2021-07-04
16496,2,1346,2023-11-02
180,3,6818,2022-09-28
12139,2,2620,2023-07-01
16521,2,3992,2025-03-05
49066,4,13545,2022-12-06
21950,2,4572,2025-09-08
14139,3,7979,2023-05-21
48214,4,11335,2025-01-11
49727,4,12908,2023-07-05
4982,4,10231,2025-10-21
15209,4,10418,2023-08-20
14995,2,3656,2022-10-04
3032,3,9222,2025-01-25
28070,2,3041,2023-11-07
14310,3,6343,2023-02-07
45563,4,11939,2022-12-18
5436,3,7389,2025-06-29
30696,3,6271,2022-09-22
24396,3,5818,2021-03-23
19235,3,9211,2024-05-05
26555,4,12708,2024-09-27
46300,3,9706,2025-07-28
21116,4,12765,2024-03-15
23475,3,7817,2024-01-01
33307,1,727,2022-06-16
25496,2,4046,2021-12-11
1749,4,12901,2022-07-14
35857,2,4232,2021-06-10
35640,2,4357,2021-04-17
41265,3,9653,2024-10-18
33877,3,6621,2023-11-08
9812,2,2069,2022-04-07
42867,4,14834,2024-02-14
23330,2,4724,2021-07-18
3041,3,9758,2023-08-18
39580,2,2879,2024-01-09
29469,3,9927,2022-03-25
13164,3,5914,2022-12-03
11901,3,9331,2021-11-24
13524,2,3725,2022-05-06
26084,4,13374,2025-07-13
18637,4,12645,2022-04-14
37645,2,3195,2025-02-27
47837,3,6574,2021-07-23
32331,3,8029,2022-08-16
17079,3,6225,2022-07-20
812,4,13060,2021-05-03
44930,4,10936,2025-12-08
43291,4,11406,2024-09-07
25463,2,2403,2022-02-02
15400,2,4292,2024-02-27
12222,4,10672,2022-10-21
38687,2,3524,2025-12-07
5898,2,4308,2023-07-04
13564,4,14063,2021-03-25
6988,4,12746,2021-08-17
20563,4,10743,2022-03-30
22450,3,5815,2023-09-09
20410,2,1990,2025-02-14
32442,3,5139,2021-05-09
6401,3,5420,2025-10-02
46553,2,4507,2022-01-29
37406,1,771,2024-09-07
19044,2,3705,2023-03-20
25118,3,5693,2025-12-03
4429,1,404,2025-05-04
4493,4,12800,2024-11-18
1234,1,783,2021-03-04
39317,3,9186,2022-08-01
36948,2,4852,2023-04-07
45748,4,11387,2025-10-14
41744,2,4421,2024-11-14
1890,3,9903,2021-12-02
26135,2,1401,2022-11-29
48544,3,7901,2022-03-13
42523,4,10085,2021-09-23
11121,4,14144,2024-01-12
24388,3,6369,2021-05-19
4063,3,6948,2025-07-18
27821,2,3953,2026-02-24
38491,3,6518,2025-03-04
28324,2,4446,2025-10-25
31045,2,2901,2023-05-31
18745,3,7633,2025-11-30
38360,4,12547,2021-06-03
44831,3,6610,2023-10-19
42803,4,12911,2021-04-13
25617,2,1806,2025-10-09
12006,1,510,2022-05-10
25046,2,1417,2025-12-29
45669,3,9606,2024-05-17
11318,3,9592,2022-04-25
34666,4,12524,2024-11-30
2558,3,5752,2024-02-28
42524,4,13719,2026-02-06
25711,1,741,2023-06-17
49172,4,11237,2024-06-21
9154,3,5322,2024-07-23
44261,3,5174,2025-01-12
7852,2,1797,2021-04-11
18982,3,5396,2024-04-03
40270,3,9938,2025-07-01
2471,3,5768,2023-11-02
34342,3,9050,2023-01-26
21401,3,5259,2021-08-05
43089,4,14577,2023-07-09
23051,2,4295,2025-01-25
39892,4,12917,2026-01-30
46078,4,13649,2023-10-20
39085,2,4841,2023-11-24
41480,2,4418,2021-06-28
40380,3,7877,2022-02-22
21027,3,9099,2024-02-22
5608,4,11012,2022-11-10
21559,2,3051,2023-06-05
9693,3,5681,2025-08-29
13530,2,1761,2023-01-22
22058,3,9894,2023-04-30
14143,3,5968,2024-01-28
48705,2,1390,2022-08-08
28250,3,5240,2023-08-16
6296,2,1521,2024-02-17
43376,4,13792,2021-10-14
41070,1,422,2022-06-15
41705,1,254,2021-05-31
38150,3,8937,2021-07-30
42201,4,12853,2022-02-03
27459,2,3452,2022-07-01
4342,3,5302,2024-04-25
18198,2,3594,2024-04-21
20767,4,10436,2022-05-15
24193,4,14425,2026-02-18
21605,1,549,2022-02-14
2499,3,5733,2022-05-04
16710,4,14224,2023-09-24
33423,4,12286,2025-02-06
24745,3,9714,2024-06-10
41936,2,4774,2025-05-30
43329,2,4231,2024-07-27
32980,3,8877,2022-07-20
32619,4,13614,2022-09-13
47057,2,2674,2024-06-17
42940,2,2350,2024-04-10
7830,2,1122,2021-06-09
21994,4,11613,2022-09-17
23867,2,1105,2021-03-08
18581,2,4039,2025-06-30
9061,2,1260,2025-11-18
24717,3,7517,2022-08-15
37552,2,1980,2023-02-18
7996,2,3410,2025-11-03
12264,3,6441,2024-07-06
34720,2,4433,2025-12-18
38506,3,5989,2023-02-14
29117,1,287,2023-10-04
21391,3,6178,2023-01-25
13476,2,1680,2022-02-12
27104,2,4468,2024-04-24
25875,2,3917,2025-02-21
15136,4,12822,2022-12-01
6087,2,4235,2021-03-10
44693,2,2918,2026-01-25
11251,2,1930,2024-12-07
35118,1,356,2023-08-30
13811,3,9707,2025-05-11
44719,3,5046,2022-04-05
27895,4,11435,2021-05-01
7016,4,11376,2022-07-31
43215,1,654,2021-03-06
39748,4,12285,2022-03-15
19524,3,9625,2024-06-07
23761,2,2515,2025-03-02
21370,2,1554,2022-06-07
2244,2,4849,2025-10-18
15154,4,11276,2023-07-01
44814,3,7181,2025-07-03
907,2,3775,2021-09-07
47179,4,12186,2022-01-11
35260,3,8807,2023-10-10
49220,4,11118,2022-11-15
45180,4,12539,2025-03-21
23040,4,12906,2023-08-23
39841,3,5445,2024-11-25
21268,2,3067,2021-09-01
1008,4,10391,2024-11-17
5832,4,12541,2022-11-11
6124,2,4502,2024-10-07
31821,4,14762,2023-12-23
8743,2,4605,2025-02-05
29341,4,10734,2021-10-01
6640,2,1852,2021-07-10
2729,4,10229,2024-04-21
39561,3,9256,2025-08-20
26444,1,121,2021-11-23
21415,4,10304,2025-10-25
14434,3,7926,2025-07-26
35408,4,12715,2024-07-08
569,4,13721,2022-09-23
26201,3,9202,2023-05-10
8647,2,3957,2025-04-07
49563,4,14081,2021-03-22
49503,2,3358,2021-11-01
12319,4,12078,2021-11-12
3984,4,11047,2023-03-27
31901,4,13784,2022-04-30
6717,3,6756,2024-04-28
7196,3,6343,2024-06-23
41384,1,132,2023-06-08
49585,1,98,2023-03-30
30476,2,1693,2024-01-09
15984,3,6720,2021-12-26
28813,4,11753,2023-07-24
30932,2,1404,2022-03-03
6883,3,9031,2023-05-10
1388,2,4024,2025-09-12
9504,2,3066,2022-06-25
4025,3,9594,2022-07-03
30241,2,4765,2025-10-08
9905,2,2503,2021-12-21
7173,2,3872,2024-12-27
37471,4,13960,2023-05-05
32121,2,3147,2025-11-06
13783,1,876,2024-02-08
2887,4,10055,2022-07-09
32540,4,10028,2024-08-04
49097,4,12590,2022-04-30
17875,4,12925,2026-02-05
8464,1,382,2022-04-26
38401,4,13773,2025-02-15
38628,3,6871,2024-02-07
12182,4,10475,2024-05-01
19398,3,8333,2025-07-21
15117,2,2114,2025-08-13
38595,4,12216,2025-10-31
22108,3,8407,2026-01-20
42658,3,9426,2024-12-08
37691,3,6886,2023-04-27
27602,3,8505,2025-10-06
2681,4,14420,2021-12-23
5105,3,7042,2021-12-18
5637,4,10329,2025-07-06
38339,4,12042,2021-11-09
34731,2,4798,2023-07-06
32473,4,13578,2025-06-18
22855,2,1430,2022-03-08
14830,2,1529,2022-05-08
27230,4,10786,2021-03-18
30426,2,4310,2024-12-09
41633,2,4783,2024-02-08
4610,3,7868,2025-08-14
10227,4,13806,2023-04-02
15313,2,1122,2024-11-24
45555,2,4356,2021-10-24
14783,4,14798,2024-12-08
11853,2,2275,2023-03-06
6230,4,10282,2021-04-29
8580,2,1214,2024-05-14
7441,3,7596,2023-03-08
2314,4,12489,2023-11-19
37872,4,13183,2025-04-24
6148,3,9749,2025-09-12
4241,4,12481,2025-05-22
43264,3,5446,2025-12-13
8734,3,5479,2025-06-05
7312,2,1652,2022-06-05
15875,3,9769,2022-11-29
18576,4,13550,2025-11-18
44769,3,5098,2022-08-29
42009,3,7130,2024-08-26
46419,3,7642,2025-05-30
14359,2,1374,2025-11-20
33029,3,7374,2025-04-30
44217,2,1480,2024-05-03
41739,4,11159,2022-10-10
32747,4,13385,2024-07-07
16207,3,7798,2024-11-29
31462,2,4618,2022-05-09
26732,4,11236,2021-12-23
22030,3,5977,2022-03-08
22057,3,7011,2022-08-19
9604,4,10923,2021-08-09
38222,3,8918,2021-12-05
26843,2,1047,2021-06-29
3354,2,4404,2022-07-07
20638,3,7278,2023-12-10
5840,4,13304,2025-03-28
41264,2,2331,2026-01-18
43405,2,2076,2024-03-09
3606,1,345,2022-01-23
19876,2,3056,2025-08-29
8804,3,5088,2023-10-07
34017,4,14272,2024-01-05
19107,3,5639,2022-04-13
9513,3,7219,2022-11-09
41689,3,9576,2025-10-18
43113,1,926,2022-06-01
49295,3,5401,2021-12-27
39034,4,11007,2023-03-13
2415,2,2048,2025-07-07
26027,2,1033,2021-04-17
7443,1,979,2023-03-11
10203,4,12028,2023-04-15
33364,4,13217,2021-09-03
36065,2,3638,2023-06-24
6152,3,6340,2024-10-27
25426,2,1718,2026-02-08
26618,2,4234,2021-04-08
45352,4,13985,2023-04-08
46591,3,7647,2023-04-22
17504,2,2288,2026-01-13
19067,1,542,2024-06-15
37149,3,9021,2023-12-08
36614,1,840,2024-10-08
11672,3,6637,2022-03-31
40923,4,11771,2024-02-18
44284,4,12597,2021-06-27
43741,4,11424,2022-09-10
41717,4,13812,2024-05-23
16428,3,8219,2024-10-11
8092,4,10412,2023-02-06
5089,3,9147,2022-07-12
20559,3,8921,2022-02-27
902,2,3804,2024-02-04
47799,3,5892,2022-03-06
38863,2,1219,2023-02-12
20038,2,2888,2022-06-12
49669,2,2885,2025-09-24
40990,2,3422,2023-06-22
6494,3,5832,2021-10-04
12794,3,8390,2024-12-03
11604,2,1142,2023-04-13
48883,4,14070,2024-05-07
32984,2,2328,2022-11-12
5884,3,7467,2022-08-25
46047,2,4247,2024-05-23
33434,1,252,2021-03-07
16380,4,14029,2022-04-01
12709,2,1534,2025-01-13
19327,3,8433,2024-10-28
27038,3,7557,2021-09-11
45166,2,4147,2021-05-12
36914,4,10188,2024-07-11
14552,4,10939,2023-01-17
13630,2,3019,2022-07-27
34791,4,12487,2021-10-31
31630,4,12960,2021-12-23
20832,3,8406,2023-04-08
535,4,12571,2021-08-24
45246,3,8852,2021-07-29
36081,2,3571,2022-06-07
21162,1,368,2023-07-14
44961,3,9853,2022-11-08
18507,2,2853,2021-02-26
23402,2,2503,2021-09-02
4986,2,2886,2021-09-11
4096,3,6079,2025-05-24
36117,3,5183,2024-07-18
16831,3,7952,2025-09-04
21449,3,7040,2021-06-15
49589,3,7718,2025-11-30
33040,1,839,2022-04-18
4770,2,4138,2022-05-25
697,3,6627,2024-07-27
29314,4,14600,2022-05-17
22216,3,5446,2023-04-16
12991,2,2757,2022-03-25
41980,3,9742,2025-12-14
6138,3,9890,2021-11-18
33902,3,5636,2024-05-06
17370,1,681,2024-07-19
3239,3,5612,2021-03-01
19912,3,9063,2025-03-25
10886,4,14831,2024-03-05
9908,3,7367,2025-09-27
21700,2,3392,2022-07-03
24020,4,13585,2025-06-05
45024,2,4032,2025-10-28
10723,4,11844,2021-05-04
22724,3,5859,2024-08-06
8181,2,1726,2021-07-28
5571,3,5442,2022-03-19
37093,3,7477,2023-05-11
14120,2,1371,2022-09-21
33431,2,3204,2025-02-10
21523,3,5654,2023-07-25
5606,4,14086,2023-07-06
10794,3,6074,2023-12-07
12376,1,768,2025-12-01
18933,3,7024,2022-06-14
30457,4,11946,2023-01-18
36079,1,75,2023-02-17
49779,2,4081,2023-12-13
34745,4,13283,2024-02-13
44183,3,9118,2025-12-30
1867,4,12799,2023-09-13
28459,4,10149,2025-02-16
21402,2,3558,2025-10-17
23251,1,609,2025-09-29
11594,2,4568,2024-09-24
41613,2,2901,2024-06-24
15411,3,9177,2024-02-16
2662,3,9125,2022-05-16
47723,3,8326,2021-10-23
40834,3,7158,2024-08-07
7724,3,8992,2022-12-10
21016,3,8229,2022-09-28
10687,2,2073,2022-04-05
42174,4,12962,2021-12-24
44353,3,9614,2022-07-07
33136,3,8943,2024-11-04
30978,4,11544,2024-03-26
17646,3,5179,2021-12-25
29711,2,2483,2025-04-22
26559,3,6824,2024-10-21
12465,2,3533,2022-07-14
24535,3,8476,2023-09-19
23302,3,8626,2023-08-21
1653,3,7618,2024-07-08
31455,2,1305,2024-06-05
48302,4,10160,2023-01-28
7518,4,10730,2021-06-04
40590,3,9637,2022-03-14
969,3,9797,2021-05-30
36992,4,11123,2023-07-02
46487,3,9393,2024-10-23
20708,2,1021,2022-02-17
6797,3,5449,2022-03-07
43560,3,9754,2023-07-26
18908,3,8453,2022-03-21
17230,3,9270,2024-04-30
17482,2,3836,2021-10-17
31130,2,1640,2022-09-12
10329,3,8077,2025-10-05
43336,2,2591,2024-05-07
3114,2,3502,2023-11-29
11424,3,8058,2021-03-22
40145,2,4469,2021-05-08
301,3,6505,2023-09-29
3140,1,490,2025-01-09
7930,2,3324,2025-03-20
