work_order_id,product_id,line_id,start_timestamp,end_timestamp,quantity_produced,rejected_quantity,status
3830,3269,7,2025-02-05 16:53:52.124702,2025-02-05 23:53:52.124702,3020,28,Completed
3831,2753,9,2025-12-15 11:50:11.322865,2025-12-15 21:50:11.322865,3210,6,Completed
3832,3805,10,2024-09-12 08:34:15.956677,2024-09-12 10:34:15.956677,740,17,Completed
3833,103,7,2025-06-15 23:23:47.896281,2025-06-16 03:23:47.896281,1544,28,Completed
3834,2225,10,2025-01-25 13:29:12.421718,2025-01-25 15:29:12.421718,805,37,Completed
3835,4464,6,2024-11-20 13:34:33.983524,2024-11-20 17:34:33.983524,949,21,Completed
3836,4149,9,2024-05-20 18:00:11.835616,2024-05-21 02:00:11.835616,2548,83,Completed
3837,1939,1,2025-09-24 08:42:45.187245,2025-09-24 17:42:45.187245,1208,20,Completed
3838,5703,10,2024-03-19 23:37:24.302241,2024-03-20 06:37:24.302241,2647,70,Completed
3839,3665,3,2025-12-29 17:18:23.375845,2025-12-29 22:18:23.375845,1222,18,Completed
3840,3217,10,2024-06-30 07:53:08.999904,2024-06-30 16:53:08.999904,3893,9,Completed
3841,743,7,2025-08-25 18:20:13.129630,2025-08-26 02:20:13.129630,3447,10,Completed
3842,1322,2,2025-10-30 22:50:58.156221,2025-10-31 05:50:58.156221,1495,39,Completed
3843,527,6,2025-11-28 12:03:38.752354,2025-11-28 23:03:38.752354,2261,85,Completed
3844,708,5,2025-11-16 11:54:02.457145,2025-11-16 19:54:02.457145,1928,64,Completed
3845,6004,4,2025-05-14 22:46:53.916843,2025-05-14 23:46:53.916843,223,7,Completed
3846,2053,3,2025-04-08 16:15:15.489755,2025-04-08 22:15:15.489755,1427,21,Completed
3847,3332,10,2026-01-31 07:15:10.527735,2026-01-31 17:15:10.527735,4508,201,Completed
3848,1479,6,2026-01-30 17:38:00.475846,2026-01-30 22:38:00.475846,1130,24,Completed
3849,1041,6,2026-02-02 07:44:39.719514,2026-02-02 11:44:39.719514,929,2,Completed
3850,3585,8,2024-04-11 18:34:49.272840,2024-04-12 02:34:49.272840,3316,80,Completed
3851,958,9,2025-12-29 09:55:11.671568,2025-12-29 20:55:11.671568,3766,81,Completed
3852,5344,4,2025-07-07 20:39:53.877463,2025-07-08 01:39:53.877463,1029,12,Completed
3853,4290,1,2025-11-07 14:12:06.043689,2025-11-07 20:12:06.043689,831,14,Completed
3854,5584,10,2025-12-06 04:36:26.418562,2025-12-06 15:36:26.418562,4824,80,Completed
3855,246,5,2026-01-24 05:35:41.395732,2026-01-24 09:35:41.395732,902,29,Completed
3856,4902,1,2024-10-29 16:25:07.229578,2024-10-29 18:25:07.229578,246,10,Completed
3857,1872,8,2024-11-18 17:33:37.103359,2024-11-19 03:33:37.103359,4045,184,Completed
3858,1102,4,2025-05-31 08:22:44.141474,2025-05-31 12:22:44.141474,882,39,Completed
3859,3069,4,2024-05-08 18:40:51.413536,2024-05-08 19:40:51.413536,200,7,Completed
3860,1518,6,2025-04-26 16:30:09.216339,2025-04-26 18:30:09.216339,427,13,Completed
3861,2329,7,2025-05-09 23:56:58.569150,2025-05-10 00:56:58.569150,410,12,Completed
3862,3314,5,2024-06-20 18:06:00.696690,2024-06-21 04:06:00.696690,2570,41,Completed
3863,1279,8,2024-04-17 20:43:10.507237,2024-04-18 07:43:10.507237,4628,32,Completed
3864,294,5,2025-10-05 05:42:09.935601,2025-10-05 09:42:09.935601,839,32,Completed
3865,5787,7,2024-09-26 03:48:14.180838,2024-09-26 11:48:14.180838,3302,51,Completed
3866,4635,4,2025-11-24 18:15:55.883234,2025-11-25 00:15:55.883234,1297,47,Completed
3867,2561,2,2024-03-29 13:02:09.292161,2024-03-29 16:02:09.292161,606,10,Completed
3868,2941,2,2025-09-28 15:53:15.587558,2025-09-28 22:53:15.587558,1380,48,Completed
3869,2199,10,2025-07-08 06:39:56.358283,2025-07-08 14:39:56.358283,3225,143,Completed
3870,2956,10,2025-09-07 20:14:29.447578,2025-09-08 00:14:29.447578,1704,82,Completed
3871,5390,1,2025-10-25 08:27:40.310367,2025-10-25 11:27:40.310367,372,16,Completed
3872,5200,4,2025-05-04 13:53:13.941642,2025-05-05 00:53:13.941642,2356,77,Completed
3873,1547,6,2025-12-26 06:47:18.805829,2025-12-26 07:47:18.805829,235,6,Completed
3874,154,3,2024-04-26 08:00:48.173895,2024-04-26 11:00:48.173895,695,6,Completed
3875,1664,8,2025-11-30 02:05:05.084802,2025-11-30 06:05:05.084802,1400,21,Completed
3876,2940,3,2024-11-16 15:41:19.674411,2024-11-16 19:41:19.674411,892,30,Completed
3877,3553,6,2025-07-07 04:27:30.356473,2025-07-07 11:27:30.356473,1516,65,Completed
3878,4051,9,2025-11-26 01:17:15.217695,2025-11-26 04:17:15.217695,997,12,Completed
3879,5314,5,2025-12-01 06:04:19.924340,2025-12-01 12:04:19.924340,1408,58,Completed
3880,363,5,2025-05-06 10:59:31.072689,2025-05-06 19:59:31.072689,2161,98,Completed
3881,770,5,2024-12-16 21:19:57.392409,2024-12-17 05:19:57.392409,2034,4,Completed
3882,4277,6,2024-04-25 04:25:13.810406,2024-04-25 07:25:13.810406,684,19,Completed
3883,1501,7,2024-11-09 19:07:39.147735,2024-11-10 01:07:39.147735,2546,107,Completed
3884,3319,7,2026-01-18 18:40:24.761750,2026-01-19 05:40:24.761750,4750,145,Completed
3885,3155,6,2024-06-13 09:08:41.750597,2024-06-13 14:08:41.750597,1151,33,Completed
3886,5645,7,2025-08-17 18:48:26.075738,2025-08-18 00:48:26.075738,2832,95,Completed
3887,5583,9,2025-08-31 23:15:33.966646,2025-09-01 05:15:33.966646,1742,52,Completed
3888,1386,2,2025-05-03 21:34:43.804260,2025-05-04 04:34:43.804260,1597,5,Completed
3889,2297,3,2025-06-29 11:10:30.464519,2025-06-29 15:10:30.464519,1037,47,Completed
3890,1345,2,2024-11-12 05:38:10.302801,2024-11-12 16:38:10.302801,2212,39,Completed
3891,2395,1,2025-10-28 22:37:22.409946,2025-10-29 09:37:22.409946,1472,49,Completed
3892,3216,8,2024-06-14 15:11:32.133721,2024-06-15 00:11:32.133721,3150,137,Completed
3893,403,7,2024-08-15 22:55:32.899705,2024-08-16 02:55:32.899705,1583,52,Completed
3894,1216,5,2024-05-02 08:07:17.361597,2024-05-02 19:07:17.361597,2339,60,Completed
3895,1358,10,2024-07-11 06:32:50.445132,2024-07-11 13:32:50.445132,2656,96,Completed
3896,5798,5,2025-09-24 00:59:37.406093,2025-09-24 10:59:37.406093,2436,61,Completed
3897,6002,4,2025-12-11 18:33:20.347003,2025-12-11 23:33:20.347003,1070,47,Completed
3898,285,4,2024-11-17 09:09:42.857997,2024-11-17 18:09:42.857997,2150,13,Completed
3899,4569,8,2024-07-25 01:13:42.204916,2024-07-25 05:13:42.204916,1638,41,Completed
3900,3755,7,2024-12-12 02:52:45.184751,2024-12-12 10:52:45.184751,3673,21,Completed
3901,1355,3,2025-06-10 03:26:54.098037,2025-06-10 13:26:54.098037,2766,55,Completed
3902,2654,1,2025-03-28 13:02:59.203911,2025-03-28 20:02:59.203911,986,43,Completed
3903,3573,6,2025-01-17 13:32:41.890646,2025-01-17 21:32:41.890646,1855,68,Completed
3904,2958,6,2024-06-27 00:23:05.089985,2024-06-27 08:23:05.089985,1720,85,Completed
3905,4543,3,2024-11-27 05:03:07.236086,2024-11-27 12:03:07.236086,1896,36,Completed
3906,3998,9,2025-06-11 20:37:00.315041,2025-06-11 22:37:00.315041,658,3,Completed
3907,5441,7,2024-05-19 16:08:22.725231,2024-05-19 23:08:22.725231,2719,89,Completed
3908,1560,3,2024-03-11 04:33:45.979868,2024-03-11 12:33:45.979868,2133,19,Completed
3909,1888,4,2025-10-29 12:18:45.212188,2025-10-29 22:18:45.212188,2074,25,Completed
3910,2774,4,2025-08-09 06:42:56.499559,2025-08-09 10:42:56.499559,831,27,Completed
3911,3872,3,2024-12-17 08:52:58.806885,2024-12-17 15:52:58.806885,1652,71,Completed
3912,5096,8,2025-09-05 11:31:35.427543,2025-09-05 17:31:35.427543,2362,85,Completed
3913,5023,10,2025-01-18 19:48:54.795831,2025-01-19 00:48:54.795831,2100,57,Completed
3914,3447,1,2025-05-20 13:40:33.189063,2025-05-20 17:40:33.189063,500,1,Completed
3915,5494,3,2024-05-18 02:38:11.015778,2024-05-18 13:38:11.015778,2900,47,Completed
3916,1114,6,2024-07-28 18:02:07.473834,2024-07-28 19:02:07.473834,210,5,Completed
3917,5845,10,2025-11-23 05:31:12.282734,2025-11-23 12:31:12.282734,3181,97,Completed
3918,4511,7,2024-04-28 01:20:05.112230,2024-04-28 10:20:05.112230,3609,143,Completed
3919,3638,10,2024-07-10 11:47:06.787044,2024-07-10 14:47:06.787044,1330,28,Completed
3920,1123,3,2025-11-09 16:45:13.346602,2025-11-09 22:45:13.346602,1583,7,Completed
3921,2616,9,2025-08-17 14:50:55.046195,2025-08-18 01:50:55.046195,3328,106,Completed
3922,2655,8,2026-02-08 19:28:14.587845,2026-02-09 03:28:14.587845,3337,119,Completed
3923,5383,6,2025-03-28 13:49:24.220625,2025-03-28 23:49:24.220625,2150,5,Completed
3924,1732,3,2024-07-31 03:34:43.354081,2024-07-31 12:34:43.354081,2255,88,Completed
3925,358,5,2025-10-02 23:11:44.891938,2025-10-03 05:11:44.891938,1250,33,Completed
3926,345,2,2024-07-19 00:33:37.268831,2024-07-19 04:33:37.268831,847,7,Completed
3927,4696,10,2024-12-15 16:50:25.960214,2024-12-16 03:50:25.960214,4089,51,Completed
3928,814,7,2024-09-24 03:39:38.003032,2024-09-24 08:39:38.003032,2346,92,Completed
3929,4622,6,2025-07-16 11:02:35.781848,2025-07-16 14:02:35.781848,661,26,Completed
3930,5894,7,2025-09-24 15:53:40.602974,2025-09-24 20:53:40.602974,2116,92,Completed
3931,303,3,2024-12-15 15:41:13.108814,2024-12-15 22:41:13.108814,1564,57,Completed
3932,2109,7,2024-06-17 06:30:55.635012,2024-06-17 08:30:55.635012,916,38,Completed
3933,473,5,2026-01-26 14:43:46.394970,2026-01-26 18:43:46.394970,992,4,Completed
3934,563,5,2026-02-26 07:30:07.251675,2026-02-26 10:30:07.251675,771,21,Completed
3935,1179,3,2024-04-20 21:03:21.895833,2024-04-21 08:03:21.895833,2566,16,Completed
3936,1465,2,2025-12-31 01:18:14.968875,2025-12-31 04:18:14.968875,555,4,Completed
3937,4330,5,2025-09-14 16:04:33.263502,2025-09-14 21:04:33.263502,1137,26,Completed
3938,2110,5,2024-11-06 21:41:50.545438,2024-11-07 00:41:50.545438,659,3,Completed
3939,5016,2,2025-08-15 17:53:05.829132,2025-08-16 00:53:05.829132,1419,34,Completed
3940,1172,2,2025-05-28 07:07:18.555730,2025-05-28 13:07:18.555730,1150,47,Completed
3941,4605,4,2024-08-13 06:31:09.883349,2024-08-13 17:31:09.883349,2190,56,Completed
3942,513,1,2024-10-03 04:56:05.596388,2024-10-03 07:56:05.596388,390,6,Completed
3943,4289,1,2025-05-23 15:43:43.530418,2025-05-24 02:43:43.530418,1280,13,Completed
3944,5304,2,2025-05-25 06:51:06.391499,2025-05-25 08:51:06.391499,454,14,Completed
3945,3659,1,2025-08-15 02:14:25.559779,2025-08-15 04:14:25.559779,248,9,Completed
3946,2033,4,2026-02-10 22:54:49.159202,2026-02-11 06:54:49.159202,1919,49,Completed
3947,310,2,2025-08-28 12:02:43.253349,2025-08-28 17:02:43.253349,1063,41,Completed
3948,5786,10,2025-11-30 07:38:16.388762,2025-11-30 12:38:16.388762,1831,31,Completed
3949,2432,5,2024-09-12 18:12:29.119630,2024-09-13 02:12:29.119630,1940,68,Completed
3950,2519,9,2026-01-03 17:21:24.182723,2026-01-04 04:21:24.182723,3132,76,Completed
3951,2013,1,2024-10-23 06:00:37.668658,2024-10-23 12:00:37.668658,837,30,Completed
3952,1198,4,2026-02-11 21:49:36.554153,2026-02-12 05:49:36.554153,1730,34,Completed
3953,1603,9,2024-03-08 10:53:32.013905,2024-03-08 16:53:32.013905,1825,12,Completed
3954,4533,4,2025-02-20 16:53:34.191123,2025-02-20 22:53:34.191123,1399,3,Completed
3955,1784,8,2024-08-21 00:15:25.872826,2024-08-21 01:15:25.872826,347,11,Completed
3956,3359,3,2025-12-31 08:50:24.377109,2025-12-31 15:50:24.377109,1602,70,Completed
3957,1572,2,2024-10-17 01:42:01.693772,2024-10-17 06:42:01.693772,1097,31,Completed
3958,1304,5,2025-06-19 08:48:21.645299,2025-06-19 12:48:21.645299,989,6,Completed
3959,5184,5,2024-10-09 00:53:27.297837,2024-10-09 01:53:27.297837,240,10,Completed
3960,1929,4,2025-10-11 20:53:02.003643,2025-10-11 23:53:02.003643,730,31,Completed
3961,5866,8,2025-11-19 04:47:38.468513,2025-11-19 12:47:38.468513,2890,68,Completed
3962,5171,6,2024-03-09 10:00:10.384084,2024-03-09 20:00:10.384084,2238,35,Completed
3963,2613,6,2024-03-18 18:31:32.152496,2024-03-19 01:31:32.152496,1490,47,Completed
3964,4892,1,2025-01-30 12:49:49.441519,2025-01-30 18:49:49.441519,793,14,Completed
3965,1963,1,2024-10-09 04:56:12.705042,2024-10-09 10:56:12.705042,738,15,Completed
3966,1315,9,2024-05-26 15:19:51.187142,2024-05-26 20:19:51.187142,1695,20,Completed
3967,3651,9,2026-01-12 10:19:06.648210,2026-01-12 12:19:06.648210,607,22,Completed
3968,1451,5,2025-01-29 17:23:17.432798,2025-01-29 21:23:17.432798,998,11,Completed
3969,4389,4,2024-08-15 03:54:05.198191,2024-08-15 13:54:05.198191,2160,47,Completed
3970,3013,1,2024-03-20 20:30:40.635075,2024-03-20 23:30:40.635075,421,20,Completed
3971,5268,6,2026-02-25 22:43:28.448297,2026-02-26 03:43:28.448297,1045,9,Completed
3972,4603,2,2025-08-18 10:04:41.106959,2025-08-18 18:04:41.106959,1761,79,Completed
3973,4929,2,2026-01-22 16:20:13.693536,2026-01-22 23:20:13.693536,1330,32,Completed
3974,2880,4,2025-10-19 12:18:05.040614,2025-10-19 16:18:05.040614,811,16,Completed
3975,2782,4,2024-12-01 10:17:42.866595,2024-12-01 19:17:42.866595,2057,33,Completed
3976,4726,5,2025-12-22 12:10:17.423112,2025-12-22 17:10:17.423112,1077,28,Completed
3977,1339,9,2025-09-17 17:18:08.648108,2025-09-18 02:18:08.648108,2577,66,Completed
3978,650,10,2026-02-10 06:28:38.778163,2026-02-10 13:28:38.778163,2855,27,Completed
3979,3341,2,2025-02-02 01:11:20.310420,2025-02-02 07:11:20.310420,1369,29,Completed
3980,530,4,2024-07-01 05:42:18.439815,2024-07-01 15:42:18.439815,2199,93,Completed
3981,996,10,2024-04-12 03:20:15.443827,2024-04-12 08:20:15.443827,2219,83,Completed
3982,785,9,2024-06-14 12:50:43.439176,2024-06-14 17:50:43.439176,1403,20,Completed
3983,2666,3,2024-10-10 06:08:37.997442,2024-10-10 07:08:37.997442,235,6,Completed
3984,1394,8,2025-01-20 01:26:51.633973,2025-01-20 12:26:51.633973,4131,79,Completed
3985,5369,7,2024-11-26 07:21:12.383976,2024-11-26 16:21:12.383976,3768,64,Completed
3986,3359,7,2024-03-20 16:03:10.682610,2024-03-20 23:03:10.682610,2763,55,Completed
3987,538,10,2024-06-27 17:36:54.778211,2024-06-28 03:36:54.778211,3793,184,Completed
3988,2530,9,2024-06-29 22:55:18.711521,2024-06-30 05:55:18.711521,2207,100,Completed
3989,1179,5,2025-08-07 06:00:05.179309,2025-08-07 16:00:05.179309,2569,101,Completed
3990,3040,5,2024-07-12 15:05:57.075471,2024-07-12 16:05:57.075471,213,4,Completed
3991,1597,1,2024-03-16 15:16:09.787917,2024-03-16 16:16:09.787917,134,3,Completed
3992,1661,3,2025-12-07 13:14:18.217274,2025-12-07 15:14:18.217274,525,1,Completed
3993,3179,8,2024-09-13 19:32:40.755917,2024-09-13 20:32:40.755917,379,18,Completed
3994,1369,9,2026-01-15 02:38:49.794999,2026-01-15 03:38:49.794999,289,9,Completed
3995,2219,7,2026-02-14 08:21:22.982322,2026-02-14 10:21:22.982322,886,36,Completed
3996,1018,8,2024-03-13 05:56:56.887260,2024-03-13 12:56:56.887260,2451,72,Completed
3997,3013,3,2024-12-13 10:37:32.297410,2024-12-13 14:37:32.297410,1005,2,Completed
3998,715,6,2025-09-04 12:47:58.865646,2025-09-04 18:47:58.865646,1242,22,Completed
3999,1504,3,2025-10-22 00:52:44.295840,2025-10-22 08:52:44.295840,1850,86,Completed
4000,2532,9,2024-09-18 09:23:00.350389,2024-09-18 18:23:00.350389,2829,113,Completed
4001,1268,10,2024-10-08 13:26:15.787415,2024-10-08 20:26:15.787415,2678,89,Completed
4002,5350,4,2025-01-29 11:45:44.114810,2025-01-29 21:45:44.114810,2180,104,Completed
4003,4643,3,2025-01-16 02:46:38.147927,2025-01-16 03:46:38.147927,256,4,Completed
4004,1999,9,2025-04-06 18:07:07.161275,2025-04-07 00:07:07.161275,1801,40,Completed
4005,267,6,2024-04-10 15:07:56.780831,2024-04-10 19:07:56.780831,953,9,Completed
4006,2509,7,2024-07-24 15:34:57.854322,2024-07-24 23:34:57.854322,3201,40,Completed
4007,1536,6,2024-06-25 16:40:08.719069,2024-06-25 18:40:08.719069,457,9,Completed
4008,4158,3,2024-09-23 15:44:49.112938,2024-09-23 21:44:49.112938,1613,78,Completed
4009,2909,4,2024-05-11 07:28:29.969246,2024-05-11 16:28:29.969246,1857,17,Completed
4010,1872,9,2024-09-20 21:24:28.222172,2024-09-21 04:24:28.222172,2179,37,Completed
4011,570,8,2026-01-11 07:08:47.449624,2026-01-11 13:08:47.449624,2298,65,Completed
4012,726,1,2025-02-09 21:24:24.781881,2025-02-09 22:24:24.781881,128,2,Completed
4013,5798,2,2025-03-23 21:04:07.412886,2025-03-24 01:04:07.412886,762,33,Completed
4014,275,4,2025-11-10 11:18:55.766080,2025-11-10 19:18:55.766080,1784,36,Completed
4015,5539,4,2025-06-15 17:46:42.092365,2025-06-15 23:46:42.092365,1287,55,Completed
4016,2949,4,2025-08-22 17:21:28.050507,2025-08-23 00:21:28.050507,1522,17,Completed
4017,1232,2,2024-10-21 23:51:42.385008,2024-10-22 10:51:42.385008,2272,61,Completed
4018,2134,10,2025-01-06 21:35:42.529316,2025-01-07 04:35:42.529316,3039,66,Completed
4019,3031,8,2025-06-30 19:25:49.231152,2025-07-01 04:25:49.231152,3512,31,Completed
4020,5422,7,2025-05-26 16:11:38.941067,2025-05-26 17:11:38.941067,399,4,Completed
4021,4304,1,2024-05-08 18:11:45.260354,2024-05-09 03:11:45.260354,1049,14,Completed
4022,2843,10,2025-11-10 07:22:18.118959,2025-11-10 09:22:18.118959,821,27,Completed
4023,1571,3,2026-01-13 06:17:43.696269,2026-01-13 13:17:43.696269,1836,48,Completed
4024,1883,10,2024-11-04 05:06:39.036829,2024-11-04 11:06:39.036829,2452,59,Completed
4025,2646,5,2026-01-26 01:48:05.221866,2026-01-26 02:48:05.221866,206,9,Completed
4026,2354,1,2024-11-30 11:31:07.119674,2024-11-30 13:31:07.119674,233,0,Completed
4027,5348,4,2025-11-26 23:25:40.496990,2025-11-27 00:25:40.496990,222,0,Completed
4028,1359,5,2025-10-26 21:46:16.335803,2025-10-27 05:46:16.335803,1676,39,Completed
4029,3630,7,2025-09-27 15:18:27.756716,2025-09-27 22:18:27.756716,3158,34,Completed
4030,1310,4,2024-07-13 20:51:30.543416,2024-07-14 02:51:30.543416,1205,20,Completed
4031,3217,7,2025-05-05 17:08:54.423534,2025-05-05 22:08:54.423534,2058,33,Completed
4032,4620,10,2024-03-08 14:42:02.399045,2024-03-08 20:42:02.399045,2578,127,Completed
4033,987,8,2025-03-18 17:08:36.848400,2025-03-18 19:08:36.848400,734,35,Completed
4034,442,6,2025-12-26 21:07:01.496212,2025-12-27 01:07:01.496212,881,15,Completed
4035,4883,2,2024-10-07 17:52:20.795599,2024-10-07 18:52:20.795599,210,2,Completed
4036,527,7,2026-01-14 20:01:27.645686,2026-01-14 21:01:27.645686,421,21,Completed
4037,1465,5,2025-11-22 21:02:52.130067,2025-11-23 00:02:52.130067,699,25,Completed
4038,5816,9,2025-04-11 09:32:16.650241,2025-04-11 11:32:16.650241,644,27,Completed
4039,2520,1,2025-03-28 05:08:03.452102,2025-03-28 08:08:03.452102,381,15,Completed
4040,5170,5,2025-03-21 01:32:08.859770,2025-03-21 05:32:08.859770,892,41,Completed
4041,4261,8,2024-08-10 22:16:46.416011,2024-08-11 05:16:46.416011,2472,115,Completed
4042,2941,9,2025-09-13 11:40:26.978450,2025-09-13 15:40:26.978450,1232,19,Completed
4043,2510,7,2025-08-21 19:04:43.701654,2025-08-22 06:04:43.701654,5170,246,Completed
4044,5030,8,2024-07-08 10:42:12.867445,2024-07-08 16:42:12.867445,2379,51,Completed
4045,139,6,2025-09-20 13:34:54.805635,2025-09-20 22:34:54.805635,1790,15,Completed
4046,5403,5,2025-12-05 08:53:41.909023,2025-12-05 11:53:41.909023,717,20,Completed
4047,5133,1,2024-06-07 02:58:44.032059,2024-06-07 06:58:44.032059,478,7,Completed
4048,3876,10,2024-06-25 19:39:40.787866,2024-06-25 21:39:40.787866,804,32,Completed
4049,5658,4,2025-04-30 22:34:35.478551,2025-05-01 01:34:35.478551,604,16,Completed
4050,5588,8,2026-01-31 10:00:51.629364,2026-01-31 17:00:51.629364,2553,78,Completed
4051,3907,9,2025-12-01 17:06:21.113583,2025-12-01 19:06:21.113583,674,10,Completed
4052,88,4,2025-08-10 11:41:37.064773,2025-08-10 16:41:37.064773,1039,48,Completed
4053,941,7,2025-12-03 10:12:39.022092,2025-12-03 11:12:39.022092,398,10,Completed
4054,362,10,2024-07-03 21:04:55.532805,2024-07-04 04:04:55.532805,2744,25,Completed
4055,2573,3,2024-03-23 15:18:05.597678,2024-03-23 22:18:05.597678,1860,20,Completed
4056,1266,7,2026-01-10 19:05:09.006083,2026-01-10 23:05:09.006083,1763,34,Completed
4057,4809,2,2026-02-23 20:03:16.395179,2026-02-24 01:03:16.395179,951,23,Completed
4058,2286,2,2026-01-28 11:45:42.301219,2026-01-28 13:45:42.301219,450,7,Completed
4059,1120,8,2025-09-18 00:30:01.049271,2025-09-18 05:30:01.049271,2147,74,Completed
4060,2763,1,2024-11-13 10:45:15.888458,2024-11-13 16:45:15.888458,698,31,Completed
4061,1731,9,2024-10-11 15:13:34.751484,2024-10-12 02:13:34.751484,3346,73,Completed
4062,4423,10,2024-04-09 04:45:36.253223,2024-04-09 13:45:36.253223,4006,49,Completed
4063,5116,4,2025-05-29 04:02:30.191016,2025-05-29 14:02:30.191016,2137,5,Completed
4064,2826,10,2025-09-24 22:39:30.669799,2025-09-25 00:39:30.669799,764,27,Completed
4065,821,9,2026-01-22 05:51:09.533565,2026-01-22 07:51:09.533565,640,2,Completed
4066,3447,6,2024-09-26 08:08:28.625134,2024-09-26 18:08:28.625134,2124,49,Completed
4067,4583,8,2025-10-12 15:42:39.584547,2025-10-13 01:42:39.584547,3880,86,Completed
4068,5073,8,2024-07-10 01:26:27.337365,2024-07-10 06:26:27.337365,2005,42,Completed
4069,3058,7,2025-12-23 04:26:13.971221,2025-12-23 08:26:13.971221,1854,24,Completed
4070,1055,1,2024-07-03 18:10:59.819141,2024-07-04 00:10:59.819141,832,38,Completed
4071,3863,2,2024-10-29 06:36:15.487728,2024-10-29 16:36:15.487728,2208,58,Completed
4072,461,8,2025-03-22 06:26:44.824387,2025-03-22 07:26:44.824387,389,13,Completed
4073,1629,9,2025-08-20 04:49:11.719558,2025-08-20 10:49:11.719558,1720,32,Completed
4074,5792,8,2025-04-30 23:40:02.039873,2025-05-01 00:40:02.039873,397,15,Completed
4075,3090,4,2024-11-08 10:20:02.827103,2024-11-08 20:20:02.827103,2247,34,Completed
4076,3330,10,2026-02-07 05:32:07.287631,2026-02-07 08:32:07.287631,1214,52,Completed
4077,1217,3,2024-04-27 21:54:26.366247,2024-04-28 08:54:26.366247,3000,48,Completed
4078,1410,6,2025-04-12 13:05:50.423436,2025-04-12 16:05:50.423436,733,14,Completed
4079,5294,5,2024-03-10 20:50:21.757546,2024-03-11 03:50:21.757546,1621,11,Completed
4080,1648,5,2025-04-02 06:37:53.048520,2025-04-02 11:37:53.048520,1244,2,Completed
4081,2853,8,2024-05-26 07:32:16.987362,2024-05-26 08:32:16.987362,428,15,Completed
4082,1972,1,2024-05-27 21:24:56.860262,2024-05-27 23:24:56.860262,256,8,Completed
4083,3002,8,2024-05-11 05:17:02.221862,2024-05-11 11:17:02.221862,2303,7,Completed
4084,2879,4,2025-07-25 23:21:19.593578,2025-07-26 10:21:19.593578,2458,26,Completed
4085,3938,10,2025-11-20 16:03:21.942297,2025-11-20 17:03:21.942297,447,14,Completed
4086,5211,2,2025-04-25 18:22:42.202394,2025-04-26 03:22:42.202394,1715,45,Completed
4087,3307,4,2024-05-29 02:41:57.680953,2024-05-29 06:41:57.680953,893,39,Completed
4088,1211,8,2024-10-31 10:04:17.681468,2024-10-31 12:04:17.681468,797,21,Completed
4089,738,5,2025-08-26 02:46:54.617836,2025-08-26 10:46:54.617836,1712,36,Completed
4090,2379,8,2025-04-14 23:41:36.396698,2025-04-15 02:41:36.396698,1047,48,Completed
4091,5608,4,2025-07-16 16:59:50.198441,2025-07-16 19:59:50.198441,724,5,Completed
4092,5552,9,2024-05-11 01:38:29.469322,2024-05-11 08:38:29.469322,1957,44,Completed
4093,3726,9,2025-10-14 12:02:09.086819,2025-10-14 13:02:09.086819,306,13,Completed
4094,5533,4,2024-10-07 11:06:22.462313,2024-10-07 13:06:22.462313,401,15,Completed
4095,4931,6,2025-12-12 10:05:45.701067,2025-12-12 15:05:45.701067,1112,54,Completed
4096,604,3,2024-08-11 13:11:36.500769,2024-08-11 22:11:36.500769,2212,86,Completed
4097,1868,2,2025-07-17 11:18:40.853961,2025-07-17 18:18:40.853961,1600,25,Completed
4098,2952,8,2025-10-29 14:30:51.170863,2025-10-29 15:30:51.170863,426,3,Completed
4099,77,5,2024-11-17 16:37:47.361159,2024-11-18 01:37:47.361159,2202,57,Completed
4100,2411,4,2024-05-25 15:36:38.407741,2024-05-25 22:36:38.407741,1432,17,Completed
4101,2308,1,2026-02-07 21:52:29.055986,2026-02-08 01:52:29.055986,525,25,Completed
4102,5335,3,2024-12-10 02:27:14.549255,2024-12-10 12:27:14.549255,2263,23,Completed
4103,4653,8,2024-12-02 12:58:48.867720,2024-12-02 17:58:48.867720,1970,63,Completed
4104,3102,2,2025-01-16 09:06:53.163393,2025-01-16 12:06:53.163393,588,18,Completed
4105,4013,7,2025-08-22 18:32:04.462276,2025-08-22 20:32:04.462276,927,13,Completed
4106,4626,4,2026-01-30 06:52:13.309613,2026-01-30 15:52:13.309613,2167,52,Completed
4107,3194,4,2024-10-10 10:16:14.964180,2024-10-10 17:16:14.964180,1576,16,Completed
4108,4173,9,2025-02-04 21:37:42.666614,2025-02-05 00:37:42.666614,1038,21,Completed
4109,4983,1,2024-07-28 02:45:48.678597,2024-07-28 08:45:48.678597,771,3,Completed
4110,2429,4,2025-12-10 22:48:43.277590,2025-12-10 23:48:43.277590,222,1,Completed
4111,5153,5,2024-12-15 11:51:07.293692,2024-12-15 18:51:07.293692,1755,66,Completed
4112,1593,6,2025-11-18 00:18:43.604126,2025-11-18 05:18:43.604126,1229,33,Completed
4113,4758,3,2025-12-13 16:45:48.078107,2025-12-13 21:45:48.078107,1323,64,Completed
4114,3504,10,2024-09-05 08:09:29.597706,2024-09-05 12:09:29.597706,1736,11,Completed
4115,979,6,2025-03-12 14:26:07.769973,2025-03-13 01:26:07.769973,2256,62,Completed
4116,690,10,2026-01-18 16:28:49.589453,2026-01-19 01:28:49.589453,3698,138,Completed
