promo_id,promo_name,discount_percent,start_date,end_date,active
487,Balanced Sale,25,2025-03-03,2025-03-17,True
488,Optimized Sale,50,2024-12-14,2024-12-26,True
489,Implemented Sale,15,2025-06-25,2025-07-02,False
490,Front-line Sale,5,2024-10-12,2024-10-23,True
491,Mandatory Sale,50,2024-07-10,2024-07-13,True
492,Cross-platform Sale,5,2025-02-22,2025-03-03,True
493,Business-focused Sale,20,2024-08-27,2024-09-01,False
494,Seamless Sale,20,2026-01-15,2026-01-23,False
495,Synergized Sale,10,2024-08-16,2024-08-27,False
496,Focused Sale,15,2024-03-12,2024-03-15,False
497,Devolved Sale,50,2025-02-07,2025-02-17,False
498,Fundamental Sale,15,2024-10-03,2024-10-08,False
499,Ameliorated Sale,25,2026-02-12,2026-02-19,True
500,Robust Sale,50,2025-09-21,2025-10-05,False
501,Intuitive Sale,15,2024-12-25,2025-01-06,True
502,Face-to-face Sale,50,2025-10-15,2025-10-18,False
503,Profit-focused Sale,5,2024-12-03,2024-12-07,True
504,Customizable Sale,15,2026-02-23,2026-03-02,True
505,Right-sized Sale,15,2026-02-10,2026-02-23,True
506,Monitored Sale,25,2024-04-26,2024-04-30,False
507,Balanced Sale,50,2025-12-23,2026-01-01,False
508,Self-enabling Sale,5,2026-02-16,2026-02-26,False
509,Enterprise-wide Sale,20,2024-11-21,2024-11-29,False
510,User-friendly Sale,15,2025-11-17,2025-12-01,True
511,Organic Sale,10,2024-04-10,2024-04-16,True
512,Organized Sale,5,2025-10-17,2025-10-31,True
513,Customizable Sale,15,2026-02-10,2026-02-20,False
514,Object-based Sale,25,2025-03-09,2025-03-13,False
515,Synchronized Sale,25,2025-09-01,2025-09-16,False
516,Vision-oriented Sale,10,2025-01-09,2025-01-12,False
517,Business-focused Sale,20,2024-07-21,2024-07-24,False
518,Sharable Sale,10,2024-08-03,2024-08-13,False
519,Synchronized Sale,5,2025-09-04,2025-09-17,True
520,Object-based Sale,50,2024-09-02,2024-09-08,False
521,Mandatory Sale,20,2024-05-13,2024-05-28,False
522,Expanded Sale,10,2024-06-16,2024-06-24,False
523,Digitized Sale,15,2024-06-09,2024-06-19,True
524,Multi-lateral Sale,20,2025-07-11,2025-07-21,True
525,Optional Sale,20,2025-12-25,2025-12-28,False
526,Face-to-face Sale,10,2024-07-13,2024-07-20,False
527,Switchable Sale,20,2025-09-07,2025-09-11,False
528,Progressive Sale,5,2024-11-26,2024-12-05,True
529,Diverse Sale,20,2024-06-19,2024-06-23,True
530,Profound Sale,15,2024-04-24,2024-04-30,True
531,Vision-oriented Sale,25,2025-08-27,2025-09-03,True
532,Innovative Sale,5,2024-12-13,2024-12-27,True
533,Inverse Sale,20,2024-04-14,2024-04-17,False
534,Fully-configurable Sale,20,2025-02-09,2025-02-24,False
535,Team-oriented Sale,20,2026-01-09,2026-01-24,False
536,Self-enabling Sale,10,2024-09-24,2024-10-01,True
537,Progressive Sale,5,2024-10-03,2024-10-12,True
538,Persistent Sale,20,2026-02-25,2026-03-08,False
539,Cross-group Sale,50,2024-12-31,2025-01-04,False
540,Implemented Sale,5,2025-01-25,2025-02-01,True
541,Programmable Sale,5,2024-10-20,2024-11-01,True
542,Expanded Sale,5,2024-07-02,2024-07-06,True
543,Enhanced Sale,25,2024-08-28,2024-09-06,False
544,Persistent Sale,25,2025-01-02,2025-01-12,False
545,Optimized Sale,25,2025-09-25,2025-09-30,True
546,Distributed Sale,15,2025-04-21,2025-05-03,False
547,Triple-buffered Sale,25,2025-12-13,2025-12-24,False
548,Adaptive Sale,10,2024-12-01,2024-12-15,False
549,Multi-lateral Sale,15,2024-04-08,2024-04-20,False
550,Re-contextualized Sale,15,2024-05-26,2024-06-02,True
551,Team-oriented Sale,5,2025-02-22,2025-02-26,False
552,Networked Sale,5,2024-07-15,2024-07-23,False
553,Programmable Sale,25,2026-02-10,2026-02-23,True
554,Re-contextualized Sale,10,2025-03-03,2025-03-12,True
555,Adaptive Sale,25,2024-12-27,2025-01-05,True
556,Triple-buffered Sale,20,2024-11-06,2024-11-09,True
557,Devolved Sale,15,2025-11-02,2025-11-08,False
558,Extended Sale,25,2024-08-03,2024-08-10,False
559,Digitized Sale,15,2025-08-25,2025-08-30,True
560,Enhanced Sale,25,2025-11-21,2025-12-05,True
561,User-friendly Sale,10,2025-02-23,2025-03-04,True
562,Ameliorated Sale,20,2024-09-19,2024-09-24,True
563,Self-enabling Sale,15,2024-11-04,2024-11-09,False
564,Inverse Sale,5,2024-08-23,2024-09-01,True
565,Centralized Sale,10,2025-12-09,2025-12-13,True
566,Vision-oriented Sale,5,2024-12-18,2024-12-26,False
567,Exclusive Sale,25,2024-02-27,2024-03-10,False
568,Sharable Sale,15,2025-05-03,2025-05-15,True
569,Upgradable Sale,15,2024-10-24,2024-10-27,False
570,Extended Sale,25,2025-06-04,2025-06-17,True
571,Adaptive Sale,20,2024-11-10,2024-11-17,False
572,Persistent Sale,10,2025-12-23,2025-12-29,False
573,Universal Sale,50,2025-07-04,2025-07-15,False
574,Expanded Sale,10,2026-01-13,2026-01-20,False
575,Horizontal Sale,25,2025-12-05,2025-12-19,True
576,Managed Sale,5,2026-02-23,2026-02-28,False
577,Synergized Sale,10,2024-07-17,2024-07-29,True
578,Business-focused Sale,10,2025-11-02,2025-11-16,False
579,Open-architected Sale,50,2025-11-17,2025-11-26,False
580,Secured Sale,50,2024-11-29,2024-12-08,True
581,Intuitive Sale,50,2024-02-26,2024-03-07,False
582,Mandatory Sale,20,2025-08-22,2025-09-01,True
583,Secured Sale,20,2025-09-01,2025-09-10,True
584,Operative Sale,5,2025-11-04,2025-11-15,True
585,Programmable Sale,25,2024-03-03,2024-03-11,False
586,Enhanced Sale,20,2024-05-23,2024-06-07,False
587,Sharable Sale,20,2024-11-02,2024-11-12,True
588,Object-based Sale,10,2025-08-29,2025-09-04,True
589,Customer-focused Sale,15,2024-03-14,2024-03-29,False
590,Horizontal Sale,50,2025-11-06,2025-11-13,False
591,Networked Sale,10,2025-08-18,2025-08-31,False
592,Down-sized Sale,50,2024-04-25,2024-05-09,True
593,Profit-focused Sale,50,2025-05-16,2025-05-23,False
594,Triple-buffered Sale,5,2024-06-02,2024-06-09,True
595,Optimized Sale,5,2024-11-13,2024-11-24,True
596,Upgradable Sale,10,2025-01-22,2025-01-28,True
597,Multi-tiered Sale,50,2025-04-17,2025-04-30,True
598,Open-source Sale,10,2024-05-24,2024-06-04,True
599,Cloned Sale,15,2024-05-09,2024-05-24,True
600,Exclusive Sale,5,2024-08-03,2024-08-16,False
601,Robust Sale,15,2025-05-16,2025-05-21,False
602,Innovative Sale,50,2025-02-19,2025-03-01,False
603,Customer-focused Sale,5,2024-04-08,2024-04-23,True
604,Total Sale,15,2024-05-26,2024-06-05,True
605,Team-oriented Sale,50,2025-08-18,2025-08-31,False
606,Cloned Sale,15,2025-01-06,2025-01-19,False
607,Vision-oriented Sale,10,2025-05-19,2025-05-30,True
608,Grass-roots Sale,25,2025-09-03,2025-09-14,True
609,Mandatory Sale,5,2026-01-26,2026-02-09,False
610,Cloned Sale,50,2025-07-10,2025-07-16,True
611,Programmable Sale,50,2024-09-18,2024-09-26,True
612,Configurable Sale,15,2025-09-18,2025-09-29,False
613,Mandatory Sale,50,2024-11-25,2024-12-08,True
614,Fully-configurable Sale,10,2025-08-04,2025-08-10,False
615,Self-enabling Sale,15,2025-02-16,2025-02-23,False
616,Reduced Sale,20,2024-04-22,2024-04-27,True
617,Visionary Sale,25,2025-03-17,2025-03-25,True
618,Polarized Sale,20,2025-09-30,2025-10-06,False
619,Enterprise-wide Sale,50,2024-07-26,2024-08-05,False
620,Progressive Sale,25,2024-11-17,2024-11-24,False
621,Self-enabling Sale,15,2024-08-23,2024-08-30,False
622,Balanced Sale,15,2024-03-15,2024-03-30,True
623,Horizontal Sale,25,2024-05-20,2024-05-26,True
624,Multi-lateral Sale,5,2025-10-04,2025-10-11,True
625,Profit-focused Sale,10,2024-08-16,2024-08-19,True
626,Upgradable Sale,20,2024-08-19,2024-08-24,True
627,Business-focused Sale,10,2025-01-10,2025-01-23,False
628,Front-line Sale,25,2025-11-18,2025-11-29,True
629,Polarized Sale,20,2025-05-23,2025-06-06,True
630,Diverse Sale,5,2024-08-22,2024-08-29,True
631,Virtual Sale,15,2025-11-02,2025-11-13,True
632,Operative Sale,15,2025-05-29,2025-06-08,True
633,Streamlined Sale,10,2024-10-15,2024-10-24,True
634,Robust Sale,5,2024-10-13,2024-10-22,True
635,Managed Sale,20,2025-09-20,2025-10-01,False
636,Re-contextualized Sale,20,2025-08-28,2025-09-09,True
637,Horizontal Sale,10,2024-08-31,2024-09-15,False
638,Reactive Sale,15,2025-11-24,2025-12-04,True
639,Vision-oriented Sale,50,2025-09-22,2025-10-07,True
640,Intuitive Sale,10,2025-04-21,2025-05-05,False
641,Down-sized Sale,50,2025-11-06,2025-11-20,False
642,User-centric Sale,25,2026-02-09,2026-02-24,True
643,Open-source Sale,10,2025-09-03,2025-09-17,False
644,Total Sale,5,2026-01-27,2026-02-04,False
645,Open-source Sale,5,2025-05-27,2025-06-10,False
646,Cross-platform Sale,50,2026-02-17,2026-02-24,True
647,Digitized Sale,10,2024-07-19,2024-08-01,True
648,Reduced Sale,25,2025-09-13,2025-09-21,True
649,Up-sized Sale,50,2024-10-24,2024-11-06,False
650,Adaptive Sale,5,2024-08-03,2024-08-13,True
651,Configurable Sale,20,2025-02-02,2025-02-11,False
652,Organized Sale,15,2025-03-09,2025-03-19,False
653,Customer-focused Sale,15,2026-01-19,2026-02-02,True
654,Balanced Sale,10,2025-12-24,2025-12-28,False
655,Persistent Sale,20,2025-10-22,2025-10-27,True
656,Future-proofed Sale,5,2024-03-03,2024-03-11,False
657,Object-based Sale,25,2025-07-16,2025-07-22,True
658,Down-sized Sale,15,2025-11-16,2025-11-28,False
659,Seamless Sale,5,2024-12-25,2025-01-04,True
660,Automated Sale,5,2025-05-27,2025-06-06,False
661,Triple-buffered Sale,50,2025-02-08,2025-02-22,True
662,Diverse Sale,50,2025-04-12,2025-04-24,True
663,Distributed Sale,50,2024-03-24,2024-03-30,False
664,Centralized Sale,10,2025-05-29,2025-06-01,True
665,Function-based Sale,25,2025-11-21,2025-12-04,True
666,Open-source Sale,15,2025-06-19,2025-06-30,True
667,Visionary Sale,15,2025-01-31,2025-02-09,True
668,Seamless Sale,50,2024-06-04,2024-06-13,False
669,Reduced Sale,10,2025-05-05,2025-05-12,False
670,Business-focused Sale,5,2025-05-04,2025-05-07,False
671,Face-to-face Sale,15,2025-06-16,2025-06-27,False
672,Organic Sale,15,2025-05-03,2025-05-06,True
673,Secured Sale,10,2024-03-26,2024-04-06,True
674,Team-oriented Sale,25,2024-08-31,2024-09-08,False
675,Fundamental Sale,10,2025-03-18,2025-03-27,False
676,Diverse Sale,20,2024-11-12,2024-11-23,False
677,Profit-focused Sale,25,2024-04-16,2024-04-19,False
678,Front-line Sale,15,2024-03-30,2024-04-13,False
679,Visionary Sale,10,2024-07-25,2024-08-01,True
680,Mandatory Sale,10,2025-03-22,2025-03-27,False
681,Extended Sale,25,2025-11-13,2025-11-22,False
682,Profound Sale,20,2024-10-21,2024-11-05,False
683,Open-source Sale,5,2024-05-17,2024-05-20,False
684,Organized Sale,10,2025-02-17,2025-03-02,True
685,Synchronized Sale,20,2024-03-30,2024-04-13,False
686,Right-sized Sale,20,2025-04-13,2025-04-25,False
687,Quality-focused Sale,25,2025-10-31,2025-11-12,False
688,Digitized Sale,15,2024-07-01,2024-07-14,False
689,Adaptive Sale,20,2025-12-10,2025-12-13,True
690,Upgradable Sale,15,2024-09-10,2024-09-19,True
691,Managed Sale,50,2025-12-25,2026-01-08,False
692,Triple-buffered Sale,15,2025-11-08,2025-11-15,True
693,Profit-focused Sale,25,2024-05-03,2024-05-13,True
694,Monitored Sale,5,2025-10-24,2025-10-31,False
695,Sharable Sale,25,2024-08-11,2024-08-14,False
696,User-friendly Sale,15,2025-08-07,2025-08-10,True
697,Re-contextualized Sale,15,2025-06-18,2025-06-25,False
698,Enhanced Sale,10,2025-02-07,2025-02-19,True
699,Organic Sale,15,2024-11-23,2024-11-28,False
700,Devolved Sale,10,2025-11-09,2025-11-21,True
701,Reactive Sale,15,2024-12-22,2024-12-25,True
702,Business-focused Sale,20,2024-06-02,2024-06-13,False
703,Down-sized Sale,5,2025-07-05,2025-07-17,True
704,Mandatory Sale,5,2025-12-21,2025-12-31,True
705,Cloned Sale,20,2024-04-13,2024-04-20,False
706,Multi-lateral Sale,20,2024-10-30,2024-11-10,True
707,Managed Sale,50,2025-02-02,2025-02-14,True
708,Vision-oriented Sale,15,2025-03-05,2025-03-17,False
709,Persistent Sale,25,2025-03-04,2025-03-08,False
710,Persevering Sale,5,2026-02-07,2026-02-12,False
711,Re-contextualized Sale,15,2025-01-18,2025-01-30,True
712,Optional Sale,50,2026-02-09,2026-02-13,True
713,Customizable Sale,10,2024-08-12,2024-08-21,True
714,Networked Sale,10,2024-05-09,2024-05-13,False
715,Expanded Sale,10,2025-10-29,2025-11-07,True
716,Advanced Sale,10,2024-10-03,2024-10-13,True
717,Multi-channeled Sale,50,2024-03-31,2024-04-04,False
718,Decentralized Sale,5,2024-04-18,2024-04-22,False
719,Optimized Sale,25,2024-07-04,2024-07-13,False
720,Open-architected Sale,25,2024-07-22,2024-07-25,True
721,Pre-emptive Sale,20,2024-12-20,2025-01-04,True
722,Ameliorated Sale,10,2024-11-12,2024-11-22,True
723,Optional Sale,15,2024-02-28,2024-03-14,False
724,Intuitive Sale,25,2024-07-29,2024-08-10,False
725,De-engineered Sale,15,2025-12-15,2025-12-28,False
726,Digitized Sale,15,2025-07-05,2025-07-18,False
727,Innovative Sale,15,2024-12-29,2025-01-06,True
728,Versatile Sale,20,2024-12-29,2025-01-06,False
729,Reduced Sale,5,2024-07-31,2024-08-11,False
730,Future-proofed Sale,10,2024-07-07,2024-07-10,True
731,Front-line Sale,5,2026-02-04,2026-02-11,True
732,Programmable Sale,25,2024-03-11,2024-03-22,True
733,Multi-tiered Sale,5,2024-12-23,2025-01-05,False
734,Proactive Sale,25,2025-07-10,2025-07-15,False
735,Switchable Sale,50,2025-04-21,2025-04-25,False
736,Organized Sale,20,2025-02-08,2025-02-14,False
737,Realigned Sale,5,2025-04-14,2025-04-18,False
738,Open-architected Sale,50,2025-07-06,2025-07-14,True
739,Face-to-face Sale,20,2025-09-18,2025-10-01,False
740,Team-oriented Sale,50,2025-02-19,2025-02-28,False
741,Synchronized Sale,5,2024-12-05,2024-12-11,True
742,Assimilated Sale,50,2024-03-21,2024-03-28,False
743,Organized Sale,10,2025-03-22,2025-04-04,False
744,Focused Sale,5,2024-07-08,2024-07-19,True
745,De-engineered Sale,10,2025-03-21,2025-04-01,False
746,Assimilated Sale,25,2024-04-16,2024-04-20,True
747,Enterprise-wide Sale,25,2025-04-04,2025-04-17,True
748,Down-sized Sale,10,2025-12-24,2025-12-29,True
749,Extended Sale,10,2025-04-23,2025-04-28,True
750,Up-sized Sale,10,2025-01-29,2025-02-08,False
751,Front-line Sale,50,2025-02-20,2025-03-04,False
752,Networked Sale,15,2025-07-31,2025-08-15,False
753,Extended Sale,15,2024-06-30,2024-07-12,True
754,Quality-focused Sale,10,2025-01-22,2025-02-05,False
755,Exclusive Sale,5,2024-12-12,2024-12-19,True
756,Universal Sale,10,2025-11-27,2025-12-12,False
757,Cloned Sale,15,2024-07-14,2024-07-26,True
758,Reduced Sale,50,2024-12-12,2024-12-23,False
759,Managed Sale,20,2025-11-18,2025-11-24,True
760,Ergonomic Sale,50,2025-04-14,2025-04-28,True
761,Multi-layered Sale,10,2024-06-06,2024-06-20,False
762,Cross-group Sale,5,2024-12-02,2024-12-06,False
763,Devolved Sale,10,2025-10-20,2025-10-31,True
764,Universal Sale,25,2024-09-14,2024-09-28,False
765,Multi-channeled Sale,15,2025-03-17,2025-03-23,False
766,Persevering Sale,15,2025-11-01,2025-11-09,True
767,Exclusive Sale,25,2025-08-30,2025-09-05,False
768,Down-sized Sale,20,2025-02-09,2025-02-20,False
769,Fully-configurable Sale,5,2025-03-16,2025-03-21,False
770,Team-oriented Sale,25,2024-09-24,2024-10-06,False
771,Upgradable Sale,20,2025-03-23,2025-03-31,False
772,Streamlined Sale,15,2026-02-10,2026-02-24,False
773,Robust Sale,5,2025-05-19,2025-05-25,False
774,Function-based Sale,5,2025-02-06,2025-02-11,True
775,Enhanced Sale,15,2024-05-18,2024-05-27,False
776,Team-oriented Sale,25,2024-04-29,2024-05-10,False
777,Cross-group Sale,50,2024-06-24,2024-06-27,True
778,Face-to-face Sale,10,2024-07-09,2024-07-19,True
779,Grass-roots Sale,20,2024-04-15,2024-04-20,False
780,Reactive Sale,25,2026-02-22,2026-03-04,True
781,Mandatory Sale,20,2025-02-06,2025-02-20,True
782,Cross-group Sale,10,2025-12-25,2025-12-28,False
783,Re-engineered Sale,50,2025-03-13,2025-03-23,True
784,Focused Sale,10,2024-08-20,2024-08-23,True
785,Configurable Sale,5,2025-09-23,2025-10-04,False
786,Right-sized Sale,15,2025-03-01,2025-03-13,True
787,Team-oriented Sale,10,2025-09-06,2025-09-15,False
788,Triple-buffered Sale,50,2024-02-26,2024-03-12,False
789,Multi-lateral Sale,15,2025-10-22,2025-11-03,True
790,Customer-focused Sale,10,2024-07-19,2024-08-02,True
791,Multi-tiered Sale,25,2024-07-21,2024-08-03,True
792,Realigned Sale,5,2024-12-31,2025-01-15,False
793,Secured Sale,5,2025-09-05,2025-09-19,True
794,Distributed Sale,25,2025-07-17,2025-07-23,True
795,Realigned Sale,15,2025-04-04,2025-04-11,True
796,Implemented Sale,20,2025-07-18,2025-07-22,False
797,Synergized Sale,10,2024-09-15,2024-09-30,True
798,Fully-configurable Sale,15,2025-05-17,2025-05-23,True
799,Secured Sale,10,2025-01-13,2025-01-24,False
800,Open-source Sale,15,2025-10-08,2025-10-19,False
