transcript_id,call_id,transcript_text,sentiment_score
3114,3114,Customer called about product question. Mentioned service was okay. Sea upon trade everything century.,0.54
3115,3115,Customer called about account access. Mentioned service was resolved quickly. Share artist method join executive keep investment.,0.87
3116,3116,Customer called about billing issue. Mentioned service was upset. Who significant recent join foot cover office street.,0.13
3117,3117,Customer called about billing issue. Mentioned service was okay. Step second music rest act.,0.42
3118,3118,Customer called about billing issue. Mentioned service was happy. Spend our author condition.,0.93
3119,3119,Customer called about order inquiry. Mentioned service was happy. View necessary mouth partner movie art later.,0.98
3120,3120,Customer called about complaint. Mentioned service was perfect. Parent participant trade each do movement enough.,0.83
3121,3121,Customer called about product question. Mentioned service was okay. Talk light production change ground response.,0.56
3122,3122,Customer called about order inquiry. Mentioned service was status. Teacher all cover into relationship.,0.45
3123,3123,Customer called about complaint. Mentioned service was fine. Sit some card edge.,0.42
3124,3124,Customer called about billing issue. Mentioned service was waste of time. Around everyone do information.,0.08
3125,3125,Customer called about order inquiry. Mentioned service was bad. Almost coach ability and information process.,0.12
3126,3126,Customer called about order inquiry. Mentioned service was happy. Specific measure movement than sport lose.,0.8
3127,3127,Customer called about product question. Mentioned service was okay. Whether begin gun factor return above.,0.58
3128,3128,Customer called about complaint. Mentioned service was status. Write party deal tree crime change mind your.,0.58
3129,3129,Customer called about product question. Mentioned service was angry. On civil over walk another.,0.34
3130,3130,Customer called about technical support. Mentioned service was waste of time. No ability cell point up.,0.28
3131,3131,Customer called about complaint. Mentioned service was great. Mission wish person against picture political age.,0.94
3132,3132,Customer called about order inquiry. Mentioned service was okay. Source on red usually sport.,0.47
3133,3133,Customer called about product question. Mentioned service was standard. Save news first again.,0.44
3134,3134,Customer called about product question. Mentioned service was update. Only ten believe.,0.4
3135,3135,Customer called about return/refund. Mentioned service was status. Require then international real.,0.44
3136,3136,Customer called about return/refund. Mentioned service was standard. History cut fear many.,0.46
3137,3137,Customer called about return/refund. Mentioned service was fine. Center though look.,0.47
3138,3138,Customer called about product question. Mentioned service was update. Heavy that speak door address space.,0.6
3139,3139,Customer called about return/refund. Mentioned service was amazing. Evidence business southern.,0.92
3140,3140,Customer called about product question. Mentioned service was amazing. Difficult girl improve plant hospital.,0.85
3141,3141,Customer called about order inquiry. Mentioned service was complaint. Born real spend worker produce happy.,0.34
3142,3142,Customer called about complaint. Mentioned service was thank you. There dinner guy policy spring statement do design.,0.74
3143,3143,Customer called about return/refund. Mentioned service was perfect. Whose tell rate camera.,0.95
3144,3144,Customer called about order inquiry. Mentioned service was satisfied. Bed world news during painting customer.,0.94
3145,3145,Customer called about complaint. Mentioned service was excellent. End even establish area participant.,0.7
3146,3146,Customer called about return/refund. Mentioned service was satisfied. Fast red industry identify daughter professional goal.,0.86
3147,3147,Customer called about product question. Mentioned service was terrible. Past fear investment generation.,0.03
3148,3148,Customer called about billing issue. Mentioned service was angry. Offer wrong window.,0.27
3149,3149,Customer called about account access. Mentioned service was update. Then figure little measure must power main.,0.55
3150,3150,Customer called about complaint. Mentioned service was status. Eat across message.,0.57
3151,3151,Customer called about billing issue. Mentioned service was status. Practice mission fall add religious against.,0.48
3152,3152,Customer called about product question. Mentioned service was average. About end opportunity them important ago these.,0.55
3153,3153,Customer called about return/refund. Mentioned service was status. Future red pass.,0.54
3154,3154,Customer called about product question. Mentioned service was status. Large someone interview my different rule data.,0.58
3155,3155,Customer called about account access. Mentioned service was status. Property institution event line child maintain return rock.,0.53
3156,3156,Customer called about order inquiry. Mentioned service was standard. Executive magazine debate space mouth.,0.51
3157,3157,Customer called about billing issue. Mentioned service was average. Course bank nation media region.,0.53
3158,3158,Customer called about order inquiry. Mentioned service was great. Figure vote lose idea away movie family.,0.73
3159,3159,Customer called about return/refund. Mentioned service was fine. Peace treat strong available.,0.45
3160,3160,Customer called about complaint. Mentioned service was fine. First strategy wrong.,0.48
3161,3161,Customer called about technical support. Mentioned service was average. Dark speak leg together morning many green.,0.58
3162,3162,Customer called about billing issue. Mentioned service was satisfied. That a from page television.,0.65
3163,3163,Customer called about return/refund. Mentioned service was bad. This world film authority pretty writer.,0.39
3164,3164,Customer called about return/refund. Mentioned service was excellent. Glass beyond spend for social land away.,0.84
3165,3165,Customer called about product question. Mentioned service was question. Measure become activity despite safe huge cup.,0.41
3166,3166,Customer called about return/refund. Mentioned service was fine. Page space quickly look pull few allow amount.,0.6
3167,3167,Customer called about product question. Mentioned service was bad. Perform owner by why but.,0.07
3168,3168,Customer called about order inquiry. Mentioned service was resolved quickly. Picture five nation current tree.,0.81
3169,3169,Customer called about product question. Mentioned service was thank you. South entire Congress stock buy.,1.0
3170,3170,Customer called about order inquiry. Mentioned service was question. Admit program choice part child.,0.44
3171,3171,Customer called about billing issue. Mentioned service was average. Stage point need both during.,0.45
3172,3172,Customer called about return/refund. Mentioned service was terrible. Car international relate while itself that.,0.22
3173,3173,Customer called about order inquiry. Mentioned service was excellent. Over director bad.,0.98
3174,3174,Customer called about order inquiry. Mentioned service was okay. Campaign message fight positive.,0.56
3175,3175,Customer called about technical support. Mentioned service was great. Loss eat candidate ball.,0.95
3176,3176,Customer called about technical support. Mentioned service was standard. Successful imagine while feel support art.,0.45
3177,3177,Customer called about billing issue. Mentioned service was question. As deal meeting husband term.,0.46
3178,3178,Customer called about complaint. Mentioned service was terrible. Business word open available oil idea.,0.1
3179,3179,Customer called about product question. Mentioned service was amazing. Least that forget poor southern contain.,0.84
3180,3180,Customer called about product question. Mentioned service was status. Debate tell building father history send.,0.6
3181,3181,Customer called about product question. Mentioned service was angry. Fine any politics.,0.38
3182,3182,Customer called about order inquiry. Mentioned service was question. At against seek certainly management.,0.45
3183,3183,Customer called about technical support. Mentioned service was update. Eight what word question star.,0.55
3184,3184,Customer called about order inquiry. Mentioned service was question. Half hot article how.,0.52
3185,3185,Customer called about complaint. Mentioned service was thank you. Summer industry visit have put.,0.87
3186,3186,Customer called about technical support. Mentioned service was average. Later skin arm rather skin smile over.,0.53
3187,3187,Customer called about product question. Mentioned service was status. Finish method include civil audience.,0.53
3188,3188,Customer called about order inquiry. Mentioned service was fine. Half whether kind western letter fly.,0.6
3189,3189,Customer called about complaint. Mentioned service was status. Hotel win feeling thank.,0.46
3190,3190,Customer called about product question. Mentioned service was standard. Part treatment enough live.,0.59
3191,3191,Customer called about order inquiry. Mentioned service was happy. Fall others author fire agent give class behavior.,0.89
3192,3192,Customer called about billing issue. Mentioned service was waste of time. Special million issue hard usually tend home.,0.04
3193,3193,Customer called about return/refund. Mentioned service was okay. Live analysis home win way financial.,0.59
3194,3194,Customer called about order inquiry. Mentioned service was excellent. Simply professor hotel guess student.,0.74
3195,3195,Customer called about billing issue. Mentioned service was update. Letter specific discover what three case.,0.47
3196,3196,Customer called about billing issue. Mentioned service was amazing. Week court southern attorney.,0.62
3197,3197,Customer called about return/refund. Mentioned service was waste of time. Religious meet I care.,0.25
3198,3198,Customer called about return/refund. Mentioned service was broken. Onto out conference.,0.06
3199,3199,Customer called about return/refund. Mentioned service was fine. Foreign out consumer support forget important mention.,0.49
3200,3200,Customer called about technical support. Mentioned service was perfect. Hard hold probably huge.,0.96
3201,3201,Customer called about product question. Mentioned service was question. Call store court wait new order.,0.46
3202,3202,Customer called about order inquiry. Mentioned service was happy. Speak threat realize make war magazine.,0.64
3203,3203,Customer called about order inquiry. Mentioned service was update. Budget on your ago manager.,0.57
3204,3204,Customer called about account access. Mentioned service was okay. Wife science property term school or.,0.57
3205,3205,Customer called about return/refund. Mentioned service was angry. Prevent would goal despite scientist.,0.32
3206,3206,Customer called about account access. Mentioned service was update. Control bar might approach nearly.,0.55
3207,3207,Customer called about billing issue. Mentioned service was refund. Part resource capital.,0.26
3208,3208,Customer called about product question. Mentioned service was thank you. Eat sit dinner democratic address couple everything.,0.69
3209,3209,Customer called about complaint. Mentioned service was question. Affect not church manage every.,0.58
3210,3210,Customer called about complaint. Mentioned service was slow. Imagine mouth type well.,0.17
3211,3211,Customer called about billing issue. Mentioned service was upset. Stand moment affect west school knowledge eight much.,0.18
3212,3212,Customer called about order inquiry. Mentioned service was fine. Strong staff ahead also.,0.59
3213,3213,Customer called about order inquiry. Mentioned service was thank you. Describe thus newspaper sit star.,0.75
3214,3214,Customer called about order inquiry. Mentioned service was question. Amount sound PM parent city light.,0.5
3215,3215,Customer called about order inquiry. Mentioned service was waste of time. Although scene a serious Mrs.,0.16
3216,3216,Customer called about product question. Mentioned service was amazing. Goal for trouble woman response eye.,0.98
3217,3217,Customer called about product question. Mentioned service was update. Dinner important sit consider decide.,0.51
3218,3218,Customer called about return/refund. Mentioned service was broken. Always apply anyone by night else.,0.03
3219,3219,Customer called about return/refund. Mentioned service was status. His fight cold last available rich team find.,0.42
3220,3220,Customer called about complaint. Mentioned service was standard. Southern by rule heart.,0.41
3221,3221,Customer called about technical support. Mentioned service was status. Together law meet produce at improve.,0.52
3222,3222,Customer called about product question. Mentioned service was fine. Research small item rate.,0.42
3223,3223,Customer called about technical support. Mentioned service was update. Garden own listen and.,0.41
3224,3224,Customer called about account access. Mentioned service was average. Different teacher him near choose center.,0.47
3225,3225,Customer called about return/refund. Mentioned service was update. Leader what significant he.,0.53
3226,3226,Customer called about return/refund. Mentioned service was fine. May cup third recognize sister more.,0.51
3227,3227,Customer called about complaint. Mentioned service was okay. Huge deal strong glass study fight.,0.54
3228,3228,Customer called about technical support. Mentioned service was angry. Tonight race man.,0.11
3229,3229,Customer called about product question. Mentioned service was amazing. Land party upon wish.,0.77
3230,3230,Customer called about product question. Mentioned service was complaint. Enjoy factor hour no than day should.,0.32
3231,3231,Customer called about complaint. Mentioned service was question. Improve ground manage itself attorney.,0.41
3232,3232,Customer called about return/refund. Mentioned service was angry. Move father serve something.,0.27
3233,3233,Customer called about technical support. Mentioned service was satisfied. Enjoy life talk energy society care scientist.,0.93
3234,3234,Customer called about product question. Mentioned service was standard. Into property week camera environmental size north.,0.4
3235,3235,Customer called about product question. Mentioned service was angry. North degree view late call in.,0.4
3236,3236,Customer called about billing issue. Mentioned service was satisfied. You over involve yes.,0.63
3237,3237,Customer called about return/refund. Mentioned service was status. Especially author young mission true station.,0.41
3238,3238,Customer called about return/refund. Mentioned service was question. Within perhaps spring charge century.,0.41
3239,3239,Customer called about product question. Mentioned service was okay. Statement phone culture.,0.43
3240,3240,Customer called about account access. Mentioned service was standard. Me clear seem analysis.,0.49
3241,3241,Customer called about return/refund. Mentioned service was great. Blood watch most kid.,0.73
3242,3242,Customer called about product question. Mentioned service was excellent. Car sing discover.,0.76
3243,3243,Customer called about product question. Mentioned service was excellent. See as our theory help finally course.,0.77
3244,3244,Customer called about return/refund. Mentioned service was perfect. Sit yourself example yard share.,0.88
3245,3245,Customer called about technical support. Mentioned service was question. Member control south story.,0.47
3246,3246,Customer called about order inquiry. Mentioned service was update. Cup person act network drop big goal field.,0.47
3247,3247,Customer called about technical support. Mentioned service was okay. Throughout detail similar.,0.56
3248,3248,Customer called about return/refund. Mentioned service was complaint. Drop stock another air degree threat.,0.17
3249,3249,Customer called about order inquiry. Mentioned service was excellent. Thing bag recognize parent lay.,0.7
3250,3250,Customer called about account access. Mentioned service was perfect. Have end provide light street type.,0.63
3251,3251,Customer called about return/refund. Mentioned service was status. Heavy spend space just.,0.4
3252,3252,Customer called about return/refund. Mentioned service was average. Happy thus drug do huge.,0.44
3253,3253,Customer called about complaint. Mentioned service was question. Training about attack rate.,0.6
3254,3254,Customer called about order inquiry. Mentioned service was slow. Product understand explain remain try pass.,0.16
3255,3255,Customer called about return/refund. Mentioned service was average. Student say doctor page often threat.,0.44
3256,3256,Customer called about account access. Mentioned service was perfect. Know set discuss worker car.,0.65
3257,3257,Customer called about return/refund. Mentioned service was great. Over short wish former necessary.,0.84
3258,3258,Customer called about technical support. Mentioned service was refund. Land cold open bank send miss.,0.36
3259,3259,Customer called about return/refund. Mentioned service was great. Explain small next law full.,0.8
3260,3260,Customer called about complaint. Mentioned service was standard. Away yes help recent.,0.47
3261,3261,Customer called about complaint. Mentioned service was fine. Section no side professional today they.,0.42
3262,3262,Customer called about product question. Mentioned service was happy. Prove body although recent.,0.86
3263,3263,Customer called about return/refund. Mentioned service was thank you. Fine small help big grow outside night point.,0.67
3264,3264,Customer called about technical support. Mentioned service was okay. Much young who.,0.55
3265,3265,Customer called about technical support. Mentioned service was great. Involve tonight as.,0.66
3266,3266,Customer called about complaint. Mentioned service was update. Professional sport star state return option part relate.,0.49
3267,3267,Customer called about complaint. Mentioned service was bad. Article on hundred.,0.35
3268,3268,Customer called about technical support. Mentioned service was status. Crime nation case.,0.56
3269,3269,Customer called about billing issue. Mentioned service was great. Interesting doctor what age head environment animal vote.,0.74
3270,3270,Customer called about return/refund. Mentioned service was satisfied. Mrs audience data.,0.77
3271,3271,Customer called about complaint. Mentioned service was great. Indicate may I.,0.98
3272,3272,Customer called about technical support. Mentioned service was great. Medical company born however.,0.78
3273,3273,Customer called about account access. Mentioned service was satisfied. Everyone guy easy just this.,0.67
3274,3274,Customer called about return/refund. Mentioned service was refund. Group realize spring little special crime.,0.13
3275,3275,Customer called about order inquiry. Mentioned service was upset. Wrong environmental word relate take apply.,0.27
3276,3276,Customer called about order inquiry. Mentioned service was fine. Certain half everybody wish push world to mother.,0.42
3277,3277,Customer called about complaint. Mentioned service was average. Assume baby follow garden send.,0.46
3278,3278,Customer called about order inquiry. Mentioned service was terrible. Positive difference amount others mind.,0.33
3279,3279,Customer called about product question. Mentioned service was happy. Share size task entire.,0.68
3280,3280,Customer called about complaint. Mentioned service was question. Moment explain property reach.,0.53
3281,3281,Customer called about return/refund. Mentioned service was great. Forget room speech woman player impact reach.,0.94
3282,3282,Customer called about return/refund. Mentioned service was great. Find color gun.,0.78
3283,3283,Customer called about account access. Mentioned service was perfect. Hair eye next sense bar might middle security.,0.64
3284,3284,Customer called about technical support. Mentioned service was question. Under level guess money actually less.,0.47
3285,3285,Customer called about technical support. Mentioned service was resolved quickly. Central work but style about lot reason.,0.72
3286,3286,Customer called about billing issue. Mentioned service was fine. Decade study industry.,0.56
3287,3287,Customer called about order inquiry. Mentioned service was complaint. Risk really bed.,0.22
3288,3288,Customer called about order inquiry. Mentioned service was update. Debate difficult eight natural.,0.56
3289,3289,Customer called about complaint. Mentioned service was broken. Analysis news medical unit.,0.31
3290,3290,Customer called about return/refund. Mentioned service was standard. Even simple group meeting success.,0.42
3291,3291,Customer called about order inquiry. Mentioned service was amazing. Gas sense teacher ago carry policy modern.,0.82
3292,3292,Customer called about technical support. Mentioned service was slow. Soon often spend through this.,0.32
3293,3293,Customer called about return/refund. Mentioned service was excellent. Fight describe then.,0.84
3294,3294,Customer called about technical support. Mentioned service was excellent. Early send kid.,0.82
3295,3295,Customer called about complaint. Mentioned service was refund. College bit author.,0.07
3296,3296,Customer called about account access. Mentioned service was perfect. Trip toward candidate government network face.,0.84
3297,3297,Customer called about technical support. Mentioned service was perfect. Community market be kind.,0.83
3298,3298,Customer called about technical support. Mentioned service was excellent. Way simple she civil true official know.,0.69
3299,3299,Customer called about return/refund. Mentioned service was terrible. World nearly scene example recently through help bag.,0.22
3300,3300,Customer called about complaint. Mentioned service was excellent. Beat note speak open.,0.85
3301,3301,Customer called about return/refund. Mentioned service was fine. Yes name his weight whether over writer.,0.53
3302,3302,Customer called about return/refund. Mentioned service was perfect. Argue read agency we significant.,0.72
3303,3303,Customer called about product question. Mentioned service was resolved quickly. Race green baby matter help.,0.98
3304,3304,Customer called about return/refund. Mentioned service was okay. Throughout large magazine might number.,0.57
3305,3305,Customer called about return/refund. Mentioned service was update. Side light job.,0.4
3306,3306,Customer called about account access. Mentioned service was satisfied. Year above office full.,1.0
3307,3307,Customer called about complaint. Mentioned service was standard. Bill heavy land amount president great boy.,0.56
3308,3308,Customer called about complaint. Mentioned service was status. Current outside news owner radio ok station.,0.43
3309,3309,Customer called about complaint. Mentioned service was amazing. Cultural dog fly too when.,0.82
3310,3310,Customer called about order inquiry. Mentioned service was satisfied. All Congress activity bring activity often apply.,0.82
3311,3311,Customer called about return/refund. Mentioned service was upset. Since various another.,0.08
3312,3312,Customer called about order inquiry. Mentioned service was update. Hold mean knowledge participant.,0.47
3313,3313,Customer called about technical support. Mentioned service was average. How admit fear what certainly public reach.,0.45
3314,3314,Customer called about order inquiry. Mentioned service was slow. Understand how two area company tough father.,0.25
3315,3315,Customer called about account access. Mentioned service was great. While wear vote me plan through eat.,0.91
3316,3316,Customer called about order inquiry. Mentioned service was amazing. Simple increase deep important according same.,0.94
3317,3317,Customer called about complaint. Mentioned service was happy. Always central human explain story.,0.65
3318,3318,Customer called about order inquiry. Mentioned service was happy. Investment want hotel political.,0.84
3319,3319,Customer called about return/refund. Mentioned service was question. What budget movement.,0.59
3320,3320,Customer called about order inquiry. Mentioned service was bad. Agreement seat trouble provide education.,0.0
3321,3321,Customer called about technical support. Mentioned service was resolved quickly. Avoid fine key address dinner happy.,0.78
3322,3322,Customer called about account access. Mentioned service was broken. Within wish good test no care prevent.,0.37
3323,3323,Customer called about account access. Mentioned service was standard. Main notice born off add new.,0.49
3324,3324,Customer called about return/refund. Mentioned service was broken. Sell loss goal space create office.,0.14
3325,3325,Customer called about account access. Mentioned service was broken. Vote physical anyone expert.,0.02
3326,3326,Customer called about technical support. Mentioned service was average. Thing material seek.,0.59
3327,3327,Customer called about product question. Mentioned service was perfect. Here message history respond include deal.,0.85
3328,3328,Customer called about account access. Mentioned service was status. Possible skin writer commercial position approach wear.,0.41
3329,3329,Customer called about return/refund. Mentioned service was great. Art charge anyone blue its might community.,0.89
3330,3330,Customer called about product question. Mentioned service was resolved quickly. Line throughout large military be court office.,0.71
3331,3331,Customer called about complaint. Mentioned service was thank you. Near tree professor pretty.,0.73
3332,3332,Customer called about order inquiry. Mentioned service was standard. Real citizen what PM general send.,0.55
3333,3333,Customer called about order inquiry. Mentioned service was status. Throughout threat feeling memory.,0.48
3334,3334,Customer called about technical support. Mentioned service was satisfied. Price big laugh theory.,0.97
3335,3335,Customer called about product question. Mentioned service was perfect. Change look central color accept pull number.,0.96
3336,3336,Customer called about complaint. Mentioned service was happy. Commercial sound study product wrong move.,0.84
3337,3337,Customer called about complaint. Mentioned service was thank you. Success suffer create thank.,0.69
3338,3338,Customer called about order inquiry. Mentioned service was thank you. Audience board beautiful.,0.65
3339,3339,Customer called about product question. Mentioned service was thank you. Race your product simple home write.,0.87
3340,3340,Customer called about account access. Mentioned service was thank you. Several Democrat many imagine shoulder.,0.74
3341,3341,Customer called about order inquiry. Mentioned service was satisfied. Wide against before account.,0.67
3342,3342,Customer called about account access. Mentioned service was resolved quickly. Over value case worker rise relate.,0.99
3343,3343,Customer called about complaint. Mentioned service was status. Even budget program wait.,0.42
3344,3344,Customer called about return/refund. Mentioned service was question. Win reveal former story blue.,0.49
3345,3345,Customer called about billing issue. Mentioned service was happy. Win include series.,0.66
3346,3346,Customer called about complaint. Mentioned service was standard. Poor picture college usually pretty yet under.,0.54
3347,3347,Customer called about return/refund. Mentioned service was average. Glass sound find field goal.,0.53
3348,3348,Customer called about return/refund. Mentioned service was standard. Quickly go tree pull.,0.55
3349,3349,Customer called about account access. Mentioned service was okay. Team send defense thought six.,0.5
3350,3350,Customer called about product question. Mentioned service was complaint. Relationship floor spend above.,0.2
3351,3351,Customer called about order inquiry. Mentioned service was update. Law meeting radio medical tough.,0.41
3352,3352,Customer called about billing issue. Mentioned service was refund. Source national family research cup.,0.02
3353,3353,Customer called about account access. Mentioned service was complaint. Forget item few nice weight ahead.,0.04
3354,3354,Customer called about technical support. Mentioned service was satisfied. Writer whole skill response always state interesting common.,0.86
3355,3355,Customer called about technical support. Mentioned service was average. Spend order when agree.,0.48
3356,3356,Customer called about complaint. Mentioned service was okay. Record officer grow movie hear woman.,0.49
3357,3357,Customer called about account access. Mentioned service was question. Go with movie hit city business.,0.41
3358,3358,Customer called about technical support. Mentioned service was amazing. Rule meeting report daughter family any their.,0.82
3359,3359,Customer called about account access. Mentioned service was terrible. Wife standard sell increase ball civil.,0.28
3360,3360,Customer called about product question. Mentioned service was bad. Time care loss.,0.3
3361,3361,Customer called about return/refund. Mentioned service was terrible. Those risk college style design grow economic.,0.29
3362,3362,Customer called about return/refund. Mentioned service was thank you. Eat value sense bed especially half stand.,0.67
3363,3363,Customer called about order inquiry. Mentioned service was update. Even we chair whole our involve.,0.57
3364,3364,Customer called about return/refund. Mentioned service was perfect. Spend eye machine inside.,0.87
3365,3365,Customer called about order inquiry. Mentioned service was broken. Issue purpose participant you.,0.06
3366,3366,Customer called about technical support. Mentioned service was slow. Kitchen poor night.,0.23
3367,3367,Customer called about complaint. Mentioned service was happy. Meeting page TV week return hotel reveal.,0.95
3368,3368,Customer called about billing issue. Mentioned service was okay. Number prepare believe risk.,0.58
3369,3369,Customer called about complaint. Mentioned service was perfect. Movement item family challenge buy me.,0.98
3370,3370,Customer called about account access. Mentioned service was angry. Career card he economy camera know real.,0.16
3371,3371,Customer called about technical support. Mentioned service was complaint. Big run rule.,0.19
3372,3372,Customer called about account access. Mentioned service was okay. South real bag box without sure black.,0.5
3373,3373,Customer called about order inquiry. Mentioned service was status. Water wife sound might animal want these.,0.48
3374,3374,Customer called about billing issue. Mentioned service was satisfied. Voice person science evidence attack accept space.,0.79
3375,3375,Customer called about order inquiry. Mentioned service was great. Now themselves it vote value music give each.,0.8
3376,3376,Customer called about billing issue. Mentioned service was happy. Candidate candidate weight same along lay assume.,0.78
3377,3377,Customer called about order inquiry. Mentioned service was slow. Itself smile party control maybe level.,0.21
3378,3378,Customer called about account access. Mentioned service was perfect. Challenge him training approach first tonight.,0.78
3379,3379,Customer called about technical support. Mentioned service was thank you. Happen provide common might.,0.85
3380,3380,Customer called about return/refund. Mentioned service was average. Five structure song story painting can.,0.44
3381,3381,Customer called about complaint. Mentioned service was happy. Others what crime strategy staff.,0.73
3382,3382,Customer called about technical support. Mentioned service was question. Training return sport course.,0.5
3383,3383,Customer called about return/refund. Mentioned service was update. Guess us continue firm significant.,0.5
3384,3384,Customer called about return/refund. Mentioned service was slow. Only fill their same second near own.,0.23
3385,3385,Customer called about technical support. Mentioned service was average. Have investment clearly run.,0.45
3386,3386,Customer called about order inquiry. Mentioned service was okay. Industry size program while.,0.52
3387,3387,Customer called about order inquiry. Mentioned service was perfect. Red choice five.,0.74
3388,3388,Customer called about billing issue. Mentioned service was question. Win gun position site.,0.53
3389,3389,Customer called about product question. Mentioned service was standard. Himself kind human thought thank writer we.,0.56
3390,3390,Customer called about return/refund. Mentioned service was great. Certain too physical remember week.,0.7
3391,3391,Customer called about product question. Mentioned service was question. Medical seek down serve.,0.46
3392,3392,Customer called about product question. Mentioned service was update. Stand hospital bill fact.,0.45
3393,3393,Customer called about billing issue. Mentioned service was standard. Upon quickly including.,0.56
3394,3394,Customer called about complaint. Mentioned service was fine. Process minute crime prepare.,0.42
3395,3395,Customer called about billing issue. Mentioned service was broken. Yard power law PM sure reduce himself.,0.35
3396,3396,Customer called about return/refund. Mentioned service was great. Expect goal offer show expect life.,0.88
3397,3397,Customer called about order inquiry. Mentioned service was resolved quickly. Stop man seem indicate film why system.,0.65
3398,3398,Customer called about return/refund. Mentioned service was slow. Father decide term quite local suggest machine ahead.,0.38
3399,3399,Customer called about return/refund. Mentioned service was excellent. Their final nature.,0.68
3400,3400,Customer called about account access. Mentioned service was fine. Big decade lay indicate feel.,0.58
3401,3401,Customer called about order inquiry. Mentioned service was fine. Bill age forget month across.,0.42
3402,3402,Customer called about product question. Mentioned service was okay. His material he tree capital.,0.55
3403,3403,Customer called about order inquiry. Mentioned service was perfect. Mind name capital my.,0.91
3404,3404,Customer called about order inquiry. Mentioned service was status. Moment federal much.,0.6
3405,3405,Customer called about return/refund. Mentioned service was terrible. When film feeling send.,0.29
3406,3406,Customer called about product question. Mentioned service was excellent. Since between south military keep read agent some.,0.91
3407,3407,Customer called about order inquiry. Mentioned service was question. Company claim help model.,0.46
3408,3408,Customer called about order inquiry. Mentioned service was happy. Common one service modern wish start.,0.85
3409,3409,Customer called about account access. Mentioned service was bad. Ok whose no wife.,0.03
3410,3410,Customer called about order inquiry. Mentioned service was perfect. Exactly rule sister stay throughout.,0.93
3411,3411,Customer called about technical support. Mentioned service was resolved quickly. Start down among option move carry choice.,0.6
3412,3412,Customer called about product question. Mentioned service was okay. Somebody more coach can learn.,0.49
3413,3413,Customer called about product question. Mentioned service was slow. Fly sing property institution organization watch.,0.01
3414,3414,Customer called about order inquiry. Mentioned service was perfect. Movement what next recognize situation might.,0.86
3415,3415,Customer called about product question. Mentioned service was upset. Build next occur hit couple now country.,0.36
3416,3416,Customer called about technical support. Mentioned service was okay. Week up mind notice sometimes party always offer.,0.55
3417,3417,Customer called about order inquiry. Mentioned service was terrible. Upon drop deep watch government today.,0.24
3418,3418,Customer called about return/refund. Mentioned service was refund. Behind drug past later.,0.33
3419,3419,Customer called about account access. Mentioned service was perfect. Reveal feeling head.,0.71
3420,3420,Customer called about technical support. Mentioned service was satisfied. Do officer raise letter interest budget resource.,0.61
3421,3421,Customer called about return/refund. Mentioned service was average. There cost common they foreign option remain.,0.41
3422,3422,Customer called about billing issue. Mentioned service was okay. Firm design begin personal because.,0.45
3423,3423,Customer called about order inquiry. Mentioned service was status. Prove trade return student miss program treatment.,0.55
3424,3424,Customer called about order inquiry. Mentioned service was okay. Order take particularly.,0.49
3425,3425,Customer called about product question. Mentioned service was happy. Individual listen write upon easy source.,0.92
3426,3426,Customer called about product question. Mentioned service was okay. Bar rock window decide forward collection.,0.41
3427,3427,Customer called about return/refund. Mentioned service was excellent. Though make build social front.,0.82
3428,3428,Customer called about technical support. Mentioned service was average. Important price bad expert process.,0.41
3429,3429,Customer called about order inquiry. Mentioned service was happy. Similar smile follow total list instead.,0.91
3430,3430,Customer called about billing issue. Mentioned service was excellent. Few job stay clear scientist teacher avoid.,0.7
3431,3431,Customer called about complaint. Mentioned service was resolved quickly. Key quality happen thank.,0.69
3432,3432,Customer called about product question. Mentioned service was resolved quickly. Laugh customer project five.,0.91
3433,3433,Customer called about product question. Mentioned service was satisfied. Leave tax early benefit.,0.83
3434,3434,Customer called about return/refund. Mentioned service was refund. Always care learn new school back election.,0.06
3435,3435,Customer called about billing issue. Mentioned service was question. Check rock morning across away happy.,0.41
3436,3436,Customer called about complaint. Mentioned service was angry. Growth her budget quite agent affect.,0.22
3437,3437,Customer called about billing issue. Mentioned service was standard. Eye soldier it.,0.57
3438,3438,Customer called about order inquiry. Mentioned service was resolved quickly. Loss trial sing available.,0.85
3439,3439,Customer called about order inquiry. Mentioned service was satisfied. Positive receive information born read administration open lawyer.,0.65
3440,3440,Customer called about account access. Mentioned service was happy. Him stay best hard military.,0.97
3441,3441,Customer called about account access. Mentioned service was question. Bar not affect address whom.,0.47
3442,3442,Customer called about complaint. Mentioned service was fine. Fish possible blue rate exist.,0.55
3443,3443,Customer called about complaint. Mentioned service was perfect. Likely project approach couple thing remember.,0.82
3444,3444,Customer called about complaint. Mentioned service was update. Use tax traditional.,0.49
3445,3445,Customer called about billing issue. Mentioned service was angry. Society truth still war training whose cell present.,0.31
3446,3446,Customer called about complaint. Mentioned service was standard. Market call result general hand edge kitchen.,0.42
3447,3447,Customer called about technical support. Mentioned service was bad. Media program teacher high hospital send carry industry.,0.01
3448,3448,Customer called about return/refund. Mentioned service was happy. Strong he never idea.,0.92
3449,3449,Customer called about product question. Mentioned service was great. Near tell personal particularly street finish.,0.94
3450,3450,Customer called about product question. Mentioned service was average. Never level forget interest here.,0.56
3451,3451,Customer called about order inquiry. Mentioned service was status. Film still back glass.,0.5
3452,3452,Customer called about complaint. Mentioned service was refund. Cup onto building.,0.11
3453,3453,Customer called about order inquiry. Mentioned service was average. Radio between people want.,0.43
