call_id,customer_id,agent_id,call_start_time,call_duration_seconds,call_reason,status
3538,5665,2986,2025-08-11 18:40:26.768066,134,Complaint,Dropped
3539,8021,2565,2025-11-25 08:00:42.729954,471,Order Inquiry,Dropped
3540,18974,1310,2025-09-09 23:51:17.997259,1227,Complaint,Dropped
3541,49927,878,2026-02-21 12:49:57.826019,388,Complaint,Resolved
3542,49710,2731,2026-02-06 10:56:13.358852,212,Return/Refund,Dropped
3543,48083,1575,2025-12-19 19:18:15.835993,1521,Complaint,Escalated
3544,3051,2986,2026-01-20 02:24:53.643511,1337,Order Inquiry,Dropped
3545,49760,392,2025-03-20 21:09:22.172212,188,Return/Refund,Resolved
3546,16794,2794,2025-11-13 14:33:09.380525,426,Complaint,Resolved
3547,26174,1844,2025-03-14 14:02:49.825505,1491,Product Question,Pending
3548,41569,846,2025-08-26 19:32:25.316075,62,Return/Refund,Pending
3549,19653,894,2025-08-08 22:20:37.603388,75,Complaint,Escalated
3550,33969,1405,2026-01-06 12:41:17.881540,1350,Return/Refund,Escalated
3551,704,1627,2026-01-30 10:55:52.085237,984,Technical Support,Dropped
3552,36735,1700,2026-02-11 18:33:45.595435,991,Return/Refund,Pending
3553,32208,336,2025-11-27 15:32:47.411232,614,Billing Issue,Pending
3554,22555,1262,2025-08-18 14:49:13.592862,1260,Complaint,Escalated
3555,8599,2273,2025-08-12 01:00:36.465571,1475,Account Access,Dropped
3556,26757,1799,2025-08-21 00:20:13.890253,632,Product Question,Resolved
3557,41572,1478,2025-10-19 04:54:51.020527,685,Complaint,Escalated
3558,45295,436,2025-08-16 08:24:07.370767,1293,Billing Issue,Resolved
3559,2093,1204,2025-02-26 20:28:38.288965,757,Account Access,Pending
3560,37672,1096,2025-12-09 12:30:30.393117,454,Product Question,Escalated
3561,19387,1700,2025-03-06 12:28:26.958661,432,Return/Refund,Resolved
3562,27298,846,2025-05-27 09:15:44.338433,1501,Complaint,Pending
3563,34908,2731,2025-05-18 15:33:54.845167,831,Order Inquiry,Dropped
3564,5490,647,2025-03-21 16:11:19.784649,916,Technical Support,Dropped
3565,44657,1264,2025-09-30 03:05:51.495881,1385,Order Inquiry,Pending
3566,28119,1211,2025-05-23 20:45:28.802705,295,Account Access,Pending
3567,29293,1706,2025-07-18 12:32:29.700453,529,Return/Refund,Dropped
3568,22807,1746,2025-06-30 10:21:09.871090,293,Account Access,Dropped
3569,7986,2963,2025-10-29 04:08:00.019900,860,Order Inquiry,Escalated
3570,45538,83,2026-02-16 04:53:44.253010,1245,Product Question,Escalated
3571,2599,1768,2025-03-03 10:32:44.709216,1784,Order Inquiry,Resolved
3572,20943,789,2025-08-25 22:28:29.933961,314,Account Access,Dropped
3573,45220,1248,2025-12-19 23:08:49.208669,1003,Product Question,Escalated
3574,12539,646,2025-10-30 11:45:30.565860,904,Complaint,Escalated
3575,31166,1674,2025-07-11 20:09:08.974586,960,Order Inquiry,Dropped
3576,864,1891,2026-01-18 05:02:27.221514,636,Return/Refund,Resolved
3577,42581,2286,2025-11-20 06:42:25.013982,517,Product Question,Escalated
3578,25098,605,2025-05-12 19:28:46.105530,1033,Return/Refund,Dropped
3579,22182,1612,2025-04-10 23:46:51.248000,1764,Complaint,Resolved
3580,26218,1310,2025-05-17 00:57:32.488712,1174,Order Inquiry,Escalated
3581,16199,2775,2025-09-19 19:37:45.289010,938,Return/Refund,Escalated
3582,40573,484,2026-02-19 11:01:55.927484,120,Complaint,Pending
3583,48592,1746,2025-06-22 05:03:13.473212,1703,Account Access,Escalated
3584,39201,1785,2025-10-05 23:18:10.243518,85,Complaint,Resolved
3585,25511,1843,2025-03-07 22:24:04.005868,687,Order Inquiry,Pending
3586,42596,1793,2026-02-10 23:30:22.972621,60,Complaint,Pending
3587,44435,2041,2025-04-14 08:18:45.421386,467,Account Access,Resolved
3588,39468,1706,2025-07-14 22:07:13.362545,382,Order Inquiry,Resolved
3589,14231,2395,2026-02-21 20:39:06.607391,1763,Complaint,Resolved
3590,47197,1010,2025-03-05 21:59:24.256897,1715,Return/Refund,Dropped
3591,38829,1844,2025-08-09 06:21:17.843693,320,Return/Refund,Escalated
3592,4237,1674,2025-11-28 06:36:51.895027,187,Return/Refund,Pending
3593,26525,19,2025-05-21 08:22:00.294959,290,Complaint,Dropped
3594,43299,1279,2025-06-24 14:56:44.138357,1074,Order Inquiry,Escalated
3595,41418,2718,2025-11-16 18:02:37.976571,1568,Return/Refund,Escalated
3596,48665,789,2025-06-01 07:06:27.118342,1644,Billing Issue,Pending
3597,35160,1869,2026-01-23 16:47:40.751930,1370,Return/Refund,Dropped
3598,12004,2719,2026-01-28 00:11:42.037223,1074,Order Inquiry,Escalated
3599,14419,645,2025-03-19 10:25:50.277414,1511,Account Access,Dropped
3600,13156,134,2026-02-03 23:36:49.039655,121,Order Inquiry,Dropped
3601,48141,2875,2025-04-21 12:57:44.198808,205,Product Question,Dropped
3602,28139,2827,2025-08-29 13:51:42.771127,677,Product Question,Resolved
3603,43065,31,2025-10-21 08:57:34.939720,741,Complaint,Dropped
3604,6104,2390,2025-10-10 00:15:20.702911,62,Complaint,Dropped
3605,21029,134,2025-10-16 11:43:45.114800,1324,Product Question,Dropped
3606,26287,2448,2026-01-02 13:46:35.965643,1443,Product Question,Dropped
3607,13591,849,2025-03-01 02:21:29.987931,1640,Account Access,Dropped
3608,46428,529,2025-11-20 16:22:09.217228,1065,Billing Issue,Pending
3609,33888,1470,2025-05-31 01:30:30.810549,76,Return/Refund,Pending
3610,11723,1211,2025-06-22 16:20:41.332101,72,Order Inquiry,Escalated
3611,40939,31,2025-12-04 21:45:35.801333,1362,Billing Issue,Dropped
3612,44417,1778,2025-07-11 17:52:57.211060,881,Order Inquiry,Pending
3613,32560,1626,2025-08-27 20:44:06.680453,996,Technical Support,Pending
3614,23274,430,2025-10-28 22:00:32.437839,1618,Technical Support,Escalated
3615,32716,1025,2025-04-12 07:12:11.265979,1395,Product Question,Resolved
3616,18418,1025,2026-01-06 02:13:23.995744,1453,Return/Refund,Pending
3617,27337,1248,2025-04-12 15:27:24.364656,219,Complaint,Pending
3618,14108,2810,2025-09-12 19:06:24.949113,1031,Return/Refund,Pending
3619,42336,2019,2025-06-15 10:49:50.451256,1236,Order Inquiry,Pending
3620,4951,1425,2026-01-11 14:24:46.785670,735,Product Question,Pending
3621,17551,425,2025-11-16 20:58:42.561255,566,Complaint,Dropped
3622,21530,2496,2025-08-22 08:37:54.926094,1740,Complaint,Pending
3623,15966,1025,2026-01-22 13:32:34.095301,1726,Return/Refund,Resolved
3624,1914,2302,2025-06-28 13:16:07.073140,1730,Billing Issue,Resolved
3625,42323,1192,2025-09-14 16:20:46.553058,483,Order Inquiry,Resolved
3626,37191,1129,2025-06-27 15:55:46.254957,238,Product Question,Pending
3627,26629,392,2025-09-18 22:02:07.171131,812,Account Access,Escalated
3628,578,1151,2025-10-22 12:31:13.115841,216,Technical Support,Resolved
3629,37125,1778,2025-04-13 20:28:02.918273,129,Order Inquiry,Dropped
3630,33025,2719,2025-03-08 06:59:50.516608,216,Account Access,Dropped
3631,27089,2775,2025-10-24 15:27:54.187377,152,Technical Support,Escalated
3632,1583,2605,2025-08-15 04:59:18.125302,1189,Complaint,Resolved
3633,1888,1606,2025-12-09 17:07:51.011745,664,Order Inquiry,Escalated
3634,29464,1922,2025-10-18 22:20:20.573930,919,Complaint,Escalated
3635,21216,1383,2025-08-29 01:06:47.759022,1481,Technical Support,Pending
3636,11269,1626,2025-06-28 03:20:31.040589,1333,Return/Refund,Escalated
3637,7527,791,2025-09-09 16:56:16.510705,1138,Product Question,Dropped
3638,21138,888,2025-11-30 18:14:51.268703,1751,Product Question,Resolved
3639,15277,2191,2025-06-01 19:36:47.760492,1332,Order Inquiry,Escalated
3640,10889,1018,2025-08-14 20:33:38.461179,359,Billing Issue,Pending
3641,714,336,2025-08-12 19:02:30.277568,467,Product Question,Resolved
3642,42421,2019,2025-10-30 12:05:06.912772,1656,Account Access,Pending
3643,12876,898,2025-10-13 10:38:46.621841,1568,Technical Support,Pending
3644,10967,134,2025-10-31 14:05:25.165608,1174,Order Inquiry,Escalated
3645,41272,1763,2025-07-10 03:25:26.323467,624,Product Question,Escalated
3646,9398,646,2025-10-13 02:51:17.824142,563,Order Inquiry,Escalated
3647,13458,799,2025-03-11 16:00:48.514062,1154,Product Question,Resolved
3648,33028,1507,2026-02-09 00:33:48.480089,98,Return/Refund,Escalated
3649,21919,605,2026-01-27 17:03:05.961627,468,Order Inquiry,Resolved
3650,2818,101,2025-08-01 01:08:29.379930,1318,Return/Refund,Pending
3651,6036,2731,2025-09-17 06:54:28.891227,253,Product Question,Escalated
3652,41329,2986,2025-10-06 02:29:55.960205,1680,Order Inquiry,Resolved
3653,9204,922,2025-04-29 02:47:14.385481,848,Product Question,Escalated
3654,12554,2390,2025-08-30 16:55:53.525677,1418,Order Inquiry,Resolved
3655,31785,2775,2025-12-18 07:27:29.117224,121,Return/Refund,Dropped
3656,26047,688,2026-02-16 05:52:42.574219,906,Complaint,Escalated
3657,17369,19,2026-02-24 22:58:28.440215,254,Billing Issue,Dropped
3658,43278,519,2025-06-03 22:38:55.311657,395,Billing Issue,Pending
3659,14366,1870,2025-12-06 05:50:20.577708,1530,Return/Refund,Dropped
3660,12446,134,2026-02-08 23:41:16.970029,1654,Product Question,Escalated
3661,16480,255,2025-10-31 16:32:35.551584,1590,Account Access,Escalated
3662,37927,336,2025-03-16 05:03:20.286156,1625,Order Inquiry,Pending
3663,17223,2340,2026-02-08 07:33:11.124309,736,Return/Refund,Dropped
3664,48826,2166,2025-08-03 15:21:14.351205,874,Complaint,Pending
3665,29159,878,2025-10-13 11:53:36.294229,303,Return/Refund,Pending
3666,4547,199,2025-12-03 08:51:57.030890,712,Complaint,Pending
3667,16950,915,2025-12-18 21:46:50.185983,780,Complaint,Dropped
3668,23676,37,2025-03-12 16:48:09.313884,155,Order Inquiry,Resolved
3669,44239,101,2025-09-10 03:51:49.574821,785,Return/Refund,Resolved
3670,6727,1844,2025-03-20 05:06:19.623346,884,Complaint,Escalated
3671,40126,1507,2025-04-05 11:35:56.039255,678,Return/Refund,Escalated
3672,34712,336,2025-09-24 06:31:00.502071,170,Complaint,Escalated
3673,8527,1870,2025-11-24 12:27:38.062261,1732,Complaint,Dropped
3674,46549,1763,2025-06-17 04:06:32.887322,1217,Billing Issue,Pending
3675,45765,1425,2026-02-01 10:35:50.150598,1676,Return/Refund,Dropped
3676,34698,888,2026-01-23 00:32:23.911849,1107,Billing Issue,Dropped
3677,48915,1507,2025-11-04 08:55:06.897484,1472,Return/Refund,Escalated
3678,47389,789,2025-09-08 22:15:10.018744,1583,Order Inquiry,Escalated
3679,12931,581,2025-04-19 06:52:12.485628,218,Billing Issue,Escalated
3680,44795,688,2026-01-26 16:29:59.952269,1016,Account Access,Pending
3681,45302,791,2025-07-07 09:04:24.019321,375,Complaint,Resolved
3682,1139,1525,2025-11-02 19:29:27.007325,187,Product Question,Escalated
3683,5902,199,2025-11-10 06:06:42.517043,597,Technical Support,Dropped
3684,43533,118,2026-02-06 09:20:35.334193,1050,Return/Refund,Pending
3685,37226,1768,2025-04-07 04:14:53.937842,160,Order Inquiry,Escalated
3686,11888,1370,2025-12-25 13:32:04.103173,1522,Order Inquiry,Dropped
3687,40340,602,2026-02-05 10:41:37.520841,496,Billing Issue,Dropped
3688,26669,2731,2025-12-07 23:18:36.005182,1239,Product Question,Pending
3689,9374,2273,2026-02-13 10:03:52.737135,1706,Complaint,Pending
3690,45019,1219,2025-11-07 08:23:41.013613,1187,Order Inquiry,Dropped
3691,21674,31,2025-07-08 20:26:32.543314,524,Technical Support,Escalated
3692,25816,1291,2025-10-27 21:33:26.112494,647,Order Inquiry,Pending
3693,16638,1069,2025-03-08 22:50:46.990502,928,Order Inquiry,Pending
3694,18375,1310,2025-10-27 07:08:15.540011,1331,Complaint,Pending
3695,19450,1421,2026-01-16 21:21:25.650151,159,Complaint,Resolved
3696,14518,1973,2026-01-15 19:58:11.181459,1403,Billing Issue,Resolved
3697,28387,2214,2026-02-14 17:49:07.010941,1114,Return/Refund,Pending
3698,22658,1844,2025-11-07 16:52:25.608016,617,Billing Issue,Resolved
3699,3605,1870,2025-07-29 15:48:03.338628,1379,Account Access,Escalated
3700,25214,2466,2025-06-15 14:49:29.924193,1460,Product Question,Pending
3701,41579,1575,2026-01-16 16:14:15.637047,1059,Return/Refund,Pending
3702,23325,1018,2025-06-20 01:19:15.664813,1151,Return/Refund,Escalated
3703,47802,1486,2025-11-30 11:38:36.621984,1433,Return/Refund,Dropped
3704,41895,2794,2025-05-10 07:26:49.157721,667,Return/Refund,Escalated
3705,45992,2827,2025-07-30 22:09:27.236727,210,Return/Refund,Dropped
3706,46097,1053,2025-12-27 05:52:20.599064,1178,Return/Refund,Resolved
3707,19885,602,2025-05-01 03:38:07.548280,89,Account Access,Resolved
3708,6751,2718,2025-10-25 08:30:52.437905,90,Return/Refund,Dropped
3709,1410,849,2025-03-13 04:29:49.759138,486,Complaint,Pending
3710,35114,1872,2025-07-31 16:09:30.661057,1265,Account Access,Resolved
3711,40951,1706,2025-11-23 15:40:59.311148,604,Return/Refund,Pending
3712,18045,605,2025-11-18 22:54:02.717246,1248,Billing Issue,Dropped
3713,45176,1192,2025-06-03 10:47:42.729751,1692,Billing Issue,Resolved
3714,21608,1016,2025-12-19 14:07:27.266808,348,Return/Refund,Escalated
3715,19400,2466,2025-08-26 07:48:30.400643,636,Product Question,Dropped
3716,13479,849,2025-12-01 15:02:58.823573,197,Product Question,Resolved
3717,43398,967,2025-04-16 23:52:39.846152,1619,Return/Refund,Resolved
3718,40832,1881,2026-02-07 04:58:53.506979,1023,Product Question,Pending
3719,29886,2767,2025-08-01 14:11:42.971645,973,Return/Refund,Escalated
3720,7950,2022,2025-08-21 13:49:00.579636,1670,Billing Issue,Dropped
3721,29972,2287,2026-02-06 08:35:12.027167,1506,Order Inquiry,Escalated
3722,18922,1291,2025-03-23 07:29:44.483152,1791,Return/Refund,Escalated
3723,48656,2707,2025-06-09 12:23:02.530140,815,Return/Refund,Dropped
3724,48182,1279,2025-10-27 02:56:16.452417,1162,Return/Refund,Pending
3725,13926,1018,2025-09-07 20:59:46.287318,256,Account Access,Resolved
3726,49657,2191,2025-04-22 05:33:32.203434,1195,Order Inquiry,Resolved
3727,31565,849,2025-07-25 02:58:49.446610,432,Product Question,Pending
3728,40899,1785,2025-03-20 15:08:24.423711,1387,Technical Support,Pending
3729,24314,2731,2025-10-16 00:59:59.749189,236,Account Access,Pending
3730,9944,1700,2025-08-28 08:04:50.019147,141,Account Access,Resolved
3731,31323,2273,2025-04-26 15:15:18.875954,870,Return/Refund,Escalated
3732,18881,1922,2025-10-28 08:12:02.028150,1567,Product Question,Dropped
3733,36199,2775,2025-11-29 19:03:53.196327,1699,Product Question,Resolved
3734,15524,1096,2025-03-14 14:35:22.788562,569,Order Inquiry,Resolved
3735,6693,1630,2025-06-16 20:34:54.343394,1065,Account Access,Pending
3736,10720,1630,2025-09-26 11:51:33.422885,454,Order Inquiry,Pending
3737,49269,1478,2025-07-30 15:01:54.098928,1360,Complaint,Pending
3738,15130,1264,2025-11-09 04:30:52.197424,609,Product Question,Dropped
3739,32754,920,2025-11-03 20:16:25.435350,751,Order Inquiry,Resolved
3740,9126,2100,2025-07-19 18:35:45.017536,1775,Order Inquiry,Dropped
3741,48452,922,2025-03-10 05:03:56.141226,785,Product Question,Pending
3742,17847,668,2025-09-07 06:53:42.727866,1347,Complaint,Dropped
3743,13550,878,2025-03-17 06:30:57.979810,242,Technical Support,Escalated
3744,17934,1606,2025-07-18 13:40:03.468797,1738,Product Question,Resolved
3745,15843,2390,2025-09-23 07:31:36.359733,202,Complaint,Resolved
3746,10629,1421,2025-11-26 06:19:37.399654,402,Product Question,Dropped
3747,42859,1973,2026-02-08 09:29:22.716258,606,Product Question,Pending
3748,7873,2777,2025-12-02 01:32:04.043889,1638,Return/Refund,Resolved
3749,21243,2202,2025-09-29 10:35:13.421455,676,Order Inquiry,Resolved
3750,28096,2496,2026-02-01 21:24:50.539840,1130,Order Inquiry,Resolved
3751,36818,1425,2025-05-31 23:36:42.645511,529,Product Question,Dropped
3752,21324,305,2025-07-04 13:53:22.528357,1171,Billing Issue,Dropped
3753,48322,898,2025-08-25 01:50:00.516742,340,Complaint,Dropped
3754,44774,1627,2025-03-05 09:09:25.138343,1252,Complaint,Dropped
3755,1863,784,2025-08-22 12:05:16.782758,1029,Return/Refund,Dropped
3756,44858,849,2025-08-10 13:14:27.134278,1046,Order Inquiry,Escalated
3757,21072,1279,2026-02-04 09:51:06.985154,1282,Product Question,Dropped
3758,32980,529,2026-01-19 23:13:47.919256,1263,Product Question,Dropped
3759,14957,894,2026-02-09 12:42:05.711383,722,Order Inquiry,Resolved
3760,17416,1478,2025-10-18 00:16:33.024782,1078,Technical Support,Escalated
3761,47150,425,2026-01-13 14:24:57.704516,977,Complaint,Escalated
3762,20455,1204,2025-03-28 20:17:13.273903,106,Account Access,Resolved
3763,8068,1843,2025-05-10 07:47:44.416401,796,Order Inquiry,Resolved
3764,4211,1957,2025-04-06 03:25:33.115479,1794,Order Inquiry,Resolved
3765,49002,2019,2025-12-17 06:08:28.287298,132,Order Inquiry,Escalated
3766,5192,1507,2025-10-22 16:06:13.363474,984,Account Access,Pending
3767,16367,581,2025-07-18 23:18:00.975801,617,Order Inquiry,Escalated
3768,27040,1279,2026-01-27 10:48:07.515437,511,Billing Issue,Pending
3769,48168,2707,2025-06-17 03:54:29.596119,607,Return/Refund,Resolved
3770,35321,2191,2025-08-03 10:30:53.933951,340,Technical Support,Dropped
3771,45356,2875,2025-05-29 09:59:58.263488,188,Billing Issue,Escalated
3772,33616,2794,2025-06-24 09:27:57.489239,1286,Order Inquiry,Dropped
3773,14986,1421,2026-01-28 14:54:29.802814,1520,Complaint,Pending
3774,7784,688,2025-08-24 00:12:34.453354,290,Technical Support,Dropped
3775,1184,1262,2025-07-18 23:29:01.421352,772,Product Question,Dropped
3776,15728,1606,2025-03-21 08:48:20.795866,1687,Return/Refund,Pending
3777,17589,82,2025-10-13 08:04:03.565785,1199,Order Inquiry,Resolved
3778,30255,1248,2025-03-16 21:34:13.248972,1164,Complaint,Escalated
3779,44129,4,2025-11-01 14:21:03.227728,1592,Order Inquiry,Resolved
3780,13778,1380,2025-05-03 23:54:58.871293,451,Product Question,Dropped
3781,12985,602,2025-11-18 06:37:11.687885,944,Complaint,Pending
3782,27280,484,2025-09-16 03:45:55.701122,617,Technical Support,Escalated
3783,29827,336,2025-08-06 19:15:07.114395,1045,Complaint,Dropped
3784,36622,1425,2026-01-19 04:03:00.613066,861,Return/Refund,Resolved
3785,26229,1478,2025-08-16 20:14:52.956234,175,Account Access,Escalated
3786,9058,2718,2025-04-13 14:29:25.550977,1308,Product Question,Dropped
3787,30898,125,2025-05-08 15:14:26.784342,1192,Billing Issue,Dropped
3788,1364,436,2025-10-21 10:52:53.814393,836,Order Inquiry,Pending
3789,28212,2395,2025-03-22 00:01:07.553376,1592,Complaint,Pending
3790,15197,2757,2025-10-20 15:00:18.121031,1471,Return/Refund,Resolved
3791,20020,1869,2025-07-13 06:40:05.634451,131,Product Question,Pending
3792,5549,898,2025-05-24 11:12:07.747771,1173,Return/Refund,Resolved
3793,37560,2302,2025-08-18 21:21:58.280696,1299,Product Question,Escalated
3794,19562,32,2026-01-07 01:45:19.145895,1259,Product Question,Escalated
3795,31934,336,2025-11-19 06:06:14.944666,68,Return/Refund,Escalated
3796,27042,2191,2025-10-06 05:48:53.226971,1768,Billing Issue,Resolved
3797,6501,2579,2025-10-04 04:29:25.900787,1508,Technical Support,Dropped
3798,30237,1192,2025-03-23 05:11:55.052002,1060,Account Access,Dropped
3799,7054,1383,2026-01-30 09:41:18.515325,1491,Billing Issue,Pending
3800,45486,2386,2025-10-11 01:12:45.141116,525,Order Inquiry,Dropped
3801,29306,1934,2025-08-03 05:21:13.841398,478,Product Question,Resolved
3802,2040,433,2025-10-16 18:10:47.243058,1305,Account Access,Resolved
3803,48546,118,2025-04-02 05:33:06.352315,808,Return/Refund,Escalated
3804,39700,392,2025-04-08 12:05:31.587841,614,Complaint,Dropped
3805,38468,2496,2025-11-16 21:29:32.500695,636,Return/Refund,Resolved
3806,13979,784,2025-10-07 04:10:10.835549,802,Complaint,Pending
3807,45628,1425,2025-08-16 09:09:23.824565,514,Account Access,Dropped
3808,12487,1706,2025-04-14 03:53:29.194602,308,Complaint,Resolved
3809,17373,1674,2026-02-11 11:12:16.771053,714,Complaint,Escalated
3810,9828,163,2025-11-03 11:07:41.088862,316,Product Question,Resolved
3811,41881,1872,2025-05-03 07:12:02.877538,639,Product Question,Escalated
3812,14355,1264,2025-09-14 01:42:37.753823,1050,Order Inquiry,Pending
3813,29079,529,2025-07-11 06:03:40.293234,652,Order Inquiry,Resolved
3814,22155,920,2025-05-06 20:38:33.822809,1291,Technical Support,Resolved
3815,29213,1151,2025-03-12 21:54:33.872846,1521,Return/Refund,Escalated
3816,49690,1630,2025-06-24 20:03:26.081193,1311,Order Inquiry,Pending
3817,36112,791,2026-01-12 06:20:38.763903,306,Return/Refund,Escalated
3818,1413,1870,2025-06-11 15:59:20.336328,411,Technical Support,Resolved
3819,29686,2022,2025-04-16 01:15:12.141331,745,Product Question,Pending
3820,8187,1763,2026-02-16 18:22:26.622474,842,Technical Support,Resolved
3821,11550,2191,2026-02-15 02:27:15.065803,1277,Order Inquiry,Resolved
3822,17359,1486,2025-11-20 15:46:18.617871,1134,Account Access,Resolved
3823,9066,2166,2025-04-16 23:42:47.327424,1463,Account Access,Resolved
3824,38662,2286,2026-01-09 19:00:38.331485,1432,Return/Refund,Resolved
3825,32576,2166,2025-10-04 08:43:35.299572,1570,Return/Refund,Resolved
3826,14335,2393,2025-11-08 11:30:26.598305,1566,Product Question,Pending
3827,25507,789,2025-08-06 05:23:37.279270,1718,Product Question,Resolved
3828,45972,1957,2025-05-07 06:01:57.694696,456,Billing Issue,Dropped
3829,48289,484,2025-04-12 14:08:02.842199,69,Technical Support,Escalated
3830,43261,2041,2026-01-27 09:23:31.456987,205,Return/Refund,Pending
3831,20287,2827,2026-01-04 05:59:46.908090,491,Product Question,Pending
3832,1395,484,2025-05-18 08:41:35.117667,194,Complaint,Resolved
3833,18431,1405,2025-07-29 01:07:36.899378,1138,Billing Issue,Resolved
3834,27837,2033,2025-07-17 22:41:21.197016,1628,Complaint,Resolved
3835,38398,37,2025-08-18 19:53:08.232296,1557,Complaint,Escalated
3836,40931,1016,2025-03-12 21:15:47.563617,1714,Order Inquiry,Pending
3837,468,2579,2025-06-10 12:25:41.850448,602,Complaint,Pending
3838,32710,1421,2025-04-17 09:21:57.310261,714,Product Question,Dropped
3839,9969,878,2026-01-19 06:44:49.255968,339,Technical Support,Pending
3840,19593,616,2025-06-07 17:51:06.003765,1214,Complaint,Dropped
3841,14240,799,2025-12-26 05:40:27.934687,786,Return/Refund,Resolved
3842,35678,2192,2025-11-24 09:03:44.042569,1721,Complaint,Pending
3843,44556,922,2025-03-27 03:40:39.468313,273,Product Question,Resolved
3844,30566,1310,2025-04-16 15:53:11.768853,835,Product Question,Escalated
3845,28083,2019,2025-03-19 03:38:37.494114,327,Complaint,Escalated
3846,26455,1626,2025-08-26 22:04:22.035513,164,Account Access,Pending
3847,28510,82,2025-11-06 19:33:33.451865,421,Complaint,Dropped
3848,36028,2022,2025-06-19 09:48:15.335869,62,Billing Issue,Escalated
3849,29347,2951,2026-02-11 08:32:42.059617,275,Return/Refund,Dropped
3850,12293,668,2025-08-20 03:39:01.957335,597,Order Inquiry,Escalated
3851,39648,894,2025-08-01 10:53:34.157235,474,Technical Support,Dropped
3852,26752,1606,2025-06-17 06:55:47.400255,652,Return/Refund,Dropped
3853,34703,2214,2026-01-24 02:14:34.315298,649,Complaint,Dropped
3854,2509,2234,2025-04-14 06:24:42.976121,1561,Complaint,Pending
3855,22640,1549,2025-03-18 21:37:39.329961,1026,Order Inquiry,Escalated
3856,23638,1211,2026-02-07 02:53:59.892983,72,Return/Refund,Dropped
3857,7598,2963,2025-11-12 09:52:11.172546,1330,Product Question,Resolved
3858,46863,101,2026-02-24 21:05:00.559538,1215,Order Inquiry,Pending
3859,1418,125,2025-11-12 04:47:32.941563,420,Product Question,Escalated
3860,48728,2719,2025-10-22 19:01:34.374551,1077,Order Inquiry,Dropped
3861,16372,1551,2026-02-08 09:13:30.842686,1151,Product Question,Dropped
3862,44781,326,2025-03-27 14:23:18.563664,1062,Order Inquiry,Dropped
3863,24213,1785,2026-01-22 21:55:46.274979,69,Order Inquiry,Pending
3864,10294,548,2025-06-26 14:56:36.887229,1525,Billing Issue,Escalated
3865,17554,1551,2025-09-18 08:50:29.237206,1592,Return/Refund,Resolved
3866,21589,2302,2026-01-17 17:07:01.504051,678,Return/Refund,Resolved
3867,29740,646,2026-01-30 18:49:37.256104,1275,Complaint,Resolved
3868,17947,1405,2025-05-20 08:47:33.881817,202,Product Question,Resolved
3869,14795,1168,2026-02-10 22:23:38.132395,217,Order Inquiry,Pending
3870,2226,305,2025-02-26 17:49:22.236499,183,Complaint,Resolved
3871,46540,425,2025-06-01 11:01:59.612014,1647,Account Access,Resolved
3872,29368,529,2025-08-02 15:31:30.982445,1253,Order Inquiry,Escalated
3873,29624,1768,2025-04-04 21:46:16.178463,1316,Product Question,Dropped
3874,3659,342,2026-01-08 12:06:45.941201,1605,Return/Refund,Resolved
3875,16419,1785,2025-12-22 21:18:36.718050,862,Return/Refund,Escalated
3876,22137,436,2026-02-24 04:01:37.608354,334,Product Question,Escalated
3877,42101,616,2025-06-28 02:01:30.959224,1044,Order Inquiry,Resolved
3878,16388,2393,2025-11-28 17:16:10.593666,1161,Billing Issue,Escalated
3879,37292,1470,2025-04-21 13:18:21.020593,1272,Complaint,Dropped
3880,27855,1630,2025-07-16 06:55:36.604833,322,Return/Refund,Escalated
3881,15669,1957,2025-03-27 17:30:27.928908,544,Account Access,Escalated
3882,583,1778,2025-03-19 13:30:29.187884,1146,Account Access,Pending
3883,42039,255,2025-12-23 11:14:14.919333,931,Complaint,Escalated
3884,9697,2019,2025-05-20 19:02:56.515927,1013,Return/Refund,Escalated
3885,20086,2214,2025-05-10 09:14:48.970904,551,Complaint,Dropped
3886,7615,898,2026-01-16 10:44:17.787005,915,Complaint,Resolved
3887,9544,1799,2025-12-11 00:58:03.272683,1317,Billing Issue,Dropped
3888,41580,1799,2025-08-09 17:59:51.009790,1206,Product Question,Resolved
3889,12087,1383,2025-04-22 20:31:41.256503,1325,Return/Refund,Pending
3890,29939,1421,2025-12-25 04:00:52.314410,575,Return/Refund,Dropped
3891,425,163,2025-10-01 04:16:47.996892,1162,Technical Support,Resolved
3892,41318,2718,2025-08-14 12:54:30.631543,639,Complaint,Pending
3893,30860,2951,2026-02-15 19:18:47.182994,1028,Order Inquiry,Resolved
3894,41698,888,2025-03-28 19:06:40.173702,1712,Complaint,Pending
3895,46131,83,2026-01-02 06:02:55.267672,738,Order Inquiry,Escalated
3896,27500,1674,2025-04-25 06:30:05.375043,1081,Technical Support,Resolved
3897,9982,647,2026-02-22 19:48:10.574470,421,Return/Refund,Resolved
3898,10659,1746,2025-08-23 22:44:13.662343,1771,Order Inquiry,Escalated
3899,5795,1957,2025-04-02 15:29:05.792828,1078,Complaint,Resolved
3900,8880,2386,2025-10-14 12:53:10.605257,347,Technical Support,Dropped
3901,96,484,2025-07-16 06:28:23.496475,1799,Complaint,Pending
3902,11397,127,2025-04-30 01:01:33.869518,1659,Product Question,Escalated
3903,31291,436,2026-01-05 13:49:41.901078,428,Return/Refund,Dropped
