review_id,cust_id,prod_id,rating,review_date,review_text
1378,36218,46128,1,2025-06-12,Poor
1379,21774,93071,1,2024-11-08,Poor
1380,14314,82275,4,2025-07-11,Average
1381,6536,80684,3,2025-07-07,Good
1382,6820,71286,1,2025-05-25,Good
1383,29586,58741,1,2024-04-26,Poor
1384,5270,79956,1,2024-07-30,Good
1385,49299,88582,1,2024-12-05,Excellent
1386,15732,35352,2,2025-02-16,Average
1387,1835,81639,1,2024-11-04,Poor
1388,32431,8378,5,2025-01-31,Excellent
1389,35062,58715,1,2025-05-03,Excellent
1390,39799,74917,3,2025-01-29,Good
1391,5428,97522,2,2025-03-13,Average
1392,42294,93312,4,2024-08-15,Value for money
1393,21024,72355,5,2025-07-14,Value for money
1394,14878,76164,3,2025-07-07,Excellent
1395,31433,88459,1,2025-02-26,Good
1396,39336,39751,3,2024-12-19,Average
1397,22855,81582,2,2025-01-14,Value for money
1398,45372,61996,2,2024-11-22,Poor
1399,12582,84104,2,2024-04-02,Poor
1400,22450,44893,3,2024-02-12,Value for money
1401,20769,81459,4,2024-02-25,Average
1402,18501,16978,3,2024-12-30,Value for money
1403,41236,128,5,2025-08-17,Good
1404,20388,99353,5,2024-04-29,Good
1405,39538,96609,1,2025-01-08,Value for money
1406,894,59788,3,2024-07-01,Value for money
1407,35876,7512,5,2024-02-11,Poor
1408,669,99310,2,2024-09-03,Excellent
1409,30692,53894,3,2024-07-15,Average
1410,46555,78237,3,2025-09-04,Average
1411,7398,29684,3,2025-01-15,Excellent
1412,47640,86242,4,2025-04-15,Average
1413,43508,67111,2,2024-04-18,Excellent
1414,30103,77972,2,2025-05-10,Value for money
1415,11571,92705,5,2024-07-04,Poor
1416,23836,8317,3,2024-04-22,Excellent
1417,23973,13087,5,2025-06-13,Excellent
1418,1888,37548,3,2024-08-04,Good
1419,34200,46081,3,2025-09-11,Value for money
1420,9311,54866,4,2024-04-16,Value for money
1421,11902,88809,4,2024-06-05,Value for money
1422,49448,14739,1,2024-08-18,Good
1423,44808,97472,5,2024-08-03,Excellent
1424,41006,98716,2,2024-04-03,Value for money
1425,7798,35145,3,2024-05-17,Excellent
1426,22081,86969,3,2025-04-28,Good
1427,33853,63377,1,2024-01-03,Excellent
1428,40426,23706,5,2024-11-26,Value for money
1429,12328,43616,4,2024-04-10,Excellent
1430,26129,12514,5,2024-10-10,Excellent
1431,21530,44261,2,2025-05-01,Value for money
1432,45361,82019,2,2024-01-05,Average
1433,43262,92265,4,2024-05-22,Value for money
1434,13918,57144,5,2024-09-18,Good
1435,16514,65640,3,2024-09-18,Good
1436,26983,16273,1,2025-07-23,Average
1437,26825,93769,2,2024-11-22,Value for money
1438,31347,12354,5,2025-05-28,Average
1439,20068,16301,2,2024-01-04,Poor
1440,35153,25543,1,2025-07-23,Poor
1441,18750,71234,3,2025-05-24,Good
1442,20157,63245,4,2024-09-14,Excellent
1443,39672,23113,2,2024-11-21,Average
1444,23648,63561,3,2024-04-15,Value for money
1445,34498,25823,1,2024-10-16,Average
1446,28602,21782,5,2024-08-22,Poor
1447,12096,2364,4,2025-07-29,Good
1448,3739,1593,5,2024-06-03,Value for money
1449,25149,84667,4,2024-03-11,Poor
1450,3756,28209,1,2025-07-03,Excellent
1451,34730,80635,4,2024-07-05,Average
1452,47252,65276,1,2024-09-20,Value for money
1453,22005,74015,4,2024-04-11,Good
1454,13961,40355,3,2024-05-22,Good
1455,19033,25983,3,2025-05-11,Excellent
1456,33764,44527,5,2024-01-20,Value for money
1457,14778,47475,3,2025-07-16,Good
1458,47774,55382,4,2025-02-04,Excellent
1459,13778,72039,4,2024-04-24,Average
1460,5595,28303,2,2024-10-15,Average
1461,43962,32733,3,2024-11-07,Poor
1462,21658,77452,1,2025-04-21,Value for money
1463,2184,40158,2,2025-02-04,Poor
1464,19086,70387,2,2024-07-12,Poor
1465,13615,63795,5,2024-09-03,Value for money
1466,37453,89234,5,2025-05-25,Poor
1467,6420,4979,5,2024-07-01,Excellent
1468,47601,89627,1,2024-04-04,Good
1469,33320,72871,2,2025-07-11,Poor
1470,829,41213,1,2025-09-11,Average
1471,385,35847,4,2024-09-03,Value for money
1472,32745,59431,1,2024-11-01,Excellent
1473,46125,93507,1,2024-07-07,Poor
1474,44037,79551,3,2024-12-19,Excellent
1475,36339,49089,3,2025-05-19,Poor
1476,36170,30108,3,2025-06-28,Average
1477,11462,92316,5,2024-04-05,Average
1478,42436,85084,3,2024-08-02,Excellent
1479,22603,2677,5,2025-08-16,Average
1480,14603,96159,4,2025-06-17,Poor
1481,18978,91323,4,2024-03-27,Good
1482,6688,96768,5,2024-09-14,Poor
1483,42814,90143,1,2025-01-13,Excellent
1484,42406,88902,5,2024-01-10,Poor
1485,3488,77596,1,2025-06-02,Good
1486,28237,92857,1,2024-05-28,Excellent
1487,16102,71670,5,2024-05-22,Excellent
1488,5531,14347,4,2025-01-23,Average
1489,28403,38254,4,2025-04-29,Poor
1490,16381,77925,4,2024-06-17,Value for money
1491,12401,45608,5,2025-03-05,Poor
1492,41881,70558,2,2024-08-08,Average
1493,43308,36689,3,2024-06-03,Poor
1494,40697,49971,2,2024-08-24,Average
1495,347,7833,5,2024-12-25,Poor
1496,26186,88096,3,2025-08-05,Good
1497,11407,24924,1,2024-04-27,Value for money
1498,47099,96614,4,2025-01-28,Average
1499,22379,23402,3,2024-09-13,Average
1500,45505,32902,5,2025-05-04,Good
1501,23560,53288,4,2025-06-29,Good
1502,37653,10525,2,2024-03-12,Excellent
1503,42907,92846,2,2025-02-10,Average
1504,22187,77239,2,2025-06-02,Average
1505,1656,40712,3,2024-04-02,Poor
1506,34420,9474,5,2025-05-15,Good
1507,45136,91050,3,2024-11-12,Excellent
1508,32752,43769,3,2025-04-17,Good
1509,33592,12226,1,2024-12-02,Average
1510,45214,3132,2,2024-06-12,Average
1511,19784,31613,3,2025-02-27,Average
1512,46431,38813,4,2025-01-02,Average
1513,7754,50769,5,2024-09-22,Poor
1514,34745,8920,2,2024-04-15,Average
1515,26766,9835,1,2025-06-17,Average
1516,4576,24380,2,2024-07-11,Average
1517,18219,25889,3,2025-04-13,Value for money
1518,24320,88023,1,2024-04-24,Average
1519,25689,8690,2,2024-11-26,Average
1520,30733,19813,3,2025-03-12,Excellent
1521,17344,94403,4,2024-07-04,Excellent
1522,7507,1721,5,2024-10-30,Excellent
1523,17821,69417,4,2024-04-22,Value for money
1524,49326,28538,1,2024-03-08,Value for money
1525,10395,688,1,2024-01-05,Excellent
1526,2513,25312,5,2025-01-29,Good
1527,35368,80930,4,2025-07-12,Excellent
1528,14398,80685,5,2024-02-06,Average
1529,15105,68506,3,2024-01-12,Value for money
1530,44818,12498,2,2025-05-17,Average
1531,35394,66638,2,2024-06-23,Excellent
1532,33385,7451,1,2024-01-11,Poor
1533,19862,68414,5,2024-06-03,Average
1534,24344,84504,5,2025-07-16,Value for money
1535,46583,88164,3,2024-10-09,Value for money
1536,24534,54785,3,2024-03-22,Excellent
1537,14408,84275,3,2024-07-16,Good
1538,15479,95305,3,2024-02-06,Good
1539,120,94326,2,2024-07-03,Good
1540,32718,13443,1,2024-06-19,Value for money
1541,27995,60773,4,2024-04-20,Excellent
1542,18089,93766,5,2025-08-14,Excellent
1543,13043,5377,2,2024-05-30,Good
1544,33796,87157,3,2024-01-18,Excellent
1545,3782,79813,2,2025-03-06,Average
1546,28076,17867,3,2025-06-26,Poor
1547,4272,4424,5,2025-05-19,Excellent
1548,16782,32636,2,2024-12-26,Average
1549,41967,49739,5,2024-01-31,Value for money
1550,25718,23281,5,2024-11-30,Good
1551,14072,62328,5,2024-05-02,Excellent
1552,29069,61885,5,2025-02-21,Excellent
1553,42981,84081,2,2025-09-13,Average
1554,44684,38700,5,2025-02-06,Average
1555,49323,31722,2,2025-01-22,Poor
1556,44856,69743,4,2025-01-08,Average
1557,22498,16553,5,2025-09-19,Good
1558,33945,64346,5,2024-09-08,Average
1559,44294,98883,2,2024-07-02,Excellent
1560,46353,11243,5,2025-03-23,Poor
1561,3548,88587,4,2025-09-07,Poor
1562,19567,47148,1,2024-07-01,Poor
1563,36221,7546,5,2025-02-17,Value for money
1564,43186,89924,3,2025-06-05,Poor
1565,47404,92959,5,2024-10-10,Good
1566,4690,33812,3,2024-03-14,Average
1567,41521,4768,5,2025-05-20,Good
1568,47589,66634,1,2025-03-18,Value for money
1569,5572,9890,5,2025-06-09,Excellent
1570,33062,66496,3,2025-04-15,Value for money
1571,33407,50357,4,2024-10-23,Poor
1572,3742,88627,2,2025-01-13,Average
1573,35081,89302,5,2024-01-04,Poor
1574,42125,80952,1,2024-08-05,Poor
1575,1161,22834,1,2024-05-24,Average
1576,7581,92039,4,2025-07-06,Value for money
1577,3806,79665,4,2024-06-21,Good
1578,39807,1885,2,2025-09-10,Value for money
1579,36096,6587,5,2024-07-29,Average
1580,24018,86800,3,2025-05-11,Good
1581,39355,68338,1,2024-06-02,Value for money
1582,19781,25490,3,2024-08-18,Value for money
1583,3196,66600,3,2024-07-19,Poor
1584,28478,39415,4,2024-04-03,Average
1585,47615,82229,3,2024-07-09,Poor
1586,43271,34252,4,2025-01-20,Good
1587,27706,76745,4,2025-05-03,Average
1588,31644,71923,1,2025-01-21,Average
1589,579,79783,2,2024-10-01,Excellent
1590,7828,54032,2,2024-03-14,Average
1591,6185,67551,4,2024-05-08,Good
1592,43551,15262,5,2024-03-23,Value for money
1593,3760,2797,4,2024-07-24,Value for money
1594,35724,85140,2,2025-05-28,Excellent
1595,45858,57483,5,2025-02-18,Value for money
1596,430,72803,4,2025-03-18,Poor
1597,26137,88156,5,2024-08-14,Average
1598,34585,53831,1,2024-04-29,Excellent
1599,99,76410,4,2025-01-08,Value for money
1600,21399,28741,5,2024-12-01,Average
1601,22581,30752,2,2025-08-19,Excellent
1602,44877,23872,2,2024-02-19,Average
1603,24610,35599,5,2024-05-01,Average
1604,21744,60237,4,2024-04-30,Average
1605,49150,52006,1,2025-07-02,Good
1606,28043,34148,2,2025-04-21,Good
1607,395,16164,5,2025-05-28,Good
1608,25155,49951,2,2024-12-09,Poor
1609,584,67032,3,2025-08-20,Excellent
1610,27033,23938,4,2025-09-03,Poor
1611,17841,97043,4,2024-12-06,Average
1612,30847,31829,5,2024-06-27,Average
1613,11244,67076,2,2024-01-07,Good
1614,16658,37307,5,2024-06-08,Poor
1615,1923,41229,3,2025-02-07,Average
1616,37340,63713,4,2025-02-24,Poor
1617,925,53137,5,2024-12-06,Value for money
1618,29031,808,5,2025-03-18,Average
1619,19089,62400,5,2024-05-14,Value for money
1620,12555,36281,3,2025-08-08,Average
1621,37249,94539,5,2024-06-02,Value for money
1622,20421,49789,1,2025-02-22,Excellent
1623,12143,30229,3,2024-04-14,Excellent
1624,6017,90457,5,2025-04-04,Value for money
1625,18845,87810,5,2024-11-23,Average
1626,269,54067,5,2025-01-29,Average
1627,21246,24876,1,2024-08-07,Value for money
1628,14182,96779,5,2025-06-30,Excellent
1629,17842,74638,2,2025-01-16,Average
1630,42533,34465,5,2025-06-17,Value for money
1631,11501,83605,2,2024-07-25,Value for money
1632,16080,9922,3,2025-02-10,Poor
1633,22317,25700,5,2025-08-12,Excellent
1634,10760,5439,5,2025-03-09,Poor
1635,31417,23166,4,2024-10-01,Good
1636,8076,20119,4,2024-06-29,Average
1637,43525,92333,2,2024-08-27,Excellent
1638,41882,33279,1,2024-07-09,Value for money
1639,9245,54220,5,2024-05-15,Average
1640,46590,22076,3,2024-09-25,Average
1641,5090,52712,5,2025-03-06,Good
1642,32419,19370,4,2025-06-13,Good
1643,49120,28660,2,2025-04-25,Good
1644,1233,35393,4,2024-02-07,Average
1645,46349,13203,2,2024-04-21,Poor
1646,1243,34064,4,2025-09-21,Value for money
1647,14311,47184,2,2024-08-18,Poor
1648,7579,42977,1,2024-06-28,Average
1649,5072,88351,5,2024-09-16,Average
1650,18694,6409,4,2025-08-24,Excellent
1651,23436,15112,2,2024-07-31,Value for money
1652,25318,87258,4,2025-03-11,Good
1653,28026,48136,2,2024-10-10,Good
1654,25594,13091,5,2024-08-13,Average
1655,1505,16557,5,2024-03-09,Excellent
1656,48912,64444,5,2024-08-05,Excellent
1657,27006,381,1,2025-05-23,Excellent
1658,20099,56261,4,2025-02-21,Excellent
1659,22032,76398,3,2025-02-11,Poor
1660,28125,57921,3,2025-06-11,Average
1661,17943,99947,4,2024-06-03,Average
1662,42992,20534,5,2025-04-06,Average
1663,5851,91578,2,2024-11-15,Excellent
1664,20871,56327,5,2025-08-21,Good
1665,46654,34737,5,2025-06-03,Excellent
1666,20731,47566,2,2025-01-19,Value for money
1667,38609,28185,2,2025-06-21,Average
1668,30267,15920,4,2024-11-04,Average
1669,25902,59161,1,2024-11-17,Excellent
1670,4852,89583,5,2024-09-05,Excellent
1671,27530,67977,1,2025-09-16,Value for money
1672,36497,90427,3,2024-03-08,Good
1673,34197,90561,5,2024-01-21,Average
1674,5931,10394,1,2025-01-24,Poor
1675,3262,69002,2,2024-09-01,Average
1676,11409,65914,2,2024-07-30,Good
1677,22186,81735,2,2024-08-25,Good
1678,44854,36610,3,2025-04-18,Poor
1679,41230,55605,2,2024-04-03,Poor
1680,45444,73817,1,2024-05-15,Poor
1681,47961,78213,3,2024-05-09,Good
1682,18481,34851,2,2024-09-26,Poor
1683,8678,85607,5,2025-08-24,Value for money
1684,38387,88580,1,2024-08-24,Average
1685,1014,58239,3,2025-02-21,Average
1686,28011,69463,1,2025-07-16,Average
1687,14526,33548,3,2024-01-24,Average
1688,45896,13102,4,2025-02-27,Average
1689,15099,85216,2,2024-11-08,Poor
1690,20033,76060,3,2024-01-15,Value for money
1691,25291,3089,1,2025-05-21,Average
1692,42827,6443,2,2025-09-06,Average
1693,18921,25607,4,2024-12-17,Average
1694,25771,52001,4,2024-06-01,Poor
1695,33421,29009,1,2024-06-29,Good
1696,47312,91711,1,2025-02-17,Good
1697,25031,65505,5,2024-11-18,Good
1698,34790,48757,4,2024-10-07,Average
1699,34365,67037,5,2024-04-06,Excellent
1700,30850,35497,1,2024-09-17,Good
1701,38922,77507,1,2025-09-07,Average
1702,38276,38647,1,2025-09-12,Poor
1703,25714,85093,1,2024-04-06,Good
1704,7211,48626,3,2025-06-05,Excellent
1705,45914,34967,1,2024-04-29,Excellent
1706,13910,360,2,2025-01-30,Good
1707,24222,19735,1,2024-09-26,Poor
1708,31736,18334,1,2024-02-04,Good
1709,25375,53606,5,2025-02-21,Average
1710,4572,37629,5,2024-03-10,Average
1711,27626,81472,5,2024-06-28,Poor
1712,9864,18542,1,2025-02-18,Average
1713,23778,62580,1,2024-02-22,Value for money
1714,38520,27361,4,2025-01-04,Average
1715,16002,99308,3,2024-05-01,Excellent
1716,49927,44549,4,2025-07-08,Poor
1717,3485,82740,1,2025-07-09,Average
1718,27305,49280,3,2025-08-30,Poor
1719,35697,13989,4,2024-10-01,Good
1720,12920,1936,4,2024-05-15,Excellent
1721,13608,84871,3,2024-10-26,Good
1722,1252,77972,3,2025-01-15,Excellent
1723,33646,42446,3,2025-02-16,Value for money
1724,18996,49267,3,2025-05-03,Poor
1725,12739,94860,3,2025-08-18,Average
1726,6127,24481,2,2024-12-06,Value for money
1727,43482,92249,5,2025-01-07,Value for money
1728,39493,85356,5,2025-02-20,Good
1729,42381,87156,2,2025-01-09,Excellent
1730,42693,49640,5,2025-05-05,Good
1731,19728,23961,1,2025-08-31,Good
1732,27124,73731,5,2025-09-17,Excellent
1733,18885,74552,4,2025-08-06,Poor
1734,35642,52486,3,2024-11-17,Excellent
1735,49571,99403,1,2024-07-12,Average
1736,29248,51124,5,2024-03-25,Poor
1737,13083,83050,2,2024-07-25,Value for money
1738,8753,55089,2,2025-04-03,Poor
1739,43217,94196,3,2025-02-06,Value for money
1740,8736,14604,3,2025-02-17,Value for money
1741,24768,4427,4,2025-09-10,Poor
1742,16379,1396,2,2025-06-26,Excellent
1743,46181,89536,3,2024-10-30,Good
1744,43292,16039,4,2025-08-07,Value for money
1745,44948,13538,4,2024-11-28,Value for money
1746,13606,69439,5,2025-03-14,Good
1747,10669,35978,5,2025-04-20,Value for money
1748,9241,77326,3,2024-03-18,Good
1749,13908,33760,3,2025-07-23,Good
1750,47637,88282,3,2024-11-27,Good
1751,9732,57861,5,2024-02-15,Excellent
1752,5659,97964,3,2024-03-27,Excellent
1753,47673,69389,3,2025-09-17,Excellent
1754,41864,39414,5,2024-07-06,Excellent
1755,21731,12994,1,2025-04-22,Average
1756,47583,43303,1,2024-12-20,Value for money
1757,38067,38502,2,2024-06-13,Good
1758,38045,72489,5,2024-11-13,Average
1759,37228,95258,4,2024-07-17,Value for money
1760,24533,9594,1,2025-06-23,Poor
1761,47091,54676,2,2024-08-04,Value for money
1762,42824,50781,2,2024-09-06,Good
1763,43401,76373,5,2024-11-15,Poor
1764,23293,42562,5,2024-05-28,Poor
1765,46472,20141,2,2025-08-02,Poor
1766,8454,81022,3,2024-07-26,Excellent
1767,33913,82960,2,2025-04-26,Good
1768,39459,15800,4,2024-05-26,Excellent
1769,21609,69923,1,2024-08-09,Excellent
1770,7340,53162,1,2024-02-17,Excellent
1771,47415,81530,1,2025-02-13,Average
1772,43385,51189,3,2024-12-20,Value for money
1773,12754,65031,4,2024-11-06,Value for money
1774,45961,93567,2,2025-01-10,Good
1775,4427,16371,4,2025-07-19,Average
1776,2446,50296,3,2025-02-23,Good
1777,46130,80424,4,2025-01-08,Poor
1778,44349,37073,5,2024-03-08,Average
1779,10235,11926,5,2024-12-28,Good
1780,22379,73667,3,2025-06-23,Excellent
1781,9951,61121,3,2025-03-30,Good
1782,47317,2274,4,2025-08-02,Poor
1783,14873,65292,5,2025-06-28,Excellent
1784,17284,68245,3,2024-11-20,Average
1785,22648,49344,1,2025-05-03,Excellent
1786,30707,66546,5,2024-09-15,Good
1787,2065,61379,4,2024-01-05,Excellent
1788,40173,87423,2,2024-11-01,Poor
1789,5080,20503,1,2025-04-10,Average
1790,20430,19586,1,2025-05-31,Excellent
1791,20490,96449,5,2024-06-11,Good
1792,18983,27815,5,2025-03-03,Average
1793,15248,76828,1,2025-05-16,Poor
1794,25884,88638,1,2024-04-30,Excellent
1795,24587,95496,4,2025-03-06,Excellent
1796,17407,6706,1,2025-08-24,Average
1797,10344,58288,5,2025-02-13,Poor
1798,38043,97951,2,2025-01-11,Good
1799,11998,98694,1,2024-06-07,Good
1800,22505,34363,4,2024-06-04,Excellent
1801,3980,67897,3,2025-03-29,Good
1802,20485,35168,4,2025-01-22,Average
1803,41087,35138,1,2024-05-04,Good
1804,41553,24064,5,2025-01-09,Good
1805,24242,81635,4,2024-10-14,Good
1806,5370,75177,4,2025-01-30,Poor
1807,40963,68298,4,2024-09-29,Good
1808,7966,1277,4,2024-09-25,Value for money
1809,22657,18452,3,2024-04-19,Average
1810,7750,20520,5,2024-05-21,Poor
1811,43940,29353,5,2025-05-09,Average
1812,18819,68061,2,2025-01-11,Average
1813,35977,43010,4,2025-09-14,Poor
1814,33289,78857,1,2024-10-09,Average
1815,30355,14845,3,2024-07-21,Excellent
1816,22279,26076,3,2025-08-21,Average
1817,41077,41000,3,2024-12-17,Good
1818,22670,64856,3,2025-04-10,Good
1819,2474,20956,5,2025-05-03,Average
1820,4845,16975,5,2025-03-28,Excellent
1821,37502,43958,2,2024-12-31,Poor
1822,43620,54265,3,2024-04-10,Poor
1823,23632,16223,5,2025-04-25,Good
1824,20115,7494,5,2024-09-28,Poor
1825,15497,916,3,2025-03-05,Average
1826,14712,96317,5,2024-04-24,Poor
1827,9475,94924,4,2025-06-21,Excellent
1828,6020,55462,4,2025-03-17,Excellent
1829,26406,63998,5,2025-03-27,Good
1830,44536,64387,1,2025-09-21,Average
1831,983,34802,4,2024-06-19,Average
1832,27465,60850,4,2025-03-23,Poor
1833,30562,39989,4,2024-02-26,Poor
1834,11528,14285,5,2025-04-16,Value for money
1835,38613,6422,4,2024-04-15,Average
1836,23256,85297,1,2025-03-07,Value for money
1837,27988,97016,4,2024-12-09,Excellent
1838,6945,89130,2,2024-04-09,Average
1839,47007,99857,3,2025-01-18,Good
1840,48008,21218,4,2025-08-01,Average
1841,37089,10275,1,2024-03-18,Value for money
1842,32172,58051,1,2024-07-31,Good
1843,28804,63698,5,2024-08-13,Good
1844,6194,5024,3,2025-08-24,Average
1845,18891,84001,1,2024-01-01,Value for money
1846,39364,28475,1,2025-01-31,Average
1847,18954,31785,2,2024-02-25,Poor
1848,9157,25641,4,2024-12-04,Excellent
1849,15538,60523,2,2025-06-28,Good
1850,49101,98960,5,2025-09-25,Value for money
1851,38510,30318,5,2025-04-07,Average
1852,23770,32537,5,2024-03-18,Value for money
1853,38230,73502,3,2024-03-28,Value for money
1854,25006,96612,1,2024-10-30,Value for money
1855,20638,22303,4,2025-09-11,Good
1856,39890,79955,1,2025-03-23,Good
1857,15300,46651,4,2024-09-30,Poor
1858,356,1020,5,2024-05-02,Excellent
1859,42534,50785,3,2025-02-04,Average
1860,21469,45113,5,2025-03-11,Poor
1861,24554,44789,2,2025-01-26,Excellent
1862,22683,74738,3,2024-05-10,Poor
1863,34285,66646,2,2025-04-20,Poor
1864,36009,21485,3,2025-09-24,Value for money
1865,6653,19624,4,2024-10-29,Poor
1866,42892,18073,4,2025-02-08,Poor
1867,3947,8687,2,2024-06-02,Good
1868,29478,91311,3,2024-11-02,Good
1869,628,54025,2,2024-06-20,Average
1870,46684,45495,3,2024-10-11,Good
1871,27086,54670,5,2024-04-24,Average
1872,43853,40916,1,2024-06-29,Good
1873,36302,77796,4,2024-01-14,Average
1874,7230,98649,4,2024-08-26,Excellent
1875,49356,22938,4,2025-05-17,Poor
1876,48926,80306,5,2024-06-29,Poor
1877,7728,45632,2,2024-10-14,Excellent
1878,579,35127,4,2024-10-05,Average
1879,17930,45396,5,2025-02-18,Poor
1880,23465,46015,4,2024-08-04,Value for money
1881,15777,5440,1,2024-07-14,Poor
1882,2403,91700,5,2025-07-01,Excellent
1883,9250,90986,3,2024-08-15,Poor
1884,11892,96563,1,2024-05-11,Value for money
1885,12768,92719,4,2025-08-27,Value for money
1886,30147,1234,3,2024-09-05,Value for money
1887,1107,46013,5,2025-07-07,Poor
1888,4627,61688,1,2025-07-11,Excellent
1889,25140,31350,3,2024-08-25,Poor
1890,44677,14967,4,2024-06-22,Excellent
1891,35940,13154,2,2024-04-12,Value for money
1892,12470,41975,1,2024-10-19,Excellent
1893,35826,19657,2,2025-02-01,Average
1894,39994,61327,3,2025-05-16,Good
1895,24533,80116,1,2024-12-23,Excellent
1896,19422,99822,4,2025-07-24,Excellent
1897,30244,52724,2,2024-01-29,Good
1898,15720,47416,4,2024-07-07,Excellent
1899,43840,56511,2,2024-02-24,Average
1900,28645,11080,3,2024-07-30,Excellent
1901,48314,65052,4,2025-06-15,Poor
1902,31826,80908,4,2025-07-05,Value for money
1903,23247,50411,3,2025-01-16,Good
1904,15451,93164,1,2025-02-17,Good
1905,14807,10462,1,2024-07-21,Value for money
1906,24374,33603,1,2024-08-02,Good
1907,43943,98687,2,2025-06-26,Excellent
1908,9501,25426,1,2025-07-02,Average
1909,18527,69065,3,2025-01-22,Value for money
1910,11373,43032,2,2024-01-15,Average
1911,18904,42766,5,2025-06-16,Poor
1912,13923,16768,3,2024-03-13,Value for money
1913,29570,70895,3,2024-10-24,Excellent
1914,45814,47745,3,2024-02-10,Poor
1915,1220,6170,1,2025-06-03,Excellent
1916,36865,82866,5,2024-10-07,Value for money
1917,17802,61525,2,2024-03-03,Good
1918,37748,32699,3,2024-02-17,Value for money
1919,11371,31073,5,2024-04-13,Poor
1920,34854,2036,2,2024-01-26,Good
1921,1444,12843,4,2025-08-25,Good
1922,11188,16735,2,2025-02-12,Value for money
1923,15977,28679,4,2024-06-20,Poor
1924,37538,11977,1,2024-03-15,Excellent
1925,707,78495,2,2024-12-05,Value for money
1926,19002,16698,5,2025-04-11,Excellent
1927,37412,65609,2,2025-03-03,Average
1928,29238,59650,1,2025-01-05,Excellent
1929,33883,83348,1,2025-01-30,Average
1930,21329,61133,4,2024-03-14,Excellent
1931,17196,82117,1,2025-03-16,Excellent
1932,22014,45843,1,2024-08-03,Excellent
1933,28394,3562,5,2024-01-21,Value for money
1934,42204,62904,1,2025-08-29,Excellent
1935,26409,32931,2,2024-04-12,Good
1936,6661,73067,4,2025-03-04,Good
1937,45561,72166,1,2025-06-08,Average
1938,2862,99044,1,2024-12-24,Value for money
1939,44168,39625,5,2024-11-08,Value for money
1940,39502,81413,5,2025-07-12,Poor
1941,33958,67392,5,2025-07-27,Excellent
1942,31942,3779,3,2024-11-25,Value for money
1943,36015,66665,2,2024-10-04,Value for money
1944,35529,65407,2,2024-12-12,Good
1945,25656,43293,4,2025-09-23,Poor
1946,48252,80132,4,2025-05-31,Excellent
1947,30220,3718,1,2025-04-09,Average
1948,35913,70535,2,2025-05-20,Average
1949,25400,40890,2,2024-05-20,Poor
1950,30250,10479,5,2024-12-07,Value for money
1951,26079,24737,1,2024-12-11,Average
1952,46306,64956,4,2025-09-18,Good
1953,1166,31219,3,2024-05-09,Average
1954,9506,67651,3,2024-11-23,Average
1955,47965,16940,1,2025-07-06,Excellent
1956,26458,20598,4,2024-04-23,Poor
1957,29329,25323,3,2025-06-23,Good
1958,21212,72513,1,2024-02-06,Good
1959,47597,75868,2,2024-06-09,Good
1960,15125,55999,5,2024-07-08,Good
1961,9528,53000,3,2024-10-13,Poor
1962,39801,17426,5,2025-09-12,Excellent
1963,46597,58338,2,2025-01-23,Poor
1964,44632,80079,5,2025-07-06,Average
1965,2506,98175,4,2024-06-25,Average
1966,42793,36313,1,2025-03-13,Value for money
1967,39426,91686,5,2024-11-17,Poor
1968,7677,16045,3,2025-08-11,Value for money
1969,202,72540,1,2025-07-11,Value for money
1970,20381,85843,4,2025-04-10,Poor
1971,7029,74487,1,2025-05-30,Average
1972,4255,72339,5,2024-12-01,Value for money
1973,31822,18065,1,2025-08-16,Average
1974,44740,97945,5,2024-11-14,Excellent
1975,45181,86511,1,2024-05-20,Average
1976,1875,64157,3,2024-04-07,Good
1977,33584,46650,3,2024-10-30,Average
1978,20003,69343,1,2025-09-03,Excellent
1979,10587,19348,3,2025-07-26,Value for money
1980,34104,96436,3,2025-09-15,Good
1981,46632,38500,4,2025-04-20,Excellent
1982,13653,11317,4,2024-02-12,Poor
1983,42887,13692,4,2024-01-03,Value for money
1984,37674,26774,2,2024-05-17,Excellent
1985,49904,1033,4,2025-02-27,Good
1986,23761,31434,4,2024-10-25,Good
1987,14440,32694,2,2024-06-26,Value for money
1988,34156,36079,4,2024-03-17,Average
1989,36510,65131,5,2024-03-06,Good
1990,24234,11920,1,2024-01-25,Poor
1991,26960,11375,5,2024-09-15,Value for money
1992,3745,2143,1,2025-04-07,Value for money
1993,45821,70257,1,2024-07-19,Value for money
1994,19334,25240,3,2024-11-15,Poor
1995,47330,4246,4,2024-07-10,Value for money
1996,31445,32674,4,2025-04-22,Excellent
1997,46925,23028,2,2025-02-15,Average
1998,9742,36681,4,2024-06-10,Average
1999,11485,4394,3,2024-03-23,Good
2000,40925,14570,5,2025-06-07,Average
2001,20330,90898,2,2024-10-12,Value for money
2002,30825,33280,2,2024-10-02,Average
2003,1635,60884,1,2024-11-19,Average
2004,49741,58134,3,2024-12-26,Excellent
2005,35375,74510,5,2024-04-20,Average
2006,40909,62710,4,2024-01-25,Poor
2007,34559,59779,5,2025-01-02,Good
2008,23948,50024,5,2024-08-12,Average
2009,22698,47543,2,2024-05-28,Poor
2010,41938,44067,3,2024-10-22,Poor
2011,14340,2728,4,2025-07-27,Average
2012,12123,820,5,2025-03-30,Average
2013,27055,94088,3,2024-12-25,Average
2014,1730,6972,5,2025-05-01,Average
2015,10151,43199,3,2024-01-04,Average
