cust_id,total_points,last_updated
12263,148,2025-02-12
12264,2906,2025-06-25
12265,250,2024-03-30
12266,247,2025-07-02
12267,4593,2025-01-13
12268,3276,2025-09-29
12269,822,2024-06-18
12270,1877,2025-08-01
12271,2932,2025-09-25
12272,520,2024-12-22
12273,363,2025-04-26
12274,4094,2025-02-22
12275,4769,2024-04-11
12276,4546,2024-09-10
12277,46,2025-08-14
12278,1190,2024-03-29
12279,3094,2025-05-28
12280,2444,2025-07-21
12281,3982,2024-11-29
12282,1947,2025-07-29
12283,1075,2025-09-23
12284,4683,2025-07-14
12285,3290,2025-08-13
12286,2559,2024-03-04
12287,2441,2025-09-21
12288,4898,2024-04-04
12289,3350,2024-02-22
12290,4860,2024-03-01
12291,2275,2024-03-11
12292,1503,2024-08-23
12293,496,2024-10-11
12294,3713,2024-09-15
12295,889,2025-02-21
12296,920,2024-01-25
12297,2957,2025-09-24
12298,3563,2024-05-30
12299,4137,2025-02-10
12300,1034,2024-10-05
12301,1603,2024-04-14
12302,1255,2024-09-02
12303,2525,2024-04-02
12304,1884,2025-07-30
12305,121,2024-11-22
12306,409,2025-01-26
12307,3921,2024-05-16
12308,3818,2024-03-04
12309,707,2024-02-19
12310,3819,2025-02-09
12311,2676,2024-09-06
12312,1666,2025-01-06
12313,1448,2024-08-03
12314,3846,2024-09-18
12315,3653,2025-03-24
12316,2009,2024-01-10
12317,4147,2025-07-02
12318,4000,2025-02-28
12319,259,2024-06-17
12320,29,2024-02-03
12321,4081,2024-05-21
12322,4357,2025-09-18
12323,1257,2024-01-20
12324,1006,2024-04-12
12325,52,2025-09-01
12326,977,2024-06-18
12327,2417,2025-02-12
12328,4125,2024-09-06
12329,4683,2025-02-21
12330,3901,2024-03-26
12331,1854,2025-01-03
12332,2047,2024-02-05
12333,712,2025-08-29
12334,1191,2025-02-13
12335,4668,2024-10-15
12336,3415,2025-02-28
12337,1652,2024-09-07
12338,362,2024-01-06
12339,2668,2024-07-21
12340,965,2024-07-29
12341,4586,2024-09-25
12342,846,2025-09-23
12343,1831,2025-08-27
12344,3834,2024-12-14
12345,1916,2025-01-10
12346,4907,2025-01-26
12347,4131,2024-12-14
12348,3316,2025-01-22
12349,4709,2025-08-16
12350,497,2025-05-20
12351,4859,2024-11-20
12352,4638,2024-05-04
12353,4527,2024-04-28
12354,2408,2024-11-05
12355,2932,2024-12-12
12356,150,2025-05-11
12357,2018,2024-04-24
12358,592,2025-04-14
12359,4740,2025-08-22
12360,2761,2024-09-15
12361,3058,2024-02-14
12362,2825,2024-04-20
12363,3526,2025-01-03
12364,4094,2024-03-30
12365,2938,2024-01-02
12366,149,2025-08-10
12367,1364,2025-02-18
12368,645,2024-12-23
12369,1629,2024-04-22
12370,929,2024-10-20
12371,2380,2025-01-31
12372,4501,2025-04-30
12373,858,2024-05-23
12374,1224,2024-05-19
12375,855,2024-08-12
12376,4141,2025-04-08
12377,1829,2024-04-13
12378,4,2024-10-17
12379,3032,2024-11-16
12380,739,2024-03-07
12381,3156,2025-08-10
12382,4196,2025-08-24
12383,4339,2025-09-24
12384,3701,2025-05-18
12385,4515,2024-10-23
12386,1930,2025-04-19
12387,2151,2024-06-05
12388,1275,2025-06-22
12389,2376,2024-04-12
12390,780,2024-09-10
12391,1624,2024-05-24
12392,3102,2024-06-01
12393,3112,2025-01-11
12394,4184,2025-05-20
12395,3880,2025-03-04
12396,3708,2024-09-28
12397,1651,2025-07-15
12398,3055,2024-07-01
12399,1770,2024-11-01
12400,3325,2024-08-17
12401,1335,2025-03-19
12402,364,2025-07-22
12403,294,2025-02-05
12404,3260,2025-02-28
12405,4931,2025-09-28
12406,2893,2025-05-26
12407,4460,2024-07-17
12408,4832,2024-09-23
12409,480,2025-04-07
12410,2386,2024-09-14
12411,1916,2024-01-18
12412,3561,2024-10-30
12413,3956,2024-09-05
12414,510,2024-05-06
12415,1774,2025-03-09
12416,325,2024-09-04
12417,2302,2024-06-14
12418,2054,2024-08-15
12419,4245,2024-09-28
12420,573,2024-12-17
12421,2743,2025-06-26
12422,3897,2024-10-29
12423,779,2024-03-05
12424,4703,2025-08-07
12425,4176,2024-04-09
12426,44,2025-07-22
12427,3750,2024-08-22
12428,263,2025-05-05
12429,2629,2024-04-19
12430,3128,2024-02-07
12431,1398,2025-09-25
12432,390,2024-10-07
12433,3242,2025-01-25
12434,1174,2025-02-08
12435,4685,2024-01-03
12436,1167,2024-03-13
12437,3061,2025-03-16
12438,2095,2024-06-06
12439,2875,2024-06-04
12440,380,2024-10-09
12441,850,2024-06-18
12442,350,2024-08-05
12443,1129,2024-01-19
12444,3976,2024-09-03
12445,218,2024-06-06
12446,3904,2024-02-02
12447,1496,2025-09-27
12448,752,2025-03-19
12449,2496,2025-04-25
12450,435,2025-03-20
12451,2116,2025-05-05
12452,530,2024-05-18
12453,3330,2025-03-08
12454,3171,2025-06-24
12455,2738,2025-06-26
12456,3511,2024-06-25
12457,1859,2024-10-01
12458,1320,2024-08-06
12459,1451,2024-06-20
12460,3516,2024-01-13
12461,3904,2024-06-23
12462,976,2025-04-13
12463,247,2025-03-04
12464,4186,2025-09-23
12465,500,2024-11-14
12466,4936,2024-12-18
12467,231,2024-10-26
12468,25,2024-01-04
12469,4201,2025-07-18
12470,125,2024-07-13
12471,1139,2025-03-22
12472,2300,2025-04-11
12473,1942,2025-07-17
12474,427,2024-03-05
12475,3271,2025-07-23
12476,1716,2024-12-15
12477,3778,2024-08-02
12478,4376,2025-09-22
12479,2253,2025-07-13
12480,612,2024-09-26
12481,546,2025-01-08
12482,4606,2025-07-30
12483,4426,2024-12-06
12484,4746,2025-01-08
12485,2849,2025-01-12
12486,687,2025-01-27
12487,4002,2024-02-24
12488,643,2025-06-27
12489,4877,2025-03-22
12490,241,2024-06-02
12491,3000,2024-01-30
12492,2514,2024-05-21
12493,3596,2024-01-11
12494,2410,2025-03-22
12495,3123,2025-08-30
12496,191,2024-01-31
12497,1453,2025-09-01
12498,2034,2024-02-14
12499,2012,2024-01-11
12500,2670,2024-08-17
12501,1248,2024-06-10
12502,4887,2024-08-16
12503,34,2024-11-23
12504,241,2024-07-18
12505,2026,2024-11-26
12506,884,2024-01-22
12507,2094,2024-12-28
12508,1589,2025-06-06
12509,4625,2025-02-04
12510,10,2024-10-10
12511,2914,2025-05-17
12512,1955,2024-08-30
12513,2881,2025-07-04
12514,327,2024-09-15
12515,4631,2024-04-20
12516,4139,2024-06-22
12517,2162,2025-07-30
12518,1241,2024-10-20
12519,3609,2024-02-25
12520,1861,2025-05-23
12521,3989,2025-05-23
12522,717,2024-11-02
12523,2399,2025-09-29
12524,3494,2024-11-22
12525,870,2024-06-12
12526,1538,2025-04-30
12527,2743,2024-04-09
12528,4256,2025-02-09
12529,944,2024-12-12
12530,4521,2025-07-12
12531,4190,2024-06-27
12532,2865,2024-11-23
12533,3841,2024-12-25
12534,715,2025-06-19
12535,1608,2025-08-20
12536,1915,2024-11-29
12537,2853,2024-12-23
12538,60,2025-04-05
12539,2768,2025-05-21
12540,1033,2024-01-23
12541,4102,2024-12-20
12542,1854,2025-07-22
12543,1690,2024-02-01
12544,4013,2024-06-18
12545,2107,2025-01-23
12546,2644,2025-07-01
12547,3198,2024-07-06
12548,2925,2024-09-16
12549,4263,2025-04-24
12550,4206,2024-01-27
12551,3041,2025-07-05
12552,938,2025-07-27
12553,3800,2025-05-14
12554,2392,2024-11-04
12555,4185,2024-05-27
12556,2330,2024-11-27
12557,3345,2025-01-03
12558,3143,2024-02-04
12559,1803,2024-02-18
12560,2099,2025-01-26
12561,535,2025-02-01
12562,4705,2025-01-04
12563,4157,2025-03-04
12564,2697,2025-09-16
12565,3704,2024-05-12
12566,674,2024-01-26
12567,3974,2024-02-07
12568,4842,2024-05-01
12569,3130,2024-11-25
12570,3209,2024-08-08
12571,1556,2025-04-08
12572,2364,2024-03-18
12573,3792,2024-08-31
12574,2110,2024-03-04
12575,2085,2025-03-18
12576,3055,2024-11-18
12577,1044,2024-02-04
12578,607,2024-07-14
12579,1152,2024-01-07
12580,493,2025-02-26
12581,1062,2024-03-21
12582,4980,2024-10-28
12583,4895,2025-04-21
12584,2577,2025-02-21
12585,4269,2024-01-13
12586,1895,2025-06-06
12587,4272,2024-05-31
12588,1756,2024-01-21
12589,4836,2024-07-20
12590,4211,2024-05-16
12591,4801,2024-01-06
12592,4386,2025-08-22
12593,350,2025-08-26
12594,4404,2024-06-07
12595,4779,2024-01-11
12596,35,2025-04-19
12597,4847,2025-05-23
12598,3760,2024-12-14
12599,1012,2024-11-06
12600,1565,2024-09-23
12601,835,2024-10-12
12602,2883,2025-03-20
12603,2313,2024-04-07
12604,58,2024-11-05
12605,2765,2024-07-24
12606,278,2025-01-17
12607,4945,2024-12-17
12608,1472,2025-05-11
12609,668,2025-08-20
12610,3451,2025-07-08
12611,4633,2025-03-04
12612,3604,2024-05-03
12613,114,2024-03-10
12614,268,2024-11-21
12615,4153,2024-05-26
12616,1286,2024-06-10
12617,117,2024-12-28
12618,1988,2024-10-09
12619,4563,2025-02-06
12620,2269,2025-03-23
12621,1583,2025-02-04
12622,3713,2025-03-04
12623,4851,2024-02-21
12624,2632,2025-07-25
12625,3456,2024-06-27
12626,2604,2025-06-23
12627,3924,2025-07-17
12628,4358,2024-10-13
12629,1860,2024-06-10
12630,3789,2025-04-20
12631,480,2025-04-06
12632,2997,2024-09-03
12633,364,2024-08-19
12634,2808,2024-10-05
12635,1949,2024-12-23
12636,3965,2025-08-03
12637,1465,2025-07-18
12638,3070,2025-01-21
12639,453,2025-06-10
12640,1717,2024-02-20
12641,4441,2024-10-10
12642,4952,2025-04-20
12643,2784,2024-02-12
12644,1603,2024-11-28
12645,3294,2024-01-25
12646,4766,2024-03-20
12647,3186,2024-05-12
12648,2114,2025-02-17
12649,1786,2024-10-13
12650,4715,2024-07-16
12651,2756,2025-03-31
12652,1586,2024-07-22
12653,3285,2025-04-19
12654,4661,2024-01-14
12655,4926,2024-01-19
12656,4345,2025-01-09
12657,2109,2025-06-06
12658,452,2025-04-22
12659,4872,2025-09-15
12660,734,2024-08-05
12661,351,2025-08-11
12662,4102,2025-03-05
12663,4910,2024-07-30
12664,885,2024-06-05
12665,3049,2024-07-21
12666,1328,2025-08-23
12667,2445,2025-01-03
12668,2678,2024-05-09
12669,3722,2025-06-16
12670,3577,2024-09-15
12671,696,2024-08-12
12672,1073,2024-12-30
12673,1307,2024-01-31
12674,2690,2024-10-20
12675,1114,2024-09-11
12676,4563,2025-05-25
12677,975,2024-07-16
12678,1188,2024-09-13
12679,4912,2025-07-05
12680,4165,2024-07-21
12681,3330,2025-07-17
12682,4289,2024-02-21
12683,4064,2024-02-21
12684,4706,2025-05-23
12685,1001,2025-05-31
12686,1219,2024-08-06
12687,2347,2024-09-29
12688,3838,2024-02-17
12689,359,2025-09-05
12690,3413,2024-04-30
12691,600,2025-02-25
12692,4716,2025-03-26
12693,3209,2024-02-03
12694,4803,2024-09-29
12695,141,2024-08-06
12696,3224,2024-09-24
12697,412,2024-09-17
12698,1285,2024-04-07
12699,2279,2024-08-05
12700,3161,2025-01-21
12701,1653,2025-07-31
12702,2291,2024-12-15
12703,2359,2025-02-22
12704,691,2024-03-06
12705,3267,2025-06-14
12706,1085,2024-01-14
12707,708,2024-12-10
12708,4541,2024-11-30
12709,1912,2025-08-01
12710,1826,2024-01-08
12711,133,2024-10-13
12712,3241,2025-08-24
12713,2280,2025-09-15
12714,1120,2024-10-01
12715,2874,2024-05-20
12716,400,2024-06-24
12717,468,2025-05-08
12718,2235,2025-09-23
12719,2671,2024-12-02
12720,3843,2025-09-29
12721,3032,2025-04-18
12722,4240,2024-06-10
12723,235,2024-07-10
12724,634,2025-06-07
12725,3837,2024-03-02
12726,1324,2024-07-31
12727,4746,2025-06-25
12728,4095,2024-01-17
12729,1713,2025-07-06
12730,2005,2025-04-26
12731,6,2025-04-21
12732,2686,2024-11-10
12733,2012,2024-11-09
12734,2473,2024-02-10
12735,655,2024-01-18
12736,3509,2024-11-18
12737,1393,2024-09-11
12738,4912,2024-10-17
12739,3733,2024-10-10
12740,754,2024-01-30
12741,2287,2024-03-06
12742,4572,2024-11-02
12743,936,2025-09-17
12744,159,2025-09-30
12745,3340,2025-04-28
12746,4668,2025-09-26
12747,2652,2024-03-15
12748,607,2024-10-30
12749,3464,2025-03-16
12750,2810,2024-12-27
12751,400,2025-06-22
12752,2508,2025-09-09
12753,1571,2024-08-18
12754,3028,2024-05-11
12755,294,2024-11-18
12756,4309,2025-04-16
12757,4976,2024-01-12
12758,3125,2025-01-26
12759,799,2024-10-11
12760,3673,2024-12-07
12761,338,2024-08-29
12762,567,2025-05-14
12763,4636,2024-01-11
12764,4470,2025-06-22
12765,4493,2024-07-19
12766,2283,2024-01-20
12767,1449,2024-10-07
12768,1572,2025-07-19
12769,4993,2025-09-27
12770,3429,2024-01-25
12771,1059,2024-07-02
12772,2456,2025-08-25
12773,1251,2025-02-23
12774,1141,2025-05-01
12775,2664,2024-10-04
12776,1990,2024-05-10
12777,3411,2025-03-25
12778,1112,2024-01-12
12779,3389,2025-01-16
12780,4558,2024-11-10
12781,941,2025-03-04
12782,1036,2024-09-28
12783,4242,2025-07-16
12784,2780,2024-10-03
12785,829,2024-09-05
12786,4162,2024-12-11
12787,3471,2024-08-13
12788,4003,2024-12-31
12789,1065,2024-08-04
12790,4164,2025-05-16
12791,962,2025-03-17
12792,3606,2025-09-14
12793,2886,2024-10-02
12794,896,2024-01-24
12795,1162,2024-03-18
12796,2990,2025-04-10
12797,195,2025-05-08
12798,2919,2025-06-15
12799,1894,2024-11-26
12800,1421,2025-04-06
12801,4244,2024-07-20
12802,3560,2025-06-04
12803,3161,2024-02-21
12804,1508,2024-12-15
12805,4897,2024-11-11
12806,4281,2025-05-22
12807,1615,2024-04-02
12808,2779,2025-06-25
12809,4887,2024-04-27
12810,4452,2025-02-22
12811,329,2025-01-17
12812,3287,2024-08-22
12813,4485,2024-12-10
12814,1347,2024-05-28
12815,1677,2024-07-14
12816,2505,2024-06-04
12817,3936,2025-04-29
12818,4814,2024-02-15
12819,4887,2024-05-17
12820,1349,2024-08-23
12821,870,2025-03-24
12822,877,2024-05-19
12823,3884,2024-12-10
12824,3318,2025-04-03
12825,3019,2024-04-29
12826,2516,2025-01-16
12827,438,2024-03-20
12828,2094,2025-05-10
12829,2790,2025-02-21
12830,3331,2025-01-19
12831,2776,2024-05-26
12832,2143,2024-03-19
12833,4372,2025-09-27
12834,3260,2025-05-15
12835,1480,2025-08-01
12836,1924,2024-01-11
12837,1604,2025-05-24
12838,2046,2025-05-13
12839,477,2024-09-16
12840,2853,2025-07-11
12841,3078,2024-03-07
12842,777,2024-04-04
12843,998,2025-04-17
12844,1667,2025-06-04
12845,1062,2024-04-01
12846,2134,2025-04-06
12847,1349,2025-05-09
12848,2464,2024-08-31
12849,2967,2025-02-23
12850,436,2025-07-25
12851,2214,2024-12-21
12852,4505,2024-12-07
12853,1850,2025-05-06
12854,4729,2024-07-12
12855,3972,2024-02-26
12856,4342,2024-02-25
12857,545,2024-05-05
12858,3759,2025-07-30
12859,1231,2024-12-22
12860,4250,2024-12-04
12861,820,2024-01-07
12862,3493,2025-08-31
12863,706,2024-08-04
12864,3775,2024-11-19
12865,3784,2024-10-03
12866,2619,2024-01-31
12867,2048,2024-03-06
12868,2429,2024-11-27
12869,800,2024-11-21
12870,3962,2025-03-06
12871,1925,2025-03-04
12872,4394,2024-11-24
12873,710,2025-04-14
12874,1159,2024-05-08
12875,2039,2024-10-13
12876,2861,2024-11-02
12877,3926,2024-06-09
12878,4886,2024-05-17
12879,1914,2024-06-15
12880,2964,2025-06-20
12881,1145,2024-01-06
12882,4011,2024-03-17
12883,2064,2024-01-30
12884,2810,2025-04-06
12885,549,2024-08-23
12886,754,2024-09-18
12887,4964,2024-02-03
12888,81,2025-02-17
12889,4004,2024-04-08
12890,927,2024-07-04
12891,1989,2025-01-15
12892,1258,2024-12-21
12893,4005,2024-01-03
12894,965,2024-11-18
12895,1193,2025-08-19
12896,834,2025-06-20
12897,2853,2025-09-05
12898,1013,2024-08-22
12899,3875,2025-03-06
12900,504,2025-07-25
12901,1416,2024-10-02
12902,1443,2025-04-30
12903,874,2025-06-17
12904,1079,2025-04-11
12905,560,2024-06-25
12906,4846,2025-08-06
12907,3740,2025-06-05
12908,3562,2025-01-01
12909,1399,2024-12-17
12910,3875,2025-07-16
12911,3492,2024-02-23
12912,2458,2024-12-20
12913,3385,2024-07-14
12914,1303,2025-03-28
12915,1195,2024-04-09
12916,2364,2025-09-21
12917,1744,2024-03-27
12918,3038,2024-07-02
12919,830,2024-11-18
12920,1188,2025-04-23
12921,3828,2025-05-09
12922,3748,2024-03-17
12923,1652,2025-05-11
12924,2766,2024-11-04
12925,3133,2024-09-02
12926,4666,2025-07-23
12927,4070,2024-08-22
12928,1097,2024-04-11
12929,2722,2024-04-20
12930,1507,2024-01-08
12931,164,2024-05-20
12932,2929,2024-11-13
12933,3413,2024-08-24
12934,1309,2025-09-26
12935,3627,2025-05-13
12936,175,2024-05-03
12937,3056,2025-05-22
12938,1912,2024-03-18
12939,258,2024-11-24
12940,2223,2024-01-25
12941,4317,2024-05-28
12942,3487,2025-08-01
12943,3667,2024-05-08
12944,3435,2025-03-05
12945,972,2025-10-01
12946,492,2024-05-01
12947,4692,2025-01-01
12948,2338,2025-03-11
12949,3471,2025-09-04
12950,428,2025-08-04
12951,2355,2024-04-11
12952,4712,2024-02-25
12953,745,2024-08-24
12954,4204,2024-05-03
12955,4535,2024-07-27
12956,3769,2025-01-27
12957,2761,2025-03-31
12958,1176,2024-10-20
12959,1262,2024-02-12
12960,468,2024-07-16
12961,25,2025-06-28
12962,3707,2024-03-12
12963,1494,2024-07-13
12964,2472,2024-08-06
12965,2591,2025-04-20
12966,1667,2025-07-12
12967,3038,2025-05-20
12968,1841,2025-07-24
12969,339,2024-07-18
12970,2268,2024-06-10
12971,1654,2025-01-16
12972,4385,2025-06-11
12973,3725,2025-08-03
12974,294,2025-06-01
12975,626,2025-08-11
12976,1689,2024-10-10
12977,4519,2024-12-28
12978,2585,2025-01-10
12979,1222,2024-08-20
12980,4454,2024-04-22
12981,4892,2024-10-11
12982,1179,2024-06-18
12983,2424,2025-01-16
12984,2671,2025-05-05
12985,4791,2024-10-18
12986,1492,2024-04-01
12987,1284,2025-03-16
12988,3232,2025-09-10
12989,2286,2024-10-16
12990,1079,2024-02-28
12991,4281,2024-03-17
12992,4877,2024-05-08
12993,260,2024-06-06
12994,185,2025-03-26
12995,991,2024-03-08
12996,3616,2025-02-23
12997,2135,2025-02-25
12998,4795,2025-05-15
12999,2158,2024-09-13
13000,4521,2025-02-21
13001,997,2025-04-13
13002,4908,2024-09-13
13003,3729,2024-01-15
13004,2992,2024-10-23
13005,233,2024-11-12
13006,4500,2024-01-22
13007,2169,2024-02-02
13008,221,2024-03-08
13009,4347,2024-03-23
13010,4355,2025-03-02
13011,3130,2024-11-03
13012,112,2025-07-21
13013,3371,2025-05-08
13014,4421,2025-02-18
13015,3611,2025-07-21
13016,3153,2024-03-02
13017,1838,2024-06-08
13018,3197,2025-08-20
13019,1295,2025-09-13
13020,1488,2025-05-13
13021,1081,2024-04-16
13022,3571,2024-02-12
13023,957,2025-01-15
13024,2878,2025-05-02
13025,1558,2025-01-22
13026,3085,2024-11-06
13027,893,2024-08-17
13028,3078,2024-07-02
13029,3316,2024-07-16
13030,4463,2025-08-27
13031,2848,2025-03-04
13032,4279,2024-10-30
13033,1816,2025-01-13
13034,2756,2024-01-11
13035,654,2025-02-16
13036,3132,2025-04-19
13037,3262,2025-09-30
13038,1127,2025-01-18
13039,853,2024-08-21
13040,3394,2024-03-23
13041,3072,2024-01-25
13042,1259,2025-09-10
13043,172,2024-06-22
13044,3215,2025-02-28
13045,421,2025-02-20
13046,2253,2024-10-05
13047,4693,2025-04-08
13048,2853,2025-01-25
13049,3716,2024-03-25
13050,3127,2024-12-03
13051,578,2025-03-21
13052,3328,2024-07-03
13053,1908,2024-10-28
13054,3028,2025-08-31
13055,2951,2025-01-15
13056,2756,2024-09-28
13057,1216,2025-05-17
13058,4209,2024-06-08
13059,4498,2024-06-03
13060,4621,2024-08-16
13061,3904,2024-11-01
13062,2420,2024-01-31
13063,2099,2025-07-07
13064,1085,2025-09-28
13065,2584,2025-01-30
13066,3156,2024-04-03
13067,4695,2025-02-20
13068,4738,2025-04-09
13069,3923,2025-05-09
13070,2737,2025-07-14
13071,2661,2024-01-28
13072,3142,2025-03-17
13073,3809,2024-01-13
13074,4440,2024-03-30
13075,3417,2025-03-06
13076,2385,2025-08-26
13077,2415,2025-07-23
13078,1369,2025-09-19
13079,1022,2025-04-09
13080,2166,2025-03-07
13081,1655,2024-08-07
13082,2815,2024-10-08
13083,1277,2024-03-14
13084,1034,2024-12-21
13085,3613,2024-10-26
13086,5,2025-01-16
13087,1073,2025-06-01
13088,630,2024-01-22
13089,1219,2024-06-12
13090,3611,2024-04-16
13091,4930,2025-04-05
13092,4434,2024-08-21
13093,4110,2025-08-13
13094,1936,2024-03-12
13095,4101,2025-09-23
13096,739,2024-02-22
13097,3915,2025-07-30
13098,3128,2025-03-10
13099,610,2024-06-08
13100,118,2025-04-27
13101,2010,2025-01-10
13102,2068,2024-05-11
13103,3148,2025-08-27
13104,862,2024-09-05
13105,4495,2024-11-02
13106,2685,2025-01-12
13107,1975,2024-02-05
13108,1453,2025-08-01
13109,1289,2025-08-01
13110,1869,2025-01-11
13111,2188,2024-03-31
13112,1976,2024-07-08
13113,1267,2024-10-19
13114,1806,2025-06-03
13115,765,2025-06-03
13116,532,2024-10-18
13117,3900,2025-05-11
13118,1007,2025-01-14
13119,3482,2025-06-21
13120,4013,2025-06-23
13121,991,2024-03-23
13122,1987,2024-04-30
13123,312,2024-07-05
13124,2976,2024-04-29
13125,3160,2025-05-04
13126,1863,2024-11-03
13127,341,2025-08-15
13128,2006,2025-09-13
13129,3559,2024-06-11
13130,2123,2024-12-17
13131,4878,2024-05-31
13132,3753,2024-10-26
13133,3254,2024-03-02
13134,3134,2024-03-31
13135,2681,2024-12-31
13136,3018,2024-12-08
13137,792,2024-08-17
13138,4369,2024-07-02
13139,1868,2024-04-25
13140,1365,2024-06-22
13141,1171,2024-05-18
13142,3661,2024-04-03
13143,4246,2024-10-13
13144,472,2024-11-29
13145,777,2025-06-01
13146,3224,2025-05-23
13147,876,2025-07-14
13148,4139,2024-10-10
13149,1975,2025-05-12
13150,3342,2024-11-06
13151,1316,2024-09-18
13152,1542,2024-10-09
13153,3161,2024-11-15
13154,1404,2025-05-13
13155,3263,2024-12-30
13156,4427,2025-05-19
13157,2793,2024-11-22
13158,2634,2025-03-18
13159,2948,2025-09-20
13160,2852,2024-09-14
13161,3132,2025-05-12
13162,2992,2024-07-11
13163,868,2025-06-20
13164,4851,2025-07-18
13165,2346,2025-02-13
13166,2124,2024-07-29
13167,4784,2025-01-21
13168,2418,2024-11-09
13169,3701,2025-04-24
13170,1177,2024-07-04
13171,3362,2025-03-21
13172,4350,2025-03-27
13173,3943,2024-04-05
13174,4312,2025-09-26
13175,4573,2024-01-16
13176,3348,2024-03-27
13177,905,2025-02-11
13178,2544,2025-05-19
13179,1564,2024-12-07
13180,1786,2024-10-04
13181,4042,2024-01-05
13182,3325,2024-11-05
13183,2435,2024-03-18
13184,2034,2024-12-14
13185,3334,2024-06-16
13186,1242,2024-08-25
13187,2243,2024-03-26
13188,2403,2025-09-17
13189,1986,2025-01-01
13190,1577,2024-02-22
13191,2417,2025-04-23
13192,811,2025-05-26
13193,1947,2024-06-02
13194,2334,2024-07-25
13195,2362,2025-06-26
13196,4907,2024-03-14
13197,873,2024-11-25
13198,1500,2024-09-25
13199,3058,2024-09-05
13200,4326,2025-01-02
13201,3281,2024-03-26
13202,2422,2025-04-01
13203,4907,2025-01-07
13204,2207,2025-06-10
13205,1577,2025-07-01
13206,1481,2024-05-01
13207,1015,2024-04-19
13208,2291,2024-10-26
13209,2433,2024-09-17
13210,708,2024-02-28
13211,4313,2024-01-14
13212,3498,2025-02-02
13213,4778,2025-03-10
13214,4717,2025-09-12
13215,3118,2024-03-01
13216,1236,2024-01-16
13217,3564,2025-06-27
13218,1890,2025-06-20
13219,1725,2024-05-28
13220,2549,2024-05-02
13221,2124,2025-07-28
13222,1909,2024-04-25
13223,4871,2025-09-08
13224,3620,2024-09-19
13225,4491,2025-07-27
13226,1184,2025-07-29
13227,3559,2024-09-27
13228,4137,2024-06-24
13229,4064,2025-03-25
13230,375,2025-02-01
13231,2153,2025-08-01
13232,1354,2025-01-03
13233,4986,2025-04-17
13234,1385,2024-10-22
13235,61,2025-03-06
13236,2877,2025-09-09
13237,1606,2024-12-14
13238,330,2024-10-05
13239,4997,2024-09-15
13240,1502,2025-03-19
13241,2010,2024-08-26
13242,105,2024-11-09
13243,390,2025-06-02
13244,3275,2025-04-02
13245,3732,2024-09-12
13246,4818,2025-05-07
13247,3783,2025-09-16
13248,2960,2025-09-04
13249,1296,2025-06-23
13250,2978,2024-03-31
13251,1051,2025-09-03
13252,1618,2025-09-03
13253,4693,2025-08-03
13254,3775,2024-01-09
13255,1869,2025-03-22
13256,1643,2024-11-04
13257,3417,2024-12-29
13258,3386,2025-07-29
13259,3564,2024-08-19
13260,1012,2025-06-28
13261,530,2024-06-13
13262,2705,2025-09-19
13263,99,2024-11-06
13264,3431,2025-07-08
13265,1840,2025-09-04
13266,136,2025-04-03
13267,858,2025-06-04
13268,4552,2024-09-16
13269,4315,2024-01-14
13270,1410,2024-12-28
13271,3095,2024-08-29
13272,3067,2024-10-12
13273,4098,2025-03-12
13274,2543,2024-01-21
13275,433,2025-03-14
13276,2643,2025-04-13
13277,1783,2025-03-27
13278,755,2024-06-25
13279,654,2024-06-20
13280,179,2024-10-14
13281,4414,2024-08-21
13282,3508,2025-09-20
13283,4645,2024-08-04
13284,1079,2024-01-26
13285,2936,2025-02-26
13286,1204,2025-08-31
13287,4437,2024-07-07
13288,3012,2024-06-01
13289,3472,2024-01-21
13290,505,2024-03-02
13291,3184,2025-09-19
13292,2841,2024-07-22
13293,3270,2024-01-04
13294,2132,2025-07-17
13295,2935,2024-06-19
13296,4509,2025-06-13
13297,4753,2024-12-08
13298,2711,2024-05-06
13299,829,2024-04-09
13300,4445,2025-05-23
13301,320,2025-08-24
13302,3493,2025-07-21
13303,4100,2025-04-25
13304,4690,2024-05-15
13305,1481,2024-03-26
13306,1626,2024-01-06
13307,2462,2024-03-18
13308,4581,2025-03-27
13309,2789,2024-09-20
13310,3282,2024-05-05
13311,3045,2025-04-22
13312,3878,2025-07-21
13313,2298,2025-06-23
13314,3101,2025-01-17
13315,3313,2025-01-18
13316,1342,2024-11-23
13317,4178,2025-06-13
13318,2124,2024-06-05
13319,682,2024-12-15
13320,3343,2025-05-11
13321,2049,2024-05-28
13322,4397,2025-04-30
13323,4338,2025-08-02
13324,1505,2025-01-17
13325,3891,2024-07-16
13326,2992,2024-08-23
13327,1029,2024-01-17
13328,3888,2025-08-09
13329,4426,2024-01-22
13330,4055,2025-06-04
13331,1044,2025-09-27
13332,3781,2024-01-18
13333,3624,2025-08-02
13334,2091,2025-01-19
13335,1094,2025-05-02
13336,2397,2024-04-25
13337,3970,2024-07-11
13338,4986,2024-12-01
13339,4174,2024-05-26
13340,2317,2024-08-24
13341,637,2025-01-31
13342,4335,2024-01-26
13343,3435,2025-09-06
13344,1744,2024-05-30
13345,178,2025-02-19
13346,2654,2024-11-08
13347,1818,2024-01-19
13348,4951,2025-06-01
13349,622,2025-01-08
13350,2899,2024-06-09
13351,1394,2025-01-06
13352,2754,2025-05-12
13353,3100,2024-01-14
13354,2872,2024-12-28
