expense_id,store_id,expense_date,expense_type,amount
3020,174,2024-11-05,Rent,134379.4
3021,135,2025-01-24,Security,134345.02
3022,182,2024-03-15,Utilities,148731.97
3023,11,2024-06-27,Utilities,7244.91
3024,199,2024-08-04,Marketing,43233.35
3025,108,2024-01-13,Rent,140796.47
3026,142,2025-08-19,Misc,147527.54
3027,139,2024-09-18,Marketing,128143.42
3028,154,2025-07-06,Security,47401.42
3029,180,2024-10-01,Security,162845.0
3030,56,2024-03-10,Misc,141577.89
3031,158,2024-02-05,Rent,11378.48
3032,8,2025-03-10,Utilities,135306.49
3033,4,2025-02-16,Misc,48150.24
3034,185,2025-02-22,Maintenance,194456.02
3035,173,2024-03-12,Security,63446.59
3036,72,2024-10-08,Misc,32725.89
3037,43,2025-04-16,Maintenance,17788.31
3038,162,2024-02-29,Utilities,112755.32
3039,54,2025-06-01,Utilities,150841.75
3040,134,2025-08-28,Security,95971.19
3041,138,2024-04-17,Misc,178419.21
3042,64,2025-08-06,Security,21185.86
3043,191,2024-03-03,Security,17513.09
3044,168,2024-03-16,Rent,109059.3
3045,62,2024-12-18,Utilities,77657.41
3046,42,2024-11-11,Maintenance,153282.75
3047,130,2024-05-03,Security,193910.38
3048,130,2024-01-09,Marketing,25730.43
3049,125,2024-04-07,Security,99660.91
3050,144,2024-02-10,Misc,195924.07
3051,173,2024-07-25,Security,13625.38
3052,32,2025-07-09,Marketing,176097.17
3053,134,2025-07-11,Maintenance,191972.09
3054,158,2025-01-31,Marketing,93405.71
3055,64,2024-10-14,Maintenance,139252.05
3056,56,2024-07-01,Rent,70866.5
3057,142,2024-03-29,Marketing,71843.09
3058,174,2024-11-12,Misc,167887.67
3059,97,2025-02-14,Rent,61415.57
3060,14,2025-07-20,Rent,142026.94
3061,27,2024-04-17,Security,158857.08
3062,101,2024-03-25,Maintenance,49038.66
3063,34,2024-12-29,Marketing,70031.65
3064,49,2024-11-09,Security,43759.42
3065,191,2025-03-09,Marketing,144977.31
3066,101,2024-03-22,Utilities,196077.54
3067,141,2025-08-30,Rent,140425.37
3068,168,2024-05-20,Security,4018.63
3069,36,2024-02-09,Security,115553.1
3070,24,2025-02-08,Security,19481.25
3071,33,2025-04-03,Utilities,143953.02
3072,39,2025-02-27,Maintenance,85500.47
3073,132,2025-09-05,Rent,97346.66
3074,13,2024-10-22,Maintenance,169438.55
3075,91,2025-01-29,Marketing,194606.48
3076,195,2024-11-29,Maintenance,106015.93
3077,153,2025-04-08,Maintenance,3899.95
3078,167,2025-06-14,Rent,128706.24
3079,137,2025-01-12,Maintenance,108246.93
3080,75,2025-01-25,Utilities,25366.4
3081,12,2024-03-22,Misc,1974.0
3082,172,2024-01-12,Misc,113773.61
3083,8,2025-06-30,Maintenance,197273.59
3084,32,2024-12-02,Security,13413.35
3085,38,2025-01-14,Utilities,187645.12
3086,179,2024-02-28,Utilities,48929.89
3087,58,2025-06-14,Rent,147850.47
3088,197,2024-03-09,Utilities,8528.96
3089,165,2024-06-26,Utilities,23142.21
3090,186,2025-06-10,Misc,169223.62
3091,64,2025-08-06,Misc,26537.54
3092,60,2024-07-07,Marketing,119533.41
3093,114,2025-04-03,Marketing,179442.87
3094,74,2025-08-20,Maintenance,45236.28
3095,172,2024-07-06,Security,30101.06
3096,48,2024-03-17,Misc,164503.32
3097,17,2025-03-31,Misc,99902.45
3098,43,2025-04-10,Rent,101893.3
3099,128,2025-07-04,Rent,180992.41
3100,88,2025-09-18,Marketing,155152.84
3101,167,2024-09-02,Marketing,141037.49
3102,183,2025-08-22,Utilities,60292.84
3103,56,2024-12-01,Security,64898.38
3104,195,2025-09-11,Security,132703.47
3105,41,2024-10-04,Marketing,23915.81
3106,14,2024-06-23,Maintenance,15868.05
3107,7,2024-06-03,Marketing,106501.48
3108,96,2024-11-15,Rent,174017.82
3109,96,2024-08-30,Marketing,174903.98
3110,186,2025-02-18,Maintenance,149921.85
3111,63,2024-09-06,Misc,135632.21
3112,190,2024-12-06,Utilities,57332.93
3113,190,2025-05-11,Rent,15568.94
3114,174,2025-05-19,Misc,63326.51
3115,117,2024-10-03,Security,68888.14
3116,66,2025-01-05,Security,55040.25
3117,54,2024-03-15,Marketing,65396.51
3118,117,2025-06-16,Marketing,4521.48
3119,95,2024-03-31,Rent,172027.31
3120,59,2024-11-07,Marketing,122194.09
3121,63,2025-04-15,Rent,96327.17
3122,187,2024-08-07,Misc,18297.79
3123,55,2025-05-11,Misc,47761.62
3124,108,2025-09-26,Maintenance,20574.36
3125,183,2024-03-12,Marketing,163809.48
3126,96,2024-01-03,Utilities,110928.05
3127,50,2024-08-16,Misc,146207.15
3128,55,2025-03-08,Rent,35804.78
3129,10,2024-03-14,Rent,66890.67
3130,90,2025-02-12,Maintenance,112395.87
3131,182,2024-08-25,Maintenance,38503.81
3132,102,2025-04-21,Utilities,117292.04
3133,101,2024-04-14,Security,8417.41
3134,147,2024-11-20,Misc,89570.89
3135,136,2024-01-07,Misc,6479.34
3136,131,2024-01-15,Security,188487.26
3137,93,2024-07-11,Misc,78984.92
3138,152,2025-09-06,Marketing,119059.47
3139,38,2025-01-06,Security,81628.64
3140,60,2025-09-25,Marketing,89653.18
3141,83,2024-01-12,Security,180441.06
3142,12,2024-02-05,Utilities,182601.87
3143,9,2024-12-12,Maintenance,171976.76
3144,168,2024-06-26,Marketing,175365.9
3145,85,2025-06-26,Rent,179007.79
3146,95,2024-08-19,Maintenance,4291.42
3147,12,2025-08-08,Marketing,99015.9
3148,5,2025-08-24,Misc,183590.82
3149,152,2024-07-05,Misc,179224.47
3150,65,2024-07-04,Misc,44916.5
3151,112,2025-08-18,Maintenance,87162.88
3152,188,2024-08-09,Security,189020.74
3153,166,2024-11-14,Misc,9409.13
3154,88,2025-07-15,Misc,39715.8
3155,65,2025-07-04,Maintenance,141038.76
3156,91,2025-02-13,Security,188696.08
3157,13,2024-03-29,Security,143868.51
3158,40,2025-02-27,Security,34171.21
3159,34,2025-04-08,Maintenance,148116.61
3160,78,2025-02-25,Maintenance,110194.58
3161,140,2024-05-04,Utilities,103057.53
3162,190,2025-04-01,Misc,152130.02
3163,186,2025-07-24,Marketing,189729.58
3164,91,2024-05-05,Misc,15617.9
3165,71,2025-05-23,Maintenance,84765.47
3166,96,2025-06-26,Rent,98573.02
3167,117,2025-04-08,Marketing,101299.04
3168,166,2025-07-20,Maintenance,59624.67
3169,160,2025-01-20,Maintenance,94799.09
3170,100,2024-01-01,Maintenance,67959.64
3171,143,2025-06-24,Utilities,112530.02
3172,105,2024-03-25,Utilities,175603.08
3173,137,2024-12-28,Misc,78655.78
3174,75,2025-07-29,Utilities,109367.55
3175,37,2024-05-08,Marketing,16266.13
3176,22,2024-07-24,Rent,156435.58
3177,155,2025-09-17,Marketing,115208.57
3178,126,2024-08-24,Maintenance,94203.84
3179,159,2025-03-01,Maintenance,153728.25
3180,137,2025-07-15,Misc,26802.02
3181,27,2025-09-26,Marketing,57332.04
3182,26,2025-07-22,Marketing,195172.8
3183,119,2025-03-03,Security,67692.05
3184,93,2025-06-08,Maintenance,171235.42
3185,110,2024-08-29,Security,99458.12
3186,144,2025-05-28,Misc,46974.88
3187,34,2025-01-04,Maintenance,91589.3
3188,2,2025-01-17,Security,137958.41
3189,124,2024-11-30,Security,78139.15
3190,46,2024-04-06,Misc,105763.28
3191,183,2024-04-10,Rent,172146.68
3192,108,2024-10-06,Security,122866.35
3193,31,2024-06-20,Security,187542.7
3194,141,2024-02-02,Rent,71745.22
3195,13,2024-05-19,Security,187679.6
3196,103,2024-11-27,Maintenance,141442.72
3197,83,2025-09-02,Utilities,137135.84
3198,157,2024-09-28,Security,82104.92
3199,6,2025-01-31,Security,52530.2
3200,48,2024-12-02,Marketing,93529.01
3201,117,2024-03-23,Rent,15178.43
3202,196,2025-04-25,Misc,6128.05
3203,177,2024-08-28,Rent,11355.57
3204,100,2025-08-07,Utilities,144344.73
3205,119,2024-12-03,Misc,104972.68
3206,197,2024-10-24,Maintenance,7146.91
3207,194,2024-11-15,Marketing,149042.31
3208,170,2024-12-01,Security,135454.26
3209,122,2025-09-22,Marketing,115433.56
3210,62,2024-07-20,Maintenance,173529.98
3211,166,2024-10-19,Misc,64590.2
3212,200,2024-09-25,Rent,25365.67
3213,142,2025-04-21,Misc,119617.5
3214,144,2024-01-02,Maintenance,59324.84
3215,147,2024-08-15,Misc,198366.43
3216,177,2025-04-22,Rent,76847.96
3217,158,2024-03-11,Misc,142915.99
3218,53,2024-07-16,Utilities,160534.49
3219,142,2025-01-12,Security,27439.85
3220,181,2025-05-13,Marketing,117807.48
3221,11,2024-02-06,Rent,138111.38
3222,175,2024-08-21,Utilities,186634.87
3223,80,2024-08-04,Marketing,170814.23
3224,31,2025-02-17,Marketing,79312.46
3225,26,2025-02-18,Utilities,185662.76
3226,186,2025-04-07,Rent,130265.21
3227,39,2024-06-06,Rent,107405.1
3228,57,2025-01-12,Marketing,4998.22
3229,157,2024-12-25,Rent,161350.54
3230,198,2024-12-06,Rent,97050.79
3231,155,2025-05-17,Misc,7652.92
3232,23,2024-05-18,Security,135345.79
3233,26,2024-04-27,Rent,135299.65
3234,25,2024-04-19,Utilities,162417.56
3235,161,2025-08-13,Utilities,102634.71
3236,138,2025-04-25,Misc,90591.94
3237,37,2024-01-25,Security,154808.57
3238,186,2025-05-15,Security,191032.49
3239,55,2024-03-28,Rent,166024.64
3240,136,2024-10-29,Utilities,101601.53
3241,6,2024-04-29,Security,96649.55
3242,171,2025-03-29,Marketing,147832.63
3243,123,2025-06-19,Maintenance,184091.01
3244,79,2025-07-27,Security,181676.21
3245,119,2024-09-26,Marketing,172496.19
3246,127,2024-11-02,Marketing,196179.94
3247,28,2024-08-01,Utilities,177540.0
3248,118,2025-08-15,Rent,130760.4
3249,86,2025-03-27,Misc,81128.96
3250,171,2025-06-13,Misc,166146.31
3251,189,2025-03-04,Security,64451.04
3252,127,2024-09-20,Security,136466.56
3253,175,2024-08-12,Utilities,167539.16
3254,93,2025-02-17,Marketing,173016.31
3255,89,2025-08-18,Security,76494.48
3256,30,2024-09-19,Marketing,26039.3
3257,131,2025-09-30,Rent,177516.29
3258,89,2024-11-19,Marketing,127732.06
3259,127,2025-04-09,Maintenance,70464.59
3260,34,2025-10-01,Marketing,28388.26
3261,89,2025-02-05,Misc,175456.32
3262,180,2025-09-27,Security,97547.25
3263,52,2024-07-26,Security,166978.83
3264,136,2025-08-15,Rent,126022.28
3265,68,2025-08-18,Maintenance,89539.52
3266,199,2024-04-28,Utilities,119596.34
3267,172,2025-04-08,Security,127704.05
3268,197,2025-04-17,Utilities,36148.32
3269,55,2024-09-23,Maintenance,186481.78
3270,145,2024-04-20,Maintenance,154232.32
3271,120,2024-07-25,Security,122283.42
3272,46,2025-01-01,Maintenance,147755.44
3273,105,2025-07-11,Utilities,115627.89
3274,151,2025-02-18,Marketing,50643.93
3275,106,2024-10-29,Rent,139665.11
3276,118,2024-11-30,Utilities,13572.32
3277,116,2024-12-23,Misc,105478.45
3278,167,2024-10-01,Utilities,161660.98
3279,45,2025-07-19,Rent,18322.19
3280,80,2024-03-01,Misc,71436.57
3281,7,2024-04-21,Security,71690.34
3282,34,2024-12-24,Security,147104.26
3283,164,2024-04-11,Security,115062.5
3284,133,2024-09-11,Utilities,132336.69
3285,24,2024-02-15,Utilities,137153.19
3286,17,2025-10-01,Security,86895.28
3287,102,2024-06-08,Marketing,94188.47
3288,86,2024-07-11,Utilities,66563.63
3289,23,2025-04-02,Marketing,180117.58
3290,137,2025-07-04,Marketing,127979.57
3291,192,2025-09-23,Utilities,109418.43
3292,166,2024-01-18,Utilities,188902.74
3293,177,2025-03-27,Rent,156133.57
3294,86,2025-06-07,Misc,4821.16
3295,133,2024-01-21,Marketing,197169.48
3296,29,2024-02-19,Utilities,75999.78
3297,160,2024-12-03,Misc,71669.49
3298,122,2024-05-07,Rent,53171.85
3299,197,2025-02-17,Rent,181785.21
3300,149,2024-09-20,Misc,75045.73
3301,12,2025-05-11,Maintenance,94296.94
3302,127,2024-01-25,Security,6145.6
3303,119,2025-09-25,Utilities,51996.36
3304,24,2024-09-07,Rent,119339.03
3305,27,2024-09-21,Security,192439.97
3306,89,2025-03-18,Rent,27300.96
3307,81,2024-09-03,Marketing,83941.25
3308,38,2024-04-16,Utilities,2025.03
3309,198,2025-08-21,Misc,163328.11
3310,27,2024-02-04,Utilities,98131.48
3311,98,2025-02-09,Maintenance,189017.02
3312,43,2024-04-04,Maintenance,72011.48
3313,36,2024-09-01,Rent,30745.99
3314,192,2025-07-16,Utilities,178724.27
3315,84,2024-09-24,Rent,14258.57
3316,29,2024-12-11,Misc,130328.53
3317,195,2024-12-18,Rent,27242.13
3318,109,2024-08-07,Marketing,106259.96
3319,84,2025-08-29,Misc,162444.18
3320,127,2024-01-12,Marketing,146333.97
3321,159,2024-02-13,Marketing,70184.73
3322,158,2024-02-19,Rent,25257.2
3323,26,2024-12-09,Rent,96000.57
3324,50,2024-06-04,Misc,180248.73
3325,184,2025-06-01,Rent,149868.25
3326,193,2025-09-08,Utilities,144520.24
3327,185,2025-09-28,Utilities,11189.46
3328,54,2024-01-01,Misc,159977.17
3329,159,2025-08-29,Utilities,85870.27
3330,149,2024-03-14,Marketing,76459.83
3331,36,2025-02-02,Maintenance,144809.97
3332,200,2024-12-10,Marketing,147107.19
3333,156,2024-10-07,Utilities,132075.12
3334,66,2024-11-25,Security,120820.55
3335,92,2025-08-19,Utilities,44064.63
3336,46,2025-03-31,Marketing,164292.4
3337,131,2024-08-23,Maintenance,181100.68
3338,82,2024-05-03,Marketing,119576.68
3339,149,2024-04-01,Maintenance,31831.75
3340,139,2025-08-12,Maintenance,174794.94
3341,65,2025-07-19,Utilities,175621.87
3342,40,2025-06-12,Security,99479.95
3343,90,2025-05-15,Marketing,132088.67
3344,117,2024-01-09,Marketing,30610.26
3345,165,2024-05-25,Misc,100427.46
3346,107,2024-09-20,Rent,6784.32
3347,47,2025-03-10,Maintenance,59736.48
3348,66,2024-11-13,Misc,196224.93
3349,62,2025-08-14,Rent,123401.49
3350,188,2024-05-20,Misc,85109.72
3351,42,2024-05-02,Utilities,153520.96
3352,54,2024-04-02,Utilities,44606.91
3353,12,2025-08-30,Misc,34118.89
3354,167,2024-12-31,Marketing,75388.96
3355,165,2025-06-23,Misc,159280.44
3356,7,2025-08-15,Security,158141.28
3357,121,2025-01-14,Utilities,116448.96
3358,133,2024-09-04,Maintenance,71624.81
3359,108,2025-03-20,Marketing,189506.71
3360,17,2024-09-21,Security,70091.83
3361,15,2025-08-07,Marketing,74806.15
3362,149,2024-12-23,Rent,176046.08
3363,82,2025-05-20,Utilities,181779.87
3364,43,2024-06-08,Misc,110136.44
3365,165,2025-02-19,Marketing,195365.52
3366,32,2025-06-18,Misc,116443.21
3367,166,2025-04-25,Rent,90729.64
3368,152,2024-04-09,Misc,120054.93
3369,105,2024-02-14,Utilities,83916.53
3370,175,2025-09-11,Maintenance,18134.77
3371,47,2025-09-26,Utilities,172161.74
3372,23,2024-03-29,Maintenance,158495.81
3373,200,2024-01-02,Misc,160888.39
3374,4,2025-07-12,Utilities,57840.94
3375,195,2025-04-16,Security,127053.51
3376,162,2025-06-12,Marketing,53396.97
3377,189,2025-09-15,Maintenance,26738.32
3378,150,2024-05-07,Misc,179954.24
3379,69,2025-03-22,Misc,113423.74
3380,104,2024-08-24,Security,172500.31
3381,161,2024-05-07,Marketing,67411.82
3382,173,2025-06-03,Marketing,45928.21
3383,34,2025-06-22,Utilities,25694.04
3384,45,2024-11-04,Rent,7572.91
3385,43,2025-09-30,Security,128405.96
3386,47,2024-07-25,Utilities,132556.3
3387,175,2024-07-10,Misc,196988.38
3388,90,2024-06-09,Maintenance,109979.28
3389,47,2025-05-09,Security,191265.63
3390,148,2024-02-04,Security,61713.48
3391,197,2025-09-09,Rent,76683.09
3392,80,2024-06-06,Marketing,95579.66
3393,39,2024-07-25,Maintenance,137031.91
3394,151,2025-03-01,Marketing,12806.19
3395,12,2024-09-15,Marketing,170691.61
3396,155,2025-05-11,Marketing,189592.31
3397,177,2024-11-04,Rent,25017.52
3398,26,2025-01-15,Maintenance,88547.16
3399,124,2025-01-01,Misc,149488.01
3400,166,2025-09-19,Rent,153379.1
3401,127,2024-01-20,Maintenance,105217.44
3402,176,2024-11-16,Misc,191621.36
3403,17,2025-07-06,Utilities,103362.27
3404,24,2024-10-31,Marketing,89482.07
3405,114,2024-10-10,Marketing,133778.39
3406,7,2025-05-25,Rent,134001.01
3407,38,2024-11-28,Security,5748.44
3408,103,2025-09-01,Maintenance,19169.32
3409,110,2025-05-02,Misc,149791.0
3410,123,2025-03-22,Security,3384.37
3411,107,2024-10-27,Rent,9435.91
3412,57,2024-11-04,Utilities,164891.84
3413,46,2025-01-05,Rent,176684.63
3414,52,2025-01-16,Security,8614.24
3415,25,2024-06-11,Security,21555.55
3416,114,2025-08-17,Misc,164582.94
3417,74,2025-04-07,Utilities,94093.29
3418,35,2024-07-10,Misc,132819.56
3419,104,2024-11-17,Misc,92878.67
3420,177,2025-08-25,Misc,44750.21
3421,165,2025-05-13,Security,190334.14
3422,180,2024-06-29,Rent,111650.38
3423,28,2024-12-25,Security,97766.23
3424,90,2024-05-11,Maintenance,16667.28
3425,108,2024-12-01,Marketing,177500.41
3426,70,2024-07-19,Utilities,27547.19
3427,41,2025-03-31,Misc,21354.18
3428,135,2024-08-09,Utilities,27565.14
3429,68,2025-04-24,Utilities,153752.75
3430,15,2025-05-30,Security,63158.68
3431,169,2025-08-19,Utilities,36139.75
3432,86,2024-11-18,Rent,59859.42
3433,148,2024-12-15,Rent,125109.36
3434,5,2024-12-11,Utilities,73040.25
3435,195,2024-05-17,Security,18819.25
3436,68,2024-10-24,Security,78262.53
3437,73,2024-12-18,Maintenance,112876.47
3438,10,2024-10-05,Rent,30295.92
3439,116,2024-04-11,Misc,51702.25
3440,172,2024-06-23,Misc,78182.77
3441,85,2024-06-04,Utilities,21763.51
3442,125,2025-05-08,Security,193493.38
3443,168,2025-08-05,Maintenance,69569.5
3444,167,2024-11-16,Utilities,168687.2
3445,114,2025-06-29,Rent,89710.72
3446,129,2024-04-04,Misc,194101.97
3447,23,2024-06-03,Marketing,48514.02
3448,138,2025-02-05,Marketing,81804.85
3449,147,2024-04-16,Rent,133592.19
3450,95,2024-10-01,Misc,67678.06
3451,137,2024-05-21,Maintenance,35880.76
3452,124,2024-07-11,Rent,145802.75
3453,162,2024-01-18,Maintenance,39360.51
3454,63,2024-11-14,Rent,193541.88
3455,183,2024-04-15,Misc,97756.32
3456,116,2025-03-17,Rent,153234.01
3457,162,2025-03-20,Utilities,130723.97
3458,146,2025-03-24,Misc,171127.23
3459,133,2025-06-28,Security,78713.93
3460,169,2024-12-28,Maintenance,162989.77
3461,199,2024-03-06,Misc,193916.99
3462,97,2025-02-16,Utilities,193624.39
3463,44,2024-09-05,Rent,156393.28
3464,94,2024-05-16,Rent,127216.88
3465,80,2024-05-03,Misc,12758.59
3466,142,2024-10-31,Marketing,105389.37
3467,164,2024-07-25,Marketing,51533.88
3468,161,2024-04-17,Misc,182197.43
3469,152,2024-10-04,Security,6447.82
3470,182,2024-05-12,Security,121637.6
3471,161,2024-10-04,Misc,97588.49
3472,188,2024-04-07,Utilities,133115.16
3473,180,2024-02-20,Misc,84344.07
3474,31,2024-03-16,Misc,14257.77
3475,62,2024-03-13,Misc,82525.28
3476,61,2024-10-28,Rent,133235.94
3477,126,2025-08-13,Misc,97173.89
3478,15,2024-04-25,Utilities,79964.98
3479,141,2025-01-19,Rent,87459.84
3480,125,2025-02-04,Security,34605.93
3481,195,2024-06-30,Utilities,67484.41
3482,71,2025-07-30,Security,180438.71
3483,47,2025-03-06,Marketing,175754.16
3484,194,2025-02-10,Misc,14441.07
3485,32,2024-03-11,Utilities,168144.07
3486,157,2024-02-29,Marketing,110518.47
3487,175,2024-07-13,Misc,124778.6
3488,166,2025-02-08,Marketing,124189.56
3489,46,2024-05-19,Rent,69430.37
3490,106,2024-03-24,Marketing,74916.24
3491,132,2024-05-08,Utilities,186672.62
3492,131,2024-09-18,Maintenance,117526.31
3493,79,2025-02-24,Security,69037.08
3494,59,2025-03-07,Misc,130515.64
3495,18,2025-03-29,Rent,164887.87
3496,182,2024-03-19,Security,162972.82
3497,124,2025-03-30,Utilities,178973.4
3498,10,2024-02-19,Utilities,168470.15
3499,176,2025-02-26,Maintenance,31075.18
3500,1,2025-04-26,Security,157362.09
3501,77,2024-09-23,Rent,90088.6
3502,139,2024-01-13,Misc,145328.34
3503,10,2024-02-19,Utilities,165781.12
3504,164,2025-03-24,Rent,188766.75
3505,37,2025-01-30,Security,6788.09
3506,93,2025-03-06,Maintenance,198811.79
3507,85,2025-08-31,Rent,15260.82
3508,39,2024-04-23,Utilities,107154.06
3509,120,2025-05-14,Maintenance,41407.92
3510,19,2024-08-18,Misc,193512.47
3511,72,2025-08-07,Maintenance,19635.57
3512,69,2024-12-14,Marketing,81592.43
3513,18,2024-05-03,Utilities,9727.15
3514,82,2025-02-03,Maintenance,129327.79
3515,114,2025-07-08,Security,143623.87
3516,153,2025-04-12,Rent,183992.83
3517,122,2024-03-16,Marketing,46652.59
3518,43,2025-01-14,Marketing,81156.48
3519,70,2025-04-20,Rent,70620.47
3520,98,2025-03-16,Misc,81267.21
3521,106,2024-06-08,Security,84618.5
3522,155,2025-05-20,Misc,102628.8
3523,45,2025-08-08,Security,41481.66
3524,124,2024-05-12,Security,184819.02
3525,188,2024-04-24,Marketing,168475.45
3526,177,2024-06-26,Misc,22793.11
3527,5,2025-05-08,Rent,146638.77
3528,102,2024-03-28,Maintenance,82285.64
3529,20,2025-07-20,Rent,143049.54
3530,85,2025-01-16,Security,5822.63
3531,194,2025-02-23,Security,52582.3
3532,30,2024-09-02,Maintenance,101710.08
3533,82,2024-04-30,Marketing,96357.84
3534,69,2025-06-16,Security,124094.33
3535,145,2024-12-04,Utilities,138852.23
3536,199,2024-01-02,Utilities,86119.08
3537,61,2025-05-17,Rent,99005.21
3538,159,2025-08-24,Rent,19745.43
3539,120,2024-07-18,Rent,154953.74
3540,159,2024-06-01,Rent,18306.04
3541,47,2024-02-14,Maintenance,191129.63
3542,95,2024-01-02,Security,174481.88
3543,82,2024-10-03,Maintenance,131462.6
3544,195,2024-04-01,Marketing,162461.66
3545,100,2024-05-03,Maintenance,135726.87
3546,198,2025-06-13,Misc,38135.61
3547,50,2024-10-03,Maintenance,66407.21
3548,153,2024-05-20,Utilities,151034.11
3549,153,2025-03-18,Maintenance,160889.77
3550,125,2024-12-27,Rent,78252.13
3551,169,2025-06-09,Maintenance,147957.2
3552,184,2025-05-26,Utilities,20003.63
3553,7,2024-03-27,Misc,22950.54
3554,3,2024-06-29,Security,137435.48
3555,144,2025-01-22,Misc,30497.11
3556,156,2024-05-02,Misc,153263.48
3557,80,2024-10-22,Maintenance,68000.95
3558,157,2024-07-07,Utilities,20987.97
3559,61,2025-07-12,Marketing,177957.02
3560,156,2024-06-16,Rent,155842.24
3561,23,2024-07-27,Security,30643.11
3562,101,2024-07-10,Maintenance,70624.68
3563,170,2024-07-01,Marketing,87789.0
3564,13,2024-12-30,Marketing,5457.84
3565,9,2024-11-27,Maintenance,103618.88
3566,178,2025-02-19,Marketing,145862.66
3567,113,2025-01-15,Marketing,768.13
3568,108,2024-06-06,Utilities,36626.65
3569,48,2025-01-26,Security,77569.63
3570,152,2025-06-30,Rent,151802.65
3571,149,2024-07-01,Maintenance,33687.95
3572,176,2024-01-20,Security,82603.65
3573,29,2025-08-06,Misc,57893.17
3574,160,2024-07-01,Marketing,67245.51
3575,15,2025-05-16,Rent,114828.4
3576,28,2024-04-04,Marketing,28079.63
3577,126,2024-12-18,Misc,7265.48
3578,72,2024-03-24,Maintenance,15430.81
3579,149,2024-04-28,Marketing,11837.66
3580,158,2024-05-31,Rent,101051.57
3581,152,2024-07-10,Misc,88901.64
3582,19,2025-03-10,Utilities,118237.58
3583,86,2024-07-19,Rent,157379.98
3584,16,2025-03-10,Marketing,188877.72
3585,121,2024-09-21,Misc,33102.7
3586,152,2024-11-14,Misc,176378.38
3587,64,2024-12-11,Misc,52416.55
3588,111,2025-08-13,Maintenance,155694.27
3589,71,2025-02-03,Security,21269.47
3590,62,2024-03-03,Maintenance,161136.53
3591,100,2025-09-19,Marketing,56319.02
3592,22,2024-04-18,Maintenance,196308.2
3593,33,2025-08-25,Security,49688.2
3594,148,2025-04-16,Utilities,124492.54
3595,153,2024-03-10,Misc,57691.96
3596,50,2024-11-13,Security,108367.53
3597,199,2024-05-19,Marketing,167620.98
3598,7,2025-01-17,Utilities,30053.72
3599,101,2024-07-17,Misc,165159.89
3600,137,2024-11-19,Security,86778.78
3601,102,2024-03-22,Security,199826.4
3602,126,2024-09-29,Rent,137167.67
3603,195,2024-10-23,Maintenance,93045.4
3604,170,2024-09-17,Utilities,62583.71
3605,157,2024-07-15,Misc,16826.27
3606,27,2025-09-06,Marketing,77433.06
3607,30,2024-10-24,Utilities,4530.65
3608,184,2025-09-22,Security,73059.07
3609,82,2024-01-19,Marketing,41363.25
3610,190,2025-09-21,Misc,53946.75
3611,108,2024-11-06,Marketing,60280.17
3612,82,2024-07-13,Maintenance,31129.63
3613,194,2025-05-16,Security,47949.23
3614,21,2024-09-01,Rent,173472.24
3615,26,2024-05-18,Marketing,59611.63
3616,156,2024-10-18,Utilities,43719.65
3617,72,2024-03-17,Security,36683.43
3618,190,2025-07-25,Utilities,107265.75
3619,7,2024-01-11,Rent,164577.76
3620,32,2025-05-09,Misc,67850.66
3621,67,2024-04-07,Utilities,160147.02
3622,59,2024-02-07,Rent,70945.91
3623,160,2024-01-24,Security,92427.01
3624,17,2024-06-28,Security,109081.67
3625,191,2024-08-04,Utilities,173334.11
3626,37,2025-06-17,Maintenance,29130.46
3627,59,2025-05-30,Utilities,56522.18
3628,180,2024-03-13,Rent,103025.06
3629,6,2025-01-28,Security,85181.07
3630,117,2024-11-03,Maintenance,15955.59
3631,156,2025-05-01,Misc,6376.51
3632,139,2024-06-22,Utilities,109378.77
3633,6,2024-08-10,Misc,132502.79
3634,51,2024-03-15,Utilities,164040.08
3635,15,2024-09-14,Marketing,75957.84
3636,60,2024-02-01,Maintenance,148267.3
3637,108,2025-06-18,Utilities,72207.94
3638,181,2024-03-14,Marketing,75973.07
3639,123,2025-04-17,Utilities,187295.36
3640,152,2025-01-09,Maintenance,48823.72
3641,114,2025-09-07,Utilities,126334.97
3642,4,2025-05-19,Rent,51046.32
3643,156,2024-01-19,Maintenance,105050.22
3644,132,2025-03-10,Misc,156099.01
3645,98,2025-02-18,Utilities,56263.98
3646,157,2025-08-10,Maintenance,28358.35
3647,5,2025-08-21,Security,17494.87
3648,25,2025-07-01,Rent,164206.11
3649,68,2025-04-24,Rent,129777.95
3650,43,2024-09-17,Misc,145509.9
3651,194,2024-12-23,Rent,141266.69
3652,70,2024-12-07,Misc,26127.37
3653,34,2025-01-13,Misc,36490.36
3654,155,2024-07-01,Security,194800.84
3655,20,2025-06-08,Utilities,95921.98
3656,81,2025-05-03,Maintenance,32359.36
3657,197,2024-04-21,Security,148007.46
3658,126,2025-04-28,Marketing,12850.77
3659,153,2025-09-29,Misc,51535.99
3660,103,2024-11-30,Rent,186417.77
3661,60,2025-06-15,Maintenance,96841.68
3662,119,2025-04-21,Marketing,93034.19
3663,35,2024-05-23,Marketing,177872.5
3664,95,2024-11-05,Marketing,162729.63
3665,82,2025-06-07,Marketing,19535.33
3666,115,2024-06-04,Marketing,112630.55
3667,90,2025-02-25,Rent,94893.21
3668,148,2024-06-05,Misc,23599.25
3669,75,2024-05-20,Misc,118147.66
3670,4,2024-06-07,Maintenance,193906.77
