summary_date,store_id,total_sales,total_expenses,net_profit
2025-02-01,47,1068468.33,746809.91,321658.42
2025-03-01,47,1750128.76,225881.39,1524247.37
2025-04-01,47,1014211.86,564513.74,449698.12
2025-05-01,47,980698.26,692892.78,287805.48
2025-06-01,47,251152.04,101414.87,149737.17
2025-07-01,47,1727454.92,159446.88,1568008.04
2025-08-01,47,1461167.21,181284.75,1279882.46
2025-09-01,47,1622477.24,720721.02,901756.22
2025-10-01,47,205547.26,741341.16,-535793.9
2025-11-01,47,1144504.7,411527.77,732976.93
2025-12-01,47,1691772.7,205951.4,1485821.3
2025-01-01,48,1628245.03,192654.27,1435590.76
2025-02-01,48,258215.25,668155.5,-409940.25
2025-03-01,48,1702604.61,769239.06,933365.55
2025-04-01,48,1507834.49,335488.43,1172346.06
2025-05-01,48,676072.59,517472.44,158600.15
2025-06-01,48,1862049.0,490310.72,1371738.28
2025-07-01,48,674413.13,492033.29,182379.84
2025-08-01,48,548912.13,660456.92,-111544.79
2025-09-01,48,1924369.43,145818.79,1778550.64
2025-10-01,48,1769857.92,309964.45,1459893.47
2025-11-01,48,977705.66,379038.72,598666.94
2025-12-01,48,987632.34,396374.85,591257.49
2025-01-01,49,461255.59,314471.14,146784.45
2025-02-01,49,974671.8,649864.35,324807.45
2025-03-01,49,1648755.12,171362.99,1477392.13
2025-04-01,49,1478795.2,594300.5,884494.7
2025-05-01,49,1728268.92,190087.33,1538181.59
2025-06-01,49,1238347.92,723744.88,514603.04
2025-07-01,49,1276703.21,249781.96,1026921.25
2025-08-01,49,2383569.0,441972.3,1941596.7
2025-09-01,49,456566.87,713475.06,-256908.19
2025-10-01,49,1660194.17,374144.0,1286050.17
2025-11-01,49,1096904.42,108506.29,988398.13
2025-12-01,49,746760.72,634687.39,112073.33
2025-01-01,50,302871.59,498000.41,-195128.82
2025-02-01,50,439992.04,527457.08,-87465.04
2025-03-01,50,1879153.86,254300.57,1624853.29
2025-04-01,50,915615.65,663261.51,252354.14
2025-05-01,50,1379771.1,380589.74,999181.36
2025-06-01,50,1466033.54,406687.08,1059346.46
2025-07-01,50,1978902.1,542052.63,1436849.47
2025-08-01,50,1367118.68,183920.23,1183198.45
2025-09-01,50,229149.5,792258.08,-563108.58
2025-10-01,50,872321.68,634335.92,237985.76
2025-11-01,50,527813.42,451679.03,76134.39
2025-12-01,50,1154301.07,478932.76,675368.31
2025-01-01,51,256150.72,434082.2,-177931.48
2025-02-01,51,964983.41,701334.14,263649.27
2025-03-01,51,1981751.07,236152.97,1745598.1
2025-04-01,51,724352.6,465524.4,258828.2
2025-05-01,51,1218176.7,429305.26,788871.44
2025-06-01,51,1976915.03,538351.75,1438563.28
2025-07-01,51,2047669.47,179144.1,1868525.37
2025-08-01,51,2493062.24,556177.81,1936884.43
2025-09-01,51,1683777.06,664921.06,1018856.0
2025-10-01,51,899863.41,153200.17,746663.24
2025-11-01,51,2462459.57,569557.79,1892901.78
2025-12-01,51,341681.14,479544.53,-137863.39
2025-01-01,52,1232327.14,656673.86,575653.28
2025-02-01,52,2389832.07,331338.04,2058494.03
2025-03-01,52,2459477.99,282630.74,2176847.25
2025-04-01,52,384117.99,744067.44,-359949.45
2025-05-01,52,1515338.55,224691.36,1290647.19
2025-06-01,52,2443793.79,658418.24,1785375.55
2025-07-01,52,868912.16,160695.28,708216.88
2025-08-01,52,995381.16,777330.79,218050.37
2025-09-01,52,2125697.41,132591.07,1993106.34
2025-10-01,52,392713.22,525301.71,-132588.49
2025-11-01,52,713652.1,471999.8,241652.3
2025-12-01,52,2323511.09,178859.61,2144651.48
2025-01-01,53,256191.09,681508.71,-425317.62
2025-02-01,53,1774741.38,510057.88,1264683.5
2025-03-01,53,1037133.3,444940.18,592193.12
2025-04-01,53,1144721.87,405000.95,739720.92
2025-05-01,53,2387813.65,304065.17,2083748.48
2025-06-01,53,460117.29,388853.2,71264.09
2025-07-01,53,1793516.97,735281.11,1058235.86
2025-08-01,53,1486459.71,382966.45,1103493.26
2025-09-01,53,1741684.88,168587.92,1573096.96
2025-10-01,53,1208083.63,175489.5,1032594.13
2025-11-01,53,2175810.17,653352.45,1522457.72
2025-12-01,53,824774.99,780632.51,44142.48
2025-01-01,54,255313.78,299071.59,-43757.81
2025-02-01,54,715572.9,296907.33,418665.57
2025-03-01,54,1421721.46,546678.38,875043.08
2025-04-01,54,2234569.62,329742.33,1904827.29
2025-05-01,54,546310.49,379079.8,167230.69
2025-06-01,54,2359874.63,205765.75,2154108.88
2025-07-01,54,1293441.32,218192.38,1075248.94
2025-08-01,54,1725202.03,736372.37,988829.66
2025-09-01,54,1592384.14,159070.63,1433313.51
2025-10-01,54,225357.1,177398.12,47958.98
2025-11-01,54,792694.83,295240.42,497454.41
2025-12-01,54,2498997.69,744684.46,1754313.23
2025-01-01,55,1690657.14,276222.28,1414434.86
2025-02-01,55,1725435.38,662229.53,1063205.85
2025-03-01,55,823247.93,560528.0,262719.93
2025-04-01,55,319703.24,631572.04,-311868.8
2025-05-01,55,437676.22,364111.81,73564.41
2025-06-01,55,321369.37,468562.64,-147193.27
2025-07-01,55,993975.87,542402.27,451573.6
2025-08-01,55,2048726.61,671711.21,1377015.4
2025-09-01,55,983303.34,464787.16,518516.18
2025-10-01,55,1327909.54,375351.14,952558.4
2025-11-01,55,634343.24,263871.06,370472.18
2025-12-01,55,621250.92,231801.78,389449.14
2025-01-01,56,922066.53,425720.06,496346.47
2025-02-01,56,2154873.71,306498.62,1848375.09
2025-03-01,56,2310490.72,799181.55,1511309.17
2025-04-01,56,632514.76,339149.94,293364.82
2025-05-01,56,443290.39,225701.62,217588.77
2025-06-01,56,2131015.66,167019.43,1963996.23
2025-07-01,56,2457603.29,476562.56,1981040.73
2025-08-01,56,2004477.08,758095.15,1246381.93
2025-09-01,56,775496.49,538069.61,237426.88
2025-10-01,56,1241543.55,755973.81,485569.74
2025-11-01,56,1319119.48,235327.07,1083792.41
2025-12-01,56,2144864.99,334868.56,1809996.43
2025-01-01,57,2179868.71,625798.83,1554069.88
2025-02-01,57,1020276.93,312398.7,707878.23
2025-03-01,57,764402.58,779092.49,-14689.91
2025-04-01,57,2099896.29,757535.43,1342360.86
2025-05-01,57,520766.37,179639.21,341127.16
2025-06-01,57,264018.5,645701.77,-381683.27
2025-07-01,57,1534466.37,524458.13,1010008.24
2025-08-01,57,1976681.52,586148.75,1390532.77
2025-09-01,57,1362378.69,470180.5,892198.19
2025-10-01,57,405573.66,754783.09,-349209.43
2025-11-01,57,726783.62,576840.52,149943.1
2025-12-01,57,1138594.73,113700.75,1024893.98
2025-01-01,58,656563.65,174874.56,481689.09
2025-02-01,58,2414012.07,203568.17,2210443.9
2025-03-01,58,2335651.2,250627.24,2085023.96
2025-04-01,58,809924.24,638706.2,171218.04
2025-05-01,58,496213.18,633102.75,-136889.57
2025-06-01,58,1370149.73,696094.41,674055.32
2025-07-01,58,1278802.23,540800.54,738001.69
2025-08-01,58,2456212.05,749824.07,1706387.98
2025-09-01,58,1746136.09,159877.21,1586258.88
2025-10-01,58,1675065.14,765873.42,909191.72
2025-11-01,58,2264504.87,770198.39,1494306.48
2025-12-01,58,1522700.44,275202.93,1247497.51
2025-01-01,59,479382.38,642831.25,-163448.87
2025-02-01,59,1526708.1,713122.62,813585.48
2025-03-01,59,352609.78,461853.08,-109243.3
2025-04-01,59,616380.74,171612.58,444768.16
2025-05-01,59,1590374.97,165702.53,1424672.44
2025-06-01,59,1036968.14,338228.03,698740.11
2025-07-01,59,2478589.64,600426.41,1878163.23
2025-08-01,59,1352991.76,540732.14,812259.62
2025-09-01,59,1471693.27,320863.19,1150830.08
2025-10-01,59,1062824.21,100012.64,962811.57
2025-11-01,59,1723387.77,509581.91,1213805.86
2025-12-01,59,837967.89,751628.5,86339.39
2025-01-01,60,1553724.1,703252.2,850471.9
2025-02-01,60,2207139.5,758479.32,1448660.18
2025-03-01,60,1629384.54,794849.44,834535.1
2025-04-01,60,1439915.6,113516.16,1326399.44
2025-05-01,60,479831.39,590660.4,-110829.01
2025-06-01,60,2383601.1,190147.54,2193453.56
2025-07-01,60,2420358.42,463601.55,1956756.87
2025-08-01,60,840161.55,446817.87,393343.68
2025-09-01,60,562514.13,528557.35,33956.78
2025-10-01,60,2074683.57,492932.52,1581751.05
2025-11-01,60,889635.2,742395.59,147239.61
2025-12-01,60,550717.32,640899.09,-90181.77
2025-01-01,61,2215110.75,762560.93,1452549.82
2025-02-01,61,866854.39,704842.89,162011.5
2025-03-01,61,1959531.64,457761.02,1501770.62
2025-04-01,61,1353918.27,300422.69,1053495.58
2025-05-01,61,1426342.0,630456.76,795885.24
2025-06-01,61,410667.3,706497.71,-295830.41
2025-07-01,61,1081430.81,156176.95,925253.86
2025-08-01,61,1449408.76,439804.29,1009604.47
2025-09-01,61,1316886.56,694828.69,622057.87
2025-10-01,61,1691906.56,601237.03,1090669.53
2025-11-01,61,1146574.45,793370.5,353203.95
2025-12-01,61,1325896.52,795138.31,530758.21
2025-01-01,62,1013363.93,722541.57,290822.36
2025-02-01,62,820188.22,561833.95,258354.27
2025-03-01,62,1440762.61,727260.72,713501.89
2025-04-01,62,819620.98,724133.55,95487.43
2025-05-01,62,1621102.99,791393.26,829709.73
2025-06-01,62,1642139.45,722014.22,920125.23
2025-07-01,62,293786.85,646955.74,-353168.89
2025-08-01,62,2131520.35,656365.63,1475154.72
2025-09-01,62,2375228.94,551179.27,1824049.67
2025-10-01,62,1979180.02,782153.4,1197026.62
2025-11-01,62,943863.97,206299.92,737564.05
2025-12-01,62,2496117.36,509186.0,1986931.36
2025-01-01,63,2034001.86,103245.94,1930755.92
2025-02-01,63,1948324.42,665813.13,1282511.29
2025-03-01,63,1878987.99,518431.72,1360556.27
2025-04-01,63,2155915.34,668975.7,1486939.64
2025-05-01,63,889566.7,572664.84,316901.86
2025-06-01,63,2058714.14,343373.85,1715340.29
2025-07-01,63,668573.27,239381.64,429191.63
2025-08-01,63,832855.53,232407.2,600448.33
2025-09-01,63,953062.78,593989.15,359073.63
2025-10-01,63,553742.03,518796.07,34945.96
2025-11-01,63,1478468.7,243881.75,1234586.95
2025-12-01,63,1366476.83,467461.44,899015.39
2025-01-01,64,1403743.32,109730.31,1294013.01
2025-02-01,64,477666.5,174669.67,302996.83
2025-03-01,64,2051664.74,320734.63,1730930.11
2025-04-01,64,1725899.03,771452.72,954446.31
2025-05-01,64,1981005.82,773768.75,1207237.07
2025-06-01,64,1043447.42,403186.19,640261.23
2025-07-01,64,1623428.77,128277.56,1495151.21
2025-08-01,64,273754.18,138125.65,135628.53
2025-09-01,64,287911.78,510303.32,-222391.54
2025-10-01,64,1989132.81,397491.38,1591641.43
2025-11-01,64,1514751.15,363061.15,1151690.0
2025-12-01,64,487133.85,251857.31,235276.54
2025-01-01,65,942250.44,604333.6,337916.84
2025-02-01,65,1368689.14,296817.19,1071871.95
2025-03-01,65,1900868.3,543880.61,1356987.69
2025-04-01,65,1959686.01,106697.69,1852988.32
2025-05-01,65,2255354.99,464276.08,1791078.91
2025-06-01,65,314681.13,318908.23,-4227.1
2025-07-01,65,2305580.67,433878.58,1871702.09
2025-08-01,65,1013562.84,572604.77,440958.07
2025-09-01,65,1010948.08,742341.17,268606.91
2025-10-01,65,1216066.5,719759.13,496307.37
2025-11-01,65,698853.11,789413.58,-90560.47
2025-12-01,65,974695.74,448509.62,526186.12
2025-01-01,66,1940998.33,456563.15,1484435.18
2025-02-01,66,226276.92,133528.79,92748.13
2025-03-01,66,995182.74,476038.66,519144.08
2025-04-01,66,1910109.74,592285.98,1317823.76
2025-05-01,66,1300576.02,214574.25,1086001.77
2025-06-01,66,1571000.65,516166.95,1054833.7
2025-07-01,66,1709149.14,623833.71,1085315.43
2025-08-01,66,1761678.74,654768.76,1106909.98
2025-09-01,66,2117844.96,259360.89,1858484.07
2025-10-01,66,1109429.35,728344.35,381085.0
2025-11-01,66,227292.86,238400.87,-11108.01
2025-12-01,66,577526.44,250230.71,327295.73
2025-01-01,67,979250.03,522071.98,457178.05
2025-02-01,67,1935783.39,248088.45,1687694.94
2025-03-01,67,1718564.54,286086.56,1432477.98
2025-04-01,67,889296.93,146103.3,743193.63
2025-05-01,67,473018.07,461434.92,11583.15
2025-06-01,67,309993.44,690244.37,-380250.93
2025-07-01,67,1624728.05,796822.64,827905.41
2025-08-01,67,412320.1,797789.68,-385469.58
2025-09-01,67,2195903.08,588829.84,1607073.24
2025-10-01,67,707385.13,532652.79,174732.34
2025-11-01,67,1113881.72,373157.66,740724.06
2025-12-01,67,1702652.24,230576.61,1472075.63
2025-01-01,68,311200.92,733724.12,-422523.2
2025-02-01,68,384709.63,502005.85,-117296.22
2025-03-01,68,1382136.57,789083.46,593053.11
2025-04-01,68,674911.49,780547.21,-105635.72
2025-05-01,68,282325.62,690083.05,-407757.43
2025-06-01,68,1237288.24,481001.77,756286.47
2025-07-01,68,1557767.83,705749.67,852018.16
2025-08-01,68,1132771.77,588764.6,544007.17
2025-09-01,68,990353.11,194142.32,796210.79
2025-10-01,68,342080.18,229228.98,112851.2
2025-11-01,68,1622065.77,724210.34,897855.43
2025-12-01,68,1896160.09,732078.47,1164081.62
2025-01-01,69,614048.61,300624.37,313424.24
2025-02-01,69,2149944.41,541098.08,1608846.33
2025-03-01,69,1716602.77,330782.17,1385820.6
2025-04-01,69,1762145.69,171695.6,1590450.09
2025-05-01,69,1968634.01,657398.54,1311235.47
2025-06-01,69,2372848.46,394556.9,1978291.56
2025-07-01,69,573501.89,267210.47,306291.42
2025-08-01,69,1803024.94,291998.34,1511026.6
2025-09-01,69,1766768.25,264507.13,1502261.12
2025-10-01,69,398141.1,222293.87,175847.23
2025-11-01,69,547081.83,464303.97,82777.86
2025-12-01,69,1130327.87,394381.75,735946.12
2025-01-01,70,1687149.57,100020.13,1587129.44
2025-02-01,70,2252386.78,760839.72,1491547.06
2025-03-01,70,1387379.78,740349.29,647030.49
2025-04-01,70,1319910.48,637693.91,682216.57
2025-05-01,70,1859309.98,341926.63,1517383.35
2025-06-01,70,435628.45,693599.24,-257970.79
2025-07-01,70,2156474.11,514181.65,1642292.46
2025-08-01,70,2024653.95,626417.86,1398236.09
2025-09-01,70,478959.87,481539.52,-2579.65
2025-10-01,70,1527060.54,146660.46,1380400.08
2025-11-01,70,696203.08,722304.69,-26101.61
2025-12-01,70,1910931.45,445351.87,1465579.58
2025-01-01,71,1856495.49,185593.45,1670902.04
2025-02-01,71,724874.86,369646.11,355228.75
2025-03-01,71,313721.11,443130.78,-129409.67
2025-04-01,71,896821.76,410384.99,486436.77
2025-05-01,71,348900.93,110822.35,238078.58
2025-06-01,71,566351.37,324431.77,241919.6
2025-07-01,71,1926334.77,795581.53,1130753.24
2025-08-01,71,777013.32,380346.75,396666.57
2025-09-01,71,852077.63,682648.04,169429.59
2025-10-01,71,298909.78,614013.12,-315103.34
2025-11-01,71,1933528.42,438641.69,1494886.73
2025-12-01,71,1143014.39,700158.19,442856.2
2025-01-01,72,258550.73,234779.08,23771.65
2025-02-01,72,743901.06,362892.75,381008.31
2025-03-01,72,433905.25,466770.66,-32865.41
2025-04-01,72,586795.71,631032.16,-44236.45
2025-05-01,72,1737516.64,468685.69,1268830.95
2025-06-01,72,392169.18,628185.24,-236016.06
2025-07-01,72,797059.24,361830.72,435228.52
2025-08-01,72,262672.54,532104.42,-269431.88
2025-09-01,72,1598829.16,138273.34,1460555.82
2025-10-01,72,926417.07,151234.93,775182.14
2025-11-01,72,2102831.7,324937.01,1777894.69
2025-12-01,72,2485436.18,793189.0,1692247.18
2025-01-01,73,1685100.01,659013.66,1026086.35
2025-02-01,73,733879.19,534672.76,199206.43
2025-03-01,73,270261.15,203222.6,67038.55
2025-04-01,73,617229.68,254576.5,362653.18
2025-05-01,73,1158486.05,319607.06,838878.99
2025-06-01,73,1938847.39,146649.06,1792198.33
2025-07-01,73,344039.85,624103.25,-280063.4
2025-08-01,73,530045.85,621424.78,-91378.93
2025-09-01,73,2181766.67,715710.64,1466056.03
2025-10-01,73,2276270.77,276034.59,2000236.18
2025-11-01,73,1688764.93,107560.39,1581204.54
2025-12-01,73,1401697.42,199782.52,1201914.9
2025-01-01,74,2233765.44,689616.21,1544149.23
2025-02-01,74,1440452.2,794465.41,645986.79
2025-03-01,74,1502655.43,769304.32,733351.11
2025-04-01,74,2103372.87,249176.33,1854196.54
2025-05-01,74,1294152.05,600389.42,693762.63
2025-06-01,74,968438.02,305704.4,662733.62
2025-07-01,74,495812.59,164957.52,330855.07
2025-08-01,74,1740926.52,561929.37,1178997.15
2025-09-01,74,2322660.89,766525.75,1556135.14
2025-10-01,74,914576.18,190053.65,724522.53
2025-11-01,74,1499814.33,552813.7,947000.63
2025-12-01,74,328133.66,342169.01,-14035.35
2025-01-01,75,868808.05,595529.8,273278.25
2025-02-01,75,821452.04,386422.22,435029.82
2025-03-01,75,1483734.38,202846.63,1280887.75
2025-04-01,75,1283074.57,113555.43,1169519.14
2025-05-01,75,1230182.85,708679.3,521503.55
2025-06-01,75,880971.57,602439.9,278531.67
2025-07-01,75,1554970.78,185224.0,1369746.78
2025-08-01,75,2050382.38,667762.23,1382620.15
2025-09-01,75,1405049.74,493150.3,911899.44
2025-10-01,75,1950308.62,541540.82,1408767.8
2025-11-01,75,457538.3,459169.25,-1630.95
2025-12-01,75,484863.85,332989.83,151874.02
2025-01-01,76,2083874.37,561693.09,1522181.28
2025-02-01,76,1547364.94,702187.58,845177.36
2025-03-01,76,1107776.97,383333.62,724443.35
2025-04-01,76,1508784.94,721549.63,787235.31
2025-05-01,76,417663.53,471502.01,-53838.48
2025-06-01,76,519216.98,259290.71,259926.27
2025-07-01,76,1488602.84,204486.26,1284116.58
2025-08-01,76,1838972.29,257932.37,1581039.92
2025-09-01,76,402066.01,722911.15,-320845.14
2025-10-01,76,242184.58,272865.77,-30681.19
2025-11-01,76,2347067.11,320760.9,2026306.21
2025-12-01,76,1176282.69,669561.73,506720.96
2025-01-01,77,1245541.93,357912.98,887628.95
2025-02-01,77,813581.64,124317.95,689263.69
2025-03-01,77,1363054.89,431620.63,931434.26
2025-04-01,77,444749.1,490560.12,-45811.02
2025-05-01,77,2382650.19,393452.5,1989197.69
2025-06-01,77,1623488.0,477834.69,1145653.31
2025-07-01,77,528105.18,110137.2,417967.98
2025-08-01,77,1728899.52,175733.48,1553166.04
2025-09-01,77,657009.64,503296.78,153712.86
2025-10-01,77,1214062.18,756369.86,457692.32
2025-11-01,77,2422248.24,632098.86,1790149.38
2025-12-01,77,1800462.86,373724.96,1426737.9
2025-01-01,78,408437.18,582412.29,-173975.11
2025-02-01,78,242460.19,120204.3,122255.89
2025-03-01,78,286220.82,325008.14,-38787.32
2025-04-01,78,216076.84,626681.53,-410604.69
2025-05-01,78,263858.05,462090.75,-198232.7
2025-06-01,78,2321156.13,177565.32,2143590.81
2025-07-01,78,256644.85,385192.65,-128547.8
2025-08-01,78,306129.53,544518.5,-238388.97
2025-09-01,78,1834033.74,345271.6,1488762.14
2025-10-01,78,902647.4,391162.88,511484.52
2025-11-01,78,1512956.67,124912.06,1388044.61
2025-12-01,78,1397315.63,752685.01,644630.62
2025-01-01,79,1052585.85,134322.9,918262.95
2025-02-01,79,1404649.08,763700.9,640948.18
2025-03-01,79,1222355.96,494402.67,727953.29
2025-04-01,79,426069.72,651703.4,-225633.68
2025-05-01,79,901098.72,259502.35,641596.37
2025-06-01,79,883807.4,287642.94,596164.46
2025-07-01,79,356993.92,124418.76,232575.16
2025-08-01,79,846928.69,121894.72,725033.97
2025-09-01,79,2042079.13,149589.02,1892490.11
2025-10-01,79,1363506.23,769682.12,593824.11
2025-11-01,79,2052777.65,470583.26,1582194.39
2025-12-01,79,269145.98,683001.5,-413855.52
2025-01-01,80,1395595.11,293454.59,1102140.52
2025-02-01,80,818818.41,404587.31,414231.1
2025-03-01,80,1651085.42,270094.4,1380991.02
2025-04-01,80,1783039.91,347452.39,1435587.52
2025-05-01,80,396677.91,662538.44,-265860.53
2025-06-01,80,1826581.77,499235.59,1327346.18
2025-07-01,80,1162298.6,485444.29,676854.31
2025-08-01,80,1663464.25,507389.28,1156074.97
2025-09-01,80,398908.56,749421.47,-350512.91
2025-10-01,80,899358.72,204864.97,694493.75
2025-11-01,80,432999.38,288061.0,144938.38
2025-12-01,80,973802.27,775723.84,198078.43
2025-01-01,81,955306.3,213070.66,742235.64
2025-02-01,81,2392454.02,229819.16,2162634.86
2025-03-01,81,1950895.39,439777.76,1511117.63
2025-04-01,81,1885505.6,244170.97,1641334.63
2025-05-01,81,942154.15,224627.53,717526.62
2025-06-01,81,820338.58,501746.55,318592.03
2025-07-01,81,1686420.01,657502.19,1028917.82
2025-08-01,81,437901.72,639591.78,-201690.06
2025-09-01,81,883634.49,287739.52,595894.97
2025-10-01,81,1203620.63,694216.99,509403.64
2025-11-01,81,1585336.13,288881.61,1296454.52
2025-12-01,81,1720888.63,651065.38,1069823.25
2025-01-01,82,1195598.13,695159.02,500439.11
2025-02-01,82,1279423.96,591405.31,688018.65
2025-03-01,82,1963883.56,274246.8,1689636.76
2025-04-01,82,2376458.29,616690.11,1759768.18
2025-05-01,82,894440.6,784376.4,110064.2
2025-06-01,82,1233976.92,591145.82,642831.1
2025-07-01,82,822261.63,421806.85,400454.78
2025-08-01,82,375021.89,508003.97,-132982.08
2025-09-01,82,1771046.25,465597.98,1305448.27
2025-10-01,82,1788201.9,315271.46,1472930.44
2025-11-01,82,912601.67,400699.57,511902.1
2025-12-01,82,819944.54,392918.0,427026.54
2025-01-01,83,2065563.02,379205.05,1686357.97
2025-02-01,83,1286728.77,299654.29,987074.48
2025-03-01,83,2163164.37,543226.12,1619938.25
2025-04-01,83,1112879.49,111108.14,1001771.35
2025-05-01,83,1688419.01,483747.32,1204671.69
2025-06-01,83,2414555.93,510801.95,1903753.98
2025-07-01,83,987300.07,625711.71,361588.36
2025-08-01,83,1085733.59,247242.96,838490.63
2025-09-01,83,2058447.39,210415.0,1848032.39
2025-10-01,83,1240937.87,755483.76,485454.11
2025-11-01,83,650607.97,160798.18,489809.79
2025-12-01,83,356536.51,512865.51,-156329.0
2025-01-01,84,524936.07,750029.62,-225093.55
2025-02-01,84,1415143.2,183679.35,1231463.85
2025-03-01,84,1784156.59,284412.96,1499743.63
2025-04-01,84,400396.77,349919.33,50477.44
2025-05-01,84,2133728.83,148095.68,1985633.15
2025-06-01,84,1068548.54,301360.4,767188.14
2025-07-01,84,1952028.29,368249.76,1583778.53
2025-08-01,84,1928170.7,143287.16,1784883.54
2025-09-01,84,2281973.74,688984.3,1592989.44
2025-10-01,84,1282290.19,717227.88,565062.31
2025-11-01,84,1786864.74,726351.22,1060513.52
2025-12-01,84,1560979.72,777971.44,783008.28
2025-01-01,85,1105910.49,257403.14,848507.35
2025-02-01,85,754281.46,427470.53,326810.93
2025-03-01,85,783908.5,306317.52,477590.98
2025-04-01,85,1522500.29,290688.99,1231811.3
2025-05-01,85,477412.64,648143.89,-170731.25
2025-06-01,85,1416229.46,474305.7,941923.76
2025-07-01,85,1588107.01,663627.1,924479.91
2025-08-01,85,1112830.55,308134.94,804695.61
2025-09-01,85,1692067.93,725776.05,966291.88
2025-10-01,85,359963.42,559462.73,-199499.31
2025-11-01,85,267019.99,687947.12,-420927.13
2025-12-01,85,1479032.01,654105.43,824926.58
2025-01-01,86,294555.94,508852.8,-214296.86
2025-02-01,86,820289.94,465246.65,355043.29
2025-03-01,86,569683.24,654465.3,-84782.06
2025-04-01,86,2330256.8,161312.19,2168944.61
2025-05-01,86,1834055.24,495827.22,1338228.02
2025-06-01,86,2496950.52,314217.81,2182732.71
2025-07-01,86,1200323.28,532680.41,667642.87
2025-08-01,86,2405701.64,114749.12,2290952.52
2025-09-01,86,915877.48,701055.04,214822.44
2025-10-01,86,1553625.1,148795.32,1404829.78
2025-11-01,86,1365592.56,377473.54,988119.02
2025-12-01,86,1146935.14,561884.65,585050.49
2025-01-01,87,2233928.03,199659.71,2034268.32
2025-02-01,87,979434.35,744668.56,234765.79
2025-03-01,87,362790.8,669954.64,-307163.84
2025-04-01,87,203811.82,377728.61,-173916.79
2025-05-01,87,1537536.35,403501.19,1134035.16
2025-06-01,87,1687537.32,168535.28,1519002.04
2025-07-01,87,2366709.1,249300.18,2117408.92
2025-08-01,87,1271238.17,227936.31,1043301.86
2025-09-01,87,997206.79,738157.98,259048.81
2025-10-01,87,509210.53,635625.13,-126414.6
2025-11-01,87,1392601.26,712187.7,680413.56
2025-12-01,87,1767184.82,698406.77,1068778.05
2025-01-01,88,736361.24,413830.46,322530.78
2025-02-01,88,219256.0,585510.15,-366254.15
2025-03-01,88,1914182.06,183683.21,1730498.85
2025-04-01,88,747284.4,493378.04,253906.36
2025-05-01,88,1659801.31,206297.07,1453504.24
2025-06-01,88,2183759.24,399075.5,1784683.74
2025-07-01,88,1393779.28,413758.26,980021.02
2025-08-01,88,1135658.15,361498.88,774159.27
2025-09-01,88,936728.06,653852.63,282875.43
2025-10-01,88,1780943.98,453600.06,1327343.92
2025-11-01,88,1140238.02,604206.44,536031.58
2025-12-01,88,1329065.65,112842.88,1216222.77
2025-01-01,89,677866.84,276260.14,401606.7
2025-02-01,89,379172.07,352417.98,26754.09
2025-03-01,89,2156004.73,431721.94,1724282.79
2025-04-01,89,1642011.94,740081.32,901930.62
2025-05-01,89,529006.85,128721.49,400285.36
2025-06-01,89,880643.41,691206.96,189436.45
2025-07-01,89,2120846.0,229137.2,1891708.8
2025-08-01,89,214716.46,113749.95,100966.51
2025-09-01,89,2420998.87,281637.09,2139361.78
2025-10-01,89,1260630.69,195428.06,1065202.63
2025-11-01,89,1683291.13,523018.46,1160272.67
2025-12-01,89,1271914.35,517993.73,753920.62
2025-01-01,90,650797.19,580760.96,70036.23
2025-02-01,90,1403679.72,125824.17,1277855.55
2025-03-01,90,824234.41,498788.82,325445.59
2025-04-01,90,728394.64,562187.59,166207.05
2025-05-01,90,621637.81,136782.34,484855.47
2025-06-01,90,369898.63,604612.64,-234714.01
2025-07-01,90,743518.93,378917.37,364601.56
2025-08-01,90,291704.01,196088.28,95615.73
2025-09-01,90,706872.05,293900.85,412971.2
2025-10-01,90,273561.01,600293.02,-326732.01
2025-11-01,90,1837402.0,723555.8,1113846.2
2025-12-01,90,2207427.26,154579.49,2052847.77
2025-01-01,91,1981667.91,602818.78,1378849.13
2025-02-01,91,1130727.94,140371.05,990356.89
2025-03-01,91,514318.4,789689.15,-275370.75
2025-04-01,91,978478.86,619944.06,358534.8
2025-05-01,91,2382956.88,173855.3,2209101.58
2025-06-01,91,568432.98,490059.91,78373.07
2025-07-01,91,1832034.41,128819.35,1703215.06
2025-08-01,91,240826.91,490499.07,-249672.16
2025-09-01,91,939810.09,640043.63,299766.46
2025-10-01,91,1386569.13,786570.98,599998.15
2025-11-01,91,272711.97,403885.39,-131173.42
2025-12-01,91,2316652.51,667219.87,1649432.64
2025-01-01,92,2343988.35,177744.96,2166243.39
2025-02-01,92,2131182.8,731116.8,1400066.0
2025-03-01,92,1692353.43,363465.3,1328888.13
2025-04-01,92,366132.69,260654.97,105477.72
2025-05-01,92,1698797.24,756653.94,942143.3
2025-06-01,92,353865.9,146985.83,206880.07
2025-07-01,92,1009165.85,479058.83,530107.02
2025-08-01,92,1598309.34,627924.86,970384.48
2025-09-01,92,1904650.62,624582.34,1280068.28
2025-10-01,92,1660857.2,705192.27,955664.93
2025-11-01,92,2175811.11,721780.31,1454030.8
2025-12-01,92,1175895.4,626085.24,549810.16
2025-01-01,93,399943.73,428484.12,-28540.39
2025-02-01,93,650342.6,204532.59,445810.01
2025-03-01,93,1731881.09,514187.83,1217693.26
2025-04-01,93,710982.1,716675.66,-5693.56
