redemption_id,customer_id,reward_name,points_redeemed,redemption_date
2871,49440,Free Shipping Voucher,200,2025-06-10
2872,14045,Product Discount,500,2024-11-18
2873,41909,Free Shipping Voucher,200,2024-09-22
2874,44380,Gift Card $50,5000,2026-02-01
2875,35358,Gift Card $50,5000,2025-07-18
2876,43519,Gift Card $50,5000,2024-06-11
2877,41101,Free Shipping Voucher,200,2024-11-21
2878,20741,Gift Card $10,1000,2025-03-21
2879,13631,Product Discount,500,2025-09-15
2880,40764,Gift Card $50,5000,2024-11-18
2881,36634,Product Discount,500,2025-10-16
2882,29213,Free Shipping Voucher,200,2025-03-12
2883,4982,Free Shipping Voucher,200,2024-03-20
2884,20676,Free Shipping Voucher,200,2024-04-13
2885,49301,Gift Card $50,5000,2025-12-02
2886,30141,Free Shipping Voucher,200,2024-05-25
2887,43860,Free Shipping Voucher,200,2026-02-07
2888,9035,Gift Card $50,5000,2025-09-30
2889,4117,Gift Card $10,1000,2025-04-17
2890,4870,Gift Card $50,5000,2025-07-09
2891,43726,Gift Card $50,5000,2025-11-13
2892,23725,Product Discount,500,2025-01-15
2893,36018,Gift Card $10,1000,2025-04-10
2894,7948,Free Shipping Voucher,200,2024-03-14
2895,3355,Product Discount,500,2024-08-13
2896,27704,Gift Card $10,1000,2025-04-20
2897,39016,Gift Card $10,1000,2025-09-22
2898,16627,Product Discount,500,2025-06-30
2899,25110,Free Shipping Voucher,200,2024-12-13
2900,49234,Product Discount,500,2025-12-27
2901,15319,Gift Card $10,1000,2024-12-22
2902,26411,Product Discount,500,2024-06-05
2903,22033,Free Shipping Voucher,200,2024-07-29
2904,43497,Gift Card $50,5000,2024-09-04
2905,17822,Gift Card $10,1000,2025-03-10
2906,10,Gift Card $10,1000,2024-06-18
2907,4419,Free Shipping Voucher,200,2024-04-21
2908,17538,Gift Card $10,1000,2024-07-19
2909,18150,Gift Card $10,1000,2024-10-07
2910,16239,Free Shipping Voucher,200,2024-06-11
2911,23524,Free Shipping Voucher,200,2025-03-11
2912,10574,Product Discount,500,2025-08-15
2913,32997,Gift Card $10,1000,2025-10-16
2914,22608,Free Shipping Voucher,200,2026-01-17
2915,25602,Gift Card $10,1000,2024-08-31
2916,38115,Free Shipping Voucher,200,2025-09-05
2917,26891,Product Discount,500,2025-07-13
2918,4967,Gift Card $50,5000,2025-09-19
2919,24403,Gift Card $10,1000,2024-11-05
2920,42966,Free Shipping Voucher,200,2026-01-13
2921,47273,Gift Card $10,1000,2025-07-30
2922,30715,Product Discount,500,2025-08-18
2923,47330,Gift Card $10,1000,2025-08-27
2924,15689,Product Discount,500,2024-09-23
2925,46075,Free Shipping Voucher,200,2025-12-18
2926,23149,Gift Card $10,1000,2025-09-29
2927,21640,Gift Card $50,5000,2025-10-28
2928,10396,Product Discount,500,2025-06-19
2929,3630,Gift Card $50,5000,2026-01-12
2930,28482,Gift Card $10,1000,2024-11-07
2931,27688,Product Discount,500,2024-03-28
2932,46262,Gift Card $50,5000,2025-05-07
2933,48767,Product Discount,500,2024-07-28
2934,26226,Free Shipping Voucher,200,2025-07-17
2935,18083,Gift Card $10,1000,2025-12-02
2936,4184,Product Discount,500,2025-11-02
2937,10249,Gift Card $10,1000,2025-09-26
2938,43174,Product Discount,500,2025-09-19
2939,35473,Gift Card $50,5000,2024-02-27
2940,23824,Free Shipping Voucher,200,2025-08-04
2941,9620,Product Discount,500,2026-02-13
2942,13745,Gift Card $10,1000,2025-12-15
2943,2324,Product Discount,500,2026-01-10
2944,38426,Gift Card $50,5000,2024-10-08
2945,36277,Free Shipping Voucher,200,2026-02-25
2946,49297,Free Shipping Voucher,200,2025-04-26
2947,27396,Product Discount,500,2026-01-19
2948,8408,Gift Card $10,1000,2025-07-17
2949,39751,Gift Card $50,5000,2024-09-21
2950,44439,Gift Card $10,1000,2025-03-05
2951,2768,Gift Card $10,1000,2024-06-12
2952,15529,Gift Card $50,5000,2025-01-15
2953,13576,Product Discount,500,2025-05-06
2954,4232,Free Shipping Voucher,200,2025-12-19
2955,11545,Gift Card $50,5000,2025-01-01
2956,18471,Free Shipping Voucher,200,2024-05-19
2957,4600,Free Shipping Voucher,200,2025-06-24
2958,29497,Free Shipping Voucher,200,2025-04-22
2959,45852,Gift Card $50,5000,2025-05-29
2960,46444,Gift Card $10,1000,2025-04-10
2961,37163,Gift Card $10,1000,2024-11-09
2962,17006,Gift Card $10,1000,2025-02-07
2963,22921,Gift Card $50,5000,2024-06-12
2964,29850,Free Shipping Voucher,200,2025-04-08
2965,33808,Product Discount,500,2025-05-03
2966,22684,Gift Card $50,5000,2025-08-12
2967,34846,Product Discount,500,2025-04-17
2968,23517,Gift Card $10,1000,2025-11-28
2969,9730,Gift Card $50,5000,2024-10-27
2970,43841,Product Discount,500,2025-04-02
2971,9819,Gift Card $10,1000,2024-07-23
2972,30136,Product Discount,500,2025-06-01
2973,46831,Gift Card $50,5000,2024-10-08
2974,4247,Product Discount,500,2024-10-24
2975,12858,Free Shipping Voucher,200,2024-04-25
2976,13719,Product Discount,500,2025-11-20
2977,47919,Gift Card $10,1000,2024-08-02
2978,38316,Gift Card $50,5000,2024-10-03
2979,43177,Gift Card $50,5000,2025-03-11
2980,13018,Gift Card $10,1000,2025-11-04
2981,45997,Gift Card $50,5000,2026-01-01
2982,27674,Free Shipping Voucher,200,2025-01-22
2983,8434,Gift Card $10,1000,2025-04-14
2984,5521,Gift Card $50,5000,2025-11-27
2985,364,Gift Card $50,5000,2024-05-09
2986,37648,Free Shipping Voucher,200,2024-08-15
2987,23022,Gift Card $10,1000,2025-03-04
2988,22396,Free Shipping Voucher,200,2025-11-19
2989,9575,Gift Card $50,5000,2025-02-02
2990,31983,Product Discount,500,2025-06-22
2991,3926,Product Discount,500,2025-10-29
2992,3120,Gift Card $10,1000,2026-02-06
2993,27657,Gift Card $10,1000,2024-12-29
2994,42774,Free Shipping Voucher,200,2024-09-29
2995,37904,Product Discount,500,2025-04-20
2996,9182,Product Discount,500,2025-12-15
2997,46032,Product Discount,500,2025-08-17
2998,47128,Free Shipping Voucher,200,2024-09-28
2999,44691,Free Shipping Voucher,200,2025-07-29
3000,3324,Gift Card $10,1000,2025-04-18
3001,27805,Gift Card $10,1000,2025-08-25
3002,8941,Free Shipping Voucher,200,2025-05-09
3003,34596,Product Discount,500,2024-06-03
3004,2729,Gift Card $10,1000,2024-06-08
3005,39317,Product Discount,500,2025-02-24
3006,24997,Product Discount,500,2025-02-11
3007,37446,Product Discount,500,2025-07-16
3008,39079,Free Shipping Voucher,200,2025-07-12
3009,9856,Gift Card $10,1000,2025-03-05
3010,17546,Product Discount,500,2025-04-30
3011,14315,Gift Card $10,1000,2026-01-20
3012,15377,Free Shipping Voucher,200,2025-11-03
3013,19467,Free Shipping Voucher,200,2024-08-16
3014,32773,Free Shipping Voucher,200,2025-09-01
3015,11119,Gift Card $10,1000,2024-03-09
3016,28348,Free Shipping Voucher,200,2025-02-06
3017,10569,Free Shipping Voucher,200,2025-09-01
3018,3727,Gift Card $10,1000,2026-02-09
3019,45458,Gift Card $10,1000,2025-06-10
3020,25730,Gift Card $50,5000,2024-03-11
3021,38793,Product Discount,500,2026-01-24
3022,41727,Free Shipping Voucher,200,2024-08-13
3023,24749,Gift Card $50,5000,2024-12-06
3024,1511,Gift Card $10,1000,2024-07-19
3025,39528,Product Discount,500,2024-11-19
3026,2660,Gift Card $50,5000,2025-01-19
3027,9438,Gift Card $50,5000,2024-05-13
3028,4340,Gift Card $50,5000,2024-06-28
3029,12757,Product Discount,500,2025-12-31
3030,217,Gift Card $50,5000,2025-12-23
3031,42284,Free Shipping Voucher,200,2025-09-18
3032,9309,Gift Card $50,5000,2024-11-12
3033,16570,Gift Card $50,5000,2025-02-01
3034,44094,Product Discount,500,2024-06-06
3035,36119,Gift Card $50,5000,2024-10-28
3036,9754,Gift Card $10,1000,2025-12-24
3037,10107,Free Shipping Voucher,200,2024-09-19
3038,35703,Product Discount,500,2026-01-20
3039,14086,Gift Card $10,1000,2025-05-04
3040,10851,Free Shipping Voucher,200,2024-09-19
3041,43053,Gift Card $50,5000,2025-12-30
3042,22757,Gift Card $50,5000,2024-05-29
3043,6017,Gift Card $10,1000,2024-05-02
3044,24166,Gift Card $10,1000,2024-05-15
3045,9559,Gift Card $10,1000,2026-01-25
3046,17452,Gift Card $10,1000,2024-03-06
3047,42976,Gift Card $50,5000,2025-02-16
3048,26350,Gift Card $10,1000,2026-01-04
3049,32125,Free Shipping Voucher,200,2024-11-10
3050,46014,Gift Card $10,1000,2026-02-09
3051,24416,Gift Card $10,1000,2024-05-27
3052,10983,Free Shipping Voucher,200,2024-08-26
3053,35097,Gift Card $10,1000,2024-10-25
3054,2045,Gift Card $50,5000,2024-12-04
3055,453,Product Discount,500,2025-12-10
3056,22655,Free Shipping Voucher,200,2024-10-11
3057,39789,Gift Card $10,1000,2024-04-02
3058,39349,Gift Card $10,1000,2025-05-06
3059,22112,Free Shipping Voucher,200,2024-10-15
3060,42043,Gift Card $10,1000,2024-11-17
3061,22302,Product Discount,500,2025-10-28
3062,38928,Free Shipping Voucher,200,2024-06-13
3063,14295,Gift Card $50,5000,2025-04-22
3064,7323,Gift Card $50,5000,2025-06-23
3065,23150,Product Discount,500,2024-10-18
3066,22779,Free Shipping Voucher,200,2025-01-23
3067,33112,Product Discount,500,2024-06-23
3068,30883,Product Discount,500,2024-04-01
3069,13576,Gift Card $50,5000,2024-03-06
3070,33718,Product Discount,500,2024-09-02
3071,32330,Free Shipping Voucher,200,2024-03-12
3072,35521,Gift Card $50,5000,2024-04-13
3073,35988,Gift Card $50,5000,2025-06-16
3074,11476,Gift Card $10,1000,2024-03-11
3075,39258,Gift Card $50,5000,2024-11-04
3076,3733,Free Shipping Voucher,200,2024-06-03
3077,38263,Product Discount,500,2025-09-13
3078,14897,Product Discount,500,2025-01-14
3079,35878,Gift Card $10,1000,2025-06-28
3080,2251,Gift Card $10,1000,2024-09-27
3081,29525,Gift Card $10,1000,2025-11-07
3082,23877,Product Discount,500,2024-12-31
3083,47416,Free Shipping Voucher,200,2026-02-18
3084,11335,Free Shipping Voucher,200,2025-10-26
3085,27936,Free Shipping Voucher,200,2025-09-30
3086,42524,Gift Card $50,5000,2025-01-14
3087,6513,Product Discount,500,2025-12-14
3088,16378,Gift Card $10,1000,2024-09-02
3089,16493,Free Shipping Voucher,200,2025-12-23
3090,6418,Product Discount,500,2024-06-02
3091,11866,Gift Card $10,1000,2024-09-11
3092,49385,Gift Card $10,1000,2025-03-26
3093,38698,Gift Card $10,1000,2025-02-13
3094,29295,Product Discount,500,2025-12-09
3095,34194,Product Discount,500,2026-02-23
3096,29488,Free Shipping Voucher,200,2024-04-27
3097,8900,Gift Card $50,5000,2025-08-24
3098,48821,Product Discount,500,2025-08-10
3099,25133,Product Discount,500,2025-02-21
3100,14588,Gift Card $10,1000,2025-10-29
3101,24745,Gift Card $50,5000,2024-12-23
3102,6571,Gift Card $50,5000,2024-09-13
3103,38965,Gift Card $50,5000,2024-09-20
3104,20620,Free Shipping Voucher,200,2024-05-23
3105,31686,Gift Card $10,1000,2025-01-16
3106,43425,Free Shipping Voucher,200,2025-05-30
3107,35472,Product Discount,500,2025-08-11
3108,37138,Product Discount,500,2024-11-19
3109,11724,Gift Card $10,1000,2025-11-29
3110,42018,Free Shipping Voucher,200,2024-06-24
3111,38068,Product Discount,500,2026-02-22
3112,19442,Gift Card $50,5000,2025-09-19
3113,4532,Gift Card $10,1000,2024-12-16
3114,25482,Free Shipping Voucher,200,2025-12-10
3115,45879,Free Shipping Voucher,200,2024-09-27
3116,40203,Product Discount,500,2026-02-22
3117,121,Free Shipping Voucher,200,2024-11-16
3118,30479,Gift Card $50,5000,2024-09-05
3119,23335,Product Discount,500,2025-08-05
3120,35498,Gift Card $50,5000,2024-06-07
3121,23299,Product Discount,500,2025-06-07
3122,1756,Product Discount,500,2024-07-21
3123,48874,Gift Card $50,5000,2024-06-16
3124,36973,Gift Card $10,1000,2024-03-07
3125,37066,Free Shipping Voucher,200,2024-08-18
3126,44505,Gift Card $10,1000,2024-04-15
3127,4873,Product Discount,500,2024-12-01
3128,22331,Product Discount,500,2026-01-20
3129,25820,Gift Card $10,1000,2025-04-11
3130,41313,Product Discount,500,2024-04-07
3131,40957,Gift Card $10,1000,2024-09-30
3132,37138,Gift Card $50,5000,2025-08-28
3133,21571,Gift Card $10,1000,2025-01-28
3134,44843,Gift Card $10,1000,2025-05-24
3135,48564,Product Discount,500,2024-07-19
3136,7530,Product Discount,500,2024-03-04
3137,17048,Gift Card $10,1000,2024-09-09
3138,7985,Free Shipping Voucher,200,2024-07-26
3139,23930,Free Shipping Voucher,200,2024-08-17
3140,22378,Product Discount,500,2024-03-06
3141,40047,Gift Card $50,5000,2025-08-23
3142,23797,Free Shipping Voucher,200,2024-06-04
3143,34468,Gift Card $10,1000,2025-12-18
3144,47999,Gift Card $50,5000,2025-10-15
3145,20455,Free Shipping Voucher,200,2024-04-04
3146,9189,Product Discount,500,2025-12-27
3147,15433,Free Shipping Voucher,200,2025-11-14
3148,36312,Product Discount,500,2025-12-03
3149,29185,Product Discount,500,2024-09-19
3150,4887,Gift Card $10,1000,2026-02-07
3151,17529,Product Discount,500,2025-11-02
3152,21763,Gift Card $50,5000,2025-12-20
3153,34161,Product Discount,500,2024-11-20
3154,22436,Free Shipping Voucher,200,2024-03-29
3155,42846,Gift Card $10,1000,2026-01-23
3156,5493,Free Shipping Voucher,200,2024-11-23
3157,46410,Product Discount,500,2024-12-12
3158,11203,Gift Card $50,5000,2024-04-06
3159,18528,Free Shipping Voucher,200,2025-10-03
3160,48543,Gift Card $50,5000,2024-09-16
3161,35090,Gift Card $50,5000,2024-06-02
3162,45158,Product Discount,500,2025-12-05
3163,4424,Gift Card $10,1000,2024-10-17
3164,5465,Gift Card $50,5000,2025-06-12
3165,44135,Free Shipping Voucher,200,2024-11-26
3166,23029,Gift Card $50,5000,2025-04-30
3167,7937,Gift Card $50,5000,2024-07-25
3168,27886,Gift Card $10,1000,2026-01-07
3169,16087,Product Discount,500,2024-09-13
3170,6706,Free Shipping Voucher,200,2024-11-16
3171,8314,Gift Card $10,1000,2025-01-20
3172,34191,Free Shipping Voucher,200,2025-02-01
3173,3282,Gift Card $50,5000,2025-09-08
3174,34127,Product Discount,500,2024-04-05
3175,35140,Gift Card $10,1000,2025-12-27
3176,14499,Gift Card $10,1000,2024-12-14
3177,21923,Free Shipping Voucher,200,2025-03-26
3178,7895,Product Discount,500,2025-12-24
3179,17017,Gift Card $50,5000,2025-08-15
3180,21314,Gift Card $50,5000,2025-12-28
3181,38528,Gift Card $10,1000,2025-12-31
3182,35478,Product Discount,500,2025-11-16
3183,36390,Free Shipping Voucher,200,2024-06-26
3184,12423,Gift Card $50,5000,2025-04-01
3185,26137,Gift Card $10,1000,2025-05-31
3186,12967,Gift Card $50,5000,2025-12-23
3187,39297,Gift Card $10,1000,2024-10-19
3188,36395,Gift Card $50,5000,2025-04-10
3189,27267,Gift Card $10,1000,2026-01-28
3190,36180,Gift Card $10,1000,2024-05-31
3191,10108,Gift Card $10,1000,2025-10-19
3192,21183,Product Discount,500,2025-09-22
3193,12692,Gift Card $10,1000,2026-02-16
3194,46193,Gift Card $50,5000,2025-04-03
3195,41343,Free Shipping Voucher,200,2024-03-08
3196,337,Free Shipping Voucher,200,2026-02-17
3197,46122,Free Shipping Voucher,200,2025-05-03
3198,6196,Gift Card $10,1000,2025-01-15
3199,9048,Gift Card $50,5000,2025-10-28
3200,3362,Gift Card $50,5000,2025-09-14
3201,38711,Gift Card $10,1000,2025-09-18
3202,35068,Gift Card $50,5000,2025-01-07
3203,40785,Product Discount,500,2025-10-11
3204,24697,Product Discount,500,2024-07-15
3205,17710,Gift Card $50,5000,2025-05-09
3206,45562,Gift Card $50,5000,2025-05-29
3207,37397,Gift Card $50,5000,2024-10-27
3208,28715,Gift Card $50,5000,2024-05-22
3209,21911,Free Shipping Voucher,200,2025-06-25
3210,30696,Product Discount,500,2024-09-21
3211,8092,Free Shipping Voucher,200,2025-01-29
3212,44135,Free Shipping Voucher,200,2025-10-26
3213,18608,Gift Card $50,5000,2025-11-24
3214,34485,Gift Card $50,5000,2025-01-15
3215,48398,Product Discount,500,2025-10-08
3216,2768,Free Shipping Voucher,200,2025-02-13
3217,13804,Product Discount,500,2024-04-20
3218,49278,Free Shipping Voucher,200,2024-04-09
3219,32359,Free Shipping Voucher,200,2026-01-02
3220,19983,Gift Card $50,5000,2024-09-21
3221,3852,Product Discount,500,2025-03-20
3222,46705,Gift Card $10,1000,2025-09-17
3223,18482,Product Discount,500,2024-09-12
3224,18350,Gift Card $50,5000,2025-08-22
3225,29657,Product Discount,500,2024-09-28
3226,10426,Product Discount,500,2024-08-28
3227,25278,Free Shipping Voucher,200,2025-05-08
3228,2029,Gift Card $50,5000,2024-12-22
3229,12202,Gift Card $10,1000,2024-10-09
3230,36417,Gift Card $50,5000,2024-03-31
3231,21568,Free Shipping Voucher,200,2025-01-20
3232,32792,Gift Card $50,5000,2024-10-01
3233,13004,Product Discount,500,2025-06-01
3234,42339,Gift Card $50,5000,2024-09-09
3235,1681,Free Shipping Voucher,200,2024-07-15
3236,1676,Gift Card $50,5000,2024-03-06
3237,16928,Gift Card $10,1000,2024-06-03
3238,18165,Gift Card $10,1000,2024-10-30
3239,6726,Gift Card $50,5000,2025-06-04
3240,25548,Free Shipping Voucher,200,2025-07-19
3241,21178,Gift Card $10,1000,2025-09-19
3242,35470,Gift Card $50,5000,2026-01-06
3243,43090,Free Shipping Voucher,200,2025-06-16
3244,23289,Gift Card $10,1000,2025-07-20
3245,11317,Product Discount,500,2025-02-13
3246,12640,Product Discount,500,2024-05-25
3247,7737,Gift Card $10,1000,2025-04-25
3248,38373,Gift Card $10,1000,2025-11-06
3249,29204,Gift Card $50,5000,2025-03-28
3250,34182,Gift Card $50,5000,2025-02-07
3251,24027,Product Discount,500,2025-10-15
3252,44500,Gift Card $10,1000,2024-05-10
3253,33770,Free Shipping Voucher,200,2025-11-29
3254,1120,Free Shipping Voucher,200,2025-05-17
3255,48162,Product Discount,500,2024-08-20
3256,5012,Gift Card $10,1000,2024-12-12
3257,17711,Product Discount,500,2024-08-13
3258,4814,Product Discount,500,2026-01-05
3259,43325,Free Shipping Voucher,200,2026-01-31
3260,4291,Product Discount,500,2025-09-17
3261,31473,Gift Card $50,5000,2025-02-02
3262,16558,Gift Card $50,5000,2025-07-24
3263,19585,Gift Card $50,5000,2024-09-08
3264,43036,Gift Card $10,1000,2024-04-27
3265,33027,Gift Card $50,5000,2025-02-01
3266,926,Gift Card $10,1000,2025-08-07
3267,29977,Product Discount,500,2025-12-12
3268,15322,Gift Card $10,1000,2026-01-19
3269,24721,Gift Card $50,5000,2026-01-04
3270,33744,Gift Card $50,5000,2024-12-02
3271,14151,Free Shipping Voucher,200,2025-05-12
3272,43112,Product Discount,500,2024-05-27
3273,11428,Free Shipping Voucher,200,2024-07-28
3274,14939,Free Shipping Voucher,200,2024-12-21
3275,45980,Free Shipping Voucher,200,2024-08-19
3276,48765,Gift Card $10,1000,2025-05-29
3277,10980,Free Shipping Voucher,200,2025-05-04
3278,32290,Gift Card $10,1000,2024-10-09
3279,39517,Gift Card $50,5000,2025-03-30
3280,17107,Gift Card $50,5000,2024-02-27
3281,3656,Product Discount,500,2025-07-15
3282,20941,Free Shipping Voucher,200,2025-02-15
3283,29057,Gift Card $50,5000,2025-11-15
3284,38565,Gift Card $10,1000,2026-02-08
3285,24733,Product Discount,500,2024-05-13
3286,664,Free Shipping Voucher,200,2025-09-26
3287,13728,Gift Card $10,1000,2025-06-26
3288,29311,Gift Card $10,1000,2025-05-11
3289,39684,Gift Card $10,1000,2024-05-10
3290,4525,Gift Card $50,5000,2026-01-28
3291,22632,Gift Card $10,1000,2026-01-20
3292,16324,Gift Card $10,1000,2024-10-28
3293,13561,Free Shipping Voucher,200,2025-06-18
3294,15125,Product Discount,500,2024-10-18
3295,20559,Gift Card $10,1000,2025-06-11
3296,39312,Product Discount,500,2025-08-04
3297,5636,Gift Card $10,1000,2024-03-15
3298,2307,Product Discount,500,2024-12-02
3299,36241,Gift Card $50,5000,2024-11-09
3300,6226,Gift Card $10,1000,2024-10-02
3301,22850,Gift Card $10,1000,2024-10-31
3302,34720,Gift Card $50,5000,2025-07-24
3303,36284,Gift Card $10,1000,2025-04-21
3304,29076,Gift Card $10,1000,2026-01-30
3305,13398,Product Discount,500,2024-03-28
3306,19878,Free Shipping Voucher,200,2025-08-18
3307,11003,Product Discount,500,2026-01-29
3308,23602,Free Shipping Voucher,200,2024-07-03
3309,45226,Gift Card $10,1000,2024-09-04
3310,41093,Free Shipping Voucher,200,2024-10-09
3311,8418,Free Shipping Voucher,200,2024-09-11
3312,12200,Product Discount,500,2025-07-22
3313,49724,Product Discount,500,2024-12-06
3314,16238,Free Shipping Voucher,200,2026-01-23
3315,18665,Gift Card $50,5000,2025-04-17
3316,46832,Gift Card $10,1000,2024-11-14
3317,28079,Gift Card $50,5000,2025-10-26
3318,47927,Gift Card $10,1000,2024-05-11
3319,15419,Free Shipping Voucher,200,2025-06-21
3320,10411,Free Shipping Voucher,200,2024-08-13
3321,42010,Gift Card $10,1000,2025-02-16
3322,22946,Gift Card $50,5000,2024-12-07
3323,35148,Free Shipping Voucher,200,2025-09-12
3324,26918,Free Shipping Voucher,200,2024-05-17
3325,9063,Free Shipping Voucher,200,2025-01-16
3326,26180,Product Discount,500,2025-10-16
3327,24125,Product Discount,500,2026-02-15
3328,31790,Product Discount,500,2025-03-06
3329,24432,Free Shipping Voucher,200,2025-10-02
3330,20222,Free Shipping Voucher,200,2025-08-30
3331,28133,Gift Card $10,1000,2026-01-12
3332,40915,Product Discount,500,2024-04-23
3333,15435,Product Discount,500,2026-02-04
3334,2359,Free Shipping Voucher,200,2025-03-31
3335,44789,Gift Card $10,1000,2025-06-09
3336,46395,Product Discount,500,2024-07-23
3337,19058,Free Shipping Voucher,200,2025-03-07
3338,5979,Gift Card $50,5000,2025-05-22
3339,21095,Gift Card $50,5000,2026-01-17
3340,31864,Product Discount,500,2025-09-02
3341,31856,Free Shipping Voucher,200,2026-01-15
3342,41107,Gift Card $50,5000,2025-04-15
3343,43274,Gift Card $10,1000,2025-09-30
3344,41032,Free Shipping Voucher,200,2025-05-23
3345,40234,Gift Card $50,5000,2024-02-28
3346,28440,Gift Card $50,5000,2025-10-30
3347,23135,Gift Card $50,5000,2025-11-07
3348,1801,Gift Card $50,5000,2026-01-02
3349,7308,Gift Card $10,1000,2025-11-03
3350,37232,Product Discount,500,2025-07-02
3351,26685,Product Discount,500,2024-10-31
3352,26723,Gift Card $10,1000,2024-09-13
3353,27348,Gift Card $10,1000,2025-10-26
3354,14813,Gift Card $10,1000,2024-12-21
3355,17633,Product Discount,500,2024-08-30
3356,35081,Free Shipping Voucher,200,2024-04-26
3357,650,Gift Card $10,1000,2025-02-14
3358,11643,Free Shipping Voucher,200,2025-03-22
3359,48506,Product Discount,500,2024-04-28
3360,47176,Free Shipping Voucher,200,2024-03-11
3361,31788,Gift Card $10,1000,2024-05-15
3362,34024,Gift Card $10,1000,2025-08-08
3363,31577,Product Discount,500,2024-08-07
3364,4865,Gift Card $10,1000,2024-09-06
3365,4552,Gift Card $50,5000,2024-12-31
3366,19999,Gift Card $50,5000,2025-10-31
3367,18976,Product Discount,500,2024-05-23
3368,13454,Product Discount,500,2024-06-18
3369,8115,Product Discount,500,2025-11-21
3370,9979,Free Shipping Voucher,200,2026-02-18
3371,25670,Product Discount,500,2025-12-02
3372,33942,Gift Card $50,5000,2024-06-03
3373,10393,Gift Card $10,1000,2025-04-29
3374,40991,Gift Card $50,5000,2025-10-17
3375,42830,Free Shipping Voucher,200,2025-10-30
3376,16831,Product Discount,500,2024-03-12
3377,8527,Gift Card $50,5000,2024-03-03
3378,9715,Product Discount,500,2024-05-18
3379,7564,Free Shipping Voucher,200,2025-05-30
3380,16511,Gift Card $10,1000,2025-10-16
3381,33942,Product Discount,500,2024-07-11
3382,44797,Product Discount,500,2024-08-09
3383,29807,Gift Card $10,1000,2025-09-09
3384,13432,Gift Card $50,5000,2024-10-19
3385,15423,Gift Card $50,5000,2024-04-23
3386,11066,Gift Card $10,1000,2026-02-15
3387,40546,Gift Card $10,1000,2024-02-26
3388,36073,Product Discount,500,2024-07-29
3389,46678,Product Discount,500,2025-10-30
3390,12502,Gift Card $10,1000,2026-02-13
3391,46842,Product Discount,500,2025-09-06
3392,47470,Gift Card $10,1000,2024-09-02
3393,47841,Product Discount,500,2024-10-09
3394,35079,Gift Card $50,5000,2025-10-25
3395,9147,Product Discount,500,2025-01-16
3396,10745,Free Shipping Voucher,200,2025-10-21
3397,7460,Gift Card $50,5000,2024-06-03
3398,28994,Gift Card $50,5000,2024-08-12
3399,19245,Free Shipping Voucher,200,2025-11-30
3400,7952,Gift Card $50,5000,2025-04-16
3401,33553,Free Shipping Voucher,200,2024-05-29
3402,41842,Gift Card $10,1000,2024-09-28
3403,4388,Gift Card $10,1000,2024-03-06
3404,45974,Product Discount,500,2024-07-18
3405,34676,Gift Card $50,5000,2024-07-21
3406,31526,Gift Card $50,5000,2025-01-10
3407,19421,Product Discount,500,2024-09-11
3408,14944,Free Shipping Voucher,200,2026-01-07
3409,10433,Free Shipping Voucher,200,2024-09-12
3410,10331,Free Shipping Voucher,200,2025-07-09
3411,25668,Gift Card $50,5000,2024-05-25
3412,32573,Free Shipping Voucher,200,2026-02-07
3413,12984,Gift Card $50,5000,2024-08-30
3414,37280,Product Discount,500,2025-08-26
3415,16196,Gift Card $10,1000,2025-12-05
3416,21125,Gift Card $10,1000,2024-10-25
3417,8533,Gift Card $50,5000,2025-10-19
3418,7529,Gift Card $50,5000,2024-08-27
3419,13096,Gift Card $10,1000,2024-06-14
3420,44616,Gift Card $10,1000,2024-09-10
3421,9480,Product Discount,500,2024-03-26
3422,29298,Gift Card $50,5000,2025-10-23
3423,19461,Gift Card $10,1000,2025-11-26
3424,49172,Free Shipping Voucher,200,2025-06-06
3425,38594,Gift Card $50,5000,2025-06-01
3426,29997,Gift Card $10,1000,2024-03-15
3427,25255,Product Discount,500,2026-02-14
3428,30276,Gift Card $50,5000,2025-12-27
3429,640,Gift Card $50,5000,2025-02-18
3430,43843,Product Discount,500,2024-08-07
3431,228,Free Shipping Voucher,200,2025-02-11
3432,38916,Gift Card $50,5000,2024-07-12
3433,39405,Gift Card $50,5000,2024-12-18
3434,37985,Product Discount,500,2024-08-26
3435,10729,Gift Card $50,5000,2024-08-30
3436,13436,Free Shipping Voucher,200,2026-01-21
3437,39551,Product Discount,500,2024-06-17
3438,19788,Gift Card $50,5000,2024-10-29
3439,17112,Gift Card $50,5000,2025-02-24
3440,18459,Free Shipping Voucher,200,2024-06-08
3441,9432,Gift Card $10,1000,2026-01-26
3442,22134,Free Shipping Voucher,200,2024-03-08
3443,45823,Product Discount,500,2026-01-27
3444,41705,Product Discount,500,2025-07-18
3445,9134,Product Discount,500,2024-03-01
3446,27253,Product Discount,500,2024-07-25
3447,40615,Free Shipping Voucher,200,2025-05-13
3448,33966,Gift Card $50,5000,2024-05-27
3449,13232,Product Discount,500,2025-10-20
3450,24936,Product Discount,500,2025-09-08
3451,10108,Gift Card $50,5000,2024-10-01
3452,24639,Gift Card $10,1000,2025-10-08
3453,49929,Gift Card $10,1000,2025-04-18
3454,47586,Free Shipping Voucher,200,2024-08-21
3455,49030,Product Discount,500,2025-04-10
3456,14691,Product Discount,500,2025-02-19
3457,37828,Free Shipping Voucher,200,2024-07-18
3458,27454,Gift Card $50,5000,2024-08-09
3459,28808,Gift Card $10,1000,2025-06-09
