return_id,order_id,prod_id,return_date,reason,refund_amount
1815,36307,4734,2024-12-03,Not liked,1730.43
1816,36339,2049,2025-06-02,Wrong Item,5530.02
1817,36353,513,2026-02-27,Wrong Item,127006.54
1818,36378,5605,2024-07-10,Wrong Item,44615.23
1819,36411,5585,2024-05-02,Wrong Item,5675.24
1820,36435,2803,2024-10-09,Defective,1046.37
1821,36437,522,2024-05-09,Not liked,93898.73
1822,36448,5713,2024-09-09,Wrong Item,26562.39
1823,36508,3284,2025-10-29,Defective,750.98
1824,36529,1007,2024-06-19,Not liked,6482.92
1825,36578,5010,2025-05-20,Size issue,1106.01
1826,36612,5334,2024-06-01,Size issue,6612.82
1827,36617,455,2025-02-08,Not liked,129607.16
1828,36641,1313,2025-12-03,Not liked,8281.28
1829,36675,4025,2024-05-16,Not liked,12095.21
1830,36714,4681,2025-07-23,Defective,7859.67
1831,36716,6003,2024-08-16,Defective,26715.9
1832,36759,5082,2025-06-27,Not liked,208.88
1833,36769,764,2024-03-01,Wrong Item,73580.0
1834,36833,4348,2025-07-06,Wrong Item,1979.3
1835,36874,1738,2024-02-06,Size issue,8166.33
1836,36895,1903,2024-06-14,Size issue,19240.36
1837,36913,451,2024-10-11,Size issue,91975.17
1838,36916,213,2024-11-24,Wrong Item,31261.71
1839,36929,2192,2024-09-18,Size issue,13597.37
1840,36991,3143,2025-10-21,Size issue,945.77
1841,37072,4158,2024-02-21,Not liked,12539.48
1842,37122,1438,2025-08-29,Not liked,7091.18
1843,37145,3481,2025-09-11,Size issue,1982.75
1844,37166,5026,2025-12-15,Defective,793.13
1845,37169,4147,2025-04-24,Wrong Item,5131.72
1846,37172,5340,2024-05-09,Size issue,10463.42
1847,37177,1071,2025-11-30,Wrong Item,8565.78
1848,37181,2940,2025-08-30,Wrong Item,3321.14
1849,37201,194,2024-04-09,Not liked,96391.27
1850,37205,4785,2024-05-03,Size issue,184.15
1851,37245,5056,2025-06-27,Defective,1659.01
1852,37276,375,2025-05-23,Not liked,31386.38
1853,37309,2861,2024-09-03,Not liked,4509.88
1854,37314,1781,2024-10-02,Defective,25249.18
1855,37358,144,2024-06-04,Size issue,55920.76
1856,37375,672,2024-05-17,Wrong Item,19752.52
1857,37401,1114,2024-06-12,Wrong Item,2340.09
1858,37417,1169,2024-11-03,Size issue,5781.32
1859,37456,5783,2026-01-20,Wrong Item,28805.13
1860,37457,3024,2025-12-20,Wrong Item,1371.81
1861,37483,1378,2025-07-12,Not liked,381.48
1862,37506,5227,2025-07-01,Not liked,14934.26
1863,37536,2331,2025-04-10,Defective,4510.82
1864,37583,5935,2024-09-23,Wrong Item,18178.16
1865,37600,3976,2024-04-04,Wrong Item,13728.97
1866,37629,5908,2025-05-12,Defective,15829.17
1867,37631,829,2024-02-24,Not liked,601.35
1868,37655,788,2024-10-07,Defective,74738.08
1869,37697,950,2026-02-15,Size issue,6722.49
1870,37706,1901,2025-06-15,Wrong Item,15609.75
1871,37708,1670,2024-01-25,Size issue,7622.72
1872,37761,3053,2025-02-24,Defective,1028.23
1873,37771,4853,2025-01-27,Defective,189.38
1874,37780,5863,2025-08-03,Wrong Item,23575.46
1875,37782,4486,2026-02-20,Not liked,7099.67
1876,37798,1792,2025-03-20,Not liked,3649.82
1877,37831,908,2024-07-06,Defective,3168.09
1878,37849,2593,2025-06-19,Size issue,3563.49
1879,37854,1031,2024-05-22,Size issue,7012.45
1880,37883,2366,2024-10-04,Size issue,2200.3
1881,37895,1203,2024-04-05,Defective,5535.69
1882,37901,1418,2025-03-02,Defective,6076.06
1883,37919,4932,2025-01-11,Size issue,1440.41
1884,37921,1243,2024-12-11,Size issue,3285.11
1885,37997,4397,2024-08-16,Wrong Item,5847.5
1886,37998,2612,2024-04-23,Wrong Item,448.55
1887,38011,2986,2025-07-03,Defective,2258.82
1888,38062,4208,2024-01-23,Size issue,11566.03
1889,38079,5101,2024-01-25,Not liked,1019.36
1890,38081,1259,2024-05-14,Defective,2732.01
1891,38084,3923,2024-01-15,Defective,14386.82
1892,38146,1513,2025-05-11,Wrong Item,1938.49
1893,38151,5009,2026-02-15,Wrong Item,1674.75
1894,38184,1037,2026-01-20,Size issue,6100.21
1895,38220,3614,2025-07-13,Size issue,1220.13
1896,38228,557,2024-11-03,Wrong Item,34814.71
1897,38267,2921,2024-05-05,Not liked,1179.52
1898,38283,5861,2024-04-29,Wrong Item,39209.26
1899,38312,2721,2025-06-16,Wrong Item,2170.14
1900,38321,119,2025-05-30,Not liked,8787.41
1901,38344,5240,2024-03-05,Defective,9362.88
1902,38379,373,2025-07-01,Wrong Item,79253.29
1903,38390,3947,2024-11-22,Defective,5533.99
1904,38411,3658,2024-03-11,Not liked,751.58
1905,38412,1844,2025-09-19,Not liked,27848.01
1906,38421,2387,2024-06-23,Size issue,844.67
1907,38424,3107,2025-05-10,Wrong Item,729.75
1908,38426,3800,2024-05-23,Size issue,10947.51
1909,38445,1121,2024-10-14,Size issue,9860.47
1910,38465,4891,2025-09-21,Wrong Item,1591.69
1911,38473,3414,2024-12-02,Wrong Item,951.49
1912,38489,5383,2025-09-01,Wrong Item,8270.96
1913,38494,3397,2025-07-27,Defective,718.19
1914,38506,5661,2024-12-10,Defective,29858.3
1915,38577,2411,2025-01-01,Defective,1396.65
1916,38594,2046,2025-01-26,Wrong Item,2056.43
1917,38613,1552,2025-02-09,Size issue,3580.34
1918,38616,5858,2026-03-06,Size issue,26536.86
1919,38639,281,2025-01-24,Defective,92327.76
1920,38649,4129,2024-07-16,Defective,5092.69
1921,38655,4618,2025-05-08,Defective,7808.69
1922,38694,801,2025-04-16,Not liked,74247.9
1923,38715,5038,2024-04-19,Size issue,1147.39
1924,38728,4715,2024-10-04,Not liked,6111.21
1925,38739,5788,2024-12-09,Defective,36507.63
1926,38770,2175,2025-12-27,Not liked,27443.76
1927,38870,4139,2025-03-21,Wrong Item,12903.19
1928,38882,2798,2025-03-26,Wrong Item,1382.03
1929,38896,1903,2024-03-02,Wrong Item,19240.36
1930,38905,2442,2025-09-10,Wrong Item,1895.66
1931,38908,2469,2024-01-17,Wrong Item,1069.65
1932,38943,4567,2024-06-08,Not liked,276.37
1933,38953,580,2024-10-21,Wrong Item,109071.21
1934,38963,1280,2024-03-29,Not liked,3002.3
1935,38991,1149,2025-11-04,Defective,5198.64
1936,39007,3568,2025-02-02,Wrong Item,1634.82
1937,39014,1627,2024-10-19,Not liked,1559.58
1938,39043,3120,2024-07-12,Size issue,1574.03
1939,39047,2910,2025-01-21,Size issue,2283.06
1940,39053,3243,2024-08-30,Defective,1084.55
1941,39074,5566,2026-03-09,Wrong Item,14971.14
1942,39091,1641,2025-03-05,Size issue,330.23
1943,39115,4921,2024-02-27,Defective,1986.59
1944,39122,1407,2024-02-04,Wrong Item,4252.41
1945,39131,3703,2025-04-23,Defective,14997.3
1946,39145,1587,2024-06-01,Size issue,7639.95
1947,39174,3589,2024-08-18,Size issue,1730.55
1948,39180,4217,2025-11-30,Not liked,11781.58
1949,39181,1336,2025-02-21,Not liked,9986.08
1950,39250,3866,2025-01-07,Size issue,1694.53
1951,39264,3528,2024-03-15,Size issue,187.52
1952,39267,3198,2025-09-22,Defective,1624.19
1953,39274,2396,2024-04-20,Size issue,2591.95
1954,39278,4342,2024-04-04,Not liked,9149.88
1955,39279,5260,2025-12-26,Size issue,4743.55
1956,39304,5158,2025-01-16,Wrong Item,14066.69
1957,39312,5126,2025-11-07,Size issue,1326.08
1958,39323,5163,2024-11-16,Size issue,6009.76
1959,39349,2336,2024-07-11,Size issue,3503.81
1960,39359,3571,2024-08-08,Wrong Item,1436.37
1961,39363,4177,2025-01-06,Size issue,10698.75
1962,39368,2747,2025-12-30,Not liked,566.94
1963,39393,814,2025-05-04,Size issue,113815.84
1964,39396,5788,2025-06-13,Wrong Item,36507.63
1965,39438,5584,2025-04-26,Wrong Item,10218.28
1966,39469,5428,2025-12-24,Not liked,13153.33
1967,39480,4802,2024-10-17,Defective,1824.44
1968,39510,3980,2025-03-05,Defective,5967.76
1969,39537,5037,2025-08-02,Wrong Item,1102.6
1970,39585,3309,2025-09-29,Not liked,1028.08
1971,39586,6004,2025-03-25,Defective,40556.75
1972,39664,1903,2024-10-07,Wrong Item,19240.36
1973,39700,450,2025-11-08,Not liked,112270.0
1974,39706,2816,2024-05-11,Defective,4775.48
1975,39760,5127,2024-02-24,Wrong Item,624.18
1976,39768,4874,2024-04-20,Size issue,133.13
1977,39784,3910,2025-02-28,Defective,8525.31
1978,39786,1988,2024-07-09,Defective,32603.34
1979,39796,3021,2024-01-24,Not liked,133.88
1980,39809,4450,2025-03-22,Wrong Item,3636.03
1981,39854,2313,2026-01-24,Size issue,8689.5
1982,39868,5175,2025-11-19,Wrong Item,6613.62
1983,39887,3740,2025-06-15,Wrong Item,2560.95
1984,39928,5948,2024-12-04,Size issue,12366.76
1985,39974,5912,2026-02-10,Size issue,32041.55
1986,39981,1043,2024-12-25,Size issue,2190.51
1987,39982,5312,2024-07-17,Size issue,12001.96
1988,39986,5531,2024-09-28,Wrong Item,6133.91
1989,39997,2569,2025-04-23,Not liked,3668.17
1990,40018,3610,2025-09-11,Wrong Item,970.88
1991,40037,2144,2025-12-14,Defective,1280.29
1992,40042,2651,2025-04-07,Wrong Item,2326.39
1993,40043,890,2024-06-19,Not liked,4899.2
1994,40057,5467,2025-02-02,Not liked,9638.83
1995,40058,5896,2025-10-29,Size issue,33023.73
1996,40079,2710,2025-05-28,Size issue,4930.59
1997,40109,2276,2024-12-17,Wrong Item,24699.25
1998,40154,4915,2024-05-19,Size issue,733.62
1999,40198,4916,2026-01-06,Not liked,354.94
2000,40222,89,2025-04-20,Defective,60422.08
2001,40271,5342,2024-12-06,Defective,13288.44
2002,40272,5281,2026-01-03,Not liked,6659.44
2003,40278,1982,2025-06-12,Size issue,2978.95
2004,40279,1155,2025-05-02,Wrong Item,1730.88
2005,40290,192,2025-11-01,Wrong Item,26309.88
2006,40292,2347,2025-09-26,Not liked,2629.68
2007,40293,5259,2024-03-12,Wrong Item,4424.66
2008,40299,4646,2025-12-02,Size issue,4400.64
2009,40318,5437,2025-04-23,Not liked,7241.91
2010,40324,4482,2025-04-07,Size issue,2276.31
2011,40327,2476,2025-06-30,Defective,4981.98
2012,40357,484,2025-01-08,Wrong Item,57659.56
2013,40373,4340,2025-04-26,Not liked,2066.87
2014,40384,5251,2024-08-29,Size issue,10017.73
2015,40412,2653,2024-07-04,Size issue,4180.12
2016,40445,5447,2024-03-26,Wrong Item,7569.54
2017,40461,652,2025-06-22,Wrong Item,10805.67
2018,40464,4559,2025-08-16,Defective,7883.29
2019,40466,2952,2025-01-09,Wrong Item,3352.73
2020,40473,4711,2025-11-21,Not liked,5822.64
2021,40475,2408,2025-01-25,Defective,4462.73
2022,40490,5379,2024-01-29,Size issue,1993.97
2023,40513,4734,2025-01-25,Not liked,1730.43
2024,40519,2108,2025-08-04,Not liked,31209.69
2025,40534,1316,2024-10-24,Not liked,1865.71
2026,40565,1835,2025-03-19,Defective,22242.41
2027,40568,3983,2025-03-28,Defective,617.56
2028,40583,2749,2024-11-02,Not liked,1477.86
2029,40590,3529,2025-11-26,Size issue,57.17
2030,40601,390,2024-04-08,Not liked,104944.57
2031,40648,2806,2024-05-31,Wrong Item,138.86
2032,40701,958,2025-11-25,Wrong Item,4125.32
2033,40772,5491,2025-10-30,Not liked,6597.71
2034,40802,5299,2025-06-12,Not liked,8367.85
2035,40803,5424,2025-07-21,Size issue,14814.2
2036,40833,3097,2024-11-01,Not liked,1287.89
2037,40836,739,2026-02-22,Wrong Item,15532.49
2038,40874,4895,2025-08-01,Size issue,1146.33
2039,40879,332,2024-09-28,Not liked,91587.93
2040,40913,231,2025-01-31,Size issue,23008.41
2041,40931,2628,2024-11-03,Wrong Item,931.4
2042,40934,1990,2024-04-25,Defective,34954.11
2043,40957,2495,2025-11-12,Defective,4772.57
2044,40968,4704,2025-08-08,Wrong Item,4352.49
2045,40974,633,2025-01-20,Wrong Item,18628.21
2046,40981,1191,2025-02-23,Not liked,1449.84
2047,40993,1208,2025-05-29,Size issue,7778.88
2048,41009,5387,2024-09-28,Defective,6866.44
2049,41029,3238,2026-02-11,Defective,950.32
2050,41060,3898,2024-11-24,Not liked,12351.3
2051,41070,3098,2025-08-23,Size issue,1562.61
2052,41086,1069,2025-09-21,Size issue,4120.64
2053,41135,1134,2025-08-18,Not liked,4964.98
2054,41146,1182,2024-08-22,Defective,6617.77
2055,41148,3708,2024-04-16,Wrong Item,6494.73
2056,41169,1101,2025-01-15,Size issue,3436.55
2057,41200,4548,2024-07-08,Wrong Item,8473.94
2058,41206,2146,2025-02-01,Wrong Item,5943.0
2059,41212,322,2025-05-01,Size issue,102527.92
2060,41227,5049,2024-03-09,Defective,70.89
2061,41248,2931,2024-04-19,Wrong Item,3008.91
2062,41267,3844,2024-01-20,Defective,10033.98
2063,41270,594,2025-11-03,Not liked,129203.15
2064,41344,468,2025-10-02,Defective,148111.74
2065,41362,148,2025-04-01,Wrong Item,107401.85
2066,41376,1324,2024-03-15,Not liked,9550.56
2067,41379,5309,2024-05-11,Size issue,3808.89
2068,41460,3413,2025-07-26,Wrong Item,737.01
2069,41463,1055,2024-11-10,Wrong Item,9217.68
2070,41465,2654,2024-05-05,Size issue,528.52
2071,41481,2348,2024-02-23,Size issue,107.12
2072,41538,4809,2026-02-09,Not liked,1693.66
2073,41724,977,2025-11-05,Not liked,4801.48
2074,41746,1275,2025-04-28,Defective,302.85
2075,41789,5187,2024-06-26,Defective,4695.12
2076,41808,721,2024-10-11,Not liked,20475.93
2077,41825,2487,2024-10-26,Size issue,1579.47
2078,41826,3388,2025-05-05,Not liked,823.21
2079,41840,2122,2024-05-13,Not liked,31795.0
2080,41843,1771,2025-10-05,Defective,842.49
2081,41844,5917,2026-03-05,Size issue,5583.86
2082,41873,3594,2025-10-01,Wrong Item,677.01
2083,41896,3014,2026-02-02,Defective,367.63
2084,41909,5507,2025-01-04,Size issue,2791.04
2085,41920,649,2024-08-06,Size issue,107272.65
2086,41925,5053,2024-07-15,Wrong Item,271.64
2087,41929,1247,2025-05-01,Not liked,7503.9
2088,41944,66,2024-09-13,Defective,79579.4
2089,41948,2704,2024-09-10,Not liked,3759.52
2090,41993,1180,2024-07-09,Defective,862.1
2091,42007,3074,2025-10-20,Not liked,26.37
2092,42017,3944,2024-05-17,Defective,6534.45
2093,42117,5424,2024-07-10,Wrong Item,14814.2
2094,42131,1415,2025-07-24,Defective,2285.7
2095,42162,2189,2026-03-11,Size issue,22533.62
2096,42220,3818,2025-05-17,Wrong Item,6213.66
2097,42225,5922,2024-05-19,Size issue,27179.96
2098,42228,3727,2025-09-20,Wrong Item,3258.01
2099,42235,2572,2024-04-14,Defective,4030.16
2100,42247,4026,2025-08-04,Not liked,12197.12
2101,42289,3289,2025-03-28,Defective,480.06
2102,42314,5130,2024-11-19,Size issue,1982.69
2103,42333,2000,2026-03-02,Not liked,15565.84
2104,42338,4990,2025-08-06,Defective,1327.53
2105,42385,850,2025-10-04,Not liked,8658.98
2106,42427,1349,2026-01-16,Wrong Item,1555.32
2107,42442,3997,2024-02-03,Wrong Item,2867.21
2108,42454,1806,2025-09-15,Wrong Item,20296.88
2109,42512,811,2025-03-07,Defective,32190.94
2110,42533,6020,2026-01-21,Wrong Item,38258.75
2111,42534,4312,2026-01-24,Size issue,7200.18
2112,42543,173,2024-05-31,Wrong Item,78730.97
2113,42555,5136,2025-05-04,Wrong Item,146.02
2114,42559,852,2025-09-11,Defective,1303.79
2115,42571,5556,2025-03-06,Not liked,2568.86
2116,42574,5744,2026-02-15,Wrong Item,44152.4
2117,42575,2715,2024-04-14,Not liked,1022.29
2118,42581,3498,2025-08-25,Not liked,1170.45
2119,42582,1106,2025-08-19,Not liked,1109.03
2120,42584,173,2024-12-08,Not liked,78730.97
2121,42604,5861,2025-11-28,Size issue,39209.26
2122,42607,2308,2024-07-17,Defective,18531.16
2123,42609,1157,2025-06-12,Size issue,6825.71
2124,42612,1753,2025-04-02,Not liked,39508.6
2125,42668,2506,2025-06-28,Size issue,568.47
2126,42717,3768,2025-10-24,Wrong Item,14216.32
2127,42723,2777,2025-09-08,Not liked,2027.32
2128,42768,444,2024-09-10,Defective,89723.54
2129,42777,4948,2025-05-13,Not liked,1731.05
2130,42779,2489,2024-01-26,Size issue,2106.63
2131,42785,5004,2024-06-07,Size issue,1642.12
2132,42825,4882,2025-03-23,Size issue,1889.46
2133,42835,467,2025-12-13,Wrong Item,146247.02
2134,42842,3910,2024-06-18,Size issue,8525.31
2135,42858,1369,2024-07-17,Size issue,5524.81
2136,42869,3525,2025-11-06,Defective,688.83
2137,42889,4131,2025-06-10,Size issue,4328.08
2138,42912,2368,2024-11-03,Not liked,267.07
2139,42922,3187,2025-10-11,Not liked,1175.03
2140,42927,4937,2025-12-01,Wrong Item,1428.11
2141,42942,3851,2025-05-06,Wrong Item,375.51
2142,42979,5400,2025-02-01,Size issue,3834.93
2143,43003,4474,2025-12-10,Size issue,9734.3
2144,43021,5778,2025-09-28,Size issue,30042.41
2145,43037,1374,2024-07-04,Not liked,5512.79
2146,43050,5716,2025-01-16,Size issue,5629.54
2147,43089,4740,2025-03-11,Size issue,260.67
2148,43149,1664,2024-07-26,Wrong Item,4353.97
2149,43150,1718,2025-05-20,Defective,7056.09
2150,43171,3060,2024-05-29,Defective,914.79
2151,43186,4032,2025-06-19,Defective,7914.79
2152,43205,5041,2024-03-14,Wrong Item,869.53
2153,43213,391,2024-05-28,Size issue,139591.12
2154,43280,4633,2025-05-26,Defective,785.15
2155,43288,5553,2025-05-10,Defective,8142.71
2156,43298,3557,2025-12-01,Not liked,1150.31
2157,43327,3520,2025-05-11,Not liked,1308.86
2158,43354,2010,2026-01-12,Wrong Item,4965.77
2159,43357,5410,2024-05-09,Size issue,6953.79
2160,43369,3885,2024-02-25,Defective,2889.26
2161,43372,1893,2025-11-13,Wrong Item,3479.7
2162,43382,5616,2025-06-22,Defective,7883.01
2163,43387,2817,2025-08-01,Wrong Item,1606.68
2164,43411,2541,2024-06-11,Defective,317.17
2165,43427,1657,2025-10-10,Defective,3152.37
2166,43516,3271,2025-01-13,Size issue,102.15
2167,43517,326,2025-05-04,Wrong Item,77257.44
2168,43529,1136,2025-10-11,Wrong Item,8920.4
2169,43531,263,2025-12-21,Wrong Item,100512.16
2170,43535,1981,2025-03-05,Not liked,21490.15
2171,43540,5104,2024-08-06,Not liked,611.36
2172,43548,1228,2024-10-20,Defective,4290.58
2173,43595,708,2025-03-28,Defective,84322.6
2174,43610,5948,2026-02-16,Wrong Item,12366.76
2175,43637,3063,2024-11-18,Not liked,721.98
2176,43655,4294,2025-12-18,Not liked,5219.16
2177,43678,5556,2026-02-16,Size issue,2568.86
2178,43686,2487,2024-01-24,Wrong Item,1579.47
2179,43705,999,2024-06-27,Size issue,6534.25
2180,43723,23,2025-09-04,Defective,101343.69
2181,43727,578,2024-03-18,Not liked,77624.02
2182,43765,6030,2024-02-23,Size issue,40888.56
2183,43835,1515,2025-09-05,Defective,1611.43
2184,43870,3012,2025-08-22,Not liked,383.6
2185,43928,3642,2025-04-19,Defective,687.34
2186,43942,4318,2025-01-17,Wrong Item,9872.17
2187,43992,4873,2025-02-03,Size issue,910.12
2188,44003,1077,2025-05-30,Size issue,3229.67
2189,44008,644,2025-01-01,Not liked,110821.42
2190,44009,3108,2024-02-23,Wrong Item,1177.39
2191,44015,2741,2025-01-06,Defective,2557.98
2192,44022,5588,2026-02-13,Wrong Item,9052.96
2193,44026,4545,2025-08-25,Wrong Item,9206.9
2194,44049,1609,2024-03-16,Size issue,3559.97
2195,44055,4221,2025-05-21,Size issue,9770.82
2196,44086,5423,2024-08-05,Not liked,5351.7
2197,44087,4864,2025-09-18,Defective,1583.08
2198,44091,5491,2024-08-18,Defective,6597.71
2199,44171,4258,2024-04-10,Not liked,5309.55
2200,44178,2484,2026-02-01,Wrong Item,2422.1
2201,44195,802,2025-10-17,Defective,103342.98
2202,44213,4059,2024-06-18,Not liked,4007.12
2203,44214,4087,2025-03-27,Wrong Item,1438.49
2204,44230,4068,2024-12-09,Size issue,7664.88
2205,44266,315,2025-06-28,Wrong Item,140961.31
2206,44306,267,2024-06-18,Defective,64643.44
2207,44320,196,2024-11-20,Not liked,1727.53
2208,44402,3763,2024-10-02,Defective,14877.43
2209,44495,5469,2025-02-21,Wrong Item,10724.95
2210,44511,17,2024-03-10,Wrong Item,146069.95
2211,44525,3011,2024-12-11,Not liked,906.47
2212,44543,5862,2024-10-29,Wrong Item,33786.03
2213,44549,4411,2025-04-12,Size issue,7374.91
2214,44560,2538,2024-07-15,Not liked,2031.98
2215,44569,4560,2024-09-24,Size issue,2058.38
2216,44605,3313,2024-06-20,Size issue,475.78
2217,44609,4842,2024-06-23,Defective,1225.3
2218,44652,4617,2024-10-31,Defective,934.37
2219,44657,2386,2025-05-05,Defective,3813.4
2220,44679,283,2025-07-23,Not liked,95992.39
2221,44718,714,2025-07-29,Size issue,72351.68
2222,44729,2204,2025-01-02,Not liked,20409.71
2223,44797,3295,2026-02-18,Defective,929.13
2224,44799,4250,2025-01-01,Wrong Item,7014.6
2225,44842,784,2024-01-28,Not liked,44653.78
2226,44871,5320,2024-02-29,Defective,4680.75
2227,44874,1995,2024-05-25,Not liked,11946.66
2228,44885,2406,2025-04-25,Not liked,4872.64
2229,44910,5033,2025-05-11,Not liked,116.09
2230,44947,385,2024-10-29,Wrong Item,22388.71
2231,44962,849,2025-08-09,Size issue,3876.3
2232,44968,698,2024-02-15,Not liked,71091.72
2233,44973,5013,2025-04-30,Defective,294.54
2234,44980,3105,2025-05-23,Not liked,1993.31
2235,45045,3910,2024-09-20,Size issue,8525.31
2236,45076,4896,2026-01-31,Defective,663.32
2237,45133,5834,2024-01-27,Wrong Item,38157.02
2238,45158,3933,2025-04-17,Size issue,14037.56
2239,45167,4865,2025-05-01,Wrong Item,977.65
2240,45181,2430,2025-11-28,Wrong Item,385.4
2241,45269,2990,2024-11-09,Defective,1854.19
2242,45295,1857,2026-02-16,Size issue,23730.13
2243,45301,33,2026-03-06,Defective,121458.63
2244,45310,4440,2024-09-03,Size issue,9062.84
2245,45316,4665,2024-07-01,Wrong Item,2014.76
2246,45331,3102,2025-01-09,Wrong Item,1961.97
2247,45346,4753,2025-05-03,Wrong Item,1674.89
2248,45348,529,2025-12-16,Defective,4603.83
2249,45356,2120,2024-10-07,Not liked,32975.99
2250,45363,2069,2025-09-10,Defective,37336.3
2251,45376,859,2025-11-12,Wrong Item,4182.83
2252,45378,2091,2024-08-25,Defective,7468.7
2253,45407,4540,2025-07-06,Not liked,5110.92
2254,45416,5022,2025-03-16,Not liked,1654.14
2255,45424,5368,2025-12-04,Wrong Item,13520.32
2256,45425,1638,2025-01-28,Size issue,5328.02
2257,45466,4924,2024-03-14,Size issue,474.57
2258,45468,900,2024-05-17,Wrong Item,4501.45
2259,45479,826,2025-12-24,Wrong Item,767.09
2260,45504,876,2025-05-18,Defective,5585.21
2261,45512,1974,2025-11-01,Wrong Item,38169.65
2262,45529,1962,2024-09-30,Size issue,627.25
2263,45557,617,2024-03-26,Defective,139135.76
2264,45568,1015,2024-04-10,Size issue,1896.98
2265,45583,1556,2025-05-15,Not liked,8137.39
2266,45605,5044,2024-03-28,Size issue,166.91
2267,45606,376,2025-01-14,Not liked,7752.26
2268,45624,5516,2025-02-09,Size issue,7601.0
2269,45630,5856,2024-12-24,Defective,49769.97
2270,45647,5196,2024-09-07,Defective,7692.7
2271,45653,4307,2024-03-01,Wrong Item,9178.48
2272,45672,5416,2025-11-09,Defective,14040.33
2273,45673,2989,2025-07-19,Wrong Item,3436.93
2274,45680,2392,2024-04-22,Not liked,4621.65
2275,45695,2644,2024-11-19,Size issue,1861.76
2276,45699,3521,2025-06-26,Size issue,76.25
2277,45732,2219,2024-07-10,Defective,20588.63
2278,45738,2814,2024-09-19,Size issue,2580.11
2279,45759,3982,2025-02-18,Wrong Item,8960.03
2280,45764,307,2024-04-23,Wrong Item,134618.95
2281,45790,3506,2025-08-13,Not liked,1620.7
2282,45826,4710,2025-01-12,Defective,3987.38
2283,45845,815,2024-05-07,Not liked,129641.42
2284,45853,3486,2026-01-31,Size issue,779.99
2285,45857,2104,2025-09-30,Defective,24788.93
2286,45867,2309,2025-03-06,Wrong Item,10543.9
2287,45889,506,2025-12-21,Wrong Item,57869.52
2288,45897,308,2026-02-27,Wrong Item,32088.7
2289,45920,5163,2024-05-29,Size issue,6009.76
2290,45930,5477,2025-01-05,Wrong Item,1725.14
2291,45943,41,2024-07-21,Size issue,144048.41
2292,45967,2716,2024-09-11,Wrong Item,424.3
2293,45970,5988,2025-11-06,Size issue,41321.13
2294,46010,5349,2024-07-11,Not liked,1643.88
2295,46028,4290,2026-01-19,Wrong Item,6537.49
2296,46037,5185,2024-02-09,Not liked,7681.36
2297,46045,2297,2024-05-01,Size issue,32344.42
2298,46050,76,2025-11-11,Defective,102328.77
2299,46078,4329,2025-06-11,Wrong Item,1873.7
2300,46086,3659,2025-07-13,Wrong Item,648.46
2301,46117,548,2026-03-10,Size issue,46483.57
2302,46148,174,2024-05-22,Size issue,48174.15
2303,46169,1072,2024-10-14,Wrong Item,4365.68
2304,46179,4034,2024-12-10,Not liked,7066.36
2305,46193,3446,2025-12-01,Size issue,1274.47
2306,46200,2978,2024-06-16,Wrong Item,1636.67
2307,46209,3643,2024-06-30,Not liked,1372.86
2308,46258,4600,2024-11-02,Defective,9451.77
2309,46292,5842,2026-01-11,Size issue,43566.86
2310,46317,1230,2025-06-10,Defective,5402.32
2311,46395,5941,2024-11-06,Size issue,40150.68
2312,46414,2413,2025-06-01,Not liked,3198.64
2313,46421,863,2024-09-09,Size issue,6993.86
2314,46435,2179,2024-12-30,Size issue,10329.02
2315,46462,3515,2025-06-05,Not liked,1517.31
2316,46563,2187,2024-06-14,Defective,17704.46
2317,46615,3899,2025-08-24,Wrong Item,6702.27
2318,46655,4896,2025-05-13,Size issue,663.32
2319,46662,674,2025-09-01,Wrong Item,95870.75
2320,46685,1216,2026-02-24,Not liked,5280.24
2321,46695,1655,2025-06-01,Defective,745.49
2322,46697,3395,2025-10-02,Not liked,263.0
2323,46722,5848,2024-09-15,Not liked,39152.37
2324,46739,4666,2026-01-24,Not liked,7914.37
2325,46766,3127,2025-04-24,Wrong Item,236.97
2326,46773,2138,2025-07-25,Defective,34819.55
2327,46790,2264,2024-01-16,Wrong Item,13051.38
2328,46798,47,2025-04-20,Wrong Item,68728.33
2329,46870,164,2025-01-24,Wrong Item,87121.77
2330,46883,2233,2025-10-02,Defective,39968.99
2331,46894,3963,2024-11-01,Not liked,791.18
2332,46919,973,2025-11-18,Wrong Item,3423.73
2333,46928,4676,2025-07-01,Not liked,4387.67
2334,46940,4360,2024-11-15,Size issue,2780.28
2335,46955,176,2025-02-23,Wrong Item,92799.57
2336,46975,5457,2025-09-14,Not liked,12617.56
2337,46979,5233,2024-08-22,Defective,6542.99
2338,46988,3247,2025-10-22,Not liked,1166.57
2339,47027,4757,2024-02-05,Not liked,247.71
2340,47032,879,2024-08-06,Wrong Item,5441.85
2341,47033,963,2024-08-22,Not liked,1453.57
2342,47043,3347,2024-04-26,Wrong Item,1360.86
2343,47047,278,2024-09-25,Defective,139193.91
2344,47059,2046,2025-07-27,Wrong Item,2056.43
2345,47064,1247,2025-09-04,Not liked,7503.9
2346,47068,4421,2025-12-16,Not liked,7368.25
2347,47184,3881,2025-04-29,Size issue,4773.34
2348,47206,827,2024-12-31,Defective,3777.93
2349,47236,584,2024-12-01,Wrong Item,131727.94
2350,47269,1972,2025-02-16,Defective,5947.83
2351,47283,656,2024-04-17,Not liked,83232.27
