store_id,prod_id,stock_qty,last_updated
171,707,100,2025-03-26
120,860,41,2025-07-12
156,1001,449,2025-09-12
82,1216,106,2025-05-29
198,908,456,2025-01-29
83,875,401,2025-03-01
43,472,443,2025-05-04
94,159,393,2025-07-23
66,1175,99,2025-05-05
45,1093,499,2025-09-29
31,801,140,2025-07-28
37,907,382,2025-08-08
124,1161,363,2025-09-15
46,30,179,2025-02-01
59,177,307,2025-08-25
99,598,440,2025-04-08
67,38,113,2025-03-07
76,792,356,2025-04-26
143,782,219,2025-01-16
89,844,288,2025-07-08
156,814,257,2025-09-18
46,393,224,2025-07-16
193,582,49,2025-06-29
34,838,302,2025-05-06
119,135,458,2025-05-29
149,657,364,2025-05-16
106,177,148,2025-02-25
60,413,294,2025-06-08
102,453,174,2025-09-04
99,322,431,2025-08-07
95,283,254,2025-04-30
156,997,342,2025-01-28
5,856,74,2025-01-17
200,714,64,2025-04-10
64,475,82,2025-06-26
80,132,367,2025-09-03
51,811,160,2025-08-26
152,85,456,2025-08-08
127,1116,47,2025-08-09
45,1124,117,2025-06-22
158,653,44,2025-03-17
121,1203,141,2025-04-29
155,1174,111,2025-07-18
195,430,256,2025-08-30
55,1143,426,2025-06-18
44,22,381,2025-08-01
14,263,261,2025-02-15
121,301,469,2025-04-05
189,17,287,2025-02-06
123,1209,139,2025-04-01
180,584,164,2025-06-09
122,466,409,2025-02-10
51,70,476,2025-05-01
19,965,385,2025-02-25
131,252,417,2025-03-28
122,440,5,2025-03-15
176,800,318,2025-03-25
36,307,353,2025-06-11
123,997,39,2025-09-28
142,428,222,2025-02-11
82,147,75,2025-06-19
98,601,392,2025-01-21
127,606,67,2025-06-29
51,177,0,2025-08-27
32,1170,169,2025-04-05
187,1004,79,2025-06-30
179,8,49,2025-03-01
68,616,59,2025-03-31
191,767,264,2025-06-30
65,670,422,2025-07-30
71,763,150,2025-03-03
147,674,301,2025-07-16
100,1216,410,2025-03-19
199,827,218,2025-08-25
84,342,173,2025-04-24
32,904,325,2025-03-21
152,776,15,2025-03-17
123,757,311,2025-09-02
102,439,230,2025-08-07
114,1189,81,2025-01-25
10,258,118,2025-06-29
143,842,74,2025-02-09
145,803,495,2025-04-30
147,25,303,2025-04-10
1,821,193,2025-04-01
176,1102,410,2025-04-05
74,802,269,2025-01-12
200,35,184,2025-02-16
116,85,58,2025-09-04
70,22,357,2025-05-03
57,940,428,2025-05-28
155,732,22,2025-08-08
98,1059,354,2025-03-03
49,1207,2,2025-04-02
68,913,254,2025-02-22
22,556,345,2025-09-25
79,348,430,2025-03-14
88,1162,350,2025-08-15
78,467,182,2025-03-14
56,220,52,2025-08-26
94,601,391,2025-02-24
25,996,270,2025-02-22
197,1115,443,2025-09-25
145,1137,168,2025-03-09
30,479,113,2025-01-29
167,297,487,2025-05-27
3,304,273,2025-05-12
70,365,197,2025-02-21
160,308,263,2025-09-19
1,953,202,2025-04-14
67,556,194,2025-01-13
145,184,247,2025-04-20
139,103,20,2025-07-29
33,300,322,2025-07-25
158,686,399,2025-02-28
163,748,99,2025-04-08
58,524,347,2025-05-26
167,992,111,2025-03-07
113,964,477,2025-08-19
66,1156,39,2025-04-10
38,535,397,2025-04-10
68,476,122,2025-01-18
10,652,396,2025-06-28
95,153,427,2025-07-11
35,630,330,2025-08-27
14,1130,58,2025-06-25
46,784,489,2025-06-27
113,671,295,2025-06-17
136,135,422,2025-07-11
146,1084,100,2025-02-07
174,510,351,2025-04-14
159,1062,45,2025-04-11
115,1052,195,2025-08-03
13,122,388,2025-03-31
115,767,311,2025-02-04
14,540,153,2025-05-05
121,372,386,2025-06-25
59,813,285,2025-05-11
135,525,77,2025-01-01
52,349,340,2025-06-15
97,1146,489,2025-06-06
111,424,485,2025-09-04
178,1210,65,2025-06-11
37,341,39,2025-05-04
184,422,199,2025-05-04
27,573,376,2025-03-02
14,965,176,2025-04-04
77,264,350,2025-01-27
78,671,317,2025-07-07
117,1180,340,2025-01-03
39,59,183,2025-05-27
65,1159,329,2025-05-26
116,574,121,2025-01-16
74,104,144,2025-05-26
163,358,299,2025-09-10
86,820,46,2025-04-14
128,329,67,2025-08-31
119,959,148,2025-08-26
72,318,60,2025-01-12
179,936,197,2025-02-06
96,434,226,2025-05-15
118,392,311,2025-06-22
183,713,181,2025-09-06
100,99,238,2025-08-16
43,1195,86,2025-09-16
176,975,215,2025-07-28
10,1162,266,2025-08-11
197,387,443,2025-04-04
122,845,165,2025-06-08
91,96,24,2025-05-22
167,191,374,2025-05-11
117,333,62,2025-01-13
163,1107,128,2025-02-17
23,62,93,2025-03-21
108,364,346,2025-06-18
99,788,447,2025-05-18
176,248,145,2025-01-22
35,1097,138,2025-02-15
188,586,384,2025-06-21
188,884,403,2025-07-22
39,1149,448,2025-06-09
66,774,401,2025-06-06
184,1034,296,2025-04-05
165,513,467,2025-01-28
176,1151,243,2025-01-11
43,790,109,2025-04-15
194,367,311,2025-08-27
113,374,498,2025-05-12
162,400,177,2025-05-15
31,1156,207,2025-06-05
185,333,231,2025-06-29
144,559,49,2025-09-09
170,1131,73,2025-02-15
173,17,379,2025-02-03
129,518,176,2025-09-28
103,1137,281,2025-02-22
104,843,219,2025-07-24
145,259,403,2025-04-04
57,853,252,2025-09-04
177,293,387,2025-09-03
20,767,450,2025-07-14
190,114,441,2025-08-21
164,700,411,2025-09-15
169,795,14,2025-06-05
182,1045,461,2025-09-19
132,201,23,2025-05-21
188,118,122,2025-02-25
161,742,305,2025-09-28
46,832,218,2025-09-12
165,205,473,2025-01-15
45,564,21,2025-07-18
31,1184,127,2025-01-04
117,597,81,2025-09-07
30,769,323,2025-03-20
192,450,196,2025-05-15
45,633,178,2025-08-30
90,934,14,2025-08-23
78,22,95,2025-07-02
50,622,373,2025-01-06
66,965,291,2025-06-12
12,363,348,2025-03-06
64,103,175,2025-01-15
37,371,385,2025-03-21
10,1034,214,2025-07-19
135,604,385,2025-09-16
162,985,7,2025-05-13
150,693,411,2025-01-26
80,342,84,2025-01-11
67,310,128,2025-04-22
39,1018,184,2025-01-19
37,282,306,2025-04-06
104,921,254,2025-04-12
9,728,69,2025-06-10
1,94,203,2025-08-07
188,1041,397,2025-09-24
90,150,481,2025-06-13
186,501,48,2025-04-29
185,12,239,2025-03-07
49,733,112,2025-08-04
199,1156,402,2025-09-24
168,1151,52,2025-04-08
44,55,244,2025-05-28
17,626,108,2025-07-10
74,616,121,2025-03-15
74,177,436,2025-03-02
29,50,130,2025-07-04
180,185,71,2025-06-25
12,1062,380,2025-03-24
56,143,266,2025-01-09
179,666,5,2025-04-13
2,561,451,2025-04-15
180,113,44,2025-08-03
196,44,28,2025-01-21
3,17,327,2025-03-02
181,376,445,2025-05-21
125,78,468,2025-09-14
16,56,346,2025-02-24
173,1087,454,2025-01-13
18,710,472,2025-02-09
44,1188,28,2025-01-16
12,520,311,2025-01-12
119,680,243,2025-04-09
104,1100,436,2025-03-18
160,427,357,2025-05-28
163,907,27,2025-07-22
108,372,350,2025-05-08
23,916,260,2025-09-02
52,783,227,2025-03-13
114,733,242,2025-01-25
132,964,23,2025-02-22
148,753,119,2025-03-11
100,98,250,2025-03-15
54,292,47,2025-02-26
125,1031,197,2025-02-27
181,1008,38,2025-02-10
160,124,386,2025-06-26
4,759,290,2025-01-14
82,432,231,2025-05-17
53,642,113,2025-01-27
105,86,131,2025-03-28
116,641,1,2025-01-21
98,108,137,2025-03-11
136,886,115,2025-01-02
95,412,409,2025-09-14
134,1108,382,2025-01-30
16,162,469,2025-09-10
5,559,299,2025-04-11
138,862,200,2025-01-22
134,114,347,2025-01-20
132,441,270,2025-06-05
91,227,287,2025-02-26
121,28,142,2025-04-13
9,709,58,2025-07-16
170,553,308,2025-01-02
175,218,449,2025-03-29
39,269,411,2025-04-05
184,824,309,2025-08-29
116,349,87,2025-06-05
182,766,242,2025-07-04
188,552,201,2025-07-17
159,692,294,2025-06-20
126,781,18,2025-03-13
107,536,363,2025-05-22
14,745,8,2025-06-13
62,1204,184,2025-01-29
85,931,261,2025-08-19
66,1108,327,2025-09-03
29,1206,19,2025-04-12
169,1027,179,2025-05-25
23,1177,125,2025-04-19
109,840,26,2025-03-25
58,419,48,2025-07-02
161,1138,267,2025-06-16
159,255,394,2025-07-13
38,74,438,2025-03-06
59,220,316,2025-05-28
37,208,428,2025-03-24
35,303,411,2025-02-15
91,787,289,2025-06-11
29,719,410,2025-03-02
43,113,220,2025-07-15
59,548,496,2025-03-05
158,989,198,2025-02-24
114,420,409,2025-09-08
7,686,459,2025-03-07
67,1206,201,2025-05-07
81,502,384,2025-09-19
12,849,265,2025-06-29
66,149,444,2025-09-21
125,814,47,2025-03-31
152,1214,217,2025-05-25
146,324,231,2025-03-06
144,765,379,2025-07-02
190,45,314,2025-03-12
52,167,235,2025-05-20
44,406,1,2025-07-29
148,860,139,2025-06-22
4,49,96,2025-03-13
19,881,122,2025-01-02
97,661,195,2025-07-30
170,687,166,2025-08-25
54,282,19,2025-07-29
149,434,135,2025-07-20
99,1054,345,2025-03-15
125,266,461,2025-06-22
13,483,264,2025-05-30
147,508,6,2025-05-19
191,894,7,2025-06-12
75,177,145,2025-09-03
91,215,491,2025-02-18
47,430,210,2025-07-12
120,740,180,2025-03-23
21,46,217,2025-04-28
91,916,241,2025-02-15
116,837,411,2025-08-25
124,719,332,2025-02-09
137,109,363,2025-02-27
126,788,436,2025-09-08
190,818,311,2025-06-14
36,759,49,2025-04-18
159,666,478,2025-01-23
169,394,245,2025-01-28
51,139,497,2025-08-25
200,574,232,2025-03-09
176,7,398,2025-04-13
77,1204,80,2025-03-06
8,722,340,2025-05-06
92,1100,264,2025-04-20
6,1039,242,2025-05-05
35,158,429,2025-06-21
134,504,345,2025-04-25
135,441,121,2025-03-06
11,914,368,2025-01-07
121,231,82,2025-05-20
193,188,497,2025-07-25
90,691,435,2025-05-04
194,699,242,2025-10-01
119,606,37,2025-05-26
60,69,218,2025-09-14
4,388,374,2025-02-04
150,852,158,2025-08-31
167,370,22,2025-02-16
26,951,348,2025-02-27
88,47,155,2025-04-18
155,877,378,2025-05-24
185,343,198,2025-04-02
116,807,408,2025-06-20
198,303,63,2025-05-10
7,195,253,2025-05-19
60,924,162,2025-09-13
122,1213,88,2025-06-06
138,536,472,2025-06-25
12,1058,458,2025-06-15
181,908,382,2025-02-22
121,413,132,2025-09-11
49,871,430,2025-02-09
198,927,229,2025-05-30
49,286,153,2025-09-04
34,624,286,2025-06-21
118,410,214,2025-03-27
190,144,245,2025-07-08
157,500,367,2025-08-13
105,58,275,2025-06-14
148,1098,161,2025-02-10
99,313,79,2025-01-26
179,352,208,2025-04-29
81,710,439,2025-08-26
143,20,198,2025-05-28
51,499,303,2025-01-07
198,717,485,2025-01-05
69,613,340,2025-06-05
29,258,240,2025-01-07
52,427,139,2025-09-13
187,547,331,2025-09-06
103,1011,2,2025-06-19
57,384,323,2025-04-21
186,368,363,2025-02-16
146,846,182,2025-04-26
60,657,313,2025-06-08
109,571,93,2025-01-21
149,826,387,2025-03-14
135,601,371,2025-08-06
140,863,159,2025-04-03
189,1110,223,2025-09-17
147,308,211,2025-08-26
123,1016,441,2025-04-29
103,379,474,2025-09-07
197,148,268,2025-02-14
112,953,292,2025-01-06
186,402,303,2025-06-02
66,949,265,2025-02-03
125,425,409,2025-04-25
184,106,362,2025-06-16
133,120,64,2025-01-21
44,775,306,2025-05-06
31,1043,147,2025-01-27
144,946,287,2025-02-11
194,286,458,2025-01-30
23,9,87,2025-08-27
167,945,15,2025-06-29
56,972,135,2025-01-30
157,523,391,2025-02-28
20,119,231,2025-06-03
85,731,284,2025-02-03
49,607,24,2025-05-19
3,203,479,2025-02-09
97,552,336,2025-03-31
2,784,3,2025-03-04
58,270,432,2025-01-08
111,203,186,2025-04-04
156,335,68,2025-05-12
110,145,385,2025-04-27
4,106,484,2025-05-26
40,801,188,2025-03-25
122,461,30,2025-06-23
59,45,217,2025-07-16
160,560,249,2025-09-13
95,1088,240,2025-05-24
87,462,60,2025-07-19
198,557,358,2025-01-20
67,43,448,2025-02-21
182,280,5,2025-07-31
92,533,460,2025-04-16
181,1038,174,2025-09-06
115,614,119,2025-07-20
80,425,409,2025-01-25
125,668,141,2025-09-21
76,720,286,2025-02-20
54,879,405,2025-02-16
150,467,432,2025-08-07
128,841,472,2025-07-06
198,973,335,2025-08-02
195,371,166,2025-03-24
52,1212,345,2025-07-14
148,602,167,2025-06-26
117,383,260,2025-04-02
10,147,434,2025-02-16
33,1216,149,2025-03-22
77,874,15,2025-08-03
111,242,406,2025-09-07
40,603,457,2025-02-25
54,1046,299,2025-05-28
158,184,135,2025-04-09
150,1003,344,2025-06-11
98,326,340,2025-09-25
169,761,318,2025-07-03
196,329,355,2025-07-10
17,1144,445,2025-06-12
72,375,249,2025-03-18
5,355,244,2025-07-02
37,867,189,2025-08-03
73,47,289,2025-08-03
197,650,124,2025-06-09
16,688,183,2025-03-19
149,1085,114,2025-08-31
19,628,399,2025-08-17
111,1011,434,2025-03-25
50,855,154,2025-08-20
188,298,382,2025-02-12
99,80,488,2025-03-29
175,314,344,2025-07-11
193,805,392,2025-06-26
103,974,144,2025-08-24
115,591,316,2025-05-15
195,314,336,2025-09-26
126,338,122,2025-03-08
134,1192,446,2025-05-14
87,1081,112,2025-06-21
23,64,45,2025-02-21
65,163,392,2025-09-23
6,240,202,2025-04-10
59,524,174,2025-02-09
90,896,496,2025-09-06
155,540,41,2025-06-08
166,271,419,2025-04-03
112,848,132,2025-06-06
114,2,15,2025-02-09
44,312,75,2025-07-07
78,313,484,2025-04-02
163,1054,336,2025-05-03
138,843,355,2025-04-04
184,624,222,2025-02-14
138,322,399,2025-09-05
175,108,438,2025-04-03
26,592,100,2025-03-24
33,1158,335,2025-06-21
68,339,204,2025-04-07
1,497,304,2025-09-05
150,355,69,2025-02-09
23,934,442,2025-04-03
187,905,147,2025-07-07
88,54,121,2025-08-24
117,1105,266,2025-07-10
63,443,149,2025-01-11
32,33,396,2025-05-30
78,340,109,2025-02-09
117,1130,24,2025-09-01
54,811,60,2025-07-24
46,648,452,2025-03-16
149,20,175,2025-07-28
23,763,229,2025-04-01
194,948,476,2025-06-03
83,725,377,2025-03-23
67,1170,210,2025-03-02
23,1128,247,2025-03-06
28,982,496,2025-06-27
125,989,249,2025-05-20
178,1041,114,2025-07-31
12,223,228,2025-05-30
53,412,73,2025-05-23
98,230,352,2025-06-04
24,1190,408,2025-08-31
176,193,496,2025-06-07
45,286,234,2025-08-21
200,867,61,2025-06-05
116,709,183,2025-08-13
11,456,391,2025-02-13
100,952,253,2025-09-03
187,99,428,2025-02-09
170,1199,422,2025-08-06
97,513,73,2025-05-04
98,659,198,2025-03-12
119,57,260,2025-04-10
140,580,279,2025-07-18
139,361,73,2025-06-27
194,85,296,2025-09-04
173,939,440,2025-06-26
171,850,324,2025-04-16
153,51,114,2025-09-25
19,236,448,2025-03-13
36,1006,418,2025-05-17
63,562,260,2025-05-10
28,487,132,2025-02-09
114,61,477,2025-06-24
115,1061,140,2025-07-06
185,209,430,2025-09-02
141,599,491,2025-08-11
65,281,244,2025-08-22
177,171,493,2025-09-26
17,868,326,2025-05-25
146,845,487,2025-08-15
72,947,164,2025-01-25
63,762,464,2025-03-01
22,185,294,2025-03-03
13,1042,69,2025-02-26
69,100,403,2025-02-19
5,768,224,2025-01-13
160,64,54,2025-02-26
61,1132,180,2025-09-21
127,903,425,2025-01-05
102,402,371,2025-09-22
12,1050,202,2025-03-24
98,899,86,2025-09-25
158,5,42,2025-01-22
78,663,108,2025-06-10
11,272,297,2025-06-01
16,1160,396,2025-09-17
198,1149,351,2025-05-17
90,235,319,2025-08-08
81,1029,7,2025-06-28
115,197,431,2025-03-02
102,269,270,2025-06-09
70,1188,488,2025-06-02
182,650,63,2025-02-12
192,494,427,2025-05-21
111,962,352,2025-06-01
131,1020,64,2025-05-25
42,799,431,2025-04-19
40,1144,459,2025-05-02
133,1112,194,2025-01-25
113,727,420,2025-04-19
112,65,35,2025-06-29
164,945,344,2025-02-04
86,748,31,2025-03-11
191,887,290,2025-03-02
113,487,291,2025-06-28
31,303,432,2025-08-06
80,211,344,2025-07-23
156,1073,406,2025-04-24
101,315,327,2025-02-25
71,774,99,2025-03-08
109,798,399,2025-05-07
57,889,292,2025-04-12
105,578,457,2025-02-02
86,1059,252,2025-09-04
177,375,141,2025-06-13
146,929,47,2025-05-08
40,824,96,2025-06-05
171,947,133,2025-07-26
125,62,153,2025-09-01
117,711,164,2025-03-03
17,978,470,2025-06-25
188,287,221,2025-06-23
46,760,446,2025-02-01
148,665,226,2025-09-26
146,336,130,2025-09-14
180,408,42,2025-08-31
58,619,471,2025-03-17
84,1106,165,2025-03-26
98,1082,319,2025-02-03
190,402,473,2025-04-19
100,502,437,2025-09-01
137,929,21,2025-02-20
57,38,306,2025-08-09
43,728,479,2025-02-27
28,519,91,2025-08-26
86,89,231,2025-08-16
61,988,450,2025-06-19
50,624,41,2025-06-12
147,443,19,2025-09-15
161,1139,30,2025-06-03
92,933,131,2025-08-11
26,13,127,2025-08-07
15,978,40,2025-03-19
160,252,369,2025-04-03
102,121,264,2025-04-02
18,1214,448,2025-06-25
190,411,381,2025-01-29
27,263,359,2025-01-14
20,387,185,2025-07-30
80,219,331,2025-05-09
172,603,369,2025-08-13
105,947,431,2025-01-11
9,1214,144,2025-02-27
199,603,337,2025-01-15
16,290,466,2025-08-10
91,128,209,2025-05-19
132,533,92,2025-01-05
197,700,323,2025-04-24
132,732,256,2025-08-16
128,360,219,2025-06-01
9,860,430,2025-01-02
185,897,191,2025-02-07
195,202,364,2025-08-02
29,656,453,2025-07-31
133,95,89,2025-04-11
6,781,218,2025-08-01
160,280,439,2025-08-18
94,474,199,2025-02-22
46,586,406,2025-05-22
71,570,82,2025-07-31
48,1089,448,2025-03-18
188,2,319,2025-02-24
160,1002,476,2025-04-18
140,189,221,2025-05-28
2,118,78,2025-05-14
147,863,452,2025-09-10
14,868,221,2025-07-28
40,793,491,2025-06-10
181,85,75,2025-09-07
127,1030,266,2025-09-01
146,69,237,2025-09-22
113,616,422,2025-07-13
70,386,121,2025-02-02
149,112,272,2025-04-20
14,401,452,2025-06-13
178,959,139,2025-06-12
166,33,439,2025-01-02
53,336,457,2025-07-20
134,745,224,2025-02-20
58,71,75,2025-04-30
32,982,461,2025-08-06
58,807,80,2025-04-10
18,276,159,2025-05-08
131,189,134,2025-08-30
182,794,75,2025-08-03
163,709,12,2025-02-06
80,103,260,2025-01-04
189,1026,372,2025-09-10
141,184,241,2025-09-07
120,40,71,2025-01-10
105,1167,286,2025-07-24
198,1042,331,2025-01-13
135,471,476,2025-01-31
30,408,411,2025-09-01
103,643,15,2025-06-17
21,381,393,2025-04-23
132,71,326,2025-08-24
159,797,86,2025-07-11
91,73,379,2025-02-20
34,946,279,2025-09-10
199,193,41,2025-04-03
137,760,33,2025-05-04
140,1180,75,2025-06-22
33,219,369,2025-06-10
16,1042,186,2025-01-27
32,887,367,2025-01-07
137,849,308,2025-03-15
61,869,255,2025-04-09
180,716,297,2025-02-17
7,18,80,2025-06-15
17,135,16,2025-07-30
82,980,173,2025-01-02
16,186,428,2025-02-07
149,407,329,2025-02-11
141,1172,302,2025-02-20
69,784,435,2025-05-16
97,59,349,2025-09-28
144,247,454,2025-07-11
138,1071,322,2025-06-22
129,310,445,2025-07-24
182,1140,305,2025-08-12
21,64,163,2025-08-04
105,637,356,2025-03-05
37,147,242,2025-07-01
70,425,442,2025-01-11
151,1212,135,2025-08-06
86,104,8,2025-05-22
15,683,488,2025-08-17
168,958,136,2025-05-03
92,835,216,2025-08-28
108,679,499,2025-02-04
94,1216,153,2025-07-09
169,736,448,2025-02-04
3,284,444,2025-06-26
14,12,468,2025-07-14
129,831,60,2025-04-03
31,806,496,2025-03-19
152,1010,408,2025-07-26
46,459,17,2025-05-02
107,162,55,2025-08-17
65,730,34,2025-05-22
28,1023,80,2025-07-26
35,663,411,2025-08-07
101,228,415,2025-07-03
170,6,151,2025-03-04
16,22,53,2025-03-09
178,252,10,2025-06-15
7,126,23,2025-07-02
24,1048,398,2025-07-07
152,181,486,2025-03-26
88,214,174,2025-04-26
182,350,465,2025-06-22
18,29,374,2025-03-07
50,705,370,2025-04-01
123,580,221,2025-09-09
38,1201,461,2025-09-22
184,768,66,2025-07-18
65,167,127,2025-05-22
153,741,411,2025-09-07
21,941,307,2025-03-07
1,279,411,2025-09-28
74,619,46,2025-09-06
26,363,268,2025-04-08
71,1087,376,2025-01-26
17,138,225,2025-03-10
33,86,367,2025-03-24
99,852,141,2025-07-01
176,993,387,2025-06-04
133,180,375,2025-04-29
59,555,457,2025-06-22
33,142,190,2025-04-02
10,344,32,2025-04-11
74,645,395,2025-09-24
97,897,183,2025-03-31
163,614,424,2025-08-15
105,962,377,2025-02-20
29,1173,134,2025-07-23
179,785,159,2025-03-21
100,1073,447,2025-04-07
18,957,63,2025-04-28
126,747,131,2025-06-19
60,1176,382,2025-04-18
116,440,420,2025-06-07
153,932,137,2025-01-08
60,222,247,2025-09-19
128,1113,164,2025-01-25
22,975,190,2025-03-06
194,611,197,2025-09-21
81,366,71,2025-01-15
162,215,295,2025-01-08
154,96,90,2025-08-18
200,50,301,2025-08-11
177,1100,199,2025-09-21
177,792,135,2025-07-26
18,872,292,2025-01-09
163,39,225,2025-06-24
142,938,22,2025-09-03
41,446,96,2025-03-31
67,583,497,2025-06-03
93,775,252,2025-06-11
29,386,260,2025-03-04
112,365,110,2025-05-27
127,1005,435,2025-09-19
99,324,354,2025-01-10
25,318,57,2025-05-27
195,6,70,2025-05-24
81,12,271,2025-01-22
183,1060,307,2025-03-03
181,256,120,2025-06-27
140,703,200,2025-08-07
71,47,241,2025-07-04
20,671,441,2025-09-13
56,916,209,2025-04-18
107,872,392,2025-03-22
143,252,399,2025-01-13
51,1134,493,2025-06-09
112,864,194,2025-08-05
122,467,171,2025-05-16
15,124,399,2025-03-06
26,801,470,2025-01-02
4,251,456,2025-04-25
99,1150,93,2025-08-02
6,1178,237,2025-03-15
28,1028,245,2025-02-18
64,974,233,2025-01-24
187,28,239,2025-07-30
66,61,93,2025-08-16
17,450,304,2025-09-08
133,112,105,2025-08-05
150,182,170,2025-03-28
93,598,44,2025-01-18
20,277,18,2025-08-19
1,1023,478,2025-03-27
33,468,125,2025-09-01
148,258,18,2025-02-14
37,837,48,2025-09-01
136,811,241,2025-06-25
148,569,130,2025-07-11
106,357,346,2025-09-08
128,1122,359,2025-07-25
112,143,480,2025-02-20
32,12,221,2025-05-11
180,631,426,2025-08-24
61,1134,182,2025-09-16
70,580,142,2025-06-28
49,1154,352,2025-04-01
92,798,101,2025-04-10
105,50,298,2025-07-07
25,573,447,2025-08-12
175,454,117,2025-06-05
38,152,465,2025-05-16
57,875,457,2025-04-14
120,881,280,2025-01-15
75,341,318,2025-06-12
39,838,238,2025-09-06
154,8,84,2025-06-02
113,119,287,2025-04-05
89,462,452,2025-01-18
38,1047,466,2025-02-04
163,801,409,2025-04-21
134,1129,386,2025-05-22
163,370,178,2025-05-10
68,157,358,2025-03-30
83,274,96,2025-05-23
12,586,353,2025-08-31
15,478,490,2025-09-05
182,143,158,2025-06-12
165,931,238,2025-06-04
147,115,129,2025-05-16
12,1159,407,2025-01-19
145,956,9,2025-01-27
57,962,457,2025-03-13
94,1118,427,2025-01-26
137,953,391,2025-07-03
114,27,346,2025-08-07
82,1022,357,2025-01-15
72,325,261,2025-02-28
39,495,490,2025-08-02
154,1115,305,2025-08-02
83,345,364,2025-08-15
177,808,341,2025-02-26
61,84,385,2025-03-22
193,1001,442,2025-05-22
151,1073,222,2025-04-24
95,961,27,2025-07-30
42,299,31,2025-05-06
46,636,63,2025-06-03
161,93,340,2025-04-29
139,1121,411,2025-04-06
29,559,190,2025-01-14
132,887,311,2025-05-27
51,516,333,2025-08-19
188,257,84,2025-07-22
108,578,29,2025-09-24
195,567,206,2025-02-19
160,409,348,2025-01-18
23,1087,227,2025-06-06
145,162,450,2025-04-02
36,504,413,2025-03-12
49,884,442,2025-05-27
173,544,248,2025-09-01
106,494,398,2025-04-17
36,305,63,2025-09-21
50,887,482,2025-05-15
166,1055,72,2025-09-18
197,866,98,2025-01-15
84,639,283,2025-08-28
41,506,292,2025-08-29
21,506,209,2025-03-27
179,953,250,2025-08-27
111,244,261,2025-08-03
56,227,303,2025-08-29
29,750,255,2025-04-06
83,198,371,2025-09-27
60,1160,375,2025-02-27
11,597,95,2025-04-12
194,838,464,2025-08-12
52,1034,104,2025-03-02
182,1048,141,2025-09-15
104,12,338,2025-08-28
154,768,94,2025-07-06
170,1099,192,2025-05-22
149,335,0,2025-04-16
147,358,482,2025-08-06
102,532,408,2025-05-30
165,1204,332,2025-08-30
25,899,428,2025-02-14
95,307,164,2025-04-17
133,214,467,2025-04-12
196,285,370,2025-07-12
44,550,119,2025-01-05
95,967,116,2025-03-16
51,553,482,2025-07-13
140,1143,49,2025-02-24
126,1171,290,2025-03-01
176,506,208,2025-01-05
120,888,116,2025-05-01
77,944,258,2025-02-18
166,63,278,2025-05-11
57,871,54,2025-05-27
103,996,233,2025-08-25
27,1094,102,2025-03-05
135,917,243,2025-09-30
159,165,119,2025-08-05
47,653,280,2025-02-26
99,176,91,2025-01-23
60,846,108,2025-08-31
106,1210,349,2025-03-20
36,35,367,2025-05-26
110,788,216,2025-05-22
27,172,274,2025-06-05
47,1154,3,2025-03-09
69,414,472,2025-06-07
40,263,74,2025-09-11
54,353,98,2025-04-11
26,221,460,2025-04-02
110,1111,44,2025-04-16
86,1029,67,2025-02-04
149,856,266,2025-09-10
184,780,308,2025-03-18
186,34,298,2025-05-19
71,996,178,2025-05-27
124,892,493,2025-09-07
117,910,213,2025-03-18
156,795,162,2025-05-06
74,1194,49,2025-08-24
136,869,43,2025-05-09
12,994,181,2025-03-13
56,911,384,2025-08-16
46,291,134,2025-07-08
2,927,290,2025-01-14
17,136,393,2025-01-09
13,533,393,2025-09-11
164,910,114,2025-09-29
25,937,88,2025-03-13
67,1077,157,2025-05-18
73,1015,478,2025-09-24
161,744,376,2025-02-24
3,776,307,2025-05-25
36,665,199,2025-09-26
1,328,302,2025-07-19
119,885,285,2025-05-09
47,788,280,2025-02-16
8,876,7,2025-02-07
156,452,382,2025-08-16
78,754,111,2025-03-19
167,768,498,2025-01-04
123,951,52,2025-05-16
96,411,386,2025-01-29
23,902,292,2025-02-23
59,632,241,2025-05-02
137,568,336,2025-04-26
29,1163,369,2025-01-13
102,298,2,2025-02-24
59,1076,105,2025-10-01
56,1024,426,2025-09-29
152,487,342,2025-08-16
46,343,27,2025-03-15
115,297,182,2025-03-14
78,135,313,2025-09-27
6,1133,224,2025-09-17
70,999,333,2025-05-21
194,487,282,2025-09-21
51,1040,10,2025-09-08
189,434,44,2025-06-18
115,546,30,2025-02-27
99,389,388,2025-03-21
6,1099,214,2025-04-24
101,1195,409,2025-05-26
54,399,462,2025-09-14
6,706,390,2025-03-09
198,122,481,2025-06-02
41,53,126,2025-05-19
12,1197,59,2025-03-19
15,1097,387,2025-09-24
110,1004,241,2025-04-04
24,479,22,2025-02-02
52,180,398,2025-01-08
62,1170,104,2025-05-04
87,555,314,2025-03-10
9,97,367,2025-03-18
148,447,90,2025-01-10
59,505,230,2025-04-08
69,367,26,2025-02-07
114,416,4,2025-02-24
62,24,24,2025-04-27
28,207,173,2025-03-21
173,1092,417,2025-09-05
151,828,244,2025-07-16
188,197,371,2025-01-30
59,1176,32,2025-09-05
118,1101,221,2025-09-27
157,949,281,2025-04-13
165,326,317,2025-09-08
198,828,290,2025-02-19
69,508,295,2025-07-28
81,442,131,2025-08-28
173,111,282,2025-05-31
158,602,398,2025-08-31
17,719,395,2025-02-15
