store_expense_id,store_id,expense_type,amount,expense_date
1693,82,Cleaning,4016.7,2026-02-25
1694,83,Security,1506.42,2025-05-06
1695,116,Security,3706.97,2026-01-28
1696,64,Security,728.31,2026-02-07
1697,120,Electricity,306.83,2025-11-18
1698,11,Repair,1394.9,2025-09-13
1699,197,Electricity,9633.0,2025-12-22
1700,128,Repair,5517.82,2025-07-25
1701,35,Cleaning,9659.93,2026-01-02
1702,30,Cleaning,4353.35,2025-10-29
1703,93,Cleaning,3152.57,2025-11-09
1704,21,Cleaning,5086.11,2025-05-28
1705,69,Internet,4423.14,2026-02-11
1706,17,Security,1101.36,2025-09-21
1707,184,Security,6426.22,2026-01-18
1708,107,Internet,2199.58,2025-10-11
1709,34,Internet,6214.9,2025-10-17
1710,45,Electricity,6519.5,2025-05-05
1711,130,Security,1562.65,2025-04-10
1712,38,Water,660.43,2025-07-27
1713,53,Security,7818.58,2025-09-21
1714,20,Internet,4625.01,2025-11-18
1715,30,Security,628.73,2025-12-12
1716,169,Cleaning,9948.92,2025-12-21
1717,144,Water,624.92,2025-07-21
1718,169,Security,6965.6,2025-05-13
1719,187,Electricity,9837.61,2025-07-31
1720,41,Cleaning,2429.84,2025-08-01
1721,200,Repair,1465.38,2025-10-14
1722,6,Water,1257.78,2025-03-16
1723,25,Internet,3067.59,2025-11-10
1724,152,Electricity,1055.41,2025-07-15
1725,74,Water,6937.01,2025-07-09
1726,34,Security,669.8,2025-07-14
1727,119,Internet,5118.75,2025-06-30
1728,139,Electricity,9967.13,2025-09-14
1729,111,Electricity,8149.0,2025-05-18
1730,13,Water,6171.43,2025-05-07
1731,177,Repair,3097.22,2025-03-08
1732,141,Electricity,6257.76,2025-11-07
1733,25,Repair,5294.06,2025-03-15
1734,36,Security,4289.53,2025-05-16
1735,1,Cleaning,1350.57,2025-03-28
1736,133,Security,8871.71,2025-06-02
1737,73,Repair,4525.36,2025-05-03
1738,87,Repair,1986.49,2025-04-27
1739,51,Electricity,3709.21,2025-09-22
1740,131,Water,4170.59,2025-05-12
1741,9,Cleaning,8284.0,2025-11-01
1742,103,Security,7349.46,2025-05-31
1743,43,Cleaning,7704.58,2025-09-06
1744,198,Cleaning,159.76,2026-01-16
1745,109,Water,4190.73,2025-08-23
1746,115,Water,4839.37,2025-09-11
1747,175,Water,240.96,2025-04-04
1748,98,Security,2635.14,2025-08-09
1749,189,Repair,7614.88,2025-06-11
1750,47,Cleaning,1414.24,2026-02-09
1751,65,Repair,5376.34,2025-07-25
1752,149,Cleaning,2191.26,2026-02-15
1753,114,Internet,170.6,2025-05-06
1754,187,Water,2449.95,2025-09-22
1755,5,Repair,9759.94,2025-06-21
1756,75,Security,8025.29,2025-06-30
1757,127,Water,9597.79,2025-08-09
1758,120,Internet,4904.15,2025-09-19
1759,135,Security,1141.88,2026-01-12
1760,176,Internet,5502.2,2025-05-08
1761,99,Cleaning,4571.05,2025-09-22
1762,55,Repair,8451.35,2025-11-26
1763,191,Cleaning,1025.92,2025-11-06
1764,11,Security,4908.0,2025-12-17
1765,126,Water,1542.98,2025-09-01
1766,48,Security,3280.53,2025-05-02
1767,60,Electricity,7386.7,2025-03-15
1768,61,Cleaning,4786.38,2026-01-15
1769,122,Water,3790.09,2025-08-30
1770,5,Internet,3975.04,2025-12-15
1771,13,Electricity,4621.5,2025-04-28
1772,160,Water,7860.91,2025-03-11
1773,49,Cleaning,8926.24,2025-03-19
1774,58,Water,9555.58,2025-11-23
1775,87,Internet,7879.69,2025-03-31
1776,69,Repair,3188.3,2025-11-22
1777,11,Cleaning,6896.94,2025-07-15
1778,39,Repair,4404.15,2025-05-16
1779,39,Repair,2583.97,2025-12-25
1780,107,Repair,8416.67,2025-09-13
1781,131,Internet,432.34,2025-07-04
1782,134,Internet,9022.53,2026-02-03
1783,166,Repair,4641.7,2025-08-13
1784,98,Repair,6390.15,2025-10-09
1785,55,Internet,6610.57,2025-12-18
1786,185,Repair,8956.42,2025-06-14
1787,54,Electricity,6384.86,2025-04-10
1788,165,Internet,6158.64,2025-07-05
1789,170,Repair,713.19,2025-10-04
1790,70,Repair,5208.16,2025-07-16
1791,119,Repair,1544.18,2025-12-20
1792,41,Cleaning,7387.47,2025-06-04
1793,23,Electricity,5146.61,2025-07-14
1794,101,Water,6818.27,2025-09-04
1795,106,Cleaning,464.65,2025-10-27
1796,68,Internet,893.68,2025-05-05
1797,162,Internet,7177.42,2025-12-17
1798,183,Repair,767.24,2025-05-31
1799,28,Repair,759.0,2025-10-12
1800,143,Cleaning,170.48,2026-01-08
1801,185,Security,9567.19,2025-04-10
1802,71,Repair,7388.21,2026-01-03
1803,60,Electricity,3564.85,2026-02-03
1804,117,Internet,3000.53,2025-07-30
1805,178,Electricity,3529.55,2025-07-17
1806,65,Internet,7757.8,2025-11-02
1807,123,Internet,6630.64,2025-05-25
1808,102,Electricity,1892.7,2025-05-15
1809,93,Electricity,1782.39,2026-02-24
1810,115,Cleaning,1029.04,2026-02-11
1811,108,Water,6620.01,2026-02-23
1812,110,Electricity,7655.51,2025-05-18
1813,31,Electricity,2687.21,2025-02-27
1814,143,Security,258.4,2025-11-30
1815,73,Cleaning,867.61,2025-05-20
1816,117,Security,9680.21,2025-11-25
1817,83,Internet,2989.68,2025-06-11
1818,138,Water,7703.77,2025-05-26
1819,194,Repair,6265.4,2025-12-21
1820,32,Security,3850.3,2025-05-08
1821,135,Security,2096.59,2026-01-27
1822,118,Cleaning,1257.79,2025-03-11
1823,37,Water,6169.38,2025-08-27
1824,14,Security,7757.61,2025-11-26
1825,180,Repair,6456.85,2025-09-01
1826,57,Cleaning,5326.51,2025-08-27
1827,175,Security,467.41,2025-10-19
1828,74,Internet,9686.46,2025-10-29
1829,136,Cleaning,7997.21,2025-11-05
1830,46,Internet,2963.58,2025-05-22
1831,141,Security,9800.7,2025-03-12
1832,26,Internet,6038.72,2025-09-10
1833,82,Water,5845.11,2025-08-23
1834,167,Repair,7493.33,2025-09-28
1835,24,Security,8127.11,2026-01-06
1836,68,Water,6581.96,2025-08-04
1837,88,Electricity,1324.55,2025-09-09
1838,139,Electricity,3415.76,2025-12-18
1839,35,Repair,9284.43,2025-06-30
1840,59,Water,2284.93,2025-12-08
1841,82,Repair,3753.06,2026-01-02
1842,92,Water,4349.16,2025-12-11
1843,76,Internet,4422.08,2026-01-17
1844,200,Repair,6148.75,2025-08-18
1845,50,Cleaning,9433.6,2025-07-02
1846,27,Water,2444.89,2025-05-25
1847,88,Cleaning,1258.94,2025-10-21
1848,164,Repair,2014.83,2025-07-27
1849,71,Electricity,8874.9,2026-02-14
1850,161,Cleaning,6475.82,2026-01-16
1851,171,Electricity,2894.77,2025-10-21
1852,139,Electricity,8168.67,2025-10-08
1853,184,Cleaning,8620.63,2025-07-29
1854,88,Water,8472.82,2025-07-08
1855,128,Electricity,9193.32,2025-10-09
1856,20,Cleaning,2559.8,2026-02-02
1857,55,Cleaning,7562.67,2025-10-27
1858,38,Repair,4632.37,2025-06-04
1859,148,Water,8427.89,2025-11-30
1860,49,Security,7298.48,2025-10-08
1861,125,Repair,7775.65,2025-05-22
1862,147,Electricity,6578.81,2026-01-01
1863,145,Electricity,1815.42,2026-01-17
1864,11,Electricity,5473.02,2025-03-21
1865,44,Internet,9847.46,2025-09-07
1866,183,Security,9377.01,2025-08-14
1867,155,Water,479.58,2025-06-05
1868,102,Security,1689.91,2025-12-23
1869,133,Cleaning,1360.7,2026-02-02
1870,12,Internet,7273.5,2025-03-29
1871,92,Security,8186.96,2025-04-13
1872,80,Electricity,2174.44,2026-01-17
1873,56,Electricity,5083.23,2025-05-20
1874,101,Electricity,8415.0,2025-04-06
1875,126,Cleaning,7341.38,2025-09-27
1876,182,Water,5445.26,2025-05-18
1877,46,Water,5923.96,2025-08-05
1878,44,Electricity,5108.19,2026-02-24
1879,68,Repair,3010.61,2025-05-13
1880,126,Cleaning,5671.97,2025-06-04
1881,163,Security,6904.41,2025-05-12
1882,185,Internet,8739.56,2025-07-15
1883,88,Security,6381.1,2025-08-18
1884,184,Security,7623.16,2025-05-20
1885,149,Water,1642.71,2025-08-18
1886,34,Repair,4642.5,2026-02-16
1887,21,Repair,142.85,2025-12-15
1888,148,Security,2504.45,2025-04-09
1889,125,Internet,7278.29,2025-10-23
1890,3,Water,9918.51,2025-04-18
1891,112,Internet,1036.82,2025-11-13
1892,113,Electricity,4044.87,2025-05-11
1893,27,Internet,8010.71,2026-02-08
1894,128,Security,2080.15,2025-05-12
1895,158,Repair,5573.1,2026-01-16
1896,154,Cleaning,7344.06,2025-04-21
1897,118,Repair,6179.06,2025-11-15
1898,149,Electricity,1920.85,2025-10-15
1899,21,Repair,3586.08,2025-09-26
1900,71,Electricity,7848.73,2025-04-18
1901,153,Water,5564.55,2025-07-20
1902,85,Cleaning,102.03,2025-11-26
1903,191,Security,7621.86,2025-07-01
1904,69,Security,401.35,2025-10-13
1905,194,Cleaning,7470.05,2025-10-01
1906,196,Water,2064.68,2025-04-23
1907,146,Security,9582.83,2026-02-06
1908,170,Internet,3711.01,2025-10-26
1909,183,Cleaning,3302.97,2026-01-18
1910,194,Water,1531.44,2025-07-24
1911,14,Security,3090.76,2025-04-13
1912,13,Repair,8772.68,2025-03-26
1913,105,Water,9963.53,2025-08-18
1914,35,Repair,3714.68,2026-01-06
1915,41,Cleaning,4513.68,2025-05-23
1916,8,Repair,7234.61,2025-07-21
1917,80,Security,8867.65,2025-12-12
1918,16,Repair,5950.79,2025-09-09
1919,21,Cleaning,3945.68,2025-11-26
1920,171,Electricity,4155.59,2025-08-29
1921,167,Electricity,6971.4,2025-10-19
1922,165,Cleaning,82.02,2025-12-03
1923,158,Electricity,6214.91,2025-04-05
1924,160,Security,3587.16,2026-02-15
1925,90,Internet,7952.26,2025-06-05
1926,186,Electricity,975.26,2025-10-03
1927,74,Electricity,5902.61,2025-10-06
1928,68,Repair,4835.68,2026-02-06
1929,163,Repair,6441.14,2025-10-01
1930,166,Internet,695.29,2025-07-04
1931,154,Electricity,5820.84,2026-02-21
1932,74,Internet,5636.77,2025-09-29
1933,171,Water,5628.57,2025-06-07
1934,197,Repair,6054.7,2025-12-29
1935,141,Internet,6780.86,2025-11-08
1936,173,Electricity,8059.64,2025-03-07
1937,132,Water,2734.72,2025-07-06
1938,180,Water,8259.24,2025-07-03
1939,105,Water,5007.64,2026-01-31
1940,56,Electricity,816.73,2025-03-12
1941,118,Cleaning,632.58,2025-10-30
1942,142,Water,3375.67,2025-12-27
1943,197,Water,7859.72,2025-12-17
1944,67,Internet,7091.43,2025-10-14
1945,155,Repair,7896.72,2025-05-10
1946,194,Water,5196.83,2026-01-09
1947,85,Electricity,4429.98,2025-12-10
1948,79,Repair,1517.15,2025-03-24
1949,51,Repair,3315.52,2025-12-17
1950,111,Electricity,4368.49,2025-07-09
1951,13,Electricity,931.57,2025-11-20
1952,192,Internet,2245.09,2026-01-22
1953,190,Repair,6002.34,2025-08-10
1954,44,Electricity,7369.85,2025-08-26
1955,35,Water,9983.56,2025-11-21
1956,12,Cleaning,9334.48,2025-12-19
1957,33,Internet,6443.52,2025-05-14
1958,187,Cleaning,4241.42,2025-05-02
1959,39,Security,6379.96,2025-09-30
1960,65,Cleaning,7867.23,2025-09-30
1961,1,Cleaning,1227.45,2025-04-27
1962,129,Electricity,4128.55,2025-12-31
1963,198,Internet,8406.03,2025-09-08
1964,56,Electricity,3869.14,2025-04-19
1965,116,Water,5740.13,2025-06-13
1966,146,Water,5898.31,2025-03-28
1967,1,Cleaning,1885.54,2025-09-27
1968,189,Cleaning,3654.24,2025-05-09
1969,57,Internet,3378.39,2025-04-04
1970,71,Repair,310.66,2026-02-16
1971,138,Security,290.71,2025-11-30
1972,56,Cleaning,8325.39,2025-08-13
1973,185,Water,2767.05,2025-09-10
1974,67,Water,5204.88,2025-04-23
1975,92,Cleaning,3022.32,2025-05-07
1976,115,Cleaning,9409.76,2026-01-10
1977,36,Security,2630.0,2025-03-27
1978,124,Security,4325.09,2025-11-07
1979,182,Cleaning,8733.67,2025-03-30
1980,183,Cleaning,8427.24,2025-06-09
1981,199,Cleaning,1901.71,2025-08-08
1982,5,Cleaning,8036.3,2026-02-22
1983,79,Electricity,4608.96,2026-01-22
1984,168,Cleaning,4855.54,2025-05-06
1985,114,Repair,1378.13,2025-12-31
1986,120,Security,851.99,2025-12-31
1987,93,Repair,7293.0,2025-10-07
1988,127,Electricity,4989.79,2026-01-20
1989,187,Cleaning,4396.66,2025-03-18
1990,40,Internet,7308.61,2025-08-25
1991,120,Electricity,7666.85,2025-05-17
1992,144,Security,1631.14,2025-03-31
1993,51,Electricity,6121.74,2025-10-12
1994,188,Internet,1396.77,2025-03-12
1995,52,Water,7526.18,2026-02-07
1996,116,Internet,6586.7,2025-06-25
1997,174,Repair,9568.32,2025-04-13
1998,72,Internet,736.13,2025-08-14
1999,193,Water,617.69,2025-08-13
2000,175,Internet,2857.76,2026-01-25
2001,171,Electricity,2653.97,2025-11-23
2002,88,Cleaning,2507.44,2025-07-24
2003,177,Water,9067.23,2026-02-24
2004,36,Cleaning,2532.98,2025-10-17
2005,71,Cleaning,2755.9,2025-05-23
2006,52,Water,7606.01,2025-09-16
2007,14,Cleaning,4524.91,2025-12-12
2008,88,Internet,7778.27,2025-12-31
2009,109,Repair,700.39,2025-05-25
2010,19,Water,4901.33,2025-08-17
2011,147,Security,384.46,2026-02-05
2012,128,Security,673.4,2025-03-08
2013,74,Cleaning,9069.05,2025-04-07
2014,30,Water,1435.49,2025-11-24
2015,174,Security,5347.59,2025-09-28
2016,177,Electricity,4140.4,2025-11-30
2017,82,Repair,3506.07,2025-05-08
2018,151,Security,9003.34,2025-10-31
2019,189,Repair,267.14,2025-09-07
2020,158,Internet,6654.71,2025-12-10
2021,130,Security,9635.77,2026-01-05
2022,156,Electricity,5623.67,2025-07-29
2023,70,Water,9371.38,2025-05-21
2024,179,Security,569.97,2025-09-24
2025,128,Repair,4216.99,2025-05-08
2026,110,Electricity,2638.57,2026-01-09
2027,11,Repair,7321.67,2025-07-30
2028,24,Cleaning,9813.91,2025-08-10
2029,102,Repair,2602.47,2025-09-10
2030,88,Water,6559.04,2025-03-15
2031,116,Water,2021.07,2025-11-09
2032,139,Internet,5675.04,2025-11-29
2033,186,Water,4666.13,2025-12-12
2034,125,Cleaning,9721.45,2025-09-18
2035,176,Internet,6104.85,2026-01-27
2036,36,Cleaning,3527.59,2025-11-13
2037,126,Security,1185.25,2025-10-15
2038,71,Water,1554.91,2026-02-17
2039,93,Cleaning,2291.9,2026-02-06
2040,179,Internet,2547.12,2025-12-27
2041,164,Security,8513.63,2025-11-26
2042,51,Water,5634.17,2025-08-29
2043,188,Internet,5257.74,2025-12-14
2044,129,Repair,1191.95,2026-01-07
2045,75,Repair,8608.39,2025-05-12
2046,124,Water,7242.0,2025-10-01
2047,115,Electricity,723.3,2025-11-14
2048,55,Internet,7092.96,2025-09-06
2049,29,Repair,5458.21,2025-11-29
2050,64,Internet,863.17,2025-10-15
2051,139,Security,4610.09,2025-10-03
2052,63,Electricity,4872.73,2025-12-14
2053,148,Security,1699.46,2025-10-18
2054,60,Water,9459.7,2025-10-03
2055,31,Repair,8507.25,2026-02-05
2056,50,Repair,6706.77,2025-08-19
2057,99,Electricity,4649.84,2026-01-23
2058,114,Water,4147.07,2025-12-20
2059,165,Security,6527.19,2025-07-29
2060,159,Cleaning,5477.05,2025-04-11
2061,156,Cleaning,669.62,2025-04-27
2062,159,Cleaning,5149.4,2025-05-26
2063,172,Cleaning,8073.72,2025-11-22
2064,143,Water,4619.44,2026-02-09
2065,40,Cleaning,566.97,2025-06-17
2066,178,Repair,7873.47,2026-01-30
2067,194,Electricity,2053.57,2025-04-17
2068,102,Cleaning,2623.28,2026-01-12
2069,173,Internet,1688.83,2025-11-30
2070,49,Repair,3335.64,2025-05-23
2071,14,Repair,7579.68,2025-11-22
2072,157,Electricity,5217.89,2025-02-27
2073,154,Internet,2088.57,2025-04-02
2074,111,Cleaning,8784.41,2025-12-01
2075,165,Cleaning,8801.84,2025-04-22
2076,157,Repair,8712.26,2025-04-30
2077,55,Electricity,2426.02,2025-03-26
2078,178,Water,4539.83,2026-01-04
2079,175,Security,9850.65,2026-01-19
2080,180,Cleaning,7731.52,2026-02-21
2081,149,Cleaning,320.32,2026-01-22
2082,76,Water,698.79,2025-08-26
2083,194,Cleaning,4666.12,2025-03-23
2084,169,Water,9096.74,2025-09-13
2085,106,Water,5410.08,2025-11-03
2086,40,Electricity,5003.23,2025-08-02
2087,75,Internet,1099.46,2025-10-31
2088,176,Electricity,6584.96,2025-11-18
2089,85,Water,8229.93,2025-12-21
2090,60,Repair,3835.18,2025-05-08
2091,171,Water,7767.34,2025-07-19
2092,140,Cleaning,9646.54,2025-12-14
2093,99,Water,2077.48,2026-01-02
2094,129,Water,5257.13,2025-08-21
2095,179,Cleaning,2907.02,2025-07-24
2096,38,Cleaning,7938.9,2026-02-19
2097,14,Water,5797.05,2026-01-28
2098,192,Internet,6364.1,2025-12-07
2099,4,Water,7989.25,2025-04-07
2100,18,Electricity,3989.91,2025-04-30
2101,28,Repair,9155.15,2025-09-01
2102,24,Internet,5353.64,2025-08-11
2103,105,Security,1621.65,2025-03-14
2104,89,Repair,6974.2,2025-09-17
2105,60,Water,7942.95,2026-01-16
2106,109,Security,3201.78,2025-06-24
2107,199,Internet,8578.93,2025-12-11
2108,74,Cleaning,9066.13,2025-11-11
2109,99,Electricity,2805.2,2025-03-04
2110,134,Internet,9836.04,2025-05-11
2111,66,Electricity,1450.08,2025-08-14
2112,76,Repair,2060.06,2025-09-28
2113,192,Electricity,1883.04,2025-07-28
2114,154,Cleaning,8945.2,2025-06-21
2115,151,Security,6560.21,2025-07-18
2116,129,Cleaning,1563.44,2025-03-30
2117,193,Electricity,4431.22,2025-06-21
2118,49,Electricity,6172.22,2025-12-13
2119,16,Repair,880.47,2026-02-20
2120,102,Water,8830.04,2025-05-23
2121,79,Repair,8045.86,2025-06-04
2122,76,Security,5076.81,2026-02-01
2123,106,Security,9672.91,2025-03-09
2124,135,Repair,4206.72,2025-05-22
2125,106,Internet,9841.9,2025-03-28
2126,153,Water,6695.8,2025-06-30
2127,70,Water,6364.98,2026-02-16
2128,168,Water,1701.25,2025-07-12
2129,3,Internet,8825.18,2025-08-08
2130,149,Water,4303.52,2025-07-28
2131,170,Repair,1664.22,2025-11-14
2132,4,Security,175.44,2025-03-06
2133,68,Security,5619.57,2025-12-24
2134,81,Security,5297.63,2025-05-27
2135,56,Internet,7207.57,2025-06-28
2136,28,Repair,8908.07,2026-01-16
2137,43,Security,840.1,2025-04-10
2138,17,Security,7328.39,2025-04-26
2139,168,Cleaning,1914.75,2025-11-22
2140,179,Security,8588.86,2025-06-03
2141,98,Security,8199.68,2025-05-14
2142,56,Water,5430.9,2026-01-14
2143,5,Cleaning,7116.92,2025-12-24
2144,120,Internet,3177.78,2025-04-13
2145,145,Electricity,4738.12,2025-12-09
2146,13,Water,8225.29,2025-02-25
2147,82,Repair,4619.69,2025-05-17
2148,35,Security,3610.09,2025-11-23
2149,81,Cleaning,4967.41,2025-08-02
2150,41,Electricity,8291.08,2025-06-16
2151,133,Electricity,3385.32,2025-05-12
2152,170,Water,1778.93,2026-01-30
2153,26,Water,7134.54,2025-04-19
2154,191,Repair,8268.48,2025-04-19
2155,62,Electricity,1051.34,2025-07-23
2156,45,Electricity,2436.75,2026-02-24
2157,10,Cleaning,1462.62,2025-04-30
2158,176,Internet,3512.02,2026-02-01
2159,123,Electricity,4530.99,2025-12-08
2160,41,Repair,7500.82,2025-09-15
2161,161,Electricity,6528.92,2025-03-15
2162,91,Security,6228.24,2025-08-21
2163,173,Internet,3556.13,2025-07-21
2164,156,Electricity,8422.4,2025-12-26
2165,136,Repair,4739.31,2025-11-18
2166,47,Cleaning,9792.09,2025-09-20
2167,53,Water,6359.71,2025-03-14
2168,29,Internet,1306.33,2025-09-01
2169,16,Internet,6777.97,2026-02-21
2170,135,Electricity,3284.78,2025-10-24
2171,38,Repair,6878.96,2025-09-21
2172,74,Electricity,742.93,2025-12-03
2173,67,Water,1790.07,2025-09-11
2174,74,Cleaning,8564.59,2026-01-07
2175,198,Security,2310.44,2026-01-31
2176,112,Security,8378.56,2025-11-30
2177,176,Security,2828.8,2025-11-25
2178,115,Repair,6446.68,2025-09-27
2179,83,Electricity,6956.8,2025-05-25
2180,1,Electricity,5150.91,2025-05-20
2181,30,Electricity,3087.84,2025-06-12
2182,144,Cleaning,2165.81,2026-02-18
2183,104,Cleaning,380.23,2025-03-12
2184,19,Internet,3074.27,2025-05-06
2185,69,Electricity,6548.97,2025-03-26
2186,14,Repair,9386.13,2025-04-21
2187,199,Electricity,8718.48,2026-02-15
2188,174,Electricity,7672.34,2025-12-10
2189,46,Water,7895.05,2026-02-17
2190,158,Electricity,6666.6,2026-02-04
2191,96,Electricity,2639.85,2025-05-31
2192,58,Electricity,9076.59,2025-07-30
2193,144,Security,6723.79,2025-05-26
2194,185,Repair,5626.38,2025-11-11
2195,35,Water,1154.35,2025-06-05
2196,188,Cleaning,4498.2,2026-01-25
2197,55,Internet,4630.56,2025-04-08
2198,26,Internet,8652.41,2025-06-19
2199,50,Internet,5489.15,2025-03-07
2200,101,Electricity,3834.99,2025-03-22
2201,29,Water,9769.16,2025-12-01
2202,51,Electricity,1151.67,2025-09-26
2203,3,Security,4254.36,2025-03-18
2204,49,Internet,468.15,2025-04-21
2205,63,Water,7412.05,2025-05-28
2206,139,Repair,9184.86,2025-12-12
2207,157,Internet,2836.37,2026-01-15
2208,148,Water,8590.5,2025-06-23
2209,194,Water,2957.57,2025-08-06
2210,127,Security,9112.16,2026-02-08
2211,127,Repair,7551.92,2025-04-24
2212,126,Water,8058.82,2026-02-23
2213,32,Cleaning,229.17,2025-10-19
2214,46,Cleaning,9629.96,2025-11-23
2215,65,Internet,7280.38,2025-04-21
2216,140,Security,3082.27,2025-04-14
2217,73,Cleaning,8302.48,2025-10-15
2218,149,Water,2851.14,2025-12-04
2219,21,Repair,8733.9,2026-01-21
2220,50,Internet,1170.17,2025-08-07
2221,73,Security,7051.68,2025-07-14
2222,51,Cleaning,5429.95,2025-08-21
2223,152,Internet,1010.52,2025-05-19
2224,50,Electricity,2456.84,2025-12-24
2225,167,Cleaning,173.42,2025-08-11
2226,87,Repair,4714.24,2025-06-29
2227,183,Water,3047.59,2026-02-09
2228,141,Security,6003.66,2025-12-12
2229,170,Electricity,3007.52,2025-06-19
2230,198,Water,3034.2,2025-12-21
2231,62,Water,7444.77,2025-11-11
2232,120,Internet,529.02,2025-12-09
2233,14,Repair,9033.81,2025-11-24
2234,116,Internet,8530.03,2025-07-30
2235,89,Cleaning,6694.66,2025-09-07
2236,117,Cleaning,5952.55,2026-01-29
2237,72,Cleaning,8928.41,2025-07-28
2238,77,Electricity,1894.04,2025-07-28
2239,144,Water,835.74,2025-11-12
2240,62,Water,2433.13,2025-09-29
2241,27,Cleaning,7956.05,2025-05-21
2242,93,Repair,394.97,2025-04-08
2243,92,Internet,5848.93,2025-06-10
2244,82,Water,9954.6,2025-10-23
2245,121,Electricity,8564.18,2025-03-03
2246,119,Water,5238.38,2025-09-25
2247,153,Repair,683.23,2025-09-12
2248,48,Electricity,8322.17,2025-08-30
2249,36,Electricity,6009.84,2025-12-30
2250,55,Water,1193.58,2025-08-29
2251,68,Water,983.88,2025-04-23
2252,178,Internet,9100.79,2025-03-25
2253,146,Electricity,6708.54,2025-10-18
2254,88,Internet,8301.4,2025-03-10
2255,198,Repair,8795.84,2025-06-30
2256,35,Security,5739.13,2026-01-24
2257,182,Cleaning,5198.59,2025-12-18
2258,183,Cleaning,4332.75,2025-10-15
2259,155,Repair,3203.62,2026-01-28
2260,112,Cleaning,4374.23,2025-11-02
2261,7,Cleaning,7750.1,2025-08-28
2262,195,Repair,6039.14,2025-04-02
2263,6,Cleaning,8930.61,2025-08-04
2264,101,Electricity,4461.63,2025-10-24
2265,192,Electricity,6090.54,2025-12-14
2266,12,Internet,6331.51,2025-09-20
2267,103,Repair,5937.39,2025-10-23
2268,122,Electricity,7041.21,2025-05-06
2269,48,Security,2412.46,2025-09-04
2270,179,Water,5148.02,2026-01-27
2271,23,Internet,1087.04,2025-09-29
2272,186,Cleaning,3875.89,2025-12-23
2273,40,Cleaning,4902.29,2025-10-17
2274,96,Internet,6539.63,2025-11-26
2275,60,Water,9507.78,2026-02-15
2276,163,Cleaning,6026.48,2025-12-28
2277,164,Internet,7448.76,2025-09-09
2278,5,Electricity,5087.35,2026-02-16
2279,22,Electricity,6359.34,2025-07-14
2280,108,Internet,755.78,2025-10-16
2281,68,Cleaning,2581.2,2025-03-09
2282,97,Electricity,3650.44,2025-05-15
2283,109,Security,4751.31,2025-03-07
2284,129,Water,504.21,2025-11-12
2285,29,Security,1443.24,2025-03-16
2286,162,Electricity,2804.3,2025-11-22
2287,17,Electricity,9716.75,2025-06-09
2288,11,Repair,3346.9,2025-09-13
2289,5,Cleaning,4846.31,2025-10-28
2290,192,Repair,2001.17,2026-02-25
2291,162,Security,6127.26,2025-09-20
2292,131,Electricity,2842.8,2025-06-08
2293,172,Electricity,2109.58,2025-06-01
2294,158,Security,5189.9,2025-12-18
2295,94,Security,104.78,2025-04-27
2296,88,Cleaning,126.26,2025-07-19
2297,19,Cleaning,2229.73,2025-05-02
2298,94,Internet,415.38,2025-08-25
2299,177,Electricity,1124.86,2025-12-12
2300,151,Electricity,3421.66,2026-02-15
2301,74,Internet,8035.73,2026-01-14
2302,60,Internet,5741.88,2025-06-20
2303,85,Cleaning,5151.04,2026-01-15
2304,14,Repair,2970.21,2025-11-05
2305,184,Internet,9320.95,2025-10-21
2306,86,Electricity,4000.3,2026-02-16
2307,184,Water,916.57,2025-06-01
2308,152,Internet,6189.81,2025-05-28
2309,15,Internet,1182.69,2025-06-21
2310,16,Internet,3484.97,2025-07-25
2311,184,Cleaning,5098.75,2026-02-14
2312,145,Internet,8748.51,2025-06-14
2313,179,Repair,4960.79,2026-02-09
2314,133,Cleaning,7037.47,2025-09-20
2315,32,Internet,9928.53,2026-01-28
2316,23,Repair,1358.32,2026-02-16
2317,176,Repair,2783.58,2026-01-28
2318,101,Repair,3976.03,2025-11-28
2319,29,Internet,4247.19,2025-06-06
2320,119,Electricity,4139.66,2025-04-09
2321,95,Internet,9080.73,2026-01-29
2322,80,Cleaning,7154.62,2025-12-02
2323,104,Electricity,6098.66,2025-06-04
2324,59,Cleaning,3128.26,2026-01-28
2325,104,Water,8246.71,2025-11-12
2326,92,Internet,9552.85,2025-12-12
2327,20,Water,8220.92,2025-07-21
2328,40,Security,65.57,2026-01-23
2329,145,Security,6382.19,2026-01-18
2330,40,Cleaning,558.8,2026-01-18
2331,146,Repair,2613.19,2025-11-24
2332,20,Electricity,642.27,2025-05-07
2333,26,Repair,6057.76,2025-03-24
2334,12,Cleaning,6881.57,2025-02-27
2335,95,Internet,1189.15,2026-02-15
2336,89,Cleaning,3869.2,2026-01-01
2337,63,Security,4589.55,2026-02-03
2338,109,Repair,3722.08,2025-10-10
2339,37,Internet,1254.2,2025-07-04
2340,182,Internet,4218.53,2025-04-19
2341,122,Internet,7524.22,2025-11-29
2342,52,Security,756.53,2025-06-24
2343,139,Cleaning,847.79,2025-10-04
2344,56,Security,3579.97,2025-08-03
2345,177,Water,9420.17,2025-04-27
2346,93,Internet,6702.3,2025-09-26
2347,150,Water,6802.77,2025-08-09
2348,75,Internet,3651.1,2025-12-10
2349,16,Cleaning,5956.92,2025-06-14
2350,73,Cleaning,150.81,2025-04-13
2351,92,Cleaning,6379.16,2026-02-24
2352,171,Cleaning,9137.21,2025-11-13
2353,2,Security,6145.11,2025-11-15
