store_id,product_id,quantity_on_hand,reorder_level
69,1171,3,32
14,22,69,41
155,5061,150,30
5,22,189,13
118,13,161,44
172,3027,156,11
143,5716,107,37
67,3715,82,38
1,2489,166,29
152,466,116,18
109,1230,169,20
62,4581,177,22
78,5391,112,15
57,1557,94,37
20,2853,134,31
186,3601,109,25
14,4967,54,27
181,5913,160,49
35,4267,174,49
190,5682,0,33
189,2319,166,37
147,2883,91,20
84,798,164,24
42,263,35,21
172,4686,78,21
98,869,190,33
1,4721,165,15
68,1843,51,13
104,1616,196,43
78,5065,91,21
174,2358,132,44
51,1375,39,41
32,665,131,23
100,5522,111,12
147,2324,179,40
39,3421,16,34
142,3514,83,49
157,799,105,41
42,2189,6,26
14,1491,138,34
116,2486,125,31
139,2303,161,35
75,5356,106,15
47,3928,92,16
104,3990,86,22
24,5467,45,26
150,1911,145,13
177,4467,135,21
183,3708,79,10
55,873,32,13
70,381,37,26
78,4382,14,17
73,2916,190,24
163,2924,0,25
44,5592,11,49
164,5123,85,46
89,3416,123,27
15,5488,65,30
45,5721,113,37
122,2307,180,17
92,5913,174,26
178,2341,25,42
13,4528,128,19
105,2843,196,43
159,5152,82,47
5,1092,161,29
83,3649,76,28
136,448,63,25
141,5657,45,34
169,3369,81,25
17,169,69,20
32,2408,176,19
5,5325,145,36
126,1666,168,31
137,3845,133,30
107,4890,70,15
162,3102,126,30
1,2585,163,19
168,1852,179,34
182,1077,127,21
126,3315,76,41
32,3123,158,40
126,578,106,34
99,5874,40,33
113,3387,25,31
178,3248,56,39
187,5932,148,49
190,3377,138,25
11,3559,54,39
23,1951,50,40
119,2182,61,26
26,5661,67,10
63,4597,54,42
174,5904,111,20
69,3990,43,40
90,2529,23,11
134,1,57,49
51,1729,162,11
43,3628,146,27
170,4629,134,33
141,4832,156,48
25,3057,157,20
130,5203,9,49
14,436,162,27
145,4534,176,48
105,447,198,13
104,1821,119,38
39,3151,36,39
153,5546,190,14
48,1339,13,12
115,1058,153,13
49,240,164,28
161,2384,185,12
27,2894,123,32
45,2661,81,41
31,5488,173,28
63,880,44,29
112,377,183,17
108,5099,85,39
168,1922,193,27
65,1936,64,21
11,1419,92,23
143,2063,119,34
97,5660,133,35
185,139,74,16
112,5201,197,23
153,2088,41,26
167,5594,58,47
33,3680,66,25
29,3764,94,20
186,5527,142,13
200,1172,53,16
141,2432,146,48
69,3975,24,31
21,4563,174,35
3,1389,32,29
154,2034,90,23
161,237,27,25
94,1488,171,29
22,5081,187,32
62,5475,175,42
5,4493,157,28
147,4254,185,31
9,6015,118,29
58,3780,161,30
24,2274,177,25
167,5239,60,22
61,4919,88,10
127,5409,29,36
48,1907,12,36
178,3625,118,20
62,5676,136,18
181,648,34,10
149,816,115,11
38,49,48,38
118,5429,88,14
59,5891,13,29
97,2022,154,30
171,4880,102,35
17,1277,130,19
69,2789,66,22
172,183,23,49
191,2952,6,24
23,2915,144,16
103,4026,56,47
196,5642,123,26
154,6008,132,26
94,5011,195,26
176,537,9,41
175,2503,102,18
46,2373,113,22
29,5196,96,28
34,1504,41,18
10,3893,9,24
20,4970,175,45
34,256,159,32
101,594,18,24
141,1725,16,23
87,2824,84,34
138,1090,160,12
45,981,9,42
128,2200,120,48
89,4120,35,42
82,573,16,38
119,5034,160,13
92,5834,29,17
136,3627,179,26
5,1964,25,37
20,3658,162,21
121,1560,41,19
172,2351,124,33
58,5434,63,18
148,4711,172,19
199,4139,55,43
89,3444,167,20
100,4619,58,19
115,1358,24,43
74,4541,47,27
168,3819,191,39
16,1757,168,35
4,3340,27,13
10,2513,147,10
179,423,130,44
48,5754,31,12
20,2610,113,32
32,5787,115,14
194,3066,52,26
60,5129,77,37
11,4804,86,30
20,8,78,47
127,3575,154,23
77,5676,180,23
35,5910,10,32
145,5869,125,24
10,6009,173,23
38,3283,182,20
83,3014,35,24
32,3017,71,37
54,300,23,15
57,2319,118,17
107,1189,29,40
25,4646,165,43
142,2546,72,12
45,2474,72,17
172,4885,197,10
118,2580,2,26
38,361,29,38
125,2020,178,18
36,5192,7,32
88,1835,183,15
124,4664,27,24
167,2012,153,29
167,2377,33,37
13,4514,60,36
194,5513,96,39
162,2716,17,41
124,4646,134,39
15,5479,144,15
58,5508,62,40
112,1619,3,26
59,2529,35,37
194,5688,12,48
52,1497,196,45
69,2396,179,21
103,4403,97,40
5,4932,192,24
43,1847,34,12
8,2355,182,20
78,740,47,30
93,5448,137,10
63,334,193,44
196,834,12,33
163,1034,21,11
199,4749,66,33
32,1621,173,38
97,3937,38,42
118,527,114,20
24,3121,162,38
50,2902,105,29
118,184,187,25
187,5944,134,10
193,4977,68,19
128,5204,89,42
112,5986,199,25
38,5833,93,46
166,2137,82,26
149,4908,151,48
151,5395,149,13
174,2803,94,17
197,2183,180,31
158,2090,88,24
168,3874,10,12
82,5185,193,17
70,47,6,39
69,1539,30,43
170,502,101,48
146,1442,33,49
187,558,111,44
13,1505,18,39
119,1506,92,41
102,1148,140,18
21,996,80,44
196,4107,173,48
77,69,195,48
82,1961,87,32
77,1464,116,39
189,5007,49,37
99,134,62,20
166,5247,7,19
168,4435,83,40
155,2527,20,32
186,5602,108,12
194,614,127,43
43,1308,171,21
122,2851,192,44
124,308,165,43
20,1471,0,17
163,2568,105,13
55,4865,170,21
74,2730,33,17
72,2707,36,38
168,133,21,12
46,4667,26,42
79,3751,64,20
170,2563,122,43
146,4905,165,41
15,3794,64,31
99,1991,12,22
66,767,45,32
141,4693,42,14
109,5158,139,17
57,1381,50,15
137,2082,6,13
121,3287,90,37
99,1173,113,27
66,5793,120,34
144,2068,167,43
110,5526,71,38
130,3416,12,23
144,1125,196,38
72,2051,181,35
1,4034,190,16
105,1083,71,31
154,1587,51,13
172,1018,118,41
21,1475,147,22
35,1293,52,37
104,1608,169,10
54,3865,170,36
124,5526,189,39
178,5972,59,42
108,2587,0,37
44,1859,1,22
85,2043,23,32
4,1713,103,23
123,4085,150,36
42,1707,89,16
169,2881,110,19
164,5366,103,18
24,1405,43,14
133,3954,155,49
185,1243,60,32
67,2966,55,34
11,4153,9,27
173,3097,137,15
96,2346,110,35
22,3222,187,25
139,138,140,10
166,148,73,32
187,1145,149,34
86,5131,93,40
132,1357,168,30
195,2850,2,40
138,3513,174,15
19,5044,91,18
82,2503,119,15
156,310,139,47
95,730,81,23
17,145,18,14
24,4017,118,43
129,5141,118,26
5,5605,169,37
160,3088,17,37
53,5940,128,42
81,3742,174,28
185,636,140,49
171,3511,101,29
86,3626,88,41
103,5552,112,46
167,5670,156,44
162,4526,198,11
80,2000,107,28
5,1244,71,42
18,4443,104,38
132,1859,62,35
109,5472,43,49
91,911,166,44
70,5503,126,13
139,3452,101,10
175,133,132,14
81,1770,97,36
31,4978,104,39
13,4947,77,43
23,3604,192,42
65,4627,197,20
196,4015,15,12
30,4684,101,48
159,2071,182,23
47,567,100,32
144,5431,67,25
171,1989,119,39
131,704,147,31
12,863,188,14
139,4683,69,44
16,4310,95,13
157,2217,122,27
117,4110,164,11
149,4367,1,29
109,902,51,37
58,5838,136,37
171,5749,191,36
5,2807,180,28
180,189,118,43
141,5152,11,45
81,5165,110,46
140,1059,169,18
1,2278,141,39
8,624,67,34
144,4358,24,15
143,6033,162,43
19,4353,181,13
153,5246,166,23
31,4583,198,19
130,3384,7,17
121,4243,48,21
59,1443,30,15
31,2489,7,20
196,4506,26,34
196,5813,105,17
140,5427,66,35
145,951,162,24
29,4728,174,14
164,698,3,14
104,1724,24,26
63,4540,60,12
15,4634,71,30
30,4136,175,14
179,3362,1,30
185,1933,158,13
13,4481,47,31
55,1121,95,47
63,354,109,40
130,1359,147,48
200,5506,126,39
184,2887,166,30
7,819,174,21
171,2734,150,31
159,4506,71,43
189,5543,198,10
150,3993,175,41
190,2826,81,14
28,74,70,14
25,586,97,25
193,550,50,41
160,732,2,37
176,4702,94,30
80,3363,108,42
24,1332,92,42
81,2971,137,11
125,5192,153,17
170,5961,51,13
70,1271,66,44
78,586,166,35
90,5180,80,32
124,3058,174,22
92,1840,196,19
111,223,164,13
164,2498,54,10
159,1466,160,38
128,4126,86,27
155,3665,65,35
194,3091,128,32
173,3202,58,39
44,1730,122,32
57,4594,174,23
21,1307,90,48
55,511,181,39
109,3299,25,49
143,4148,36,18
162,1332,176,27
104,2880,63,23
131,2557,191,43
129,4089,3,10
24,5505,112,33
171,4771,180,31
27,2233,48,29
137,4057,95,25
88,1646,88,40
145,5472,197,44
92,5452,10,34
39,1917,54,35
55,5341,109,39
196,1812,182,24
125,1394,31,44
45,5737,94,37
156,1328,50,23
184,3779,111,42
101,1867,64,46
157,5344,123,14
29,5533,168,37
69,4040,145,14
11,5200,110,46
130,5612,129,45
196,3642,58,25
138,4700,179,20
103,1227,5,24
108,42,35,28
119,4300,20,40
155,3241,191,42
87,4984,70,34
112,4414,45,17
163,4262,45,12
178,5201,27,38
74,232,137,49
2,3931,2,27
17,6003,113,42
95,5830,194,48
80,434,161,17
24,1912,170,49
57,5540,47,21
71,3229,109,31
83,6024,153,14
97,82,186,28
36,3216,137,36
45,4183,100,25
10,2984,140,39
63,4750,167,17
43,1299,19,30
51,2759,24,11
107,1741,54,13
3,1125,112,35
194,3376,193,38
163,5817,172,38
69,70,93,24
79,683,77,41
36,4533,87,34
49,2476,119,10
1,4491,184,26
170,318,28,46
169,3142,162,26
73,1997,189,21
185,1892,51,23
116,456,127,17
148,5760,145,36
14,4000,188,46
122,3807,109,24
93,2346,187,48
180,4280,91,49
54,1059,34,14
49,3539,159,49
30,5013,57,28
131,1767,55,16
12,5058,78,40
111,2678,23,30
159,4188,160,27
165,5265,148,42
155,860,113,13
116,1466,143,31
152,4941,164,32
112,1850,107,12
169,948,20,21
104,3044,139,10
192,1701,86,29
11,934,70,25
91,4813,121,41
16,1308,179,10
14,614,196,27
175,2777,81,23
158,2963,29,45
110,4429,40,41
152,2736,146,40
141,5483,34,28
119,5679,136,44
126,4665,95,43
9,5559,176,45
177,3491,95,32
154,2810,100,31
49,452,59,13
42,588,53,27
173,2007,114,31
114,3362,106,48
77,5200,175,49
149,1942,114,30
157,1906,142,20
92,4011,122,11
152,5895,22,21
120,3211,130,44
170,766,98,12
84,1908,105,18
103,1696,77,16
71,4612,9,12
169,724,151,32
48,1945,46,39
79,2517,7,24
77,2470,18,44
43,4963,102,37
8,1788,4,11
63,4142,143,12
120,5993,66,25
63,2453,156,19
6,2214,68,44
74,541,71,32
52,3348,72,39
21,870,191,35
142,5447,192,32
116,2977,196,11
58,717,85,36
153,3217,66,10
56,4041,131,12
83,2704,143,10
9,1415,104,32
164,1448,184,13
185,3574,44,39
133,873,43,10
81,1597,88,10
94,1844,52,25
135,12,93,49
134,2354,159,20
52,4987,116,14
198,5275,99,41
106,5878,192,49
55,3582,101,43
14,3249,150,28
129,5430,34,46
165,326,159,48
49,5083,98,21
140,3884,64,31
133,819,11,46
70,5191,199,14
116,1402,123,17
119,2056,56,11
139,2348,104,10
181,5362,178,13
183,1305,43,40
79,4988,193,28
50,3879,0,47
181,5242,168,14
125,5409,24,45
55,4937,104,20
92,4777,120,44
3,5105,150,33
120,1253,138,20
144,2161,79,38
173,2359,134,44
81,3548,50,35
164,202,189,20
19,2103,8,40
132,5300,18,28
59,4679,86,39
89,1525,111,39
140,3563,123,16
63,666,7,35
184,3387,107,16
27,1520,95,33
196,2592,51,26
125,543,19,38
152,4459,131,18
154,280,117,28
22,3862,93,13
70,4331,40,15
19,1925,72,29
101,1768,31,37
162,3153,82,11
139,5555,19,43
120,2599,113,21
88,5094,122,29
173,401,70,13
151,4249,22,34
168,3028,64,45
171,4298,14,34
4,2065,26,28
82,3164,27,15
15,3035,88,47
151,3023,172,10
140,736,91,24
68,2273,125,33
68,4679,131,30
180,2913,94,21
169,5425,46,13
105,1538,128,33
59,4123,114,44
58,890,16,34
120,3550,168,35
187,24,2,40
200,3797,169,31
151,2404,87,15
129,718,25,27
56,3715,191,28
4,2027,98,16
29,1633,42,37
17,644,136,19
177,3869,8,19
51,3968,144,35
177,2628,160,49
24,893,82,14
44,1427,30,17
116,4843,184,16
169,2598,126,23
57,4078,135,47
184,1508,50,14
32,568,136,45
159,3818,63,36
144,1953,57,46
160,1392,141,24
108,476,59,16
42,3518,196,40
122,2778,167,25
34,4028,77,14
165,1500,154,13
144,1890,184,23
85,2672,71,46
141,3529,115,48
122,981,31,31
120,5566,11,13
82,5002,40,14
194,4029,149,45
120,1834,62,25
161,4039,176,19
105,2241,30,27
82,473,60,36
92,118,165,39
163,2066,8,14
165,114,108,30
40,4776,132,21
136,5746,196,14
54,840,102,43
89,27,172,25
135,3203,17,26
2,2039,115,29
97,1668,0,44
56,1072,161,45
104,5854,146,36
124,4447,36,22
185,4183,189,49
177,4938,115,16
197,1737,36,40
125,4965,171,34
78,4265,53,30
84,3090,67,29
191,3073,189,49
82,5945,80,39
199,3796,0,43
88,4610,106,45
174,3386,172,15
67,1305,90,20
117,2922,176,30
174,1876,114,43
78,633,10,47
67,100,85,49
42,5004,162,46
64,4752,50,24
128,4347,41,41
73,4419,157,21
181,5304,55,34
199,5180,67,31
90,2437,89,19
7,2794,50,27
7,885,142,20
122,3258,183,31
164,1621,55,39
116,3717,53,34
13,5137,175,35
195,2764,90,17
20,3161,193,36
53,4184,25,19
86,817,0,38
97,1183,120,33
61,2211,194,48
125,5541,1,48
102,2574,3,28
116,960,135,31
90,2387,19,16
96,499,92,31
61,1409,74,25
56,5528,164,42
94,4261,104,26
40,3224,130,27
81,4921,153,38
185,3571,68,29
132,4205,100,10
154,4268,47,42
95,824,3,19
62,1360,11,33
182,3959,199,21
190,5253,131,49
146,2542,122,43
10,2947,100,10
36,699,141,38
130,2263,93,27
60,1474,66,44
175,4893,39,35
73,5388,168,42
160,905,80,18
197,3238,62,34
179,5216,75,13
67,1098,181,13
81,2432,7,20
77,562,21,21
195,4717,192,18
68,5458,149,47
82,142,3,32
56,1169,18,45
99,3292,35,44
14,5884,56,14
144,3157,133,41
76,3902,15,34
75,745,85,23
66,98,4,24
33,1614,191,16
13,6015,62,29
30,1668,59,46
26,908,4,37
114,2671,167,37
13,3190,54,21
68,3722,91,46
123,5426,180,14
33,1796,160,27
143,385,107,47
145,1520,65,48
6,5936,82,17
161,5017,175,33
54,872,169,26
144,5261,69,24
174,4182,144,26
152,4715,35,38
125,2712,15,18
5,5211,44,26
195,4900,37,20
125,1258,43,38
76,2571,186,47
50,5277,124,34
169,4260,193,43
183,844,28,28
81,2836,134,34
113,5948,54,47
20,504,99,19
178,5338,99,39
125,556,81,17
35,4155,24,17
178,559,161,45
161,3476,73,46
67,934,153,35
199,2315,198,19
138,110,21,45
41,195,21,40
168,2344,142,17
134,3746,182,34
161,2968,98,49
16,2416,0,47
24,5455,110,13
60,953,180,11
121,1986,153,26
74,4254,105,33
139,1788,166,17
172,1874,181,32
3,2741,16,12
166,4135,77,20
168,5543,51,17
120,2633,72,36
19,4533,21,15
40,329,7,45
164,5400,95,29
67,2608,29,30
86,1589,155,28
89,3493,158,15
148,3314,120,33
156,2092,115,16
185,933,127,30
131,4916,194,39
86,4606,197,25
108,3543,75,46
165,5643,101,35
121,1079,74,14
146,331,85,20
46,3552,190,13
5,1128,14,18
107,3632,146,27
123,4914,166,29
73,1625,178,34
81,4051,71,22
57,3132,18,30
154,1363,162,49
33,1811,144,23
97,2412,113,10
36,1241,148,17
93,327,35,39
22,5264,151,38
82,4507,95,38
17,545,174,37
44,207,165,35
180,4754,160,42
22,1024,28,18
197,3872,84,40
129,4884,5,43
30,5718,111,24
167,1832,132,12
163,1773,14,17
69,2728,159,25
198,2467,147,20
89,4364,130,14
11,2084,95,41
51,781,162,42
86,563,119,14
123,1904,1,34
34,3536,12,19
121,1562,57,15
183,5879,4,40
78,5612,1,20
123,3980,187,24
20,3424,8,12
186,2636,40,17
17,2991,137,48
34,4395,53,35
99,1018,106,28
190,5820,34,35
162,3023,191,47
200,1394,98,22
147,1698,100,42
116,3151,81,49
114,4511,40,26
97,5603,111,34
126,3479,138,35
120,756,76,23
66,4636,109,36
72,554,131,48
93,5823,144,16
170,1468,42,14
51,3227,3,31
199,1652,34,43
177,3308,171,45
124,2864,34,34
157,196,68,29
95,1707,20,35
30,642,49,21
99,462,28,17
153,4298,24,31
111,1206,57,41
196,4567,6,30
113,3604,195,38
190,2408,10,31
38,1943,21,48
17,1211,160,22
74,5315,40,26
129,4590,95,12
18,5409,60,44
191,177,27,33
174,3437,133,16
147,5872,1,42
125,4245,137,12
50,4926,17,29
120,4070,119,45
96,5401,22,48
54,4478,192,12
31,5089,105,46
97,5975,91,24
193,5245,45,21
46,5584,45,33
35,4045,154,49
49,1345,112,28
81,1085,13,29
162,5921,56,15
29,4826,27,11
134,1045,69,41
1,144,167,36
183,5266,195,31
27,3595,21,33
140,1293,63,34
4,2316,11,17
80,5663,58,15
180,2063,85,22
128,5296,77,46
11,379,95,22
52,3041,124,12
84,1331,9,42
154,5775,87,38
156,2920,140,19
72,518,124,28
194,3089,157,18
104,2332,114,27
90,3667,94,25
155,956,68,22
97,3019,26,14
125,5330,101,35
183,1246,74,26
71,4591,13,33
54,2562,24,10
46,5776,21,30
164,456,148,22
128,1297,128,42
149,3532,86,23
177,242,151,22
34,5499,195,32
122,749,26,30
87,3577,61,22
162,3710,183,25
168,4347,0,11
135,6024,149,23
90,1681,176,11
52,3927,45,14
49,3919,21,38
81,2644,117,39
95,2149,106,31
89,5578,173,29
37,5703,95,17
190,4868,100,15
143,4237,49,48
2,1368,168,11
139,5500,146,19
96,1090,99,42
17,1685,61,28
173,5859,38,32
196,4600,64,46
120,4232,53,13
189,1688,56,49
174,5498,157,18
32,2249,146,31
19,1269,7,28
195,2512,67,37
4,1680,2,36
25,3434,42,35
21,4050,163,38
93,3805,148,42
89,4783,84,46
113,5561,148,48
98,2376,7,38
142,1119,33,14
150,2140,53,48
48,5124,113,19
51,2238,59,28
11,1726,132,36
187,2218,112,49
14,1908,92,29
7,1856,76,33
197,3300,24,16
186,1933,140,28
40,4253,175,29
81,1894,123,12
153,3130,195,28
123,1963,139,10
170,2401,174,35
86,368,183,15
44,3906,120,12
5,884,99,11
104,5827,107,41
28,5352,60,24
188,4691,13,17
121,5739,162,40
149,3326,11,20
96,4173,21,47
49,3120,61,12
184,2702,102,39
57,3234,1,12
85,1341,129,42
189,3535,60,26
101,2489,11,21
38,1709,199,45
130,4784,59,13
131,5354,25,14
171,957,48,16
74,2154,176,16
35,1161,179,12
168,5494,52,10
125,3379,2,35
85,121,129,17
34,4501,103,43
25,291,72,26
184,1057,122,48
32,2768,29,24
110,4459,34,47
101,4175,53,23
150,1081,179,26
127,2952,34,29
89,2204,112,30
193,1361,189,12
109,5404,56,28
100,51,124,20
21,1040,192,21
21,1747,87,18
117,2513,153,40
156,4332,10,24
147,2538,174,19
14,3018,179,39
24,1555,50,15
20,1089,186,40
160,4153,80,38
180,4524,33,43
65,4836,146,43
52,3696,148,27
101,5390,185,32
186,4812,171,49
104,1906,158,40
95,4416,126,39
92,3748,164,18
10,1687,157,15
15,5172,10,26
175,4985,67,21
10,3983,143,14
149,4282,106,25
19,213,199,10
68,421,84,20
22,5000,176,25
63,3750,154,19
38,3996,137,17
15,5019,169,11
70,1443,25,39
114,3003,34,17
44,942,47,48
158,4995,25,45
104,5898,158,34
24,4722,37,47
86,2039,191,15
94,981,130,45
174,695,41,40
132,1628,115,32
6,5510,155,49
26,1946,175,24
147,5542,149,20
2,2367,183,32
68,4891,99,30
69,1233,174,39
47,228,168,37
99,4905,173,47
157,2130,185,20
64,3720,23,47
80,3708,194,33
140,3554,141,13
73,4589,108,49
139,5027,49,30
8,4302,11,33
154,854,108,40
160,4029,141,34
167,4881,24,37
132,447,27,40
92,1260,50,11
118,5566,39,47
126,4637,14,41
119,3674,94,25
172,940,60,23
83,5074,127,41
163,5430,132,44
179,2745,155,46
179,3827,113,18
85,1860,15,37
164,3544,175,42
104,142,103,36
114,328,196,47
188,49,124,49
15,3197,66,40
51,2979,185,19
50,4648,33,26
111,995,6,27
55,2312,189,17
12,1906,2,23
178,5197,96,28
190,3453,6,10
133,44,2,14
155,884,14,18
79,4054,116,28
90,5464,103,36
9,4708,37,45
104,4755,92,35
104,5537,121,18
163,4711,192,19
141,5002,122,14
44,2479,108,20
174,1400,66,14
97,2194,109,34
98,3602,54,20
119,2201,89,32
68,4185,73,21
53,27,37,12
109,2246,17,31
1,341,22,38
11,5166,168,49
178,113,5,18
137,2208,132,38
38,3230,150,11
141,3796,43,45
133,5685,1,44
25,5930,164,26
126,2175,39,34
10,4675,129,19
133,1039,13,21
22,2135,171,46
42,3560,110,19
101,5337,72,15
148,5199,112,14
28,344,3,47
21,5080,132,44
139,4504,81,14
69,4265,130,27
37,1634,11,44
177,4385,29,23
117,2586,110,25
197,2615,93,44
33,3291,102,24
45,3282,137,24
136,3399,191,45
116,4888,192,10
134,1887,29,33
143,999,172,32
143,4168,170,36
137,3141,52,16
61,3552,197,38
56,2448,144,43
126,5019,193,29
154,4176,54,24
126,1360,82,23
123,3397,64,41
185,3121,191,35
35,5034,190,28
10,4043,47,36
91,3017,133,28
21,875,36,39
140,3762,13,15
9,4932,66,18
144,3486,97,18
120,5350,137,23
182,910,171,34
127,2070,14,14
23,1346,9,16
39,580,160,47
128,2016,41,16
22,5338,148,32
55,5900,8,43
159,3909,82,47
74,4451,9,22
47,5608,65,24
27,2172,183,24
128,1319,7,10
48,1921,174,45
167,28,158,15
149,1238,0,31
15,2381,6,44
81,1344,17,42
118,5485,13,21
45,3271,164,22
19,28,199,23
181,768,54,29
55,3151,167,16
86,3693,169,32
105,1220,176,26
177,2544,36,25
78,5430,163,29
126,1184,91,15
189,448,33,12
60,2690,24,37
76,2277,44,29
91,3005,123,29
116,1184,181,34
24,1366,101,30
167,293,191,15
126,4464,15,49
189,3439,36,43
114,3783,158,40
100,3512,22,40
151,999,109,20
72,2504,60,15
114,349,127,11
93,486,114,49
167,5565,5,38
72,4181,69,33
92,4283,18,32
97,5238,189,47
11,2095,135,39
42,1078,14,44
126,5883,112,19
153,1103,186,36
162,987,35,22
22,2938,21,34
130,5535,137,10
179,2330,154,41
144,1292,183,42
139,2023,63,18
96,1031,146,27
69,5694,136,11
100,2410,60,34
62,4608,61,26
19,5645,191,15
157,2832,50,21
170,5567,137,47
151,3011,85,22
60,1539,192,41
146,804,95,28
95,5948,150,10
101,3837,189,41
81,5141,16,46
183,243,179,35
18,2387,194,45
155,1100,31,46
85,5954,129,16
129,5944,45,36
142,4253,74,22
59,4444,98,24
110,162,59,32
161,5178,23,26
164,3966,62,34
119,295,34,22
167,4010,197,13
120,1271,174,10
76,3144,68,46
153,435,142,42
143,3990,27,23
20,3912,7,31
34,5129,149,23
58,1181,71,12
60,3246,195,16
158,2638,43,13
108,4469,116,36
141,2022,29,21
93,2555,121,40
67,5300,127,33
89,674,31,28
173,991,126,37
40,5236,130,42
166,1741,129,11
47,3406,97,43
88,3351,142,28
157,1092,128,26
162,379,27,45
139,1342,86,18
20,3583,176,43
148,1179,158,14
56,401,167,33
151,5685,198,14
100,2622,152,22
113,1939,59,48
88,3876,40,43
104,4890,161,22
25,5906,62,28
33,1742,169,15
159,2085,80,21
103,4581,113,30
79,4309,193,36
129,1451,1,12
182,5153,18,28
16,2492,52,12
85,3092,88,22
59,2512,3,43
194,507,102,10
125,4806,28,28
131,2796,23,10
143,3544,150,27
32,1002,105,30
178,4216,52,33
111,2684,37,27
100,2454,5,33
188,5312,56,43
103,1953,190,32
116,3007,15,12
118,2465,11,31
119,4072,60,46
136,1616,72,47
7,3021,21,12
132,731,181,21
10,554,73,15
60,2556,123,20
25,1226,126,49
42,5708,70,41
47,3432,145,15
96,4045,75,25
114,3393,181,30
32,4110,28,45
74,4811,6,26
153,5211,57,14
16,1290,30,43
177,2753,84,23
144,763,123,35
94,4714,33,35
166,1097,57,14
5,1645,115,43
7,4887,5,35
8,2829,186,48
62,650,75,15
116,4494,72,43
160,4517,135,10
129,4166,172,11
91,2948,123,13
148,2697,143,27
55,2317,122,21
191,63,107,17
78,632,86,24
6,3362,132,26
52,2007,50,20
2,508,141,11
39,3479,189,14
121,835,93,32
32,1138,118,36
116,2721,169,45
179,40,113,42
197,1826,91,49
92,5990,144,38
32,3054,25,42
93,5730,137,21
131,3480,51,17
62,1763,32,18
13,4942,156,30
70,866,149,36
21,4619,111,35
189,289,89,39
14,2999,155,29
89,5390,6,36
71,2166,31,44
107,5896,29,21
150,2940,92,14
128,5262,13,11
32,2700,148,12
169,2771,1,21
32,5612,194,48
170,1442,79,19
180,5234,59,31
81,2401,100,25
182,4199,167,29
102,4099,186,11
190,4376,107,46
85,2697,72,26
43,3349,92,26
166,5276,128,45
167,1248,186,27
198,5487,140,38
45,4156,179,20
46,1771,157,26
115,5361,195,33
104,4287,90,22
13,5473,19,16
52,863,159,13
9,4160,171,10
185,5490,49,29
69,2605,179,16
43,809,125,14
7,1747,124,28
44,5393,44,13
172,1497,26,17
102,4061,190,10
68,5108,162,36
122,5316,103,47
77,3870,120,35
44,3988,191,29
40,4655,195,11
171,3549,31,27
62,1069,160,26
171,276,116,15
147,4747,98,31
49,1216,41,10
193,2539,0,33
77,244,59,24
153,532,88,21
41,3247,173,17
23,1844,32,42
186,199,35,42
43,556,177,21
105,1509,175,20
113,1802,162,22
168,5475,173,19
162,4610,22,44
110,2854,174,22
138,990,43,49
105,3029,187,36
60,592,13,34
129,808,10,16
140,2203,162,46
174,2147,119,43
93,3437,63,40
75,2439,62,45
145,362,148,30
58,715,136,23
38,1165,51,31
6,2044,159,29
190,1074,152,19
138,2176,161,30
58,366,28,29
17,2902,80,10
53,1151,128,18
5,1422,181,17
67,2496,18,16
107,5097,191,48
148,4322,54,37
179,823,16,23
174,4431,137,32
67,3428,10,35
131,4533,131,48
151,3375,193,46
137,4483,102,12
139,4338,145,37
175,2928,7,43
177,1899,40,28
172,3137,132,23
113,4567,48,31
136,971,32,34
191,3897,191,22
22,1738,147,29
38,3264,101,17
27,1580,109,43
26,5738,82,19
23,161,118,15
120,4234,18,17
103,5812,15,24
65,3686,157,38
74,5130,183,39
47,5009,142,10
61,3802,45,48
174,3125,159,36
132,1046,121,38
159,3851,94,36
4,323,126,29
29,2303,106,32
73,13,15,13
79,4794,45,28
44,4084,24,45
3,941,155,36
79,3008,73,33
121,1787,26,36
181,1319,37,31
139,2696,161,44
134,3018,115,45
47,1192,180,15
7,5614,105,15
115,5085,111,11
110,5470,167,15
68,3953,131,43
184,3386,153,39
77,5731,76,38
43,506,110,13
156,4583,148,37
157,3137,25,26
18,4013,189,11
87,613,21,41
73,1742,40,17
190,674,74,30
107,5644,81,33
6,535,115,18
144,5999,198,21
129,3780,177,18
22,5301,89,15
46,347,168,32
190,5941,45,44
151,3150,184,12
149,4021,8,12
51,4644,76,29
128,3777,193,48
95,2190,137,45
38,241,142,33
156,3832,171,24
44,1136,196,40
91,2850,53,39
167,2682,30,35
170,3738,197,28
42,575,4,24
60,3693,148,14
126,326,107,16
57,549,51,49
77,791,118,36
96,877,167,23
7,5904,108,48
51,2336,6,32
111,3500,119,37
32,3503,82,27
7,2693,172,25
76,3775,152,27
168,4748,88,30
143,584,160,45
59,5129,132,14
113,3808,38,21
85,3502,129,30
140,520,72,36
77,3128,146,48
170,2844,183,31
39,4724,88,37
63,4809,84,44
130,5679,183,23
29,2979,56,27
61,1045,53,34
29,74,24,12
38,2809,56,37
7,4814,187,33
30,5992,0,28
115,2434,158,27
184,231,68,46
164,1296,173,41
170,4116,7,37
5,1581,55,30
46,2339,64,14
75,4321,184,47
130,5752,121,35
105,5405,138,46
54,4603,42,10
108,4348,119,11
59,4239,67,15
33,5379,36,18
22,605,83,21
47,1861,18,19
