ticket_id,customer_id,agent_id,category,priority,status,created_date,resolved_date,subject
1506,18045,726,Product Defect,Low,Resolved,2024-03-01,,Product Defect - Quasi enim neque.
1507,20655,2521,Payment Failure,Critical,In Progress,2025-06-30,2025-07-03 13:00:00,Payment Failure - Neque nobis veritatis necessitatibus.
1508,25928,2940,Order Status,Critical,Open,2024-07-09,,Order Status - Ab corporis alias ex.
1509,32296,682,Login Issue,Low,In Progress,2024-08-02,,Login Issue - Fugiat ea atque.
1510,34640,627,Product Defect,Low,Closed,2024-01-27,2024-02-02 11:00:00,Product Defect - Beatae sunt pariatur voluptatem.
1511,40665,114,Login Issue,Critical,In Progress,2025-02-26,,Login Issue - Quis blanditiis est veniam quo.
1512,17385,782,Payment Failure,Critical,Resolved,2025-05-14,2025-05-16 07:00:00,Payment Failure - Velit tenetur.
1513,22270,2236,Login Issue,Critical,In Progress,2024-03-25,2024-03-26 02:00:00,Login Issue - Corporis ab.
1514,47697,1198,Login Issue,Low,Resolved,2026-02-05,2026-02-12 00:00:00,Login Issue - Enim deserunt atque neque reprehenderit.
1515,15213,459,Payment Failure,High,Closed,2024-01-01,2024-01-01 16:00:00,Payment Failure - Sapiente cupiditate consectetur.
1516,17589,2547,Login Issue,High,Closed,2024-07-22,,Login Issue - Facilis nisi.
1517,19898,2411,Payment Failure,Medium,Resolved,2024-11-28,,Payment Failure - Fuga tempore.
1518,24810,1074,Product Defect,Medium,In Progress,2024-11-30,2024-12-01 07:00:00,Product Defect - Modi in ipsa.
1519,37299,2822,Return Request,Medium,In Progress,2024-04-24,2024-04-28 03:00:00,Return Request - Iste adipisci sed fugit.
1520,37453,2865,Return Request,Medium,Open,2025-10-23,2025-10-26 23:00:00,Return Request - Nemo est ut.
1521,14902,1948,Payment Failure,Medium,Closed,2025-11-19,2025-11-21 01:00:00,Payment Failure - Ratione quis dolor reprehenderit ab.
1522,28667,2659,Account Update,Medium,Resolved,2024-04-29,,Account Update - Quaerat porro dolorem aperiam.
1523,10136,2244,Order Status,High,In Progress,2025-01-10,2025-01-12 04:00:00,Order Status - Odit quo.
1524,4904,790,Account Update,Low,Open,2024-08-19,2024-08-25 17:00:00,Account Update - Distinctio error dicta consectetur itaque.
1525,41940,668,Product Defect,Low,Open,2025-07-15,2025-07-17 09:00:00,Product Defect - Voluptate modi.
1526,5670,1579,Return Request,Low,Open,2024-06-20,,Return Request - Nostrum enim quidem quam impedit.
1527,16410,306,Account Update,High,Resolved,2025-03-21,2025-03-27 09:00:00,Account Update - Officia dignissimos aperiam esse.
1528,45292,2001,Return Request,Low,In Progress,2024-12-26,2024-12-29 13:00:00,Return Request - Esse repellat commodi quibusdam unde.
1529,3915,799,Return Request,High,In Progress,2025-02-24,2025-02-25 06:00:00,Return Request - Ratione facilis laboriosam dolore architecto.
1530,21184,325,Return Request,High,In Progress,2024-08-07,2024-08-07 23:00:00,Return Request - Sunt enim qui.
1531,10533,2268,Return Request,Medium,Closed,2024-11-26,2024-11-29 07:00:00,Return Request - Ea sed.
1532,34447,2064,Payment Failure,High,In Progress,2024-06-26,2024-07-01 09:00:00,Payment Failure - Praesentium sit debitis.
1533,18748,2706,Return Request,Critical,Resolved,2025-07-11,2025-07-11 10:00:00,Return Request - Expedita repellat nesciunt.
1534,5075,2281,Login Issue,Critical,In Progress,2024-04-29,2024-05-05 06:00:00,Login Issue - Molestias vero tempore fugiat.
1535,4108,270,Payment Failure,Low,Resolved,2024-01-20,,Payment Failure - Aut voluptate.
1536,22319,2450,Product Defect,Low,Closed,2025-07-31,2025-07-31 10:00:00,Product Defect - Perferendis necessitatibus perferendis voluptates vero.
1537,25185,816,Login Issue,Critical,Closed,2025-11-17,2025-11-19 07:00:00,Login Issue - Qui praesentium.
1538,17227,2720,Account Update,Medium,Closed,2024-02-12,2024-02-16 00:00:00,Account Update - Quae amet quia veritatis.
1539,16468,1529,Account Update,Critical,Closed,2025-01-19,2025-01-25 06:00:00,Account Update - Laboriosam officiis mollitia.
1540,35479,861,Return Request,Low,Open,2024-08-26,2024-08-26 12:00:00,Return Request - Aliquam facilis incidunt.
1541,34675,406,Account Update,Low,Resolved,2024-02-14,2024-02-14 20:00:00,Account Update - Quas facere.
1542,2821,2116,Product Defect,Low,Resolved,2024-03-06,2024-03-09 15:00:00,Product Defect - Cumque rerum ex labore.
1543,39696,1883,Order Status,Low,Closed,2025-11-11,2025-11-15 19:00:00,Order Status - Quod ratione laboriosam.
1544,43723,769,Account Update,Low,Closed,2025-09-07,2025-09-08 22:00:00,Account Update - Aliquid minus.
1545,32625,1745,Product Defect,Medium,Resolved,2025-06-27,2025-07-03 19:00:00,Product Defect - Impedit blanditiis.
1546,33134,2999,Payment Failure,Critical,Closed,2025-01-23,,Payment Failure - Officia cumque maxime.
1547,22186,569,Account Update,Critical,Closed,2024-05-12,2024-05-17 22:00:00,Account Update - Nostrum beatae occaecati ullam itaque.
1548,49894,2119,Login Issue,Critical,In Progress,2025-08-23,2025-08-25 02:00:00,Login Issue - Doloremque odit eos.
1549,17331,2540,Return Request,Critical,Open,2025-03-21,2025-03-21 11:00:00,Return Request - Velit nobis.
1550,23731,502,Product Defect,High,Resolved,2024-07-30,2024-08-01 05:00:00,Product Defect - Fugit culpa labore perferendis doloremque.
1551,46622,1991,Product Defect,Critical,Resolved,2024-04-17,,Product Defect - Similique reiciendis quaerat nemo.
1552,16874,1222,Payment Failure,Critical,Resolved,2024-12-21,2024-12-25 14:00:00,Payment Failure - Quis dicta.
1553,6711,1666,Return Request,Low,Resolved,2025-02-15,2025-02-15 09:00:00,Return Request - Debitis est cum a modi.
1554,41797,1033,Account Update,Low,Closed,2024-07-25,,Account Update - Illo provident ipsum quaerat repellendus.
1555,10285,1775,Product Defect,Low,Resolved,2024-06-14,2024-06-19 17:00:00,Product Defect - Dignissimos nostrum quam ea saepe.
1556,34416,2412,Account Update,Medium,Open,2026-01-16,2026-01-16 08:00:00,Account Update - Aliquid ipsam tempore.
1557,9832,1361,Product Defect,High,Open,2024-05-07,2024-05-11 14:00:00,Product Defect - Officia aut nemo.
1558,45080,457,Return Request,Critical,Open,2024-11-13,2024-11-16 23:00:00,Return Request - Aliquam in harum.
1559,45428,879,Account Update,Critical,Closed,2025-04-09,2025-04-15 04:00:00,Account Update - Quas nihil.
1560,21183,78,Product Defect,Low,Resolved,2025-12-27,2025-12-30 15:00:00,Product Defect - Sapiente modi.
1561,40256,1536,Account Update,Critical,In Progress,2024-06-27,2024-07-01 17:00:00,Account Update - Saepe incidunt fugiat.
1562,20090,2527,Account Update,Critical,Closed,2024-10-30,2024-10-31 13:00:00,Account Update - Quisquam officia.
1563,22788,1609,Payment Failure,Critical,Closed,2026-01-08,,Payment Failure - Quos dignissimos.
1564,1354,2154,Account Update,Low,Open,2025-03-27,2025-03-31 01:00:00,Account Update - Reprehenderit rerum eum dolorum.
1565,2875,731,Account Update,Low,In Progress,2024-07-14,,Account Update - Consequatur illum vel corrupti ipsam.
1566,4026,501,Login Issue,Critical,Open,2025-08-30,,Login Issue - Possimus labore.
1567,30915,1012,Return Request,Low,Closed,2025-06-27,2025-06-29 22:00:00,Return Request - Voluptas maxime sint.
1568,32076,2400,Login Issue,Medium,In Progress,2025-04-05,2025-04-10 16:00:00,Login Issue - Voluptatum nulla expedita aut illo.
1569,8914,2453,Account Update,Critical,Open,2025-09-13,2025-09-15 02:00:00,Account Update - Praesentium eius nulla.
1570,23382,631,Return Request,Critical,Closed,2025-11-02,2025-11-04 00:00:00,Return Request - Temporibus inventore.
1571,15940,1896,Order Status,Medium,Resolved,2025-11-02,2025-11-06 10:00:00,Order Status - Eos autem tempora facilis unde.
1572,33798,1305,Login Issue,Medium,Resolved,2024-10-16,2024-10-17 04:00:00,Login Issue - Rem quas perspiciatis quod.
1573,48700,2632,Account Update,Critical,In Progress,2024-01-09,2024-01-09 11:00:00,Account Update - Eius distinctio consequatur ipsa.
1574,38109,852,Account Update,Low,Resolved,2025-08-10,2025-08-11 18:00:00,Account Update - Dolorum similique aut exercitationem.
1575,47889,2500,Login Issue,Medium,In Progress,2024-03-17,,Login Issue - Illo eaque.
1576,26195,1578,Account Update,High,Resolved,2025-03-23,,Account Update - Occaecati omnis delectus.
1577,48022,2,Login Issue,Critical,Open,2025-08-15,2025-08-16 09:00:00,Login Issue - Ipsa fuga dolor eveniet.
1578,6204,1393,Login Issue,Medium,Resolved,2025-07-11,2025-07-15 03:00:00,Login Issue - Impedit veritatis consequuntur accusantium praesentium.
1579,48698,1736,Product Defect,High,Resolved,2024-12-22,,Product Defect - Iste explicabo error esse atque.
1580,37245,2109,Return Request,High,Open,2026-01-27,,Return Request - Sed commodi mollitia.
1581,46521,63,Return Request,Low,Resolved,2025-04-01,2025-04-03 21:00:00,Return Request - Laudantium magnam optio quisquam.
1582,23812,2076,Product Defect,Medium,Closed,2024-07-14,2024-07-16 21:00:00,Product Defect - Quasi error.
1583,6956,1965,Login Issue,Critical,Closed,2024-12-31,,Login Issue - Ab quas amet.
1584,45403,281,Payment Failure,High,Resolved,2024-08-19,2024-08-25 09:00:00,Payment Failure - Illum voluptates nostrum optio corporis.
1585,25546,2846,Login Issue,Low,Resolved,2026-02-05,2026-02-09 00:00:00,Login Issue - Adipisci delectus accusantium numquam modi.
1586,47334,1510,Account Update,Critical,Resolved,2024-05-08,2024-05-11 14:00:00,Account Update - Fugiat aperiam blanditiis.
1587,9819,254,Return Request,Low,Closed,2024-12-30,2024-12-31 22:00:00,Return Request - Odio voluptates.
1588,12367,1765,Login Issue,Critical,Resolved,2024-12-09,2024-12-09 01:00:00,Login Issue - Sit qui numquam earum.
1589,11530,584,Login Issue,Critical,Resolved,2025-04-13,,Login Issue - Illum exercitationem nam id.
1590,23280,837,Payment Failure,Medium,Open,2025-02-21,2025-02-25 10:00:00,Payment Failure - Error nobis.
1591,20213,376,Account Update,Low,Open,2025-03-06,,Account Update - Aliquid aut.
1592,3379,1886,Return Request,High,In Progress,2024-10-14,2024-10-14 22:00:00,Return Request - Itaque ut.
1593,48836,2961,Login Issue,Low,Open,2024-07-25,2024-07-27 09:00:00,Login Issue - Molestiae consequatur.
1594,13882,2917,Order Status,Medium,Open,2024-10-09,2024-10-11 18:00:00,Order Status - Facere unde molestiae pariatur.
1595,19619,2544,Payment Failure,Critical,In Progress,2024-06-25,,Payment Failure - Quia sapiente aut.
1596,6747,344,Account Update,Critical,Open,2024-06-23,2024-06-28 17:00:00,Account Update - Molestiae minima cupiditate explicabo.
1597,20247,914,Account Update,High,Resolved,2024-01-02,2024-01-03 05:00:00,Account Update - Cum doloremque voluptate facere.
1598,28861,2991,Payment Failure,Critical,In Progress,2026-02-14,2026-02-14 08:00:00,Payment Failure - Necessitatibus quisquam atque.
1599,36686,2355,Order Status,Low,Closed,2025-03-13,,Order Status - Velit distinctio suscipit.
1600,30004,114,Order Status,Low,Closed,2025-01-20,2025-01-25 14:00:00,Order Status - Unde doloribus inventore quos.
1601,2524,436,Account Update,Critical,Open,2024-03-31,2024-04-04 02:00:00,Account Update - Earum fugit laboriosam.
1602,46696,2268,Account Update,Low,Closed,2025-03-25,2025-03-26 12:00:00,Account Update - Suscipit odit quidem temporibus culpa.
1603,29897,718,Login Issue,Critical,Open,2026-01-17,,Login Issue - Maxime ex illum sit.
1604,10486,509,Product Defect,High,Closed,2025-09-12,2025-09-12 06:00:00,Product Defect - Commodi cumque totam.
1605,18413,1361,Login Issue,High,In Progress,2025-10-13,2025-10-18 22:00:00,Login Issue - Repudiandae aut magni eum suscipit.
1606,41295,2736,Payment Failure,Low,In Progress,2026-01-20,2026-01-22 06:00:00,Payment Failure - Esse velit itaque porro.
1607,27358,576,Order Status,Critical,Resolved,2025-07-18,2025-07-24 23:00:00,Order Status - Rem optio odit.
1608,880,1285,Order Status,Low,Closed,2024-09-22,2024-09-22 02:00:00,Order Status - Aperiam unde itaque neque.
1609,22910,2764,Order Status,Critical,Resolved,2024-06-07,2024-06-12 02:00:00,Order Status - Unde sed modi.
1610,35951,83,Account Update,Medium,Open,2025-09-28,,Account Update - Inventore hic.
1611,29628,2920,Login Issue,High,Closed,2024-08-19,,Login Issue - Necessitatibus quasi inventore a nam.
1612,6934,1703,Payment Failure,Low,In Progress,2025-07-18,2025-07-22 13:00:00,Payment Failure - Laborum ipsum nam a magnam.
1613,25769,2002,Return Request,High,Resolved,2024-09-25,2024-09-29 07:00:00,Return Request - Fuga dolore repellat.
1614,17407,2203,Account Update,High,Closed,2024-06-21,2024-06-21 07:00:00,Account Update - Eligendi tenetur iste.
1615,37831,1117,Account Update,Low,Open,2024-10-30,2024-11-04 07:00:00,Account Update - Modi nostrum iure repudiandae.
1616,15631,1095,Payment Failure,Low,Closed,2024-04-10,,Payment Failure - Quas animi impedit.
1617,29610,95,Account Update,Critical,Resolved,2024-04-04,2024-04-07 03:00:00,Account Update - Ratione culpa amet repellendus.
1618,38749,2513,Product Defect,High,In Progress,2025-04-13,,Product Defect - Laborum explicabo.
1619,11852,635,Login Issue,Critical,Closed,2025-01-29,2025-02-03 05:00:00,Login Issue - Quaerat hic doloribus totam.
1620,46838,2040,Return Request,Low,Resolved,2024-05-15,2024-05-22 00:00:00,Return Request - Quae labore error.
1621,43342,626,Product Defect,Medium,Resolved,2024-09-26,2024-10-01 01:00:00,Product Defect - Quod quod aliquam incidunt asperiores.
1622,24158,91,Account Update,Critical,Open,2024-05-28,,Account Update - Sapiente at.
1623,46959,1813,Payment Failure,Critical,In Progress,2025-11-06,2025-11-10 15:00:00,Payment Failure - Corrupti recusandae labore aliquid.
1624,11125,1300,Product Defect,High,In Progress,2025-06-23,2025-06-29 21:00:00,Product Defect - Ullam error vero in nemo.
1625,45840,71,Login Issue,High,Closed,2024-12-18,2024-12-18 16:00:00,Login Issue - Eum magnam quam atque.
1626,39743,2713,Account Update,Medium,Open,2024-06-22,2024-06-22 14:00:00,Account Update - Quae porro hic enim voluptatum.
1627,14919,1701,Payment Failure,Medium,Resolved,2025-12-19,2025-12-24 20:00:00,Payment Failure - In totam cumque.
1628,14399,1605,Order Status,Critical,Resolved,2025-04-16,2025-04-16 02:00:00,Order Status - Quos nam.
1629,6021,16,Account Update,Critical,In Progress,2024-01-03,2024-01-08 05:00:00,Account Update - Id fugiat asperiores occaecati.
1630,33732,319,Product Defect,High,Resolved,2025-05-29,2025-06-01 04:00:00,Product Defect - Voluptatum rerum optio necessitatibus.
1631,3844,23,Order Status,Medium,Closed,2024-05-22,2024-05-27 23:00:00,Order Status - Harum voluptatem atque.
1632,42518,237,Product Defect,Low,Open,2025-09-04,2025-09-10 05:00:00,Product Defect - Illum dolores exercitationem eius.
1633,37266,14,Login Issue,Low,Resolved,2025-03-22,,Login Issue - Veniam mollitia.
1634,19331,1467,Login Issue,Low,Open,2024-05-11,2024-05-14 05:00:00,Login Issue - Excepturi quasi minus.
1635,10244,1476,Order Status,Critical,In Progress,2025-12-15,2025-12-21 17:00:00,Order Status - Quis nemo laudantium quo.
1636,482,1014,Product Defect,High,In Progress,2025-09-14,2025-09-16 01:00:00,Product Defect - Repellendus dicta delectus.
1637,45255,156,Payment Failure,High,In Progress,2025-01-22,2025-01-23 08:00:00,Payment Failure - Ducimus vitae corrupti facilis eveniet.
1638,11953,1331,Payment Failure,High,Closed,2025-08-27,2025-08-28 07:00:00,Payment Failure - Amet commodi.
1639,27541,2360,Account Update,Critical,In Progress,2025-10-05,2025-10-11 00:00:00,Account Update - Beatae voluptate.
1640,15523,1092,Login Issue,High,Resolved,2024-01-09,2024-01-09 23:00:00,Login Issue - Asperiores similique sit.
1641,2995,1695,Payment Failure,Critical,Open,2025-07-26,2025-07-26 19:00:00,Payment Failure - Officiis quia doloremque.
1642,23821,2182,Account Update,High,Open,2024-11-18,2024-11-22 16:00:00,Account Update - Ullam animi.
1643,31862,2280,Order Status,Medium,Closed,2025-01-13,2025-01-14 03:00:00,Order Status - Atque maxime dolorum magnam reprehenderit.
1644,34252,811,Product Defect,Critical,Closed,2025-09-15,2025-09-19 10:00:00,Product Defect - Consequuntur repellat vel.
1645,35723,2732,Return Request,High,In Progress,2024-07-30,2024-08-03 21:00:00,Return Request - Incidunt magnam veniam quas architecto.
1646,23212,630,Order Status,High,In Progress,2024-02-08,2024-02-14 00:00:00,Order Status - Sed esse quam.
1647,36267,2908,Return Request,High,In Progress,2024-10-10,2024-10-15 04:00:00,Return Request - Odit quidem odio temporibus.
1648,12388,1488,Payment Failure,High,Open,2025-02-06,2025-02-08 06:00:00,Payment Failure - Architecto reiciendis.
1649,2644,1184,Product Defect,Low,Open,2025-03-16,2025-03-20 09:00:00,Product Defect - Rem rerum id.
1650,36613,227,Payment Failure,Critical,Resolved,2025-01-14,2025-01-15 10:00:00,Payment Failure - Iure corrupti molestiae.
1651,13351,2987,Account Update,Medium,In Progress,2024-02-27,2024-03-04 01:00:00,Account Update - Laborum rerum quae.
1652,9431,2775,Product Defect,Medium,Closed,2025-06-04,2025-06-08 11:00:00,Product Defect - Molestias excepturi officiis sed.
1653,43669,91,Login Issue,High,Resolved,2025-10-20,,Login Issue - Ab voluptatum suscipit.
1654,41693,723,Login Issue,Medium,In Progress,2026-02-05,,Login Issue - Modi assumenda aut.
1655,23922,1855,Login Issue,Low,Resolved,2025-12-18,2025-12-24 11:00:00,Login Issue - Magnam expedita nesciunt.
1656,31550,1057,Account Update,Critical,In Progress,2024-11-04,,Account Update - Pariatur deserunt quibusdam.
1657,5682,257,Product Defect,Medium,Resolved,2025-09-04,,Product Defect - Nulla facilis exercitationem.
1658,11710,2785,Order Status,Low,Closed,2025-03-13,2025-03-14 03:00:00,Order Status - Consequatur temporibus repellat illo vero.
1659,49103,1363,Order Status,Critical,In Progress,2025-08-01,2025-08-07 08:00:00,Order Status - Architecto consequatur recusandae tempore.
1660,1849,2637,Product Defect,High,Open,2024-02-05,2024-02-09 21:00:00,Product Defect - Quidem nisi voluptatum impedit alias.
1661,20109,365,Account Update,Medium,Resolved,2024-03-30,2024-04-04 04:00:00,Account Update - Fuga veritatis voluptatem.
1662,35757,1233,Product Defect,High,Open,2025-10-20,2025-10-22 02:00:00,Product Defect - Magni unde.
1663,28648,187,Login Issue,Low,Resolved,2024-02-08,2024-02-12 21:00:00,Login Issue - Animi et sunt.
1664,11882,491,Product Defect,Critical,Closed,2024-05-18,2024-05-19 10:00:00,Product Defect - Minus in sapiente.
1665,26613,2611,Product Defect,High,Resolved,2024-10-12,2024-10-17 10:00:00,Product Defect - Quasi consectetur odit veniam harum.
1666,11654,1024,Product Defect,Low,Open,2025-03-24,2025-03-27 00:00:00,Product Defect - Doloribus labore autem.
1667,30496,1183,Return Request,Low,Resolved,2025-05-16,2025-05-22 13:00:00,Return Request - Reiciendis nisi.
1668,41088,2594,Order Status,Low,In Progress,2025-11-18,2025-11-23 03:00:00,Order Status - Delectus quibusdam corrupti eligendi.
1669,39197,2321,Login Issue,High,Open,2024-02-09,,Login Issue - Animi eum ipsam vitae commodi.
1670,45050,1249,Account Update,Critical,Closed,2024-04-18,2024-04-23 04:00:00,Account Update - Doloribus dignissimos.
1671,45397,2038,Order Status,High,Open,2025-09-19,2025-09-24 16:00:00,Order Status - Ducimus reiciendis totam voluptates ipsa.
1672,11158,2152,Account Update,Medium,Resolved,2024-10-23,2024-10-26 23:00:00,Account Update - Excepturi ex at quo.
1673,29880,213,Order Status,Low,Closed,2024-09-30,2024-10-05 15:00:00,Order Status - Esse voluptatum illo.
1674,9749,794,Product Defect,High,Open,2025-08-30,2025-08-31 13:00:00,Product Defect - Sequi dicta provident voluptates.
1675,6723,1721,Product Defect,Medium,In Progress,2024-02-06,2024-02-06 22:00:00,Product Defect - Qui placeat.
1676,28553,612,Return Request,Medium,In Progress,2024-01-29,,Return Request - Molestias officiis libero.
1677,36355,1944,Login Issue,Low,Open,2025-08-04,2025-08-06 04:00:00,Login Issue - Magnam numquam ad sint perferendis.
1678,268,377,Login Issue,Critical,Resolved,2025-05-06,2025-05-12 12:00:00,Login Issue - Pariatur ullam quaerat.
1679,1180,2442,Return Request,Critical,Resolved,2025-11-06,2025-11-08 07:00:00,Return Request - Illo repellendus ex molestiae expedita.
1680,41730,2990,Order Status,High,Resolved,2025-09-26,,Order Status - Dignissimos eos sunt fugit.
1681,43726,2289,Account Update,Medium,Resolved,2024-05-07,2024-05-13 06:00:00,Account Update - Voluptas accusamus.
1682,36876,107,Payment Failure,High,In Progress,2024-09-03,2024-09-08 02:00:00,Payment Failure - Error optio nisi.
1683,35435,1171,Payment Failure,Low,In Progress,2025-04-15,2025-04-20 04:00:00,Payment Failure - Aliquid dignissimos repudiandae ratione.
1684,18863,2764,Order Status,Critical,Open,2024-05-31,2024-06-06 05:00:00,Order Status - Dignissimos hic assumenda praesentium quod.
1685,2534,189,Login Issue,Medium,Open,2024-02-04,2024-02-07 06:00:00,Login Issue - Expedita sapiente.
1686,18314,2731,Product Defect,Critical,Closed,2024-12-20,2024-12-21 05:00:00,Product Defect - Et officiis iste.
1687,47370,2191,Payment Failure,Low,Closed,2025-03-24,2025-03-25 11:00:00,Payment Failure - Veniam sequi dolore dolor dolorem.
1688,41586,2174,Product Defect,Critical,Closed,2024-04-30,2024-05-06 17:00:00,Product Defect - Molestiae veritatis.
1689,43615,1931,Product Defect,Medium,Resolved,2024-01-18,2024-01-22 06:00:00,Product Defect - Architecto tenetur id aliquid quasi.
1690,45830,241,Payment Failure,Critical,Closed,2025-12-16,,Payment Failure - Eveniet unde soluta recusandae.
1691,17920,46,Return Request,High,In Progress,2024-05-22,2024-05-28 05:00:00,Return Request - Ab temporibus illum cupiditate exercitationem.
1692,6638,72,Payment Failure,Low,In Progress,2024-12-24,2024-12-28 20:00:00,Payment Failure - Harum dolore rerum debitis nihil.
1693,4252,183,Login Issue,High,In Progress,2024-11-26,,Login Issue - Tempora odio nostrum quos.
1694,7420,2982,Return Request,Medium,Open,2026-01-26,2026-01-30 11:00:00,Return Request - Ullam ipsum inventore vero.
1695,48229,777,Payment Failure,Critical,In Progress,2025-06-19,2025-06-25 12:00:00,Payment Failure - Temporibus nihil at modi.
1696,6265,1968,Account Update,High,Resolved,2026-01-04,2026-01-10 19:00:00,Account Update - Tempore esse.
1697,47536,2635,Login Issue,Medium,Open,2024-08-11,2024-08-16 16:00:00,Login Issue - Temporibus repellendus.
1698,42747,2431,Login Issue,High,Open,2025-09-29,2025-10-04 00:00:00,Login Issue - Debitis nemo commodi et.
1699,46579,1405,Login Issue,Low,Open,2025-10-24,,Login Issue - Necessitatibus molestias iure magnam omnis.
1700,8112,2244,Product Defect,Low,Resolved,2025-07-14,2025-07-17 09:00:00,Product Defect - Voluptates praesentium.
1701,20938,1095,Product Defect,Critical,Resolved,2025-02-04,2025-02-07 13:00:00,Product Defect - Neque omnis cupiditate perspiciatis ullam.
1702,21361,2126,Order Status,Low,In Progress,2026-01-13,,Order Status - Aliquam veritatis ad.
1703,17222,2230,Order Status,Medium,Closed,2024-09-23,2024-09-26 22:00:00,Order Status - Quisquam illo quo doloremque.
1704,1958,1167,Login Issue,Critical,In Progress,2024-08-26,2024-08-29 03:00:00,Login Issue - Ipsum dolor temporibus repudiandae.
1705,49653,702,Login Issue,Critical,Closed,2024-05-22,2024-05-28 07:00:00,Login Issue - Earum reprehenderit aliquid natus soluta.
1706,16324,855,Login Issue,Medium,In Progress,2025-07-15,2025-07-16 18:00:00,Login Issue - Quia ea enim sint.
1707,32514,1567,Order Status,Medium,In Progress,2024-02-08,2024-02-12 14:00:00,Order Status - Odio accusantium esse.
1708,970,1610,Order Status,Low,Closed,2025-04-17,2025-04-21 21:00:00,Order Status - Eveniet sunt ipsum mollitia commodi.
1709,45202,2838,Payment Failure,Medium,Closed,2024-11-04,2024-11-08 23:00:00,Payment Failure - Totam nam.
1710,43894,1583,Return Request,Low,Resolved,2024-04-01,2024-04-04 02:00:00,Return Request - Non cupiditate.
1711,44411,2082,Product Defect,Medium,Closed,2025-01-20,2025-01-23 00:00:00,Product Defect - Quidem accusamus.
1712,15329,1714,Order Status,Low,Resolved,2024-09-29,2024-10-06 00:00:00,Order Status - A delectus est.
1713,30331,2502,Product Defect,High,In Progress,2026-01-02,2026-01-04 03:00:00,Product Defect - Placeat laborum tempore sapiente laudantium.
1714,49448,1466,Login Issue,Low,Open,2024-08-27,,Login Issue - Est ea qui tempora magni.
1715,3088,2377,Login Issue,Low,Open,2026-02-13,2026-02-15 23:00:00,Login Issue - Provident rerum nulla.
1716,49139,1081,Order Status,Medium,Open,2024-09-03,2024-09-03 21:00:00,Order Status - Porro animi repudiandae.
1717,13383,402,Login Issue,High,Resolved,2025-08-02,2025-08-05 17:00:00,Login Issue - Quidem provident repudiandae.
1718,21786,365,Product Defect,Medium,Open,2024-04-08,2024-04-10 15:00:00,Product Defect - Sapiente ipsa corrupti.
1719,8494,157,Product Defect,Medium,In Progress,2025-08-20,,Product Defect - Id inventore nulla.
1720,982,111,Login Issue,Critical,Closed,2024-08-13,,Login Issue - Quaerat explicabo odio deleniti.
1721,41330,1613,Payment Failure,Low,Closed,2025-03-14,2025-03-14 09:00:00,Payment Failure - Quaerat provident quibusdam.
1722,33430,1990,Product Defect,Medium,Open,2024-11-16,,Product Defect - Deleniti nisi recusandae.
1723,4015,2585,Account Update,High,Open,2025-07-09,2025-07-10 00:00:00,Account Update - Consequatur quam.
1724,11984,2250,Return Request,Medium,Resolved,2024-12-16,2024-12-22 00:00:00,Return Request - At dignissimos similique cum neque.
1725,8138,700,Account Update,Critical,Open,2024-05-24,,Account Update - Distinctio voluptatum corrupti temporibus.
1726,18728,2960,Login Issue,Low,In Progress,2025-12-12,2025-12-15 06:00:00,Login Issue - Nulla necessitatibus.
1727,4811,2137,Return Request,Medium,In Progress,2024-08-23,2024-08-24 21:00:00,Return Request - Perferendis repellat dolores.
1728,27761,1089,Account Update,Low,In Progress,2026-01-30,2026-02-02 21:00:00,Account Update - Doloremque debitis.
1729,43036,1955,Order Status,High,Closed,2024-04-04,2024-04-04 23:00:00,Order Status - Assumenda facilis voluptates.
1730,41578,2076,Login Issue,Medium,Resolved,2026-02-01,,Login Issue - Molestias voluptatibus cum sit.
1731,2087,1077,Order Status,High,Open,2025-07-21,2025-07-27 08:00:00,Order Status - Similique maxime.
1732,34372,2150,Order Status,Critical,In Progress,2024-03-10,,Order Status - Debitis aut neque repudiandae.
1733,16658,983,Product Defect,Medium,Closed,2025-12-19,,Product Defect - Est itaque facere explicabo quaerat.
1734,14170,2578,Product Defect,Critical,Open,2025-06-19,2025-06-21 14:00:00,Product Defect - Odio dicta sint.
1735,41694,1121,Return Request,Low,In Progress,2026-02-19,2026-02-20 16:00:00,Return Request - Minima id impedit quae.
1736,15430,526,Product Defect,Critical,Open,2024-05-16,2024-05-21 22:00:00,Product Defect - Vitae fuga veritatis eos.
1737,10366,290,Login Issue,High,In Progress,2024-12-07,,Login Issue - Sapiente beatae sequi dolorem.
1738,44148,1847,Payment Failure,Medium,Closed,2024-01-29,2024-02-02 07:00:00,Payment Failure - Vel neque similique.
1739,28422,1644,Product Defect,High,Closed,2024-09-18,2024-09-20 20:00:00,Product Defect - Cumque nemo.
1740,11128,1015,Account Update,Critical,In Progress,2025-11-14,2025-11-19 04:00:00,Account Update - Explicabo voluptates earum unde.
1741,10012,1506,Login Issue,High,Closed,2024-06-05,2024-06-07 23:00:00,Login Issue - Quisquam asperiores veritatis aperiam voluptatem.
1742,17832,1657,Order Status,Medium,Open,2025-07-25,2025-07-29 05:00:00,Order Status - Reiciendis perferendis.
1743,15443,1396,Order Status,Low,In Progress,2024-01-31,,Order Status - Sapiente occaecati voluptatem.
1744,39325,416,Product Defect,Critical,Open,2025-03-19,,Product Defect - Rem id neque maxime.
