return_id,order_id,prod_id,return_date,reason,refund_amount
42162,42162,590,2024-10-22,Late Delivery,118283.93
42177,42177,535,2025-06-12,Quality Issue,101755.0
42217,42217,1108,2025-05-13,Damaged,62628.26
42218,42218,167,2025-09-15,Late Delivery,20402.18
42229,42229,367,2024-02-05,Quality Issue,46579.22
42268,42268,1018,2024-08-31,Late Delivery,143526.71
42322,42322,392,2024-11-15,Quality Issue,239108.85
42327,42327,803,2024-07-23,Damaged,373313.69
42339,42339,839,2025-02-21,Quality Issue,6538.19
42382,42382,998,2024-04-11,Damaged,97099.39
42391,42391,876,2024-05-12,Quality Issue,672772.56
42415,42415,398,2025-03-21,Late Delivery,205958.71
42481,42481,719,2025-04-12,Quality Issue,193596.3
42505,42505,1045,2024-08-02,Wrong Item,262248.95
42520,42520,435,2025-05-17,Late Delivery,137776.94
42550,42550,72,2024-10-30,Wrong Item,524035.23
42553,42553,428,2024-07-30,Damaged,71288.03
42567,42567,205,2025-03-04,Wrong Item,342873.6
42576,42576,332,2024-12-25,Wrong Item,220278.54
42597,42597,117,2025-02-19,Late Delivery,261873.12
42599,42599,356,2025-04-08,Late Delivery,123689.83
42613,42613,341,2024-12-19,Quality Issue,90595.0
42621,42621,392,2024-10-20,Late Delivery,287012.88
42629,42629,1114,2024-07-19,Damaged,432513.84
42646,42646,968,2024-01-09,Damaged,258793.04
42685,42685,640,2025-08-29,Damaged,129057.45
42691,42691,1179,2024-06-29,Wrong Item,190700.58
42729,42729,825,2024-09-28,Damaged,628023.38
42757,42757,583,2025-02-16,Late Delivery,351976.31
42795,42795,1047,2024-06-22,Wrong Item,209558.82
42808,42808,322,2024-10-17,Wrong Item,12621.22
42815,42815,377,2024-02-07,Wrong Item,249634.49
42844,42844,1133,2024-04-14,Late Delivery,159818.2
42845,42845,99,2025-06-19,Wrong Item,373712.09
42902,42902,97,2024-04-16,Wrong Item,255786.66
42912,42912,757,2024-05-24,Wrong Item,29438.94
42937,42937,1003,2025-08-12,Late Delivery,184241.48
42954,42954,451,2025-05-30,Late Delivery,93371.13
42967,42967,819,2024-11-24,Quality Issue,73947.25
42973,42973,412,2024-11-17,Quality Issue,360386.22
42985,42985,505,2025-08-05,Quality Issue,58740.55
42997,42997,734,2025-06-30,Quality Issue,406441.73
43017,43017,582,2025-01-27,Quality Issue,379600.39
43035,43035,908,2024-03-15,Quality Issue,37073.2
43116,43116,481,2024-03-21,Late Delivery,107112.33
43130,43130,1061,2024-04-18,Quality Issue,238115.41
43155,43155,814,2024-02-19,Quality Issue,517990.81
43220,43220,973,2024-08-12,Damaged,173065.78
43228,43228,1179,2025-10-03,Late Delivery,66224.22
43232,43232,1129,2024-01-18,Wrong Item,24614.98
43247,43247,936,2025-05-04,Quality Issue,100247.69
43251,43251,24,2024-09-02,Quality Issue,149034.56
43258,43258,457,2025-06-05,Late Delivery,220566.55
43259,43259,1149,2025-08-03,Late Delivery,56985.57
43282,43282,1011,2025-07-15,Late Delivery,161183.99
43299,43299,499,2024-11-25,Wrong Item,13869.2
43300,43300,74,2024-01-18,Wrong Item,6994.37
43301,43301,1150,2025-07-07,Damaged,500033.42
43302,43302,917,2025-09-28,Wrong Item,137254.89
43313,43313,1195,2024-02-21,Wrong Item,104371.11
43340,43340,445,2024-11-30,Wrong Item,79564.24
43363,43363,1105,2024-04-03,Wrong Item,182465.3
43411,43411,790,2025-10-10,Late Delivery,193983.08
43413,43413,1085,2025-06-27,Wrong Item,112116.64
43416,43416,374,2024-09-15,Quality Issue,361470.7
43433,43433,922,2024-09-22,Quality Issue,22015.84
43445,43445,1056,2025-02-27,Quality Issue,350531.46
43471,43471,681,2025-08-08,Late Delivery,311633.4
43513,43513,59,2025-09-02,Damaged,157851.71
43554,43554,838,2024-06-19,Quality Issue,142198.57
43558,43558,510,2024-05-27,Late Delivery,299742.57
43593,43593,1101,2025-07-26,Damaged,283340.83
43625,43625,59,2024-03-04,Quality Issue,204471.95
43643,43643,610,2025-01-23,Damaged,14730.48
43662,43662,51,2024-05-31,Wrong Item,372645.98
43695,43695,248,2024-07-15,Late Delivery,308371.42
43705,43705,753,2024-01-15,Damaged,30795.69
43715,43715,559,2025-07-20,Damaged,109663.64
43773,43773,1034,2025-01-19,Damaged,315856.45
43830,43830,1189,2024-11-30,Late Delivery,187527.05
43836,43836,917,2025-04-25,Wrong Item,336929.59
43876,43876,635,2024-04-21,Wrong Item,152373.46
43900,43900,285,2025-09-05,Wrong Item,137452.17
43913,43913,377,2025-06-16,Wrong Item,109527.3
43914,43914,1024,2024-01-24,Wrong Item,99450.71
43918,43918,391,2025-07-01,Quality Issue,61888.97
43940,43940,918,2024-09-04,Late Delivery,149346.58
43943,43943,442,2024-02-24,Wrong Item,285415.26
43967,43967,244,2024-07-21,Damaged,10122.56
43972,43972,932,2025-07-19,Quality Issue,999.39
44087,44087,1179,2024-05-22,Quality Issue,364912.11
44129,44129,394,2025-07-16,Quality Issue,185999.27
44153,44153,1209,2025-03-03,Late Delivery,143335.55
44158,44158,52,2024-11-23,Late Delivery,28516.18
44161,44161,1161,2025-07-05,Wrong Item,553020.75
44202,44202,652,2025-10-15,Late Delivery,73542.54
44210,44210,738,2025-03-31,Late Delivery,41046.11
44249,44249,1119,2024-10-02,Quality Issue,353241.88
44259,44259,746,2024-07-10,Quality Issue,60916.39
44261,44261,998,2025-03-21,Damaged,36880.63
44265,44265,655,2025-04-08,Wrong Item,339777.04
44275,44275,45,2024-11-08,Damaged,205808.06
44289,44289,412,2024-03-13,Quality Issue,29151.67
44302,44302,1157,2025-08-05,Wrong Item,284129.21
44323,44323,1151,2025-06-17,Damaged,445991.78
44325,44325,677,2025-02-06,Late Delivery,157159.05
44354,44354,665,2025-07-30,Late Delivery,36565.68
44372,44372,480,2024-11-25,Damaged,260483.49
44399,44399,253,2025-08-19,Late Delivery,145582.28
44403,44403,597,2025-01-31,Quality Issue,252076.94
44471,44471,1096,2025-06-01,Quality Issue,82084.2
44493,44493,886,2024-12-07,Wrong Item,174584.39
44508,44508,894,2025-05-30,Wrong Item,228897.17
44520,44520,242,2024-07-13,Wrong Item,323728.92
44522,44522,516,2024-02-15,Quality Issue,137439.35
44543,44543,462,2025-09-07,Wrong Item,29045.26
44549,44549,546,2024-10-07,Wrong Item,72616.13
44557,44557,598,2024-10-24,Late Delivery,164984.57
44629,44629,75,2024-09-01,Quality Issue,239425.96
44675,44675,1076,2024-07-29,Quality Issue,411167.76
44692,44692,995,2025-05-26,Damaged,98369.41
44701,44701,727,2024-10-11,Late Delivery,71527.15
44734,44734,868,2024-03-05,Late Delivery,71838.94
44757,44757,589,2024-12-12,Wrong Item,86673.16
44774,44774,896,2025-09-12,Wrong Item,511140.85
44796,44796,867,2025-05-24,Late Delivery,184590.12
44910,44910,1147,2025-06-11,Quality Issue,307470.2
44984,44984,450,2024-03-09,Damaged,315243.53
45018,45018,958,2025-09-15,Wrong Item,302774.04
45019,45019,248,2025-02-24,Late Delivery,325609.33
45033,45033,208,2024-12-27,Wrong Item,41371.77
45038,45038,1180,2024-02-16,Wrong Item,4360.49
45046,45046,633,2025-01-13,Wrong Item,78371.61
45084,45084,314,2025-01-15,Quality Issue,154376.86
45090,45090,585,2024-04-08,Late Delivery,139417.18
45120,45120,659,2024-10-13,Wrong Item,102658.39
45159,45159,466,2025-05-24,Quality Issue,56067.04
45178,45178,154,2024-09-18,Damaged,426361.76
45185,45185,724,2024-03-13,Late Delivery,70554.13
45224,45224,1163,2024-05-30,Quality Issue,314835.94
45244,45244,577,2024-08-04,Damaged,95680.93
45251,45251,1117,2024-02-03,Damaged,304246.57
45256,45256,380,2024-08-17,Damaged,226076.9
45284,45284,867,2025-01-22,Quality Issue,893477.16
45370,45370,745,2024-05-07,Wrong Item,116626.33
45389,45389,227,2025-06-07,Damaged,126999.68
45423,45423,1029,2024-03-25,Quality Issue,120205.32
45427,45427,103,2025-04-18,Quality Issue,57048.59
45453,45453,197,2024-09-11,Late Delivery,562678.11
45482,45482,273,2024-05-23,Late Delivery,20905.57
45486,45486,586,2025-02-10,Late Delivery,127284.67
45594,45594,543,2025-07-25,Damaged,13188.48
45598,45598,484,2024-07-30,Late Delivery,108311.49
45637,45637,116,2024-07-10,Quality Issue,115548.88
45648,45648,428,2025-10-16,Damaged,272184.13
45650,45650,815,2025-01-09,Damaged,4561.21
45656,45656,319,2024-11-22,Damaged,819567.48
45675,45675,829,2025-03-01,Quality Issue,51914.71
45698,45698,80,2024-06-27,Damaged,165029.83
45734,45734,822,2025-07-03,Damaged,44482.08
45777,45777,384,2025-09-16,Wrong Item,142855.48
45834,45834,1160,2024-05-08,Damaged,153773.38
45858,45858,371,2025-10-16,Wrong Item,222577.92
45930,45930,147,2024-09-05,Quality Issue,353334.53
45947,45947,802,2025-07-10,Late Delivery,271344.85
46036,46036,908,2025-04-30,Late Delivery,63002.47
46044,46044,943,2025-05-18,Late Delivery,53938.02
46047,46047,21,2024-11-28,Damaged,195942.59
46083,46083,387,2025-08-20,Late Delivery,226637.53
46124,46124,630,2024-04-26,Quality Issue,65759.64
46148,46148,520,2025-09-14,Late Delivery,77445.41
46169,46169,1162,2024-11-04,Quality Issue,27168.4
46205,46205,809,2025-07-29,Late Delivery,388754.64
46248,46248,187,2024-01-22,Late Delivery,147523.41
46308,46308,1,2024-05-29,Damaged,164861.32
46352,46352,872,2024-04-27,Late Delivery,117693.12
46356,46356,165,2024-05-18,Wrong Item,139408.28
46361,46361,890,2025-05-08,Quality Issue,53478.22
46402,46402,644,2024-03-14,Quality Issue,241083.62
46438,46438,109,2024-07-02,Wrong Item,175155.09
46439,46439,589,2025-05-14,Quality Issue,183719.46
46445,46445,304,2024-04-16,Damaged,109668.41
46497,46497,389,2024-10-23,Wrong Item,106807.99
46554,46554,887,2024-08-27,Late Delivery,320013.99
46571,46571,151,2025-02-27,Late Delivery,589.04
46605,46605,162,2025-06-21,Wrong Item,30044.11
46667,46667,498,2025-06-30,Quality Issue,114040.89
46678,46678,143,2025-03-28,Wrong Item,99957.18
46686,46686,172,2024-08-03,Damaged,145353.57
46720,46720,975,2025-09-28,Wrong Item,77235.66
46746,46746,221,2024-02-10,Quality Issue,154621.06
46762,46762,214,2024-08-06,Wrong Item,55460.39
46778,46778,837,2024-07-14,Wrong Item,75393.25
46779,46779,674,2024-04-10,Wrong Item,143523.32
46812,46812,991,2024-04-16,Wrong Item,291144.1
46830,46830,58,2025-07-16,Damaged,1409.97
46854,46854,1095,2025-08-05,Damaged,488846.68
46894,46894,578,2024-12-11,Late Delivery,141783.12
46908,46908,469,2024-04-30,Damaged,42333.44
46915,46915,221,2025-02-09,Damaged,257881.64
46936,46936,374,2025-05-21,Quality Issue,48450.3
46943,46943,93,2024-11-24,Wrong Item,48794.94
46949,46949,1132,2024-06-05,Damaged,415214.41
46950,46950,322,2025-09-12,Quality Issue,202167.91
46958,46958,990,2024-05-04,Wrong Item,43836.44
46987,46987,481,2024-01-15,Quality Issue,432605.21
47060,47060,71,2024-01-18,Wrong Item,90327.0
47120,47120,250,2025-01-26,Damaged,49170.72
47152,47152,598,2025-08-19,Late Delivery,100449.28
47171,47171,718,2024-12-19,Damaged,152317.48
47212,47212,1114,2024-06-14,Wrong Item,113206.15
47219,47219,1083,2024-06-05,Damaged,193181.23
47303,47303,1134,2025-08-06,Damaged,182933.74
47362,47362,117,2024-08-03,Wrong Item,319554.2
47379,47379,608,2024-07-22,Damaged,157481.35
47394,47394,1005,2024-03-13,Damaged,109459.38
47401,47401,819,2024-03-10,Quality Issue,29297.86
47413,47413,647,2024-09-10,Late Delivery,216585.99
47440,47440,596,2024-09-12,Quality Issue,358190.17
47504,47504,225,2025-06-06,Quality Issue,462425.14
47536,47536,41,2025-04-24,Late Delivery,169004.45
47631,47631,782,2024-10-17,Late Delivery,434225.63
47638,47638,586,2025-04-05,Damaged,302881.72
47639,47639,274,2024-10-20,Wrong Item,128248.51
47683,47683,30,2024-11-24,Late Delivery,316307.25
47711,47711,314,2024-11-21,Late Delivery,11420.17
47733,47733,1176,2025-03-05,Wrong Item,54844.46
47846,47846,859,2024-11-06,Late Delivery,227411.9
47912,47912,128,2024-04-13,Wrong Item,142006.59
47972,47972,666,2025-05-01,Damaged,203704.79
48027,48027,494,2025-05-19,Damaged,788605.53
48040,48040,1140,2024-03-15,Late Delivery,20597.28
48062,48062,990,2025-04-03,Quality Issue,552677.62
48098,48098,1076,2025-04-09,Late Delivery,52073.58
48103,48103,417,2025-02-15,Damaged,636596.3
48133,48133,286,2025-03-16,Quality Issue,453954.16
48135,48135,1211,2025-08-27,Late Delivery,224372.15
48143,48143,805,2024-04-12,Wrong Item,230453.61
48189,48189,830,2024-07-04,Late Delivery,222991.93
48190,48190,605,2024-06-27,Wrong Item,48175.24
48204,48204,783,2024-11-09,Late Delivery,415720.76
48217,48217,378,2024-07-01,Late Delivery,150113.81
48233,48233,170,2024-10-31,Damaged,331602.87
48250,48250,427,2024-12-09,Late Delivery,26908.79
48261,48261,274,2025-03-19,Damaged,273691.64
48284,48284,666,2025-03-06,Damaged,61112.18
48328,48328,483,2025-06-02,Quality Issue,59667.24
48344,48344,233,2025-06-26,Late Delivery,187991.35
48417,48417,34,2024-05-24,Late Delivery,235612.48
48426,48426,1069,2025-03-11,Wrong Item,142725.86
48429,48429,996,2024-03-26,Damaged,396966.8
48485,48485,445,2025-09-27,Wrong Item,353354.05
48488,48488,279,2025-09-29,Late Delivery,77213.84
48527,48527,597,2024-08-10,Late Delivery,674170.84
48540,48540,971,2024-06-13,Wrong Item,96675.11
48575,48575,562,2024-05-09,Wrong Item,346517.51
48576,48576,343,2024-10-23,Damaged,88454.09
48582,48582,892,2025-07-04,Wrong Item,398302.09
48590,48590,148,2025-10-07,Damaged,254238.32
48600,48600,509,2024-07-10,Wrong Item,66800.97
48613,48613,56,2024-07-26,Quality Issue,326843.61
48692,48692,63,2025-06-04,Quality Issue,212744.45
48750,48750,152,2025-01-01,Damaged,144226.64
48790,48790,671,2024-04-10,Damaged,6399.54
48806,48806,681,2025-07-30,Wrong Item,338083.38
48859,48859,361,2024-03-29,Quality Issue,126753.84
48863,48863,585,2025-09-22,Late Delivery,19674.13
48869,48869,1052,2025-04-20,Damaged,44262.82
48899,48899,998,2025-10-11,Damaged,56677.35
48945,48945,479,2025-01-17,Wrong Item,60766.92
48960,48960,820,2025-08-30,Wrong Item,483664.32
48974,48974,257,2024-07-16,Late Delivery,82243.46
49049,49049,449,2024-02-09,Quality Issue,96892.02
49069,49069,266,2024-08-09,Wrong Item,223695.49
49085,49085,706,2024-01-22,Late Delivery,4149.06
49113,49113,68,2025-05-28,Wrong Item,301490.22
49159,49159,794,2024-10-23,Late Delivery,363950.44
49210,49210,429,2024-04-26,Damaged,130297.28
49215,49215,1058,2025-03-02,Damaged,612365.67
49278,49278,523,2024-02-28,Wrong Item,95338.97
49292,49292,478,2025-04-23,Damaged,392482.86
49341,49341,623,2024-04-07,Wrong Item,92827.18
49344,49344,997,2025-02-15,Late Delivery,405890.35
49355,49355,342,2024-01-28,Late Delivery,170121.78
49359,49359,868,2024-02-29,Wrong Item,170638.68
49424,49424,339,2025-09-15,Quality Issue,214900.29
49435,49435,1097,2024-04-15,Damaged,78704.08
49471,49471,184,2024-02-28,Late Delivery,31782.96
49473,49473,938,2025-05-15,Quality Issue,318629.52
49514,49514,361,2025-05-23,Late Delivery,105124.86
49528,49528,273,2025-01-02,Late Delivery,313237.06
49548,49548,1127,2024-07-31,Damaged,184683.57
49555,49555,917,2025-01-18,Wrong Item,239073.96
49587,49587,12,2024-03-03,Quality Issue,490120.19
49590,49590,324,2025-03-18,Late Delivery,106200.59
49601,49601,839,2025-03-19,Late Delivery,144669.44
49605,49605,620,2024-05-14,Wrong Item,387894.76
49616,49616,590,2024-09-21,Damaged,49007.48
49633,49633,1103,2024-10-31,Late Delivery,59939.31
49658,49658,427,2025-04-05,Wrong Item,171391.28
49683,49683,1101,2025-09-22,Damaged,74436.26
49776,49776,780,2025-02-03,Wrong Item,183614.53
49778,49778,472,2024-06-11,Quality Issue,334939.61
49804,49804,85,2025-02-07,Late Delivery,284804.06
49813,49813,132,2025-06-27,Quality Issue,234008.82
49816,49816,424,2024-09-04,Damaged,144029.96
49843,49843,313,2025-10-12,Quality Issue,37473.98
49856,49856,823,2025-09-25,Wrong Item,296608.72
49859,49859,618,2024-10-24,Damaged,16573.59
49866,49866,1140,2025-01-27,Late Delivery,113086.4
49926,49926,657,2025-07-04,Late Delivery,89070.99
49932,49932,1118,2025-01-16,Wrong Item,221043.09
49942,49942,65,2025-06-30,Damaged,173037.78
49950,49950,491,2025-07-28,Late Delivery,205811.3
49977,49977,1188,2025-06-26,Late Delivery,366312.5
49980,49980,1067,2024-02-19,Wrong Item,184172.25
49986,49986,1134,2024-10-10,Quality Issue,176439.94
50002,50002,426,2024-11-17,Wrong Item,560780.68
50003,50003,342,2025-01-31,Quality Issue,34946.85
50021,50021,75,2025-09-15,Late Delivery,21573.1
50058,50058,1005,2025-01-02,Quality Issue,53291.24
50062,50062,858,2024-03-25,Damaged,62604.05
50129,50129,45,2025-07-22,Late Delivery,332341.3
50134,50134,469,2024-11-20,Damaged,288455.85
50153,50153,762,2024-05-27,Wrong Item,623884.28
50166,50166,936,2024-11-03,Late Delivery,326676.99
50248,50248,263,2025-07-29,Late Delivery,646008.87
50262,50262,114,2025-04-22,Wrong Item,220190.32
50287,50287,1147,2024-04-27,Late Delivery,206782.98
50328,50328,565,2024-02-09,Damaged,88360.08
50368,50368,609,2024-02-02,Wrong Item,19085.37
50586,50586,269,2024-11-26,Damaged,36668.47
50652,50652,625,2025-09-04,Damaged,137061.82
50659,50659,876,2024-04-09,Damaged,11050.54
50663,50663,245,2024-01-10,Quality Issue,173751.25
50672,50672,277,2024-02-07,Wrong Item,54389.47
50720,50720,144,2025-08-31,Damaged,127224.6
50726,50726,549,2025-01-19,Quality Issue,342112.02
50775,50775,637,2025-04-11,Late Delivery,101645.85
50787,50787,119,2024-03-21,Quality Issue,387666.47
50823,50823,1156,2024-12-17,Late Delivery,235611.2
50827,50827,1150,2024-07-18,Damaged,396349.78
50835,50835,785,2025-06-16,Quality Issue,156126.37
50871,50871,160,2025-03-19,Wrong Item,170125.31
50878,50878,469,2024-06-27,Quality Issue,22002.06
50891,50891,1035,2025-07-10,Wrong Item,101325.1
50904,50904,271,2024-07-06,Quality Issue,60154.85
50906,50906,1089,2024-08-16,Damaged,191363.13
50925,50925,797,2024-10-05,Damaged,8826.81
50967,50967,90,2025-03-06,Wrong Item,62346.12
50991,50991,770,2024-10-03,Late Delivery,184683.25
51012,51012,835,2024-12-28,Wrong Item,28257.7
51048,51048,341,2024-05-23,Quality Issue,656102.41
51125,51125,1071,2024-10-19,Quality Issue,62402.64
51174,51174,692,2025-07-30,Damaged,127503.79
51200,51200,1203,2024-08-07,Wrong Item,179724.76
51219,51219,881,2024-02-22,Late Delivery,35368.27
51262,51262,1200,2024-06-13,Wrong Item,356502.74
51271,51271,908,2025-01-28,Late Delivery,160418.62
51276,51276,741,2024-03-26,Damaged,289388.81
51294,51294,1088,2025-02-07,Damaged,28143.58
51298,51298,563,2025-07-20,Late Delivery,131102.44
51301,51301,649,2024-03-30,Quality Issue,195819.64
51410,51410,1039,2024-04-27,Damaged,86586.26
51412,51412,522,2024-04-03,Quality Issue,135482.23
51421,51421,541,2024-09-04,Quality Issue,17597.92
51436,51436,988,2025-03-25,Damaged,99034.6
51464,51464,603,2025-01-17,Late Delivery,31780.7
51478,51478,980,2025-09-16,Damaged,319612.75
51486,51486,997,2025-02-25,Quality Issue,34071.34
51547,51547,656,2025-05-15,Quality Issue,82792.15
51597,51597,189,2024-12-19,Late Delivery,340680.33
51598,51598,265,2024-12-24,Quality Issue,791514.23
51744,51744,1092,2024-07-16,Quality Issue,23581.15
51747,51747,929,2024-05-02,Quality Issue,471716.31
51761,51761,308,2025-06-01,Late Delivery,271635.99
51778,51778,378,2025-05-10,Quality Issue,437738.62
51780,51780,543,2025-02-14,Wrong Item,516506.2
51788,51788,1105,2025-03-10,Damaged,192639.56
51833,51833,449,2025-07-14,Damaged,54078.04
51841,51841,179,2025-09-06,Late Delivery,146674.77
51843,51843,364,2024-06-06,Quality Issue,238537.01
51886,51886,672,2025-07-06,Quality Issue,189766.45
51889,51889,846,2024-01-18,Damaged,54728.97
51909,51909,978,2025-09-07,Damaged,289477.98
51916,51916,28,2025-04-09,Quality Issue,680655.65
51919,51919,202,2024-05-05,Late Delivery,104972.82
51930,51930,86,2025-01-14,Quality Issue,183634.65
51954,51954,505,2024-11-03,Quality Issue,6900.37
51976,51976,381,2024-06-25,Late Delivery,117350.85
52015,52015,707,2024-04-15,Late Delivery,128609.98
52042,52042,151,2024-09-24,Late Delivery,95133.88
52049,52049,761,2024-10-10,Wrong Item,158074.42
52057,52057,431,2024-06-10,Damaged,155129.59
52100,52100,493,2025-01-11,Wrong Item,489488.26
52143,52143,171,2025-09-02,Damaged,376962.44
52146,52146,819,2025-08-21,Late Delivery,103617.85
52149,52149,89,2024-06-11,Wrong Item,175663.93
52156,52156,537,2025-04-03,Quality Issue,18110.85
52161,52161,494,2025-06-16,Late Delivery,346978.04
52179,52179,359,2025-09-08,Quality Issue,71390.03
52211,52211,1200,2024-02-12,Quality Issue,155096.86
52216,52216,177,2025-03-19,Quality Issue,149267.69
52279,52279,63,2025-06-04,Quality Issue,63078.72
52298,52298,1016,2025-06-05,Late Delivery,136033.65
52319,52319,890,2025-01-19,Wrong Item,203730.51
52353,52353,197,2024-11-12,Wrong Item,15098.73
52385,52385,1130,2024-03-24,Quality Issue,6106.76
52411,52411,871,2024-04-02,Quality Issue,40297.85
52415,52415,802,2025-07-05,Damaged,186873.65
52447,52447,875,2024-03-29,Late Delivery,152044.97
52457,52457,752,2024-07-14,Wrong Item,67824.75
52492,52492,987,2024-09-02,Damaged,47682.44
52500,52500,766,2025-09-05,Wrong Item,76832.13
52532,52532,589,2024-10-26,Damaged,327538.55
52550,52550,368,2024-09-01,Wrong Item,99705.93
52551,52551,908,2025-02-10,Wrong Item,697694.41
52562,52562,766,2025-01-20,Quality Issue,224890.48
52610,52610,1127,2024-07-25,Quality Issue,241030.59
52639,52639,47,2024-01-31,Late Delivery,187384.09
52666,52666,1203,2024-07-20,Damaged,24808.79
52679,52679,1150,2024-05-11,Quality Issue,538251.93
52684,52684,227,2025-09-05,Damaged,142115.02
52693,52693,278,2025-09-29,Quality Issue,62311.53
52758,52758,244,2025-07-10,Damaged,210793.43
52773,52773,1131,2024-05-09,Quality Issue,108975.75
52800,52800,884,2024-03-17,Damaged,67005.26
52856,52856,182,2025-10-05,Quality Issue,468298.72
52903,52903,583,2024-07-11,Wrong Item,403775.78
52965,52965,121,2024-07-04,Quality Issue,146227.53
53033,53033,728,2025-02-23,Wrong Item,14063.28
53043,53043,680,2025-06-03,Damaged,11011.64
53048,53048,886,2024-07-22,Quality Issue,81473.66
53102,53102,877,2025-10-07,Wrong Item,96262.88
53128,53128,168,2024-01-27,Late Delivery,41323.47
53147,53147,576,2025-02-20,Wrong Item,418543.16
53194,53194,98,2025-06-21,Late Delivery,27343.25
53212,53212,325,2024-03-23,Late Delivery,130405.07
53262,53262,258,2024-09-11,Damaged,97757.15
53273,53273,303,2024-04-06,Damaged,228407.85
53293,53293,327,2025-01-26,Wrong Item,494352.62
53299,53299,361,2024-03-26,Wrong Item,210278.74
53306,53306,1070,2025-05-02,Damaged,34270.06
53327,53327,329,2024-12-01,Quality Issue,189336.64
53338,53338,959,2024-08-29,Late Delivery,91667.87
53376,53376,1027,2025-03-06,Damaged,379366.01
53436,53436,423,2025-03-05,Wrong Item,117992.96
53444,53444,475,2025-09-09,Damaged,419336.32
53478,53478,572,2025-07-24,Quality Issue,120592.17
53540,53540,64,2024-03-18,Quality Issue,249551.76
53550,53550,589,2024-12-24,Damaged,482086.78
53609,53609,1125,2025-04-17,Wrong Item,61768.55
53622,53622,293,2025-09-03,Wrong Item,33458.44
53641,53641,447,2025-02-13,Wrong Item,283274.61
53680,53680,280,2025-05-24,Damaged,105886.37
53756,53756,690,2024-06-12,Wrong Item,333868.78
53855,53855,257,2024-09-10,Late Delivery,93117.48
53880,53880,703,2025-01-21,Late Delivery,277979.83
53945,53945,1215,2024-10-02,Wrong Item,192000.22
53964,53964,747,2025-06-11,Late Delivery,253091.65
53973,53973,1193,2024-08-10,Quality Issue,58388.16
54029,54029,27,2025-07-31,Late Delivery,607524.26
54035,54035,446,2024-10-05,Damaged,80228.35
54057,54057,832,2024-06-12,Damaged,219544.62
54068,54068,1052,2025-02-16,Late Delivery,34507.49
54078,54078,1124,2025-02-16,Late Delivery,546173.46
54085,54085,13,2025-05-12,Damaged,8209.38
54091,54091,252,2025-08-10,Quality Issue,509083.19
54175,54175,976,2024-02-10,Late Delivery,193616.13
54210,54210,1122,2025-06-05,Wrong Item,119389.51
54216,54216,1106,2024-11-27,Damaged,588501.7
54241,54241,240,2024-10-25,Wrong Item,464185.7
54258,54258,305,2025-02-24,Late Delivery,235662.59
54300,54300,352,2024-06-22,Wrong Item,513897.09
54336,54336,268,2024-05-08,Quality Issue,176873.59
54338,54338,1007,2025-07-21,Wrong Item,736281.44
54366,54366,359,2024-09-12,Quality Issue,137855.26
54379,54379,1122,2025-01-20,Damaged,238269.73
54447,54447,15,2025-03-10,Wrong Item,63113.55
54525,54525,886,2025-01-05,Damaged,213911.17
54530,54530,648,2024-09-14,Wrong Item,165401.71
54561,54561,197,2024-07-23,Wrong Item,51157.98
54587,54587,59,2024-04-24,Wrong Item,173511.16
54613,54613,823,2024-06-26,Late Delivery,6595.37
54618,54618,924,2024-04-06,Late Delivery,44894.5
54660,54660,1185,2025-03-10,Damaged,127936.0
54667,54667,768,2024-07-21,Quality Issue,177782.85
54713,54713,236,2025-02-20,Quality Issue,350110.8
54726,54726,505,2025-05-23,Late Delivery,14022.23
54727,54727,810,2024-02-28,Damaged,164525.75
54732,54732,590,2025-06-11,Late Delivery,332588.02
54760,54760,1129,2025-09-23,Damaged,209214.86
54783,54783,1004,2025-01-22,Late Delivery,176009.65
54852,54852,1093,2025-01-16,Damaged,338319.15
54865,54865,648,2025-05-25,Late Delivery,80013.11
54871,54871,941,2025-01-22,Late Delivery,165146.65
54888,54888,282,2025-03-07,Quality Issue,116555.98
54916,54916,570,2025-02-07,Wrong Item,125373.86
54927,54927,73,2025-03-07,Damaged,149858.1
54950,54950,889,2024-05-04,Quality Issue,392412.52
54951,54951,473,2024-06-21,Wrong Item,257810.9
54957,54957,1054,2025-07-09,Quality Issue,312977.88
54996,54996,1189,2025-02-21,Quality Issue,117332.09
55027,55027,1018,2024-12-27,Wrong Item,265665.2
55056,55056,585,2024-08-30,Late Delivery,72752.59
55095,55095,40,2024-02-19,Quality Issue,8520.75
55099,55099,444,2025-04-18,Damaged,99115.02
55177,55177,556,2024-11-09,Quality Issue,387011.6
55191,55191,1006,2024-08-29,Damaged,98979.1
55197,55197,1022,2025-05-09,Late Delivery,441561.81
55206,55206,664,2025-07-28,Late Delivery,211222.63
55213,55213,147,2024-10-28,Late Delivery,127185.16
55233,55233,718,2024-11-26,Damaged,12407.56
55278,55278,451,2025-01-26,Damaged,93883.01
55290,55290,909,2024-11-24,Damaged,10734.75
55291,55291,1195,2024-04-11,Wrong Item,108484.12
55327,55327,422,2024-11-26,Quality Issue,518461.51
55341,55341,915,2024-10-09,Wrong Item,96644.35
55343,55343,993,2024-03-29,Wrong Item,58324.89
55349,55349,942,2024-07-23,Late Delivery,68420.12
55355,55355,391,2024-03-26,Late Delivery,93671.03
55360,55360,1098,2025-02-24,Quality Issue,567328.78
55377,55377,252,2024-05-14,Late Delivery,502636.99
