spend_id,campaign_id,channel,amount,clicks,conversions
745,119,OOH,66653.63,14799,753
746,225,OOH,223487.89,42785,6364
747,99,Email,185817.91,19209,4206
748,172,Email,240066.92,13465,7794
749,103,Affiliate,24348.31,10600,2330
750,72,TV,213225.37,3579,8237
751,172,Email,187925.76,18146,7001
752,229,YouTube,233396.94,49040,6646
753,4,YouTube,119383.2,21930,6484
754,151,Affiliate,201380.94,34123,8761
755,223,Affiliate,73274.73,41370,8623
756,220,Affiliate,38985.98,29077,8356
757,245,OOH,224030.52,17304,6265
758,142,YouTube,5368.01,264,6406
759,117,YouTube,67755.67,15756,4116
760,135,Google,121623.36,16062,1734
761,51,OOH,105989.38,3155,548
762,166,YouTube,12792.7,15541,2008
763,118,Google,101219.46,32777,1640
764,8,TV,110660.01,434,6667
765,142,OOH,166137.42,11061,108
766,212,OOH,113523.41,47902,276
767,70,TV,249878.62,22675,9623
768,40,TV,91200.33,30532,9216
769,63,TV,59884.05,36186,9559
770,242,Meta,163615.44,46499,8970
771,126,Email,119618.73,44913,7812
772,210,Email,87571.81,30454,9028
773,140,Affiliate,223025.75,26157,4633
774,113,TV,171893.68,21033,1046
775,2,TV,48843.83,29841,5007
776,217,Email,68585.4,20054,6639
777,161,YouTube,116535.74,40255,1633
778,218,OOH,49952.44,6266,4900
779,177,YouTube,205116.3,49926,2692
780,124,Affiliate,176396.84,44141,4441
781,51,Google,51644.35,38381,5915
782,178,Affiliate,145175.46,40408,3565
783,246,Print,247920.98,20799,6322
784,216,Google,129668.75,27288,4385
785,4,Email,11217.97,38070,7925
786,215,YouTube,221452.9,29051,726
787,186,Google,64330.05,18665,7731
788,240,OOH,56240.11,41540,5679
789,22,Google,176907.47,1501,6811
790,138,OOH,93021.49,19278,4630
791,55,Affiliate,7009.93,47237,9261
792,11,TV,8949.51,49390,724
793,242,Email,245762.25,24595,1710
794,97,YouTube,129846.1,5036,9601
795,147,Affiliate,222372.73,34009,6014
796,28,Meta,89891.25,31325,8819
797,30,Google,163276.07,18704,5680
798,35,Print,128084.23,154,8664
799,196,Affiliate,231914.29,44986,6114
800,71,Google,91164.95,17510,2250
801,54,Email,120319.62,19986,7102
802,128,TV,173180.41,37175,6681
803,85,Affiliate,39850.28,21449,7520
804,207,OOH,247485.63,32019,5894
805,31,Google,141333.7,38581,1042
806,105,Meta,152430.08,40257,9636
807,233,Print,127841.22,37041,9956
808,7,Affiliate,210655.74,3593,9972
809,133,OOH,17597.26,8337,1183
810,238,Meta,111118.9,10212,7056
811,173,Email,212154.88,10699,4341
812,12,TV,153172.29,17819,6481
813,28,Meta,140374.05,12493,1797
814,202,TV,147147.65,30009,5310
815,116,YouTube,114131.02,39243,3296
816,27,OOH,209385.94,43779,3279
817,231,Google,73351.73,44788,4577
818,39,Affiliate,153508.12,31149,5055
819,162,YouTube,207423.27,2481,1120
820,49,OOH,204654.93,18770,3746
821,187,Google,241030.2,36739,4531
822,27,Print,229265.88,3051,7344
823,125,YouTube,90799.97,1150,9663
824,134,YouTube,8809.52,18064,7527
825,141,Google,213041.05,18534,3717
826,250,Affiliate,60270.52,43605,5122
827,95,TV,229282.68,12187,4293
828,212,Email,200617.62,35217,5935
829,138,Google,195027.99,6803,1371
830,123,YouTube,124208.87,38481,3162
831,97,YouTube,90287.41,35065,728
832,69,OOH,210834.07,40438,4983
833,218,Affiliate,177428.02,10274,6758
834,108,Meta,144338.89,17858,1746
835,200,Affiliate,246607.35,12153,4328
836,15,Email,146286.17,17670,3908
837,200,TV,57846.41,23714,6898
838,209,Google,74365.46,45613,9884
839,233,Affiliate,191224.86,22064,7410
840,4,YouTube,93279.59,17715,6868
841,93,Affiliate,197218.44,16701,951
842,208,Google,112903.36,42227,9559
843,146,Google,126617.09,19027,5777
844,117,Affiliate,116186.14,24075,9
845,31,Google,150289.21,30616,6869
846,120,Affiliate,230227.45,13633,3178
847,211,Meta,72938.9,48508,8609
848,135,OOH,27983.27,40376,9503
849,245,OOH,13521.65,11253,2524
850,32,OOH,246682.54,20481,4157
851,222,Google,143348.17,26647,1950
852,195,YouTube,139204.55,49460,3925
853,136,Affiliate,206707.46,47707,8461
854,118,Meta,104211.74,47209,1746
855,179,TV,65007.09,17655,6418
856,166,Google,229599.87,49252,3070
857,133,YouTube,132381.81,46259,5174
858,128,YouTube,206055.6,11361,5987
859,77,Print,86464.54,21434,2719
860,113,Google,218500.74,23636,7306
861,105,OOH,170818.58,13543,9989
862,171,Meta,144276.65,40866,5020
863,150,YouTube,32993.89,20601,93
864,119,Print,147582.91,6462,8311
865,27,OOH,241480.72,22600,5326
866,116,TV,134029.14,18042,756
867,161,Print,64397.21,20850,1104
868,11,Email,171106.14,47554,8489
869,1,OOH,29596.77,28477,9294
870,181,TV,74000.32,40674,8492
871,40,Email,207758.91,18663,8614
872,191,Google,134431.87,38291,2957
873,90,Email,184294.54,42117,5354
874,188,TV,191423.25,21911,2898
875,210,Affiliate,119503.46,20278,3991
876,188,Affiliate,32280.38,36286,3513
877,173,Google,133567.56,25344,5932
878,207,OOH,220274.62,2719,389
879,109,Affiliate,105291.47,35934,7142
880,70,Affiliate,201291.38,26615,2194
881,211,Google,149135.13,26980,5129
882,80,Google,98213.8,15481,9694
883,81,Meta,195059.47,954,8504
884,59,Google,123479.35,19844,1036
885,78,Print,246316.42,31138,8662
886,6,Google,207096.45,19778,1746
887,92,TV,24914.2,20038,4805
888,54,Meta,213417.84,29556,2229
889,235,Affiliate,165333.98,45525,3834
890,35,Email,119072.58,1299,3544
891,151,Google,162551.48,5954,2944
892,151,Google,207094.03,26832,4780
893,166,Email,137860.34,36405,7575
894,135,OOH,151509.33,9143,4165
895,153,OOH,68610.03,34482,2729
896,205,OOH,14125.66,43496,8042
897,173,Google,146066.93,38975,3863
898,127,Print,14407.49,10636,7516
899,189,Print,176624.81,2257,1759
900,1,Print,131205.38,10397,9293
901,206,TV,119965.54,6307,3534
902,131,OOH,245476.45,37511,3494
903,119,Affiliate,82165.97,2192,4551
904,201,Google,31683.49,37472,9458
905,97,Email,19774.65,32352,4551
906,241,TV,178756.09,44191,5047
907,208,TV,209271.92,13942,8120
908,70,Email,153453.9,5271,1688
909,169,Meta,193233.0,2598,9812
910,207,OOH,55066.21,36058,1662
911,249,YouTube,232873.59,25641,9648
912,156,Print,153194.33,33463,5307
913,226,OOH,108388.45,25672,7170
914,20,YouTube,245457.34,48777,8621
915,86,OOH,62640.41,4326,4177
916,224,Google,143080.35,40056,896
917,124,TV,139773.67,4746,7900
918,4,TV,178455.49,12692,7741
919,119,Google,27223.5,14866,8826
920,159,Print,185284.06,35881,8666
921,170,OOH,92814.74,13493,5985
922,107,YouTube,111798.38,13331,149
923,150,OOH,172436.81,22108,2805
924,199,TV,95578.76,33916,9096
925,163,OOH,53212.06,48462,5423
926,160,OOH,154854.36,49789,3101
927,189,YouTube,83406.82,34477,6297
928,60,Affiliate,39400.21,18934,9450
929,120,Email,159155.52,12563,9010
930,6,Email,128494.66,20195,3030
931,199,OOH,196482.87,43354,2811
932,99,Meta,202570.43,22147,560
933,148,TV,28567.84,5038,2339
934,226,Email,156096.05,30230,344
935,114,YouTube,134636.14,7112,1117
936,118,Google,192983.15,31975,7790
937,58,Print,205549.82,3358,2794
938,109,Affiliate,141826.69,12315,6403
939,199,TV,134005.74,30356,8298
940,190,Meta,115825.63,10266,6171
941,53,Meta,85957.05,22522,1952
942,202,OOH,88520.11,13517,4168
943,241,Google,82387.37,11637,9657
944,19,Email,204075.83,9936,6609
945,176,TV,65923.15,10433,3541
946,8,Meta,97686.43,12951,6634
947,86,TV,75247.23,34527,4117
948,116,Affiliate,233962.15,11153,7980
949,70,Print,127462.95,48191,6990
950,205,TV,186318.72,5203,6456
951,120,Affiliate,70493.27,25820,3569
952,139,Email,141505.86,42580,907
953,167,Print,219019.98,27213,1457
954,228,YouTube,155631.14,27134,3360
955,188,Affiliate,31023.72,24063,9716
956,82,YouTube,10308.07,27409,5630
957,1,Affiliate,21269.98,12822,80
958,235,YouTube,181986.12,16640,4488
959,190,Print,165357.29,18646,5779
960,199,Google,201282.41,25238,7001
961,70,Meta,249228.7,34789,348
962,236,Meta,180393.61,12400,2307
963,16,YouTube,159762.88,40920,3415
964,216,YouTube,94673.16,26307,8423
965,120,Google,88057.57,33016,4654
966,147,OOH,179405.68,45883,5087
967,5,Email,222573.51,7153,1612
968,224,Email,87673.19,6497,2684
969,231,Print,27920.25,42187,6759
970,204,Meta,72031.25,23760,10000
971,86,OOH,52139.07,27483,1968
972,30,Affiliate,193714.47,26592,7215
973,19,OOH,39703.6,27070,4888
974,176,Print,93409.44,38531,9137
975,15,Meta,126384.13,33082,1769
976,180,OOH,204548.6,49790,909
977,66,TV,170796.5,14082,9470
978,5,Email,130296.12,9066,6538
979,123,Affiliate,209102.23,21947,2170
980,161,Print,183029.27,5828,5521
981,201,YouTube,199612.29,22867,4563
982,106,TV,172722.46,36634,6520
983,83,TV,95003.48,27319,1368
984,187,OOH,45294.61,40612,4733
985,171,TV,131423.36,48252,5941
986,30,Meta,233382.98,28068,2069
987,150,Email,96564.94,37494,8192
988,83,YouTube,11558.36,49782,4550
989,228,Affiliate,137080.55,46947,7798
990,79,Meta,71068.1,39811,1377
991,76,Print,43288.63,161,3779
992,45,Google,193090.61,14153,5036
993,165,Email,82170.12,20221,4061
994,234,Affiliate,234373.47,42535,1258
995,155,Google,158780.8,34215,9183
996,116,Affiliate,107824.16,6383,9908
997,6,YouTube,193636.08,31095,9218
998,119,Google,159264.41,21903,283
999,104,Email,40900.36,8446,8471
1000,1,Google,175045.44,17453,501
1001,22,YouTube,65749.15,11960,4176
1002,250,YouTube,7972.08,16224,1133
1003,194,Meta,117349.44,38470,3717
1004,30,OOH,24775.36,23466,404
1005,110,Meta,138460.58,28611,5732
1006,40,Google,196129.27,28170,7419
1007,107,Email,174130.72,35396,2174
1008,216,TV,233578.12,24170,7361
1009,235,Email,8584.79,20974,1086
1010,158,Email,102616.72,19100,2479
1011,231,Meta,159918.51,7922,800
1012,217,Email,99666.16,36267,2358
1013,55,Affiliate,53899.71,42253,8094
1014,73,Meta,244842.91,28057,3956
1015,221,Meta,180581.01,28995,8477
1016,49,OOH,208455.64,11366,9264
1017,12,OOH,67097.88,30153,325
1018,220,Google,154325.75,14659,1495
1019,37,YouTube,177639.33,24076,3014
1020,179,Print,104653.11,34860,3187
1021,226,Google,245231.85,15796,4836
1022,220,OOH,82934.84,19364,2601
1023,130,OOH,83873.23,42150,7310
1024,216,YouTube,57093.23,39681,289
1025,8,Print,145402.61,18417,6362
1026,117,Affiliate,155179.32,41024,1228
1027,10,Print,25709.06,19575,9445
1028,108,Email,179588.83,31372,5671
1029,217,OOH,231287.52,17803,9337
1030,113,Google,53312.16,31406,7802
1031,96,Print,144331.17,37807,6393
1032,86,Print,28228.94,28776,7122
1033,207,Affiliate,120753.78,29700,5529
1034,81,Affiliate,227610.68,44934,3156
1035,45,Email,181505.92,18423,463
1036,45,OOH,228287.87,8600,1556
1037,4,Print,6575.23,9135,4743
1038,81,Meta,178886.05,41688,5797
1039,33,Meta,82255.67,3018,6990
1040,171,Affiliate,248043.97,1593,4838
1041,27,Affiliate,190502.52,29474,9788
1042,143,Email,230142.78,31257,3195
1043,176,TV,110541.31,15888,4791
1044,100,Affiliate,156935.69,11894,9891
1045,220,OOH,125900.69,28974,4748
1046,15,Print,121596.39,27235,9788
1047,126,Email,164017.2,47427,3579
1048,179,YouTube,130535.7,26822,8365
1049,250,Google,105189.41,20816,1821
1050,18,YouTube,24002.96,13499,8266
1051,87,Meta,154764.99,9387,339
1052,77,Meta,44874.1,36499,2617
1053,136,TV,180638.4,45991,8264
1054,17,Email,144295.54,46760,6150
1055,207,Email,118572.61,13195,8544
1056,62,Email,192163.87,342,6741
1057,113,Print,116531.0,11233,2777
1058,187,Affiliate,233914.5,18002,3226
1059,22,Email,61898.88,8662,1671
1060,118,Google,20091.56,43262,5932
1061,101,YouTube,181491.72,37874,1560
1062,17,YouTube,248479.47,1178,6370
1063,243,TV,149211.57,47619,1113
1064,75,TV,245308.32,40809,3758
1065,241,OOH,87127.86,2123,6586
1066,35,TV,100055.18,5448,3618
1067,238,Google,15847.18,11731,9347
1068,208,TV,10386.73,28054,9697
1069,162,YouTube,123748.93,19257,7709
1070,107,TV,180576.91,36099,9288
1071,43,TV,237013.01,15665,6692
1072,199,TV,94186.62,8143,7439
1073,202,Email,231967.62,40322,7789
1074,232,TV,60298.92,45580,942
1075,8,Affiliate,27188.64,31313,3319
1076,66,Google,17434.7,29385,6345
1077,174,Email,70584.25,35739,9557
1078,76,OOH,212849.02,49823,7853
1079,20,YouTube,148637.16,32485,135
1080,173,Print,147085.45,46401,9671
1081,212,Email,34563.01,36194,899
1082,148,Google,134066.31,27245,419
1083,65,Affiliate,115320.15,2258,2421
1084,180,Email,96157.68,46769,1912
1085,16,TV,64012.28,29498,4101
1086,102,OOH,208703.14,11806,8542
1087,92,YouTube,169594.59,9660,6828
1088,217,OOH,20391.97,36862,6706
1089,248,Affiliate,169806.62,10014,4123
1090,221,TV,244208.72,43767,8907
1091,56,Email,14392.7,41225,8184
1092,142,Affiliate,85108.59,18447,2661
1093,86,Meta,57416.75,374,9246
1094,116,Google,184924.56,944,6599
1095,124,YouTube,187176.45,18210,8057
1096,52,Meta,194186.5,46883,1323
1097,140,Email,115481.83,3654,958
1098,202,Meta,247406.06,15179,3938
1099,123,Google,67460.4,30674,9690
1100,117,TV,168249.81,3967,6862
1101,50,Affiliate,221638.29,48314,8941
1102,221,OOH,162696.73,43947,6757
1103,202,YouTube,142848.82,10851,7998
1104,97,OOH,134286.21,33425,438
1105,88,Affiliate,129303.42,4052,2371
1106,215,Meta,124985.2,36917,306
1107,35,YouTube,230090.06,2544,272
1108,110,YouTube,111167.45,2057,8205
1109,206,Google,142120.03,11149,3568
1110,197,Email,109632.52,29031,5413
1111,197,Google,197330.26,37538,4362
1112,127,TV,184988.24,10804,5998
1113,189,Meta,169746.42,44033,2068
1114,167,YouTube,54119.97,38465,8631
1115,34,Email,168115.77,6091,2050
1116,211,Email,6455.17,21925,1540
1117,20,Google,39973.66,37860,4893
1118,131,Meta,166348.58,46939,1234
1119,10,TV,237249.01,24010,2391
1120,55,Email,56000.67,32225,2306
1121,83,Print,195714.31,6646,1695
1122,143,Print,16556.32,41183,6726
1123,191,TV,21599.87,1850,4743
1124,149,YouTube,97181.11,42348,4764
1125,59,Meta,247379.97,20952,9584
1126,218,Email,213765.96,8659,4133
1127,167,Print,115051.48,45357,5903
1128,249,Affiliate,77632.43,14791,5899
1129,182,Print,247787.49,12808,3340
1130,120,Google,58646.23,27380,5767
1131,110,Email,246208.2,17700,1350
1132,164,OOH,122389.77,30076,175
1133,58,Print,64851.53,20911,1358
1134,17,Email,50376.67,37631,9605
1135,116,OOH,229932.69,14819,3493
1136,94,Print,26007.16,45488,5754
1137,1,Email,235837.46,20774,2923
1138,100,Google,174595.21,22265,6448
1139,136,Google,212998.72,7912,5477
1140,34,Print,163718.29,15553,643
1141,190,TV,86785.5,21267,6737
1142,229,Email,6924.43,24402,2176
1143,11,YouTube,176380.5,1406,1396
1144,105,OOH,97714.94,11024,8237
1145,171,Meta,91910.13,32616,4526
1146,123,Meta,146762.86,43340,2401
1147,161,YouTube,27069.16,48178,4569
1148,19,Affiliate,237153.93,47150,6801
1149,142,OOH,169273.72,20176,4872
1150,52,Print,72489.42,41813,5569
1151,66,YouTube,29637.32,10783,4426
1152,137,OOH,103079.0,36054,9451
1153,109,Meta,24714.89,16028,7989
1154,45,TV,136846.49,32815,4883
1155,82,Print,47349.27,31155,2041
1156,176,OOH,123094.07,37378,2116
1157,35,YouTube,53291.57,31046,2338
1158,224,Meta,220400.85,2169,246
1159,206,Email,206206.26,18020,8808
1160,40,Affiliate,28979.07,35427,2129
1161,12,YouTube,121220.35,11446,9176
1162,187,Affiliate,230133.25,32621,1223
1163,64,Meta,168290.78,22323,5553
1164,77,TV,71248.41,48906,6095
1165,178,YouTube,48620.59,20787,285
1166,10,YouTube,152136.24,11275,6229
1167,115,Google,9795.95,46175,5872
1168,14,Print,205240.01,2508,4027
1169,56,OOH,21311.09,16879,6645
1170,229,YouTube,225410.74,32447,5534
1171,36,Print,57376.18,37407,85
1172,25,Google,27014.55,19166,2107
1173,25,Print,136377.24,36043,9877
1174,64,TV,9356.06,30587,3687
1175,19,TV,31999.69,4004,1054
1176,73,TV,178564.17,10337,9407
1177,69,OOH,220440.22,42293,5379
1178,229,Print,122458.25,30548,9481
1179,180,Email,177334.1,30075,9362
1180,246,OOH,138412.41,16749,2379
1181,62,YouTube,169090.6,37369,2313
1182,70,Google,133237.71,14606,707
1183,228,TV,62998.61,28423,7443
1184,248,Affiliate,57197.36,22574,586
1185,43,Affiliate,177208.23,39089,8774
1186,157,TV,60222.33,28072,5696
1187,185,Google,132162.05,5550,6485
1188,140,YouTube,114636.58,32117,6854
1189,46,TV,230672.86,36968,4728
1190,64,Email,137062.38,46754,222
1191,126,Google,55530.48,25128,750
1192,86,Affiliate,213082.83,2392,5275
1193,127,Print,15847.0,39610,5210
1194,84,Affiliate,228028.9,49184,4483
1195,163,Google,21185.94,11957,2940
1196,149,OOH,158709.86,8578,8802
1197,66,Google,189517.08,438,4203
1198,210,OOH,150714.63,17946,7975
1199,172,YouTube,96933.79,22835,7774
1200,141,Print,70133.59,17932,7616
1201,52,Print,20711.26,42094,649
1202,107,YouTube,66285.35,33516,1219
1203,102,OOH,249000.76,31214,9060
1204,117,OOH,158698.61,49518,6953
1205,179,Print,175637.52,11962,4264
1206,227,Meta,148949.91,4993,702
1207,131,OOH,195014.89,8941,7825
1208,57,Print,94092.41,2798,9059
1209,47,Meta,89672.24,11844,9082
1210,51,Meta,64571.84,31874,7483
1211,5,Print,179578.32,43618,8358
1212,127,Meta,24156.71,24279,787
1213,77,Email,18831.26,34205,4934
1214,190,YouTube,143831.93,42574,6045
1215,33,TV,50706.88,30086,1971
1216,206,YouTube,75953.06,9616,9148
1217,212,OOH,196641.2,19000,4949
1218,23,TV,241201.69,41950,3467
1219,213,TV,241198.48,47205,6746
1220,160,Google,52995.27,44316,6155
1221,130,Meta,32742.6,33600,5484
1222,6,OOH,211635.65,4009,5767
1223,83,Google,56452.71,45050,2239
1224,97,YouTube,106410.01,40974,1259
1225,214,OOH,139567.67,10194,3374
1226,190,TV,56103.92,37275,5523
1227,113,YouTube,215631.85,17998,3280
1228,62,YouTube,27721.54,32039,9750
1229,107,Affiliate,51347.66,37869,1725
1230,185,TV,136984.71,37358,8539
1231,26,Email,103258.52,22859,6229
1232,142,Email,208928.43,32784,7894
1233,230,Print,137335.13,16739,912
1234,69,Affiliate,119557.73,11574,8631
1235,233,OOH,150197.48,44493,9329
1236,111,TV,238406.37,6072,7740
1237,233,Google,180157.21,498,787
1238,170,TV,41945.81,3697,123
1239,54,Affiliate,207942.37,27506,7395
1240,43,OOH,86098.73,45764,1286
1241,161,Email,32958.42,33538,9611
1242,243,TV,29406.99,36667,2966
1243,208,Print,42790.35,45973,1089
1244,169,Email,181890.31,39623,4667
1245,83,Affiliate,147531.4,32709,3446
1246,188,Print,167626.71,16196,1947
1247,128,TV,63232.99,18967,5800
1248,197,Affiliate,128677.26,29797,9921
1249,66,Print,157392.39,3086,891
1250,156,Print,205129.53,23391,526
1251,80,Affiliate,211210.03,5982,1766
1252,238,Google,75963.38,35167,2981
1253,181,Affiliate,185927.91,18318,7180
1254,73,OOH,47877.2,42209,1832
1255,193,Email,122505.7,37614,5827
1256,162,Print,135319.15,1438,6769
1257,65,Google,125473.79,47118,5671
1258,67,Affiliate,17998.08,33906,481
1259,248,Email,218556.47,34535,7793
1260,224,Meta,82416.42,23871,2303
1261,146,Email,9615.26,17914,8258
1262,108,Print,237526.57,36881,4094
1263,151,Email,75444.11,18863,8703
1264,217,OOH,143077.69,43732,1938
1265,202,Affiliate,57727.1,1842,2299
1266,219,Print,221049.19,13758,5439
1267,98,Google,22527.17,26343,1254
1268,144,YouTube,73068.31,5073,7774
1269,205,TV,58627.43,26770,3525
1270,103,Affiliate,132572.67,21037,1142
1271,23,YouTube,57173.82,35295,3152
1272,75,Email,117138.44,18179,483
1273,10,Meta,150129.78,27908,4357
1274,166,Google,123885.91,45533,3008
1275,184,Email,21528.68,15512,2265
1276,110,Email,28199.86,14189,1699
1277,27,Meta,207840.94,44247,5947
1278,210,YouTube,172502.5,47651,2201
1279,133,Google,246605.38,15069,2823
1280,192,Email,207466.34,24248,5934
1281,29,TV,123371.88,30425,7330
1282,229,Print,205327.13,29189,9851
1283,169,Email,20315.15,34431,4625
1284,173,Email,108375.84,17976,2436
1285,246,Print,93234.25,29994,953
1286,204,Google,148030.02,3752,66
1287,193,Affiliate,137173.81,43021,7072
1288,66,Google,107126.88,46876,7551
1289,172,Print,213208.1,7670,794
1290,101,Email,219931.01,34244,7624
1291,64,OOH,134696.96,21427,1413
1292,151,YouTube,203369.9,33067,9979
1293,237,Meta,144894.62,14552,9146
1294,65,Affiliate,64592.35,46416,7537
1295,166,TV,98093.02,42310,3918
1296,26,Affiliate,179078.73,31962,8588
1297,173,Google,146050.5,25661,6538
1298,224,OOH,217817.18,18130,9946
1299,115,YouTube,27348.38,36708,2478
1300,44,YouTube,120047.66,30987,3169
1301,115,Email,90423.44,1037,9169
1302,209,Email,170171.72,30238,1711
1303,180,OOH,171149.85,26758,1874
1304,186,Print,147595.01,8453,3359
1305,221,Email,78756.23,26436,502
1306,232,YouTube,52781.36,199,1138
1307,207,YouTube,183119.35,15527,9140
1308,133,Meta,88582.06,31404,8706
1309,110,Affiliate,67561.12,13678,8199
1310,138,Affiliate,240242.7,6031,9379
1311,49,OOH,8400.72,26470,6556
1312,211,OOH,40264.48,8199,5323
1313,192,OOH,183393.52,29287,5808
1314,70,Print,184758.27,46369,7102
1315,180,TV,38697.68,7418,4645
1316,243,Meta,112256.81,3395,9043
1317,221,TV,70540.82,12253,3438
1318,105,Print,137726.62,13718,752
1319,170,OOH,120550.12,1466,3284
1320,117,YouTube,159370.88,8916,6568
1321,68,OOH,133532.11,17079,2398
1322,47,Print,57430.65,41680,2100
1323,32,OOH,155818.24,6696,5352
1324,89,Google,100831.0,3396,3566
1325,221,Affiliate,195156.38,46680,8663
1326,30,OOH,70833.71,37286,8919
1327,43,OOH,209560.76,8383,7959
1328,53,Affiliate,87565.77,1423,775
1329,117,Email,191157.6,36073,6113
1330,239,Print,109463.79,37919,6567
1331,122,TV,105003.32,34474,7576
1332,101,Print,62144.79,39761,3714
1333,73,Meta,174282.65,23940,4423
1334,12,TV,126051.92,16241,9336
1335,123,TV,116002.42,31824,5787
1336,32,Email,150948.26,37050,1223
1337,197,TV,239939.22,16984,3476
1338,170,Affiliate,114407.95,40668,5574
1339,249,Print,88520.03,38411,3182
1340,72,Google,55287.3,14896,5448
1341,37,YouTube,242095.43,17316,9620
1342,74,TV,30073.75,45803,7779
1343,203,Print,15933.75,36351,3801
1344,69,YouTube,109071.49,33956,2878
1345,110,Print,13971.0,30422,1980
1346,225,Meta,118266.46,25868,6224
1347,218,YouTube,83226.56,22869,6620
1348,122,Email,65633.54,27191,7623
1349,113,YouTube,135180.78,23101,158
1350,159,TV,32191.8,18562,4567
1351,16,OOH,13397.32,13331,3691
1352,39,Email,31240.29,13607,5224
1353,117,Print,220646.2,24373,9603
1354,229,Email,140613.11,43263,9555
1355,196,TV,132124.56,18352,8830
1356,21,Meta,57731.68,47267,9764
1357,164,Affiliate,192256.03,34369,7977
1358,243,Email,100656.53,45859,2568
1359,138,Affiliate,247466.75,37237,3769
1360,21,Print,224254.27,6641,2664
1361,151,Meta,34793.45,34846,4386
1362,212,Affiliate,235592.03,42385,7629
1363,171,Google,106256.11,16934,3780
1364,221,Google,90285.38,43825,2613
1365,244,YouTube,8180.19,15909,8698
1366,86,Google,217540.57,30783,5116
1367,58,Meta,170564.35,44825,7580
1368,115,OOH,52702.03,21266,2184
1369,15,Meta,95905.18,35708,3737
1370,118,OOH,9599.52,32086,247
1371,79,Affiliate,29552.61,40423,3271
1372,128,Affiliate,194430.82,21174,8738
1373,117,YouTube,177748.87,6946,8335
1374,102,Email,8329.29,44851,4992
1375,31,Google,151491.82,15687,6608
1376,44,Meta,32209.13,14452,8163
1377,240,Affiliate,7695.41,2229,4499
1378,205,Email,88557.67,29621,6937
1379,236,TV,180767.11,24773,3763
1380,131,OOH,139783.51,7859,7686
1381,111,Google,161240.62,37207,8684
1382,85,Affiliate,28392.79,6819,712
1383,16,TV,98515.35,36872,7017
1384,76,YouTube,67535.2,45301,5931
1385,96,Email,105689.49,43675,3110
1386,22,Affiliate,196146.26,5415,5576
1387,33,Google,72104.26,31990,9922
1388,51,OOH,11373.89,26300,3460
1389,50,Email,88134.52,36687,4110
1390,97,Google,19709.96,19621,314
1391,45,Email,27852.7,12291,5748
1392,8,Print,240532.44,3067,8726
1393,248,Google,81943.08,36280,1725
1394,150,Google,48185.34,34095,2861
1395,4,Print,159180.39,4132,9443
1396,181,Affiliate,131231.62,22472,4185
1397,11,OOH,127410.69,24727,114
1398,187,YouTube,50750.33,30335,2604
1399,176,Affiliate,179427.4,532,1494
1400,209,Google,222666.77,12862,9896
1401,209,Print,21479.86,40069,1381
1402,94,Print,12753.26,38902,4684
1403,248,Email,179399.3,2752,3708
1404,107,Affiliate,120855.24,19356,2839
1405,242,Print,130982.94,13977,8056
1406,16,Affiliate,101016.13,23531,5106
1407,139,YouTube,157118.32,13185,4051
1408,151,Meta,211499.88,41838,9315
1409,37,YouTube,148640.94,41885,2675
1410,125,OOH,144460.49,20146,7543
1411,158,Google,19027.91,25913,6114
1412,213,TV,89994.57,21611,9706
1413,143,TV,38380.44,23194,4969
1414,97,Google,103297.85,21083,1660
1415,42,Email,65032.08,2856,8764
1416,90,Meta,9153.65,12713,3329
1417,109,Meta,126439.42,21563,9042
1418,76,Affiliate,149684.69,25892,3778
1419,41,YouTube,65743.89,8965,1747
1420,55,YouTube,61588.58,37203,8226
1421,191,TV,81914.04,43268,5345
1422,168,Affiliate,69634.56,47244,7350
1423,31,Print,159611.43,8805,1316
1424,14,TV,86385.81,16029,5442
1425,234,Affiliate,155491.22,42416,249
1426,60,YouTube,152785.03,10457,808
1427,227,Meta,110600.49,21248,9825
1428,48,TV,143200.17,43934,4329
1429,48,YouTube,125377.38,25049,1620
1430,225,TV,212465.47,28291,336
1431,188,Affiliate,247645.8,3458,8237
1432,177,OOH,46397.59,7907,221
1433,84,YouTube,27493.9,21447,8008
1434,92,Google,68170.88,10823,6942
1435,210,TV,127430.33,30804,1813
1436,99,Affiliate,57616.56,8591,3052
1437,113,Meta,54137.78,24887,5649
1438,73,Print,113795.94,11671,3022
1439,20,TV,81371.53,29124,6644
1440,34,OOH,7565.8,13543,1190
1441,61,TV,234444.38,5659,9437
1442,200,YouTube,242835.75,49392,2323
1443,180,Email,32996.9,47293,560
1444,21,Affiliate,138335.78,16458,1774
1445,136,OOH,119226.0,11206,3902
1446,169,TV,8108.58,31206,3461
1447,137,Affiliate,140258.84,46510,787
1448,169,Affiliate,134255.82,27805,5517
1449,18,Email,50033.76,4406,2502
1450,187,Email,105627.91,22009,8933
1451,219,Print,188977.63,15352,8999
1452,71,YouTube,227164.48,8833,4542
1453,221,OOH,42049.88,47801,2664
1454,25,YouTube,212659.14,45244,4659
1455,114,YouTube,167190.33,34807,1631
1456,208,TV,97911.39,31481,714
1457,9,Google,159354.41,35327,6704
1458,169,OOH,181174.15,45338,9409
1459,44,Print,173169.75,39275,1669
1460,112,TV,125184.97,13987,2044
1461,171,OOH,115807.32,22537,5056
1462,218,Print,42297.43,12183,2863
1463,3,Meta,162932.25,6018,1850
