email_id,cust_id,campaign_id,sent_date,opened,clicked
6753,40383,141,2024-05-05,True,True
6754,34904,61,2024-01-18,False,True
6755,19699,39,2024-09-16,False,False
6756,16907,94,2024-07-18,False,False
6757,39882,29,2025-01-29,False,True
6758,20323,151,2024-02-08,False,True
6759,25337,165,2024-06-25,True,False
6760,34427,27,2025-02-16,False,False
6761,10103,99,2025-03-19,False,True
6762,30828,126,2025-06-26,True,False
6763,1658,107,2024-04-17,True,True
6764,32337,84,2024-09-26,False,True
6765,34907,246,2024-11-07,True,False
6766,32226,158,2024-09-21,True,True
6767,16292,143,2025-01-25,False,True
6768,18363,12,2025-02-26,False,True
6769,31982,56,2024-06-17,True,True
6770,48183,116,2025-07-13,True,True
6771,16082,185,2024-08-24,True,False
6772,24348,57,2024-01-09,True,True
6773,36280,193,2024-10-31,False,True
6774,47153,221,2025-03-26,False,True
6775,20403,115,2025-08-22,True,True
6776,5144,44,2024-07-28,False,False
6777,43013,190,2025-06-30,True,False
6778,14529,56,2025-02-22,True,True
6779,10354,190,2024-10-31,True,False
6780,25265,1,2024-05-07,True,False
6781,38600,191,2024-05-13,False,True
6782,42207,141,2025-04-06,False,True
6783,38741,168,2025-01-16,False,True
6784,11959,117,2025-04-11,False,False
6785,37291,24,2025-03-01,True,True
6786,6594,247,2025-09-14,False,True
6787,43631,95,2024-04-07,True,False
6788,15905,219,2024-03-14,False,True
6789,49427,94,2025-09-13,True,False
6790,37893,58,2024-08-12,True,True
6791,46214,115,2024-12-24,False,True
6792,8645,135,2024-09-18,True,True
6793,32174,152,2025-08-09,True,True
6794,5685,32,2024-02-13,False,False
6795,40304,216,2025-04-02,False,True
6796,15369,237,2025-09-13,False,False
6797,754,90,2025-07-27,False,True
6798,30625,242,2024-11-08,True,True
6799,10697,220,2025-03-17,True,False
6800,31693,137,2025-08-30,False,False
6801,26126,188,2025-09-11,True,True
6802,42771,143,2024-09-28,False,False
6803,1840,173,2024-05-26,False,True
6804,17345,68,2024-10-28,False,True
6805,25010,15,2024-08-18,True,False
6806,27808,220,2024-03-27,True,True
6807,47043,111,2025-07-15,False,False
6808,49089,34,2024-07-23,True,False
6809,7632,79,2024-08-04,True,True
6810,38149,141,2025-04-16,False,True
6811,16622,162,2025-07-10,True,True
6812,10784,164,2025-04-24,True,True
6813,42328,123,2025-07-17,True,False
6814,46272,185,2024-05-23,True,False
6815,33851,211,2025-05-02,False,False
6816,28592,35,2024-12-07,True,False
6817,29542,17,2025-06-10,False,False
6818,12651,87,2025-05-25,False,False
6819,17842,50,2025-07-26,True,False
6820,22829,157,2025-03-03,False,True
6821,4961,49,2024-05-23,True,False
6822,22002,188,2025-02-08,False,True
6823,16916,245,2025-05-26,True,False
6824,36855,157,2025-04-03,True,True
6825,49941,45,2024-08-29,False,False
6826,45186,201,2024-04-09,False,False
6827,8254,224,2024-01-17,True,False
6828,16853,204,2025-04-08,False,False
6829,12922,60,2025-06-12,False,True
6830,42716,196,2025-08-05,True,True
6831,24989,238,2025-09-22,False,True
6832,45795,100,2025-06-19,False,True
6833,35550,231,2024-04-24,True,False
6834,30064,207,2025-03-13,False,False
6835,36877,125,2024-03-19,False,False
6836,37236,54,2024-03-09,True,True
6837,41287,217,2024-03-31,False,True
6838,10110,120,2025-08-26,True,False
6839,42484,101,2024-05-17,False,False
6840,31118,102,2025-08-27,False,True
6841,7435,6,2025-07-06,True,False
6842,2663,80,2024-09-02,True,True
6843,28119,90,2025-08-19,True,True
6844,28637,160,2024-09-26,False,True
6845,19746,177,2025-06-13,True,True
6846,16267,161,2025-02-28,False,False
6847,19869,244,2024-09-19,False,False
6848,48459,112,2025-06-07,False,False
6849,31142,49,2025-04-12,False,False
6850,19714,12,2025-07-31,False,False
6851,48713,13,2025-06-19,True,True
6852,26380,241,2024-12-09,False,True
6853,40818,219,2024-11-25,False,True
6854,5044,135,2024-06-13,True,False
6855,37887,113,2024-09-06,True,False
6856,6976,215,2025-04-17,False,False
6857,28580,220,2024-12-24,False,False
6858,20690,65,2025-06-03,True,True
6859,3989,34,2024-03-06,True,False
6860,39455,154,2025-02-22,True,True
6861,45697,132,2024-07-08,False,True
6862,38463,50,2025-09-26,False,False
6863,33677,141,2025-03-02,True,True
6864,48231,124,2024-10-24,True,True
6865,19376,243,2024-06-27,False,True
6866,1422,129,2024-11-24,True,False
6867,29245,83,2025-07-12,True,False
6868,1905,132,2025-04-05,False,True
6869,20057,60,2025-08-16,False,False
6870,10949,59,2025-08-18,True,True
6871,36635,30,2025-03-04,True,False
6872,23721,35,2024-07-02,True,False
6873,47451,72,2024-02-17,True,False
6874,22178,127,2025-09-12,False,True
6875,30832,3,2024-04-02,True,False
6876,46197,86,2025-08-26,False,False
6877,1763,150,2024-09-17,True,True
6878,11760,76,2025-08-22,False,True
6879,9477,86,2024-01-20,True,True
6880,21298,243,2025-06-13,False,False
6881,1060,235,2025-04-16,True,False
6882,40720,172,2025-07-11,False,False
6883,4880,100,2025-02-24,True,True
6884,41211,168,2025-01-28,False,True
6885,21478,123,2025-02-01,True,False
6886,29371,126,2024-06-22,False,True
6887,9605,81,2024-03-26,True,False
6888,9951,167,2025-04-30,True,True
6889,23512,118,2024-04-01,False,True
6890,21560,109,2024-08-15,False,True
6891,31788,172,2025-04-28,False,False
6892,9996,60,2024-05-14,True,False
6893,55,14,2024-07-03,True,False
6894,2959,212,2024-10-26,False,False
6895,6050,27,2025-06-23,False,False
6896,29253,141,2024-07-28,False,True
6897,40608,15,2024-12-11,False,False
6898,36400,13,2024-07-18,True,True
6899,20116,7,2024-09-28,True,False
6900,23876,220,2024-04-03,False,True
6901,2156,100,2025-06-04,False,False
6902,8990,122,2024-07-29,True,False
6903,43026,3,2024-05-26,False,True
6904,6158,3,2025-09-18,False,True
6905,1691,96,2024-02-08,True,False
6906,12625,84,2025-04-25,True,False
6907,15728,27,2024-12-14,True,False
6908,42339,24,2025-08-04,True,True
6909,49077,248,2024-09-13,True,True
6910,46600,215,2024-02-05,True,True
6911,1117,91,2025-04-27,True,True
6912,21757,113,2024-01-28,True,False
6913,24073,164,2025-06-19,True,False
6914,19906,187,2025-03-10,False,True
6915,37677,198,2025-01-22,True,True
6916,11282,50,2025-09-28,True,True
6917,24308,166,2025-04-26,False,False
6918,4843,247,2024-04-17,False,False
6919,25487,32,2025-02-11,False,True
6920,41440,179,2024-02-17,False,True
6921,17529,65,2025-01-03,True,True
6922,30435,46,2024-10-11,True,True
6923,23315,92,2025-05-22,True,False
6924,14888,94,2024-08-03,True,True
6925,45960,118,2024-08-11,True,False
6926,8226,234,2024-09-04,True,True
6927,5361,226,2024-07-04,False,True
6928,19312,207,2025-02-04,False,True
6929,46219,92,2024-10-29,False,False
6930,18634,27,2025-05-22,True,True
6931,31232,196,2025-01-15,True,False
6932,45494,1,2025-08-23,True,False
6933,25734,45,2024-05-28,False,False
6934,40778,149,2024-12-31,False,True
6935,2123,20,2025-05-24,False,False
6936,20866,132,2025-03-08,False,True
6937,28026,239,2024-11-04,True,False
6938,28407,248,2025-03-16,True,False
6939,21777,127,2025-08-09,False,True
6940,25854,149,2025-04-07,False,False
6941,36314,218,2025-05-23,False,False
6942,16224,125,2025-02-20,False,True
6943,42771,32,2025-08-07,True,False
6944,37400,204,2025-06-14,False,True
6945,12696,120,2024-06-24,False,True
6946,48559,47,2024-01-30,True,False
6947,23867,140,2024-10-27,False,True
6948,40397,66,2024-03-28,False,False
6949,39777,26,2025-07-04,False,False
6950,24776,180,2024-01-04,True,True
6951,7706,117,2025-01-13,True,False
6952,22576,84,2024-11-28,False,True
6953,16642,6,2025-03-23,False,False
6954,40813,52,2025-06-10,False,True
6955,19849,128,2024-01-19,True,False
6956,32130,84,2024-06-28,True,True
6957,7329,141,2024-06-27,False,True
6958,21125,139,2025-03-07,False,False
6959,9948,92,2025-07-22,True,False
6960,32546,175,2025-03-28,True,False
6961,9373,216,2025-03-20,False,True
6962,40280,135,2025-02-02,False,True
6963,30098,240,2025-06-18,False,False
6964,1095,7,2025-01-05,True,False
6965,9647,74,2024-09-25,True,False
6966,22568,178,2024-07-06,False,False
6967,4123,16,2025-09-11,True,True
6968,273,123,2025-03-23,False,True
6969,11332,131,2024-05-14,True,True
6970,18148,47,2025-03-29,False,False
6971,37234,73,2024-04-30,True,False
6972,41031,123,2025-08-09,False,True
6973,16600,140,2024-05-19,True,True
6974,41946,202,2024-01-27,True,True
6975,32253,19,2025-05-08,True,True
6976,18778,33,2024-07-08,True,False
6977,1833,20,2024-09-11,False,True
6978,2897,15,2024-10-21,True,False
6979,23766,184,2025-09-10,False,False
6980,2972,19,2025-08-07,True,True
6981,35059,156,2024-05-21,True,False
6982,4252,46,2024-12-20,False,True
6983,17612,157,2025-03-08,False,True
6984,13634,118,2024-01-09,True,True
6985,29587,1,2024-06-20,False,False
6986,26368,80,2025-06-09,True,False
6987,1115,95,2024-03-09,False,True
6988,43640,166,2024-11-03,True,False
6989,17140,24,2024-07-19,True,False
6990,17239,210,2024-11-21,False,False
6991,31480,130,2024-03-18,True,True
6992,23998,119,2024-02-11,True,True
6993,9168,17,2025-09-15,False,True
6994,12116,250,2025-08-05,True,False
6995,12680,37,2025-02-24,False,True
6996,2796,242,2024-11-21,True,False
6997,5605,173,2025-04-19,True,False
6998,34746,88,2024-02-14,True,True
6999,32786,139,2024-08-17,True,False
7000,20293,118,2025-05-24,True,False
7001,24080,48,2025-05-30,False,False
7002,43883,52,2024-09-27,False,False
7003,44691,137,2025-09-12,True,False
7004,40770,103,2024-11-16,False,False
7005,42065,16,2024-08-22,True,True
7006,28090,177,2024-11-29,False,True
7007,9425,85,2025-07-24,True,False
7008,41955,95,2025-06-14,False,False
7009,13661,65,2024-11-05,True,False
7010,14149,175,2025-02-02,True,True
7011,18913,76,2024-01-15,True,True
7012,12565,5,2025-02-04,True,True
7013,34247,139,2024-01-22,False,True
7014,43747,156,2025-04-24,True,True
7015,19819,46,2024-11-29,True,False
7016,19111,12,2024-03-19,True,False
7017,25157,48,2024-03-30,True,False
7018,41248,30,2024-03-10,False,False
7019,35778,196,2024-08-25,True,True
7020,31834,218,2024-03-01,True,True
7021,49395,17,2024-10-31,True,True
7022,13905,33,2024-09-11,False,True
7023,1483,27,2025-07-21,True,True
7024,33671,190,2024-03-23,False,True
7025,28780,32,2025-06-21,False,True
7026,42322,244,2025-04-27,True,True
7027,1460,108,2024-04-21,True,True
7028,20514,202,2024-09-13,False,False
7029,41426,171,2025-06-23,False,False
7030,48517,174,2025-04-14,True,False
7031,11412,199,2024-10-12,True,True
7032,11357,190,2025-06-02,False,False
7033,11482,16,2025-08-18,False,False
7034,2651,243,2025-07-16,False,False
7035,4700,151,2024-02-01,False,False
7036,20468,124,2024-04-23,False,False
7037,12251,16,2024-06-20,True,True
7038,2470,118,2024-04-24,True,True
7039,38171,108,2025-05-30,False,False
7040,25906,24,2024-10-26,True,True
7041,18896,120,2024-08-21,True,True
7042,24112,220,2025-07-23,False,False
7043,5918,87,2025-09-28,True,True
7044,14659,81,2024-10-09,False,False
7045,14763,220,2024-01-28,True,False
7046,20047,194,2024-10-19,False,False
7047,1662,201,2024-12-02,False,False
7048,47426,133,2025-08-24,False,False
7049,22941,91,2024-05-11,False,True
7050,45465,152,2024-12-13,True,False
7051,40689,68,2024-01-24,True,True
7052,41837,173,2025-09-23,True,False
7053,16394,186,2024-03-26,False,False
7054,3369,160,2024-08-20,True,False
7055,38605,210,2024-11-10,True,False
7056,31824,85,2024-01-20,True,False
7057,21076,107,2024-03-22,False,True
7058,4483,124,2024-03-13,False,True
7059,10864,196,2025-08-30,False,True
7060,13951,1,2025-05-29,False,False
7061,29309,240,2024-04-24,False,False
7062,44144,8,2024-12-30,True,False
7063,31390,102,2024-08-17,False,True
7064,2836,212,2025-03-12,False,True
7065,27031,118,2024-04-28,False,True
7066,11609,159,2024-01-30,True,False
7067,18139,107,2024-12-24,False,True
7068,23802,140,2024-07-09,False,False
7069,12358,235,2024-03-25,False,False
7070,42868,189,2024-12-16,False,True
7071,16755,194,2024-08-05,True,False
7072,32241,235,2025-06-12,False,False
7073,972,37,2024-04-10,True,True
7074,26647,168,2025-02-09,False,False
7075,18154,93,2025-03-13,False,True
7076,18795,186,2025-08-20,False,True
7077,27220,225,2025-06-07,False,True
7078,29249,173,2025-02-19,False,False
7079,16688,227,2024-03-05,True,False
7080,32145,42,2024-10-29,True,True
7081,35089,98,2024-05-29,True,True
7082,11086,12,2025-02-06,True,True
7083,33081,179,2025-07-26,True,True
7084,40606,2,2024-07-08,True,True
7085,7666,22,2024-06-15,True,False
7086,33786,170,2025-01-23,False,True
7087,12034,118,2024-08-20,False,True
7088,11906,104,2025-08-23,True,False
7089,15400,190,2025-09-23,False,True
7090,15348,100,2025-09-21,False,True
7091,29632,85,2024-01-30,False,False
7092,24695,201,2024-05-05,True,True
7093,18970,197,2024-10-14,False,False
7094,34412,151,2024-08-31,True,False
7095,20908,36,2024-10-21,True,True
7096,20812,43,2024-05-09,False,False
7097,15505,33,2025-06-28,True,True
7098,35036,173,2024-11-20,False,True
7099,40658,196,2025-08-30,True,False
7100,38420,186,2025-03-02,True,True
7101,21491,103,2024-01-28,False,False
7102,13289,186,2024-10-02,False,False
7103,14227,204,2024-11-07,True,False
7104,45075,104,2025-05-22,True,True
7105,4384,105,2025-02-25,True,False
7106,14357,202,2024-01-23,True,False
7107,30646,171,2025-09-01,False,True
7108,43219,123,2024-08-01,False,False
7109,27188,22,2025-03-19,False,False
7110,6820,116,2024-11-20,False,True
7111,23789,155,2024-11-20,False,False
7112,39688,64,2024-06-24,True,False
7113,9997,159,2025-01-04,True,True
7114,18736,175,2025-04-19,False,True
7115,11799,110,2024-12-06,False,True
7116,37474,30,2024-08-18,False,False
7117,26841,224,2024-11-29,False,True
7118,4001,236,2025-08-19,True,True
7119,40333,212,2024-01-27,False,True
7120,38451,3,2024-03-25,False,True
7121,4570,4,2024-07-02,False,False
7122,23458,53,2025-02-22,False,False
7123,46684,167,2024-02-04,True,False
7124,18577,132,2024-04-20,False,False
7125,193,174,2025-05-24,False,False
7126,25426,150,2025-06-09,False,True
7127,11016,108,2024-01-29,True,True
7128,35985,207,2025-07-11,True,True
7129,32592,128,2025-08-01,False,True
7130,21437,39,2024-05-26,True,True
7131,29782,178,2025-04-30,False,True
7132,9999,210,2025-05-28,True,False
7133,38724,123,2024-09-26,True,True
7134,20794,143,2025-08-28,False,False
7135,36873,186,2024-12-15,False,True
7136,41895,117,2025-06-16,False,True
7137,7432,194,2024-07-17,False,False
7138,11909,86,2024-06-19,True,True
7139,36372,237,2025-06-22,False,True
7140,14722,121,2024-02-15,False,False
7141,45905,150,2024-09-07,True,False
7142,28037,92,2024-02-12,False,True
7143,20558,18,2024-12-29,False,True
7144,23230,212,2024-11-04,False,True
7145,37940,151,2025-06-08,True,False
7146,44199,198,2024-03-24,True,True
7147,11249,79,2024-04-09,True,False
7148,21821,55,2024-11-28,True,False
7149,24643,182,2025-09-17,True,True
7150,11893,143,2024-03-31,False,False
7151,46053,113,2025-08-12,True,False
7152,38911,89,2025-06-24,True,True
7153,18757,246,2024-11-12,False,True
7154,34902,17,2024-02-22,False,False
7155,37432,51,2025-02-15,False,True
7156,40027,95,2025-01-15,True,False
7157,16654,6,2025-06-16,True,True
7158,26558,108,2025-03-31,True,True
7159,47597,24,2025-08-14,False,True
7160,43746,26,2025-06-04,False,True
7161,45414,141,2025-07-14,False,True
7162,9673,151,2025-03-26,True,True
7163,32823,167,2025-08-15,False,True
7164,35936,151,2025-02-05,True,True
7165,7406,131,2024-12-04,False,True
7166,12887,14,2024-05-14,True,False
7167,11634,95,2024-12-25,False,True
7168,10635,191,2024-12-30,False,False
7169,13259,113,2025-08-24,True,False
7170,48498,166,2025-04-13,True,False
7171,19612,52,2024-07-10,True,False
7172,45448,120,2025-08-20,False,False
7173,7006,201,2024-07-16,True,True
7174,36564,41,2024-01-22,True,True
7175,40477,78,2024-03-31,True,True
7176,36481,145,2024-08-21,True,False
7177,41284,63,2024-10-16,True,True
7178,31464,236,2024-09-29,False,True
7179,28650,69,2024-01-31,False,True
7180,44118,62,2025-03-22,False,False
7181,27176,110,2024-02-11,False,True
7182,43060,37,2025-04-19,False,True
7183,34008,177,2025-04-30,False,True
7184,41912,141,2024-05-11,True,False
7185,48014,126,2024-12-01,True,True
7186,30456,161,2024-04-06,False,False
7187,41965,89,2025-05-30,False,False
7188,5635,198,2024-10-18,False,True
7189,44262,44,2025-03-05,False,True
7190,255,90,2024-04-28,False,False
7191,24590,182,2024-01-05,True,True
7192,47278,193,2024-02-15,True,False
7193,46914,215,2025-09-25,False,False
7194,20933,58,2025-07-02,False,False
7195,43269,26,2024-02-27,True,False
7196,28671,93,2024-09-16,True,False
7197,17352,224,2025-05-16,False,True
7198,9509,25,2025-05-05,False,True
7199,2747,229,2024-02-17,False,False
7200,47574,26,2024-05-21,True,False
7201,26511,150,2024-06-20,True,False
7202,45883,235,2024-07-24,True,True
7203,28826,137,2025-03-31,True,False
7204,39269,207,2024-01-20,True,False
7205,40136,62,2025-08-26,False,True
7206,27122,130,2024-03-20,False,True
7207,22413,81,2025-03-18,True,True
7208,33074,58,2025-03-03,False,True
7209,4627,61,2024-11-10,False,True
7210,13616,54,2024-11-01,True,True
7211,1873,168,2024-08-08,False,False
7212,919,64,2024-03-22,False,False
7213,7036,114,2024-01-08,False,False
7214,29275,225,2024-02-06,True,True
7215,25995,90,2025-04-20,True,False
7216,31943,52,2025-04-30,False,True
7217,13532,93,2024-07-13,True,False
7218,27741,164,2024-03-19,True,False
7219,38471,25,2024-09-29,True,True
7220,23063,238,2024-11-18,True,True
7221,6570,214,2024-02-12,False,False
7222,33937,217,2024-10-28,True,False
7223,35477,15,2024-07-30,False,False
7224,35866,154,2024-06-09,False,True
7225,29941,197,2024-02-18,False,True
7226,15723,84,2025-04-10,False,True
7227,7297,93,2024-10-16,True,True
7228,29810,5,2024-03-29,False,True
7229,44549,170,2024-05-23,False,True
7230,26993,20,2025-05-23,False,False
7231,9440,247,2025-06-09,False,False
7232,18034,68,2025-03-20,True,False
7233,20275,35,2025-06-13,True,False
7234,26373,3,2024-12-24,True,False
7235,11256,25,2024-05-07,False,True
7236,46480,44,2025-02-06,False,True
7237,5010,170,2024-04-13,False,True
7238,8985,108,2024-12-13,False,False
7239,20552,100,2024-07-09,False,True
7240,24211,206,2024-05-08,True,False
7241,29273,176,2025-08-15,False,True
7242,42416,121,2025-04-05,False,True
7243,44801,184,2025-01-10,True,True
7244,17689,174,2024-04-21,True,False
7245,1146,2,2024-07-08,True,True
7246,3276,80,2024-07-08,False,True
7247,47456,8,2025-01-21,True,False
7248,16133,4,2024-09-09,False,True
7249,33314,195,2024-05-20,True,True
7250,11121,150,2024-09-07,False,True
7251,26548,95,2024-02-25,True,False
7252,41065,41,2025-01-23,False,True
7253,34227,69,2024-02-21,True,True
7254,37751,202,2024-09-09,False,True
7255,773,88,2024-08-20,False,True
7256,46719,246,2025-07-27,True,False
7257,16892,166,2024-08-01,False,True
7258,24496,200,2024-04-06,True,True
7259,5380,37,2024-03-24,True,True
7260,35207,29,2025-03-10,False,True
7261,48141,97,2024-04-26,False,True
7262,19839,25,2025-02-21,False,False
7263,30997,187,2025-04-22,False,True
7264,33148,227,2024-11-24,False,True
7265,30268,15,2025-08-05,True,False
7266,45521,248,2024-05-16,True,True
7267,38758,196,2024-05-15,True,False
7268,37139,4,2025-06-11,False,False
7269,36070,204,2025-01-08,True,True
7270,12591,81,2024-03-07,False,False
7271,13377,86,2024-11-29,True,False
7272,2540,148,2025-09-04,False,True
7273,39818,183,2024-01-05,True,False
7274,14469,181,2024-11-10,False,False
7275,5537,147,2025-08-16,False,False
7276,21810,198,2024-04-24,False,False
7277,28131,106,2024-03-01,False,False
7278,27159,64,2024-10-02,True,False
7279,24538,184,2024-04-13,True,True
7280,21708,118,2024-05-11,False,False
7281,24804,25,2024-09-22,True,True
7282,25459,236,2024-06-17,False,False
7283,1016,233,2024-04-06,True,False
7284,30117,190,2024-10-26,False,False
7285,32825,161,2024-07-18,True,False
7286,19552,84,2024-09-30,False,True
7287,4511,24,2024-07-29,True,True
7288,4668,56,2025-02-28,True,True
7289,24167,225,2024-02-17,True,False
7290,5437,59,2025-07-07,False,False
7291,48362,103,2025-01-15,True,True
7292,15751,149,2024-10-03,True,True
7293,2139,148,2024-11-08,True,True
7294,36132,202,2024-12-30,True,True
7295,33588,96,2024-11-02,True,True
7296,26642,157,2025-09-26,False,True
7297,47422,226,2024-08-07,False,False
7298,37345,233,2024-10-29,True,False
7299,15133,246,2024-02-11,False,False
7300,26670,6,2024-01-23,False,False
7301,19187,60,2025-03-27,False,True
7302,26370,192,2025-06-09,True,True
7303,21971,7,2025-07-19,False,True
7304,10412,160,2024-11-25,True,False
7305,20157,211,2024-01-13,True,True
7306,40590,68,2025-04-18,True,True
7307,17612,117,2024-06-27,True,True
7308,37303,30,2025-08-22,True,True
7309,417,232,2024-09-14,True,False
7310,27113,110,2024-06-25,True,True
7311,19872,216,2025-07-25,True,True
7312,41687,113,2024-01-04,True,False
7313,7825,27,2024-07-12,True,True
7314,44721,45,2024-09-30,True,True
7315,33516,82,2024-06-15,False,False
7316,31342,121,2025-05-13,False,True
7317,13444,9,2024-02-16,True,True
7318,34181,162,2024-10-26,False,False
7319,10093,216,2024-06-21,True,False
7320,45952,200,2025-01-03,False,False
7321,2275,37,2025-09-13,False,True
7322,1575,4,2025-08-28,False,False
7323,29230,75,2024-08-11,True,True
7324,35234,134,2024-09-07,False,False
7325,37434,172,2025-02-25,False,True
7326,33304,26,2025-07-07,False,True
7327,43254,170,2025-03-11,False,False
7328,49906,23,2024-04-21,False,True
7329,13354,140,2024-10-04,False,False
7330,44814,27,2025-08-23,False,True
7331,22562,103,2025-06-24,False,True
7332,15946,37,2025-08-13,True,False
7333,47808,88,2025-05-10,False,True
7334,31912,120,2025-09-15,True,False
7335,4519,230,2024-02-15,False,False
7336,35540,5,2025-04-20,False,False
7337,26338,109,2024-03-11,False,False
7338,1930,233,2024-11-02,False,True
7339,6251,135,2024-07-17,True,True
7340,25291,182,2025-05-07,False,False
7341,47915,151,2024-10-09,False,True
7342,15450,242,2025-04-02,True,True
7343,32431,63,2024-10-21,True,True
7344,15651,146,2024-11-03,False,True
7345,31556,119,2025-01-10,True,False
7346,40850,128,2024-12-25,True,True
7347,26322,118,2024-02-16,False,True
7348,35133,16,2024-11-15,False,False
7349,42617,174,2024-11-21,False,False
7350,7063,127,2024-09-28,True,True
7351,29143,51,2024-02-11,False,False
7352,15607,140,2025-06-06,False,False
7353,13370,234,2024-02-23,False,True
7354,37969,54,2024-11-06,True,False
7355,11374,54,2025-01-11,True,False
7356,33339,225,2025-08-13,False,False
7357,39565,139,2024-04-19,False,False
7358,7218,246,2024-04-14,True,False
7359,11283,229,2024-08-04,True,False
7360,4103,68,2024-08-11,True,True
7361,37237,55,2025-05-18,True,False
7362,14042,159,2024-06-11,False,False
7363,26225,191,2024-11-14,True,False
7364,40131,222,2024-04-23,False,True
7365,48150,107,2024-12-10,False,True
7366,44079,193,2024-02-20,True,False
7367,16289,70,2025-02-03,False,False
7368,6343,57,2025-08-31,False,False
7369,42490,15,2025-09-11,False,False
7370,32032,37,2025-09-30,True,True
7371,23469,82,2024-06-02,False,True
7372,2358,31,2024-12-17,False,True
7373,38678,192,2025-06-09,False,False
7374,32351,166,2024-07-28,False,True
7375,21465,150,2024-05-19,True,True
7376,42656,100,2024-03-25,False,False
7377,32263,157,2025-09-04,True,False
7378,36726,205,2024-04-29,False,True
7379,44740,160,2025-05-26,False,True
7380,8492,43,2024-06-09,False,False
7381,32132,230,2024-04-04,False,True
7382,44821,33,2024-11-26,True,True
7383,41262,72,2024-01-03,False,False
7384,29413,9,2024-11-21,False,True
7385,29214,172,2025-09-04,False,True
7386,43244,20,2025-02-12,False,True
7387,40548,64,2024-12-20,False,False
7388,12284,101,2024-03-17,False,True
7389,3779,64,2024-03-15,True,False
7390,5583,155,2024-04-16,False,False
7391,35933,35,2024-07-07,True,True
7392,14744,51,2025-08-15,False,False
7393,12505,115,2024-04-25,True,False
7394,37267,29,2025-02-08,True,True
7395,20326,186,2025-02-03,False,True
7396,43625,83,2024-04-07,False,False
7397,16239,23,2024-04-16,True,True
7398,26962,99,2024-04-13,False,True
7399,38144,120,2024-03-02,False,False
7400,17166,37,2024-01-10,False,False
7401,24038,117,2025-06-23,True,False
7402,46598,217,2025-07-08,True,True
7403,8803,153,2025-01-24,False,True
7404,43664,154,2025-08-27,True,False
7405,12669,38,2024-06-10,False,False
7406,49414,184,2024-03-24,True,True
7407,15181,168,2024-02-13,False,False
7408,23549,40,2024-05-14,True,True
7409,33799,77,2024-11-27,True,False
7410,1654,206,2025-09-11,False,False
7411,32498,35,2025-09-07,False,True
7412,13347,214,2024-05-18,True,False
7413,33489,232,2025-06-11,True,False
7414,36784,189,2025-07-06,False,False
7415,35175,173,2024-05-28,False,True
7416,9227,99,2024-08-18,False,True
7417,10795,141,2024-11-05,False,False
7418,18538,236,2024-10-22,False,False
7419,19508,237,2024-05-17,False,False
7420,24417,147,2024-09-03,True,True
7421,31769,174,2024-09-17,False,True
7422,18481,133,2024-09-07,True,True
7423,39940,133,2025-01-12,False,False
7424,32027,198,2024-04-17,True,False
7425,44157,111,2024-06-26,True,True
7426,17144,1,2024-03-29,False,True
7427,11430,228,2024-02-26,False,True
7428,49332,214,2025-03-21,True,False
7429,48601,33,2024-08-31,False,True
7430,15159,171,2024-11-18,False,False
7431,18082,159,2025-01-30,True,True
7432,21999,59,2024-06-09,True,True
7433,46236,193,2025-04-15,True,False
7434,51,176,2024-12-18,False,False
7435,19665,76,2024-11-08,False,True
7436,33672,208,2024-01-04,False,False
7437,35642,150,2024-01-26,True,False
7438,17308,111,2025-07-17,True,True
7439,46874,67,2025-05-27,True,True
7440,40338,9,2025-03-29,True,True
7441,39997,100,2024-01-06,True,False
7442,1757,197,2025-08-23,True,True
7443,6932,19,2024-06-26,False,False
7444,4784,235,2024-01-24,True,False
7445,29750,173,2024-04-02,False,False
7446,451,82,2024-09-07,False,True
7447,17857,111,2024-01-20,False,False
7448,412,196,2024-02-02,True,False
7449,22132,36,2025-02-12,True,True
7450,26520,89,2025-01-28,False,True
7451,46196,81,2024-01-20,False,True
7452,46755,151,2024-02-16,False,False
7453,34564,218,2025-01-19,True,True
7454,4156,126,2024-12-20,False,False
7455,23792,9,2024-08-10,True,True
7456,42985,130,2024-04-18,True,False
7457,26466,221,2024-07-27,True,False
7458,28549,100,2025-06-29,True,False
7459,11906,145,2024-07-22,True,True
7460,3374,200,2024-04-18,False,True
7461,32033,127,2024-07-13,True,True
7462,8568,112,2025-08-17,False,True
7463,27310,210,2024-01-14,True,False
7464,39606,224,2024-08-20,False,True
7465,45544,148,2025-09-14,False,True
7466,4127,27,2024-10-11,True,False
7467,4977,190,2024-03-29,True,False
7468,2864,52,2025-05-27,False,True
7469,4276,166,2024-08-03,False,False
7470,34204,65,2025-05-28,False,True
7471,10502,182,2024-06-17,False,True
7472,12056,196,2024-03-21,True,True
7473,8311,234,2024-11-07,False,True
7474,43288,93,2024-05-21,True,False
7475,9579,248,2025-08-03,False,False
7476,3559,140,2024-12-21,True,True
7477,3172,220,2025-02-26,False,False
7478,22136,183,2024-08-05,False,True
7479,34082,115,2025-09-01,False,False
7480,21058,5,2024-12-21,False,True
7481,25484,180,2025-01-08,False,False
7482,16087,210,2024-04-25,False,True
7483,4722,177,2024-02-21,False,True
7484,27358,153,2024-09-18,True,False
7485,36039,145,2024-06-15,True,True
7486,13519,188,2025-04-18,False,False
7487,25550,80,2024-06-10,True,False
7488,47428,94,2024-04-20,False,True
