change_id,table_name,record_id,column_name,old_value,new_value,changed_by,changed_at,action
2822,products,1770,price,1214.69,1185.42,981,2025-03-29 04:33:35,UPDATE
2823,products,2321,price,4580.57,4567.02,1698,2024-11-05 10:55:48,UPDATE
2824,employees,1780,salary,72365,84817,662,2024-05-01 07:08:01,UPDATE
2825,employees,2361,salary,33061,36282,219,2025-03-26 07:00:39,UPDATE
2826,products,3938,price,1151.05,1233.95,528,2024-04-11 18:25:17,UPDATE
2827,employees,2920,salary,44713,47020,445,2025-05-16 15:34:35,UPDATE
2828,products,66,price,4490.0,4597.12,941,2025-10-07 05:23:30,UPDATE
2829,employees,2993,salary,48719,55790,1310,2025-10-18 19:30:01,UPDATE
2830,employees,2067,salary,67578,77876,2617,2025-02-05 02:01:37,UPDATE
2831,employees,2429,salary,74058,80602,59,2025-08-11 19:55:09,UPDATE
2832,products,3595,price,1176.04,1247.47,1995,2025-01-31 14:20:07,UPDATE
2833,products,580,price,1210.18,1097.21,2905,2025-01-09 06:24:16,UPDATE
2834,employees,689,salary,41387,48174,1839,2024-06-12 10:34:35,UPDATE
2835,products,2843,price,1330.94,1326.1,1745,2024-07-20 15:14:57,UPDATE
2836,products,4179,price,4399.98,4542.04,454,2025-12-28 07:15:25,UPDATE
2837,employees,1906,salary,50585,54744,691,2024-04-15 17:16:03,UPDATE
2838,products,4549,price,4441.04,4406.39,853,2025-07-23 12:52:13,UPDATE
2839,products,5435,price,1234.07,1231.91,2134,2025-06-14 16:01:02,UPDATE
2840,products,1276,price,1995.92,2100.59,1142,2024-03-22 10:03:48,UPDATE
2841,products,1259,price,864.38,782.21,773,2025-10-15 14:19:04,UPDATE
2842,products,1552,price,499.72,497.13,2446,2024-07-18 09:48:13,UPDATE
2843,employees,1643,salary,77926,91190,1355,2026-01-05 13:26:54,UPDATE
2844,employees,1670,salary,45384,48548,2686,2024-02-19 10:38:41,UPDATE
2845,products,5883,price,2644.66,2583.41,40,2025-09-02 07:11:18,UPDATE
2846,employees,1097,salary,54421,60672,905,2025-10-25 14:55:53,UPDATE
2847,products,699,price,229.07,233.41,2227,2024-08-25 09:24:08,UPDATE
2848,employees,47,salary,49653,54579,1266,2025-12-14 10:57:03,UPDATE
2849,products,1283,price,784.56,713.33,1868,2025-12-02 03:50:11,UPDATE
2850,employees,485,salary,55422,65866,2853,2025-12-24 11:38:01,UPDATE
2851,products,1075,price,2128.43,2042.15,1295,2024-12-09 16:32:11,UPDATE
2852,products,3194,price,1907.9,1846.42,2775,2024-12-05 20:37:27,UPDATE
2853,products,1066,price,1875.16,1750.49,1300,2024-01-22 19:13:22,UPDATE
2854,products,5105,price,1635.59,1596.51,1520,2024-01-31 01:31:59,UPDATE
2855,products,852,price,4757.71,4814.96,1853,2025-05-15 20:20:49,UPDATE
2856,employees,2862,salary,67636,74651,1518,2025-04-08 23:08:01,UPDATE
2857,products,2619,price,3165.22,3240.24,2361,2024-01-19 21:37:58,UPDATE
2858,products,5829,price,3007.31,3107.57,2611,2024-05-30 19:18:15,UPDATE
2859,employees,685,salary,64742,73409,2253,2025-03-16 18:16:19,UPDATE
2860,products,2412,price,3972.02,4139.57,1171,2024-09-08 22:26:20,UPDATE
2861,products,2296,price,1067.51,1024.32,799,2025-09-15 05:21:33,UPDATE
2862,products,60,price,1527.32,1574.67,2175,2025-06-24 18:12:52,UPDATE
2863,products,1616,price,1368.05,1396.47,2820,2025-08-05 00:55:15,UPDATE
2864,employees,1003,salary,31855,34046,507,2024-08-25 19:13:55,UPDATE
2865,products,180,price,2836.62,2609.4,1525,2025-10-06 15:53:19,UPDATE
2866,employees,2551,salary,36628,40521,338,2024-02-09 14:53:35,UPDATE
2867,products,989,price,1711.6,1560.24,1311,2025-08-18 14:45:23,UPDATE
2868,products,555,price,4604.55,4948.23,1455,2024-03-23 21:29:50,UPDATE
2869,employees,1853,salary,36539,41318,403,2024-09-12 08:45:37,UPDATE
2870,products,2220,price,2178.56,2270.47,846,2025-07-01 23:43:00,UPDATE
2871,products,47,price,4227.43,4538.84,2976,2024-03-13 12:16:01,UPDATE
2872,products,775,price,2036.96,1873.91,88,2024-04-05 01:48:09,UPDATE
2873,products,5640,price,385.28,407.86,399,2024-08-09 14:10:04,UPDATE
2874,products,1076,price,4735.79,5054.08,16,2025-06-09 03:34:47,UPDATE
2875,products,2038,price,3813.3,3930.9,1497,2024-07-19 07:33:16,UPDATE
2876,products,5937,price,1729.31,1595.15,1415,2025-02-03 02:52:21,UPDATE
2877,products,3703,price,3347.21,3273.98,2951,2024-12-05 07:05:22,UPDATE
2878,products,296,price,2443.4,2493.58,2446,2024-04-17 03:51:07,UPDATE
2879,employees,1231,salary,43551,46091,2762,2025-08-04 14:27:31,UPDATE
2880,products,2231,price,3329.25,3352.45,917,2025-11-13 04:32:53,UPDATE
2881,employees,1159,salary,65613,74632,508,2024-02-04 13:36:19,UPDATE
2882,products,2520,price,503.61,488.42,1572,2026-01-29 14:28:42,UPDATE
2883,products,4178,price,1093.42,1133.23,2346,2025-12-07 19:17:16,UPDATE
2884,products,5669,price,1722.09,1703.55,128,2024-08-12 02:33:50,UPDATE
2885,employees,2960,salary,63237,72776,1213,2025-09-17 12:09:51,UPDATE
2886,products,445,price,1888.86,1761.43,1645,2025-09-25 18:30:45,UPDATE
2887,products,3280,price,4683.41,4391.14,679,2025-04-08 06:14:50,UPDATE
2888,products,5888,price,4948.21,5308.81,2939,2024-12-14 11:04:09,UPDATE
2889,products,3121,price,1247.58,1250.75,760,2026-02-22 12:39:33,UPDATE
2890,products,2886,price,1098.72,1088.66,2406,2026-02-23 04:58:18,UPDATE
2891,products,3234,price,271.17,250.6,667,2025-03-20 04:45:43,UPDATE
2892,employees,273,salary,43953,48307,1284,2025-11-08 14:54:12,UPDATE
2893,products,138,price,1082.87,1035.83,720,2025-06-10 16:49:11,UPDATE
2894,employees,707,salary,65067,73629,2400,2025-09-06 01:40:59,UPDATE
2895,employees,954,salary,38274,45885,745,2024-07-06 02:07:17,UPDATE
2896,products,540,price,3865.26,3841.2,600,2024-10-25 16:21:41,UPDATE
2897,products,5919,price,1401.99,1434.43,1218,2024-01-22 14:41:30,UPDATE
2898,products,2105,price,4079.05,3783.9,150,2024-09-19 12:14:56,UPDATE
2899,products,418,price,4994.85,4891.32,2155,2025-09-17 23:51:00,UPDATE
2900,employees,2133,salary,49859,55652,986,2025-11-12 19:56:28,UPDATE
2901,employees,2908,salary,53339,59206,2486,2025-12-11 20:07:43,UPDATE
2902,employees,1297,salary,62634,72411,2789,2025-10-01 09:15:25,UPDATE
2903,employees,2482,salary,51886,57314,1560,2025-11-06 18:02:03,UPDATE
2904,employees,1677,salary,35111,39304,1775,2024-02-14 06:13:34,UPDATE
2905,products,5839,price,3947.88,4258.19,2102,2025-07-25 14:28:45,UPDATE
2906,products,3782,price,2736.19,2649.32,2212,2024-02-06 13:35:11,UPDATE
2907,employees,2288,salary,31624,36032,123,2026-01-09 18:02:10,UPDATE
2908,products,2282,price,1283.49,1160.61,2449,2025-11-29 14:03:24,UPDATE
2909,products,2388,price,3544.37,3442.9,2936,2025-01-20 01:24:02,UPDATE
2910,products,5281,price,828.24,885.89,317,2025-05-02 07:20:17,UPDATE
2911,employees,126,salary,66548,77524,763,2025-04-10 09:00:06,UPDATE
2912,employees,1781,salary,71458,80228,1234,2025-05-20 05:01:32,UPDATE
2913,employees,2260,salary,52312,55912,486,2025-02-17 22:15:41,UPDATE
2914,products,3323,price,1465.16,1499.34,677,2024-08-20 05:15:10,UPDATE
2915,products,2923,price,3079.89,2817.44,5,2024-08-30 00:04:55,UPDATE
2916,employees,2529,salary,49082,54826,1225,2025-10-03 08:45:44,UPDATE
2917,products,206,price,3308.78,3143.31,1243,2025-09-13 16:26:22,UPDATE
2918,products,5682,price,4552.43,4475.74,2873,2024-05-25 13:06:41,UPDATE
2919,products,5519,price,1774.58,1702.21,791,2025-05-14 23:13:09,UPDATE
2920,products,473,price,696.35,755.67,1095,2025-09-14 19:39:42,UPDATE
2921,products,2397,price,1014.2,1027.11,680,2024-04-16 21:04:47,UPDATE
2922,products,5207,price,4370.07,4609.62,400,2025-10-02 08:46:58,UPDATE
2923,products,5396,price,799.28,743.8,1337,2024-01-01 22:07:05,UPDATE
2924,employees,1595,salary,30296,36236,2687,2025-08-24 12:56:25,UPDATE
2925,products,5328,price,3620.54,3479.13,178,2025-02-03 09:39:19,UPDATE
2926,products,4767,price,1250.53,1169.75,1126,2025-10-28 15:27:53,UPDATE
2927,products,5364,price,3601.76,3793.9,1209,2024-10-12 02:43:23,UPDATE
2928,employees,2095,salary,34846,38413,527,2024-03-16 08:04:51,UPDATE
2929,products,1641,price,659.02,710.21,876,2025-10-31 07:57:53,UPDATE
2930,products,2862,price,1055.5,966.68,2354,2025-09-19 12:32:39,UPDATE
2931,products,1559,price,4827.92,4789.99,2244,2024-06-09 02:38:11,UPDATE
2932,products,5334,price,3375.9,3317.86,2319,2024-08-26 20:09:35,UPDATE
2933,products,4230,price,613.19,567.27,2965,2024-03-01 13:13:57,UPDATE
2934,products,3380,price,1865.22,1998.17,1881,2024-03-20 16:01:38,UPDATE
2935,employees,2713,salary,79079,91192,1225,2025-03-21 17:56:00,UPDATE
2936,products,2501,price,3741.07,3455.83,2297,2025-11-01 06:22:52,UPDATE
2937,products,390,price,4662.01,4334.97,2027,2024-03-17 01:46:38,UPDATE
2938,employees,1633,salary,61250,67986,1048,2024-06-26 03:16:25,UPDATE
2939,products,1301,price,1932.44,1763.24,388,2026-02-15 07:59:02,UPDATE
2940,products,4823,price,1135.42,1037.57,744,2025-08-24 18:06:11,UPDATE
2941,products,4238,price,482.9,457.68,1070,2024-11-15 03:34:34,UPDATE
2942,products,4250,price,1644.09,1717.5,79,2024-04-18 13:28:23,UPDATE
2943,products,3747,price,1923.65,1880.92,207,2024-03-24 05:53:48,UPDATE
2944,products,5665,price,4583.73,4486.7,81,2024-06-03 14:34:32,UPDATE
2945,products,2208,price,869.07,847.19,1775,2024-05-18 06:35:35,UPDATE
2946,products,3352,price,2490.22,2607.69,2085,2025-03-11 07:03:03,UPDATE
2947,products,5138,price,2533.28,2660.34,5,2025-07-01 16:03:47,UPDATE
2948,products,222,price,3638.22,3964.76,2202,2025-03-07 18:30:05,UPDATE
2949,products,5215,price,334.48,364.36,1622,2024-11-14 05:45:59,UPDATE
2950,employees,1334,salary,65097,75743,1934,2025-09-13 11:51:43,UPDATE
2951,products,4029,price,3252.35,3113.89,937,2024-06-14 13:03:34,UPDATE
2952,products,3095,price,1048.64,1149.34,2278,2024-08-11 18:19:10,UPDATE
2953,products,1592,price,1981.83,1992.29,189,2026-02-02 12:39:29,UPDATE
2954,employees,1273,salary,75930,88258,2240,2025-08-14 04:27:29,UPDATE
2955,products,4820,price,4160.47,3846.53,1200,2024-12-25 19:35:44,UPDATE
2956,products,120,price,1399.26,1437.23,368,2025-09-02 09:13:33,UPDATE
2957,products,2378,price,3095.69,3233.66,2777,2024-01-27 01:41:09,UPDATE
2958,products,1235,price,1746.44,1619.04,799,2024-07-12 07:46:15,UPDATE
2959,products,1478,price,456.84,435.75,2413,2024-07-12 02:12:11,UPDATE
2960,products,3186,price,4862.27,5010.64,2225,2024-10-21 22:09:49,UPDATE
2961,products,5784,price,4529.87,4326.63,2169,2024-01-05 19:45:49,UPDATE
2962,products,2495,price,4895.84,4712.23,2490,2025-05-21 13:01:02,UPDATE
2963,products,123,price,4680.23,4885.21,344,2025-05-08 03:47:04,UPDATE
2964,products,446,price,2975.46,3045.82,432,2024-10-24 06:33:45,UPDATE
2965,products,3989,price,456.87,500.3,972,2024-05-09 05:39:25,UPDATE
2966,products,4119,price,2675.35,2573.02,1069,2025-02-04 18:35:47,UPDATE
2967,employees,1129,salary,34195,40310,161,2024-12-07 09:58:17,UPDATE
2968,products,659,price,1915.68,1865.4,2550,2024-07-23 00:32:44,UPDATE
2969,products,1316,price,941.95,1026.9,530,2024-10-13 21:37:47,UPDATE
2970,products,2819,price,2634.11,2831.97,2809,2025-03-27 02:01:42,UPDATE
2971,products,3190,price,3463.26,3359.52,2113,2025-10-06 08:31:56,UPDATE
2972,employees,2153,salary,73055,82175,894,2024-12-15 09:56:34,UPDATE
2973,products,3312,price,1852.87,1689.46,311,2024-04-13 16:02:45,UPDATE
2974,employees,346,salary,30277,32288,2532,2026-01-28 20:29:07,UPDATE
2975,employees,785,salary,65708,69671,2424,2026-01-09 18:27:10,UPDATE
2976,employees,748,salary,36075,38947,922,2024-02-15 17:55:17,UPDATE
2977,products,3145,price,4039.69,4358.79,2363,2024-06-25 02:17:53,UPDATE
2978,employees,148,salary,35770,42032,2818,2026-02-19 12:29:10,UPDATE
2979,products,491,price,4960.2,5446.66,2088,2025-04-13 12:16:36,UPDATE
2980,products,4363,price,1927.18,2093.05,350,2024-01-04 03:41:12,UPDATE
2981,employees,2546,salary,56572,61043,1854,2025-03-01 05:20:46,UPDATE
2982,products,2418,price,3758.68,3748.61,1464,2025-06-14 10:29:17,UPDATE
2983,products,5296,price,464.66,426.59,2964,2025-06-19 22:34:03,UPDATE
2984,employees,1098,salary,50773,53908,2363,2025-03-25 04:59:09,UPDATE
2985,employees,1509,salary,65842,77090,2842,2024-10-19 13:15:08,UPDATE
2986,products,3188,price,2643.26,2860.77,656,2024-09-23 03:08:24,UPDATE
2987,products,5569,price,4843.63,5237.61,164,2024-12-02 21:44:07,UPDATE
2988,products,2008,price,2248.78,2228.32,1409,2024-06-21 21:24:52,UPDATE
2989,products,4830,price,3201.27,3505.51,1765,2025-09-11 01:37:36,UPDATE
2990,products,311,price,3392.74,3531.71,1373,2024-11-12 13:43:30,UPDATE
2991,products,982,price,2469.37,2357.68,1338,2024-07-09 03:18:15,UPDATE
2992,products,2266,price,1384.53,1369.35,1259,2025-07-02 23:21:12,UPDATE
2993,employees,1944,salary,50076,58912,1656,2025-10-28 13:28:33,UPDATE
2994,products,3781,price,3315.51,3493.25,900,2025-10-20 21:39:40,UPDATE
2995,products,93,price,3780.97,3784.54,2981,2025-03-21 23:19:23,UPDATE
2996,employees,71,salary,45331,48178,933,2025-10-19 19:30:46,UPDATE
2997,employees,190,salary,35877,42354,1490,2025-05-15 06:46:02,UPDATE
2998,products,2756,price,2336.7,2549.7,1819,2025-05-27 03:52:57,UPDATE
2999,products,1826,price,3671.2,3898.19,2469,2025-11-07 21:35:44,UPDATE
3000,employees,2701,salary,50512,57494,1874,2026-02-18 21:33:58,UPDATE
3001,products,186,price,4913.83,4903.34,966,2024-07-20 20:41:12,UPDATE
3002,employees,1299,salary,60831,69923,1869,2024-10-30 05:16:33,UPDATE
3003,employees,377,salary,39351,42224,2144,2025-04-26 17:03:10,UPDATE
3004,products,1710,price,165.76,169.9,2211,2026-02-20 22:59:18,UPDATE
3005,products,4252,price,4986.43,5137.21,276,2025-01-25 23:53:08,UPDATE
3006,products,1402,price,2789.78,2830.51,2502,2024-06-28 23:09:16,UPDATE
3007,products,3261,price,4337.68,4098.45,1645,2025-02-28 04:30:40,UPDATE
3008,employees,1283,salary,36442,39430,540,2025-09-25 10:38:48,UPDATE
3009,products,1005,price,3554.7,3584.47,1095,2024-10-24 19:57:47,UPDATE
3010,products,473,price,1547.31,1573.68,911,2024-08-31 14:30:32,UPDATE
3011,employees,2586,salary,46014,52336,1232,2024-10-09 08:19:39,UPDATE
3012,employees,577,salary,77810,84204,260,2025-08-23 19:54:54,UPDATE
3013,products,4740,price,208.64,190.25,1933,2024-05-17 14:25:51,UPDATE
3014,products,2661,price,1766.83,1846.33,693,2024-11-14 15:19:11,UPDATE
3015,products,1700,price,1470.9,1385.61,1632,2024-07-23 20:33:59,UPDATE
3016,employees,2921,salary,64730,68780,2311,2026-01-27 10:17:38,UPDATE
3017,employees,1795,salary,49547,54039,1490,2025-02-25 11:04:26,UPDATE
3018,employees,1208,salary,59729,70825,1298,2024-10-27 02:44:28,UPDATE
3019,products,5843,price,475.2,447.1,2164,2024-04-17 22:46:12,UPDATE
3020,products,1978,price,1225.12,1233.57,2992,2024-07-07 12:45:59,UPDATE
3021,employees,2688,salary,43138,49825,1190,2024-02-04 23:45:49,UPDATE
3022,products,5955,price,264.05,237.77,757,2024-12-15 01:12:19,UPDATE
3023,products,767,price,3447.48,3356.18,222,2024-06-09 01:41:15,UPDATE
3024,products,5845,price,2008.97,1810.03,2410,2025-04-13 02:43:57,UPDATE
3025,employees,1555,salary,61116,69109,596,2024-05-01 17:26:53,UPDATE
3026,products,5708,price,4723.99,4253.69,1069,2024-10-17 11:25:10,UPDATE
3027,products,4343,price,2627.56,2494.86,237,2025-12-07 13:32:15,UPDATE
3028,products,2971,price,363.16,345.48,2569,2025-09-25 05:18:12,UPDATE
3029,products,2050,price,3130.78,2869.55,2390,2024-12-13 01:49:09,UPDATE
3030,products,3393,price,373.62,388.32,866,2024-09-19 01:51:23,UPDATE
3031,products,3173,price,784.42,767.75,881,2024-05-15 22:20:01,UPDATE
3032,products,938,price,716.16,757.76,2854,2025-02-10 06:53:47,UPDATE
3033,products,2048,price,1015.28,913.95,2077,2025-10-29 11:50:26,UPDATE
3034,products,3360,price,1172.98,1205.21,1373,2024-06-03 15:33:53,UPDATE
3035,products,2195,price,678.49,669.39,1908,2024-12-01 04:21:59,UPDATE
3036,employees,2846,salary,30958,33700,661,2025-08-21 15:50:31,UPDATE
3037,products,2108,price,662.19,693.19,2352,2024-05-23 00:29:13,UPDATE
3038,products,1647,price,4494.2,4096.12,2107,2025-02-13 05:01:24,UPDATE
3039,products,3512,price,568.87,610.04,934,2025-12-20 19:19:50,UPDATE
3040,employees,2152,salary,46217,48632,992,2025-08-23 14:49:58,UPDATE
3041,products,1967,price,535.69,493.37,2617,2025-11-17 17:47:01,UPDATE
3042,products,4883,price,597.09,626.0,1640,2025-01-04 03:45:39,UPDATE
3043,products,470,price,2675.59,2810.59,1332,2024-07-30 13:34:04,UPDATE
3044,employees,2457,salary,77077,91566,125,2024-11-10 19:42:21,UPDATE
3045,products,2864,price,4358.36,4365.28,2096,2024-11-20 04:14:11,UPDATE
3046,employees,2655,salary,59673,66877,1323,2026-01-10 09:51:52,UPDATE
3047,products,4746,price,4505.14,4176.86,396,2025-07-01 07:24:22,UPDATE
3048,products,1090,price,3299.73,3270.07,2449,2024-01-03 13:54:50,UPDATE
3049,employees,601,salary,74220,80250,963,2026-02-21 10:41:48,UPDATE
3050,products,5090,price,724.77,757.29,21,2025-10-01 08:27:40,UPDATE
3051,products,5535,price,2468.39,2552.58,2241,2024-11-11 11:47:37,UPDATE
3052,products,2603,price,3312.44,2986.18,1617,2025-03-21 20:05:13,UPDATE
3053,products,3316,price,757.1,681.5,151,2024-02-14 09:07:21,UPDATE
3054,employees,2535,salary,64180,72240,1432,2024-10-22 03:02:39,UPDATE
3055,products,3366,price,2006.84,2042.83,1460,2025-07-16 03:50:42,UPDATE
3056,products,5268,price,4868.03,4567.7,2281,2024-04-05 22:48:09,UPDATE
3057,employees,759,salary,65838,69347,2280,2025-09-11 23:32:35,UPDATE
3058,employees,1675,salary,50844,54532,245,2024-01-09 06:28:21,UPDATE
3059,products,4029,price,2126.53,2029.55,2075,2025-05-16 15:38:12,UPDATE
3060,employees,2243,salary,55646,59428,107,2025-04-02 03:39:53,UPDATE
3061,employees,38,salary,77878,90312,1839,2025-09-14 18:17:50,UPDATE
3062,products,5239,price,1983.28,1844.22,2524,2024-12-14 06:29:21,UPDATE
3063,products,5287,price,4784.49,4456.11,1086,2024-04-16 10:29:41,UPDATE
3064,products,363,price,588.25,575.94,1902,2024-04-09 14:12:43,UPDATE
3065,products,196,price,4365.65,3981.32,15,2025-10-07 21:52:09,UPDATE
3066,products,4723,price,4823.86,4976.83,1885,2024-06-16 13:08:41,UPDATE
3067,employees,166,salary,74073,87860,1857,2024-03-12 17:59:19,UPDATE
3068,products,5444,price,1112.22,1024.53,2683,2025-01-31 01:44:38,UPDATE
3069,products,2167,price,3105.76,2837.47,2299,2024-10-23 14:48:13,UPDATE
3070,products,279,price,1467.3,1568.7,1036,2024-11-19 19:56:36,UPDATE
3071,products,2400,price,1015.79,919.38,2059,2024-10-30 10:31:06,UPDATE
3072,products,5660,price,1045.75,954.66,2627,2024-06-21 10:53:01,UPDATE
3073,products,4917,price,3269.17,3406.65,2553,2024-10-20 11:16:50,UPDATE
3074,products,1736,price,4894.73,4661.92,2812,2025-11-14 10:55:00,UPDATE
3075,employees,305,salary,55607,63248,2573,2025-12-01 19:09:05,UPDATE
3076,employees,2995,salary,69184,76951,616,2024-04-30 11:55:53,UPDATE
3077,products,4866,price,796.04,826.82,1178,2024-08-28 17:07:25,UPDATE
3078,products,4077,price,316.56,345.57,2161,2024-11-01 02:32:57,UPDATE
3079,products,280,price,4099.41,3937.25,2814,2024-10-16 18:59:44,UPDATE
3080,products,4533,price,4189.99,4299.62,431,2024-06-17 01:11:26,UPDATE
3081,products,3308,price,1669.55,1827.49,742,2024-05-25 02:47:03,UPDATE
3082,products,2359,price,3974.39,3636.15,233,2025-06-14 05:54:01,UPDATE
3083,products,2329,price,412.15,384.98,838,2025-08-19 04:55:04,UPDATE
3084,employees,1282,salary,32853,38214,759,2024-03-13 15:22:04,UPDATE
3085,products,3162,price,3325.7,3555.31,2721,2025-06-14 14:28:19,UPDATE
3086,products,112,price,1499.06,1607.56,1671,2024-03-27 12:09:08,UPDATE
3087,products,798,price,574.64,522.1,2670,2025-03-04 07:35:17,UPDATE
3088,products,545,price,2670.79,2875.79,290,2024-04-07 07:45:57,UPDATE
3089,products,3219,price,3355.6,3470.01,1173,2025-12-12 13:09:06,UPDATE
3090,employees,2797,salary,35077,37265,579,2024-04-19 11:21:27,UPDATE
3091,employees,976,salary,52678,55509,777,2025-05-06 00:23:22,UPDATE
3092,products,5301,price,1551.87,1690.66,2697,2025-12-12 02:38:28,UPDATE
3093,products,1332,price,4533.52,4679.23,1425,2026-01-28 18:53:17,UPDATE
3094,products,5123,price,3846.78,4183.74,82,2025-12-26 21:36:54,UPDATE
3095,products,401,price,4832.54,5060.47,263,2024-02-01 16:12:22,UPDATE
3096,employees,1760,salary,32540,35352,225,2026-02-21 10:21:45,UPDATE
3097,employees,1704,salary,78640,89944,246,2024-04-03 18:52:49,UPDATE
3098,products,904,price,1387.64,1511.19,1020,2025-06-01 03:34:51,UPDATE
3099,employees,139,salary,74066,84111,920,2024-08-02 17:28:52,UPDATE
3100,products,3118,price,3344.88,3643.03,2641,2025-06-20 08:45:40,UPDATE
3101,employees,2724,salary,66852,75651,695,2025-01-19 06:33:03,UPDATE
3102,products,2251,price,4940.53,4713.83,1058,2025-08-19 10:33:24,UPDATE
3103,employees,2619,salary,38419,40522,2388,2025-09-26 13:27:44,UPDATE
3104,products,2566,price,926.05,938.18,2128,2025-06-02 22:34:48,UPDATE
3105,products,1048,price,1334.01,1422.19,200,2024-09-12 12:28:36,UPDATE
3106,employees,2415,salary,48530,57605,2595,2025-09-09 21:47:56,UPDATE
3107,products,5631,price,4568.09,4984.09,1531,2025-08-01 21:30:03,UPDATE
3108,employees,1605,salary,31043,32849,1226,2024-04-17 04:41:55,UPDATE
3109,employees,170,salary,30129,33059,1419,2024-06-18 05:07:46,UPDATE
3110,employees,2291,salary,53641,57981,1247,2024-03-05 13:05:44,UPDATE
3111,products,1773,price,1214.74,1119.2,1361,2024-09-24 21:01:25,UPDATE
3112,employees,2217,salary,76973,90586,2025,2025-10-20 07:16:08,UPDATE
3113,products,2953,price,2037.01,2062.08,1886,2024-05-11 03:05:23,UPDATE
3114,employees,82,salary,47863,56524,2432,2024-05-16 09:47:54,UPDATE
3115,products,3544,price,2672.75,2531.83,955,2025-12-27 01:18:35,UPDATE
3116,products,33,price,3407.33,3125.36,1360,2025-11-02 20:47:15,UPDATE
3117,employees,2788,salary,40920,48443,1677,2025-06-05 00:24:21,UPDATE
3118,employees,2757,salary,37434,39657,499,2024-04-14 10:55:02,UPDATE
3119,products,5402,price,379.36,367.38,481,2025-10-10 02:16:42,UPDATE
3120,products,5065,price,3390.82,3087.91,686,2025-04-08 20:03:34,UPDATE
3121,products,616,price,1215.85,1188.78,1722,2024-09-11 16:17:37,UPDATE
3122,employees,1044,salary,40082,44357,2638,2025-01-28 22:39:39,UPDATE
3123,products,4452,price,893.63,933.84,1224,2024-10-30 23:44:55,UPDATE
3124,products,2650,price,3681.95,3729.8,2123,2024-01-07 13:25:03,UPDATE
3125,products,3659,price,3686.76,3741.07,1655,2024-10-17 21:06:02,UPDATE
3126,products,2999,price,2291.87,2151.14,1145,2024-07-28 18:14:34,UPDATE
3127,products,5196,price,3112.59,3409.5,2494,2025-05-15 12:16:04,UPDATE
3128,products,4168,price,462.05,422.18,1912,2024-03-04 01:56:10,UPDATE
3129,products,1760,price,2051.03,2080.56,963,2025-04-26 04:52:22,UPDATE
3130,employees,204,salary,60594,66058,17,2024-01-27 04:31:55,UPDATE
3131,products,2834,price,3728.22,3682.8,1529,2024-04-21 18:19:45,UPDATE
3132,products,4419,price,1945.69,1763.51,2663,2024-09-18 21:21:20,UPDATE
3133,employees,923,salary,75363,83405,1174,2024-04-17 22:20:08,UPDATE
3134,products,5645,price,4087.55,3705.3,622,2025-08-20 09:55:16,UPDATE
3135,products,5223,price,4438.52,4290.34,2260,2025-01-02 08:34:35,UPDATE
3136,employees,2362,salary,43234,50750,75,2024-07-07 16:54:14,UPDATE
3137,products,5234,price,1554.93,1535.35,490,2024-10-18 13:51:54,UPDATE
3138,products,3147,price,1873.35,1970.41,2315,2024-12-06 17:59:32,UPDATE
3139,products,1624,price,3079.98,2951.98,1736,2024-09-22 02:10:32,UPDATE
3140,products,3556,price,3368.32,3335.52,1274,2024-02-04 01:49:16,UPDATE
3141,products,2690,price,1774.89,1803.81,496,2024-06-17 04:56:00,UPDATE
3142,employees,855,salary,42898,48574,964,2026-02-22 00:55:26,UPDATE
3143,products,3178,price,1655.95,1597.31,2921,2025-03-15 18:49:24,UPDATE
3144,products,3370,price,2823.83,2855.18,1840,2025-04-20 09:49:25,UPDATE
3145,employees,2,salary,54988,59836,1765,2025-09-20 22:33:27,UPDATE
3146,employees,2361,salary,78669,87191,164,2025-08-15 07:47:47,UPDATE
3147,employees,2922,salary,66031,76003,638,2025-11-09 02:08:45,UPDATE
3148,employees,266,salary,46981,56066,2029,2024-05-06 13:51:16,UPDATE
3149,employees,2435,salary,45885,48391,2648,2024-02-24 00:43:08,UPDATE
3150,products,3069,price,196.36,192.85,2499,2024-02-07 11:21:58,UPDATE
3151,products,4508,price,1632.21,1770.23,1783,2024-03-25 20:06:55,UPDATE
3152,products,2129,price,4377.31,4334.59,768,2024-09-06 12:47:42,UPDATE
3153,employees,1218,salary,66222,70312,2803,2024-10-05 09:36:12,UPDATE
3154,employees,2286,salary,75628,88987,1745,2024-12-16 10:32:03,UPDATE
3155,employees,1755,salary,38629,46306,633,2024-12-09 11:44:32,UPDATE
3156,products,4884,price,206.1,213.37,242,2025-07-05 17:23:47,UPDATE
3157,products,3861,price,2283.17,2251.96,607,2024-11-08 23:49:36,UPDATE
3158,products,1638,price,3477.68,3724.41,2602,2024-06-17 12:17:28,UPDATE
3159,products,5885,price,673.21,725.46,704,2025-01-20 10:23:32,UPDATE
3160,products,3409,price,3929.89,4183.14,1688,2024-03-11 03:35:28,UPDATE
3161,products,3933,price,1009.86,980.46,1113,2025-04-01 04:42:25,UPDATE
3162,products,3911,price,4707.08,4981.27,193,2025-09-18 12:34:37,UPDATE
3163,products,881,price,936.77,989.99,2853,2024-11-05 06:27:04,UPDATE
3164,products,4287,price,2788.43,2636.96,2102,2024-09-06 22:07:03,UPDATE
3165,products,5581,price,4930.15,5303.87,2684,2025-01-20 14:30:12,UPDATE
