pay_slip_id,employee_id,salary_month,salary_year,basic_salary,hra,other_allowances,pf,professional_tax,income_tax,gross_salary,net_salary,payment_date
2792,205,December,2024,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2024-12-31
2793,205,January,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-01-31
2794,205,February,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-02-28
2795,205,March,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-03-31
2796,205,April,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-04-30
2797,205,May,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-05-31
2798,205,June,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-06-30
2799,205,July,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-07-31
2800,205,August,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-08-31
2801,205,September,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-09-30
2802,205,October,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-10-31
2803,205,November,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-11-30
2804,205,December,2025,1071.1,535.55,803.32,128.53,200,0.0,2677.75,2349.22,2025-12-31
2805,206,December,2024,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2024-12-31
2806,206,January,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-01-31
2807,206,February,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-02-28
2808,206,March,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-03-31
2809,206,April,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-04-30
2810,206,May,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-05-31
2811,206,June,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-06-30
2812,206,July,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-07-31
2813,206,August,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-08-31
2814,206,September,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-09-30
2815,206,October,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-10-31
2816,206,November,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-11-30
2817,206,December,2025,875.67,437.83,656.75,105.08,200,0.0,2189.17,1884.09,2025-12-31
2818,207,January,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-01-31
2819,207,February,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-02-29
2820,207,March,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-03-31
2821,207,April,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-04-30
2822,207,May,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-05-31
2823,207,June,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-06-30
2824,207,July,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-07-31
2825,207,August,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-08-31
2826,207,September,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-09-30
2827,207,October,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-10-31
2828,207,November,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-11-30
2829,207,December,2024,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2024-12-31
2830,207,January,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-01-31
2831,207,February,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-02-28
2832,207,March,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-03-31
2833,207,April,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-04-30
2834,207,May,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-05-31
2835,207,June,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-06-30
2836,207,July,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-07-31
2837,207,August,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-08-31
2838,207,September,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-09-30
2839,207,October,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-10-31
2840,207,November,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-11-30
2841,207,December,2025,858.67,429.33,644.0,103.04,200,0.0,2146.67,1843.63,2025-12-31
2842,208,January,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-01-31
2843,208,February,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-02-29
2844,208,March,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-03-31
2845,208,April,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-04-30
2846,208,May,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-05-31
2847,208,June,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-06-30
2848,208,July,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-07-31
2849,208,August,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-08-31
2850,208,September,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-09-30
2851,208,October,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-10-31
2852,208,November,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-11-30
2853,208,December,2024,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2024-12-31
2854,208,January,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-01-31
2855,208,February,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-02-28
2856,208,March,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-03-31
2857,208,April,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-04-30
2858,208,May,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-05-31
2859,208,June,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-06-30
2860,208,July,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-07-31
2861,208,August,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-08-31
2862,208,September,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-09-30
2863,208,October,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-10-31
2864,208,November,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-11-30
2865,208,December,2025,917.87,458.93,688.4,110.14,200,0.0,2294.67,1984.52,2025-12-31
2866,209,January,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-01-31
2867,209,February,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-02-29
2868,209,March,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-03-31
2869,209,April,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-04-30
2870,209,May,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-05-31
2871,209,June,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-06-30
2872,209,July,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-07-31
2873,209,August,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-08-31
2874,209,September,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-09-30
2875,209,October,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-10-31
2876,209,November,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-11-30
2877,209,December,2024,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2024-12-31
2878,209,January,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-01-31
2879,209,February,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-02-28
2880,209,March,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-03-31
2881,209,April,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-04-30
2882,209,May,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-05-31
2883,209,June,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-06-30
2884,209,July,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-07-31
2885,209,August,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-08-31
2886,209,September,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-09-30
2887,209,October,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-10-31
2888,209,November,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-11-30
2889,209,December,2025,548.8,274.4,411.6,65.86,200,0.0,1372.0,1106.14,2025-12-31
2890,210,January,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-01-31
2891,210,February,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-02-29
2892,210,March,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-03-31
2893,210,April,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-04-30
2894,210,May,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-05-31
2895,210,June,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-06-30
2896,210,July,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-07-31
2897,210,August,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-08-31
2898,210,September,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-09-30
2899,210,October,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-10-31
2900,210,November,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-11-30
2901,210,December,2024,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2024-12-31
2902,210,January,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-01-31
2903,210,February,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-02-28
2904,210,March,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-03-31
2905,210,April,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-04-30
2906,210,May,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-05-31
2907,210,June,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-06-30
2908,210,July,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-07-31
2909,210,August,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-08-31
2910,210,September,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-09-30
2911,210,October,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-10-31
2912,210,November,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-11-30
2913,210,December,2025,2261.5,1130.75,1696.12,271.38,200,0.0,5653.75,5182.37,2025-12-31
2914,212,September,2024,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2024-09-30
2915,212,October,2024,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2024-10-31
2916,212,November,2024,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2024-11-30
2917,212,December,2024,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2024-12-31
2918,212,January,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-01-31
2919,212,February,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-02-28
2920,212,March,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-03-31
2921,212,April,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-04-30
2922,212,May,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-05-31
2923,212,June,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-06-30
2924,212,July,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-07-31
2925,212,August,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-08-31
2926,212,September,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-09-30
2927,212,October,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-10-31
2928,212,November,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-11-30
2929,212,December,2025,6113.87,3056.93,4585.4,733.66,200,0.0,15284.67,14351.0,2025-12-31
2930,213,December,2025,917.47,458.73,688.1,110.1,200,0.0,2293.67,1983.57,2025-12-31
2931,214,November,2025,2353.87,1176.93,1765.4,282.46,200,0.0,5884.67,5402.2,2025-11-30
2932,214,December,2025,2353.87,1176.93,1765.4,282.46,200,0.0,5884.67,5402.2,2025-12-31
2933,215,August,2024,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2024-08-31
2934,215,September,2024,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2024-09-30
2935,215,October,2024,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2024-10-31
2936,215,November,2024,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2024-11-30
2937,215,December,2024,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2024-12-31
2938,215,January,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-01-31
2939,215,February,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-02-28
2940,215,March,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-03-31
2941,215,April,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-04-30
2942,215,May,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-05-31
2943,215,June,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-06-30
2944,215,July,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-07-31
2945,215,August,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-08-31
2946,215,September,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-09-30
2947,215,October,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-10-31
2948,215,November,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-11-30
2949,215,December,2025,1130.6,565.3,847.95,135.67,200,0.0,2826.5,2490.83,2025-12-31
2950,216,May,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-05-31
2951,216,June,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-06-30
2952,216,July,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-07-31
2953,216,August,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-08-31
2954,216,September,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-09-30
2955,216,October,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-10-31
2956,216,November,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-11-30
2957,216,December,2025,1230.53,615.27,922.9,147.66,200,0.0,3076.33,2728.67,2025-12-31
2958,217,March,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-03-31
2959,217,April,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-04-30
2960,217,May,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-05-31
2961,217,June,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-06-30
2962,217,July,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-07-31
2963,217,August,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-08-31
2964,217,September,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-09-30
2965,217,October,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-10-31
2966,217,November,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-11-30
2967,217,December,2025,1806.77,903.38,1355.08,216.81,200,0.0,4516.92,4100.1,2025-12-31
2968,218,January,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-01-31
2969,218,February,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-02-29
2970,218,March,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-03-31
2971,218,April,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-04-30
2972,218,May,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-05-31
2973,218,June,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-06-30
2974,218,July,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-07-31
2975,218,August,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-08-31
2976,218,September,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-09-30
2977,218,October,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-10-31
2978,218,November,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-11-30
2979,218,December,2024,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2024-12-31
2980,218,January,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-01-31
2981,218,February,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-02-28
2982,218,March,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-03-31
2983,218,April,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-04-30
2984,218,May,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-05-31
2985,218,June,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-06-30
2986,218,July,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-07-31
2987,218,August,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-08-31
2988,218,September,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-09-30
2989,218,October,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-10-31
2990,218,November,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-11-30
2991,218,December,2025,4925.33,2462.67,3694.0,591.04,200,0.0,12313.33,11522.29,2025-12-31
2992,219,August,2024,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2024-08-31
2993,219,September,2024,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2024-09-30
2994,219,October,2024,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2024-10-31
2995,219,November,2024,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2024-11-30
2996,219,December,2024,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2024-12-31
2997,219,January,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-01-31
2998,219,February,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-02-28
2999,219,March,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-03-31
3000,219,April,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-04-30
3001,219,May,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-05-31
3002,219,June,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-06-30
3003,219,July,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-07-31
3004,219,August,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-08-31
3005,219,September,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-09-30
3006,219,October,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-10-31
3007,219,November,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-11-30
3008,219,December,2025,1337.33,668.67,1003.0,160.48,200,0.0,3343.33,2982.85,2025-12-31
3009,220,April,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-04-30
3010,220,May,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-05-31
3011,220,June,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-06-30
3012,220,July,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-07-31
3013,220,August,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-08-31
3014,220,September,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-09-30
3015,220,October,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-10-31
3016,220,November,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-11-30
3017,220,December,2025,5085.73,2542.87,3814.3,610.29,200,0.0,12714.33,11904.05,2025-12-31
3018,221,March,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-03-31
3019,221,April,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-04-30
3020,221,May,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-05-31
3021,221,June,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-06-30
3022,221,July,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-07-31
3023,221,August,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-08-31
3024,221,September,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-09-30
3025,221,October,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-10-31
3026,221,November,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-11-30
3027,221,December,2024,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2024-12-31
3028,221,January,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-01-31
3029,221,February,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-02-28
3030,221,March,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-03-31
3031,221,April,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-04-30
3032,221,May,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-05-31
3033,221,June,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-06-30
3034,221,July,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-07-31
3035,221,August,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-08-31
3036,221,September,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-09-30
3037,221,October,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-10-31
3038,221,November,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-11-30
3039,221,December,2025,605.47,302.73,454.1,72.66,200,0.0,1513.67,1241.01,2025-12-31
3040,222,July,2024,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2024-07-31
3041,222,August,2024,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2024-08-31
3042,222,September,2024,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2024-09-30
3043,222,October,2024,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2024-10-31
3044,222,November,2024,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2024-11-30
3045,222,December,2024,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2024-12-31
3046,222,January,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-01-31
3047,222,February,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-02-28
3048,222,March,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-03-31
3049,222,April,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-04-30
3050,222,May,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-05-31
3051,222,June,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-06-30
3052,222,July,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-07-31
3053,222,August,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-08-31
3054,222,September,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-09-30
3055,222,October,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-10-31
3056,222,November,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-11-30
3057,222,December,2025,1331.07,665.53,998.3,159.73,200,0.0,3327.67,2967.94,2025-12-31
3058,223,January,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-01-31
3059,223,February,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-02-29
3060,223,March,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-03-31
3061,223,April,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-04-30
3062,223,May,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-05-31
3063,223,June,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-06-30
3064,223,July,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-07-31
3065,223,August,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-08-31
3066,223,September,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-09-30
3067,223,October,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-10-31
3068,223,November,2024,823.2,411.6,617.4,98.78,200,0.0,2058.0,1759.22,2024-11-30
