expense_id,store_id,expense_date,category,amount
4828,68,2025-06-10,Misc,75920.43
4829,62,2025-03-16,Utilities,198013.07
4830,156,2024-03-28,Misc,266923.37
4831,61,2025-04-24,Security,43447.35
4832,78,2025-02-05,Misc,184172.54
4833,25,2024-09-19,Rent,84478.53
4834,27,2024-01-19,Utilities,212371.2
4835,137,2025-01-29,Rent,201444.08
4836,180,2025-01-13,Utilities,25273.77
4837,10,2024-05-14,Utilities,275524.65
4838,199,2024-05-07,Maintenance,168805.57
4839,14,2024-06-04,Misc,147434.04
4840,101,2025-01-07,Maintenance,253913.14
4841,42,2025-04-09,Marketing,70675.99
4842,117,2024-05-17,Security,136710.12
4843,162,2024-06-09,Rent,142058.46
4844,105,2024-11-20,Misc,8574.06
4845,24,2025-08-10,Utilities,159328.76
4846,50,2024-06-07,Rent,200107.58
4847,156,2025-09-24,Utilities,101021.4
4848,36,2024-08-11,Maintenance,30742.88
4849,153,2025-03-03,Rent,238713.41
4850,46,2024-07-26,Utilities,184891.22
4851,45,2024-12-18,Utilities,281454.93
4852,105,2024-10-15,Misc,149950.6
4853,127,2024-10-14,Rent,299999.29
4854,103,2024-05-18,Misc,283739.74
4855,99,2024-04-02,Marketing,139193.39
4856,159,2024-06-27,Marketing,267211.53
4857,38,2024-01-18,Security,42469.56
4858,138,2025-08-19,Maintenance,88458.97
4859,85,2024-08-29,Maintenance,136911.47
4860,29,2024-09-02,Security,189523.95
4861,131,2024-09-25,Rent,184502.64
4862,103,2024-07-10,Marketing,279820.09
4863,100,2024-09-23,Maintenance,229321.85
4864,32,2025-08-06,Rent,245412.29
4865,88,2024-03-23,Maintenance,203942.29
4866,121,2024-12-08,Misc,197364.4
4867,200,2025-01-03,Maintenance,197769.72
4868,48,2025-08-11,Rent,121316.25
4869,122,2024-08-11,Marketing,223406.71
4870,63,2024-12-01,Utilities,109631.43
4871,96,2024-10-14,Maintenance,188475.57
4872,168,2025-06-22,Marketing,81968.34
4873,170,2025-08-30,Maintenance,120768.01
4874,51,2024-10-10,Misc,261980.33
4875,171,2024-08-20,Rent,283458.97
4876,190,2025-05-20,Security,202998.41
4877,71,2024-03-01,Rent,236635.86
4878,107,2025-06-16,Misc,109261.07
4879,92,2024-01-19,Rent,100809.12
4880,125,2025-08-31,Security,254156.17
4881,48,2025-06-29,Misc,100093.15
4882,1,2025-09-25,Rent,222678.69
4883,104,2025-02-15,Security,78013.08
4884,150,2024-10-02,Marketing,198147.09
4885,112,2025-05-24,Utilities,224418.72
4886,190,2024-11-20,Misc,118389.87
4887,200,2024-07-16,Security,53930.97
4888,165,2024-12-17,Misc,138061.48
4889,38,2024-11-30,Misc,280937.58
4890,95,2024-05-01,Maintenance,76269.32
4891,122,2025-07-02,Rent,7729.23
4892,181,2024-02-01,Rent,132048.52
4893,62,2024-03-03,Security,72412.83
4894,128,2025-04-08,Marketing,278741.98
4895,28,2024-01-21,Utilities,61983.41
4896,129,2024-10-28,Utilities,208206.75
4897,188,2024-12-01,Misc,82635.45
4898,48,2025-09-23,Utilities,218830.58
4899,157,2025-03-06,Misc,114693.67
4900,55,2024-12-13,Rent,242271.81
4901,145,2025-07-06,Utilities,236020.87
4902,196,2024-03-02,Security,283366.37
4903,40,2025-06-27,Marketing,50011.01
4904,122,2024-06-07,Security,151882.83
4905,132,2025-07-06,Misc,75897.08
4906,19,2025-09-22,Misc,118055.78
4907,11,2025-01-07,Utilities,158228.63
4908,96,2024-01-18,Rent,101410.0
4909,140,2025-09-20,Rent,163572.48
4910,61,2025-04-01,Security,224535.86
4911,121,2024-06-05,Security,88230.35
4912,17,2024-10-03,Misc,269822.23
4913,131,2024-10-05,Rent,146554.23
4914,112,2024-10-29,Security,169610.29
4915,200,2024-08-20,Utilities,74033.7
4916,106,2025-05-22,Marketing,95516.42
4917,10,2025-04-12,Security,106471.44
4918,184,2024-10-16,Misc,115951.96
4919,70,2025-09-23,Marketing,117953.69
4920,197,2024-03-13,Marketing,290790.55
4921,49,2024-03-18,Rent,181962.34
4922,87,2025-04-10,Rent,250767.79
4923,1,2024-10-12,Rent,78166.42
4924,69,2024-06-07,Misc,176124.97
4925,149,2025-06-13,Misc,263738.78
4926,49,2024-07-06,Marketing,36887.33
4927,46,2025-01-02,Misc,70151.27
4928,105,2024-08-28,Misc,232541.36
4929,132,2025-05-11,Utilities,137893.05
4930,177,2024-03-25,Maintenance,189879.37
4931,10,2024-06-18,Marketing,66051.75
4932,159,2024-04-12,Utilities,17222.01
4933,150,2024-11-03,Maintenance,134394.79
4934,174,2024-11-07,Maintenance,57599.77
4935,152,2024-07-06,Maintenance,106803.27
4936,115,2025-06-06,Maintenance,253048.95
4937,21,2025-01-14,Misc,172381.71
4938,42,2024-09-06,Utilities,67613.14
4939,155,2025-08-03,Marketing,30135.45
4940,137,2025-01-19,Maintenance,161701.06
4941,174,2025-01-16,Rent,243765.9
4942,178,2024-05-29,Maintenance,82899.52
4943,129,2024-10-31,Marketing,236787.28
4944,77,2024-10-05,Misc,245657.09
4945,90,2024-04-13,Maintenance,237573.67
4946,87,2024-12-31,Security,78138.7
4947,145,2024-12-23,Rent,222697.18
4948,70,2025-02-01,Rent,65626.78
4949,113,2025-05-24,Maintenance,20068.43
4950,147,2024-09-29,Utilities,6700.78
4951,142,2025-08-29,Security,265678.75
4952,104,2024-08-04,Utilities,140824.68
4953,177,2024-03-07,Marketing,72063.66
4954,179,2024-07-12,Marketing,238762.64
4955,28,2024-09-25,Misc,118564.05
4956,68,2024-04-07,Utilities,206425.27
4957,122,2025-05-14,Rent,61206.56
4958,62,2024-06-28,Marketing,139843.93
4959,182,2024-05-06,Misc,206989.36
4960,147,2024-06-02,Security,222212.43
4961,78,2025-03-11,Marketing,29862.37
4962,89,2025-04-03,Misc,201431.03
4963,87,2024-05-19,Misc,284399.53
4964,126,2024-01-31,Maintenance,151891.44
4965,3,2024-05-21,Marketing,285468.65
4966,188,2024-07-24,Utilities,211362.29
4967,15,2025-07-11,Security,246646.87
4968,79,2024-10-12,Marketing,97770.09
4969,161,2024-07-18,Utilities,224016.0
4970,155,2025-08-01,Misc,206573.13
4971,40,2025-03-25,Marketing,116031.62
4972,12,2024-11-25,Misc,146933.77
4973,160,2024-04-22,Maintenance,154694.53
4974,185,2024-07-25,Misc,270991.84
4975,147,2025-05-08,Maintenance,216107.04
4976,48,2024-10-23,Misc,289114.35
4977,45,2025-04-10,Security,246420.7
4978,45,2024-09-23,Misc,63763.75
4979,64,2025-01-31,Marketing,177448.96
4980,174,2025-03-19,Rent,6252.17
4981,133,2025-07-17,Security,28197.76
4982,78,2025-04-22,Maintenance,291021.33
4983,167,2024-12-08,Maintenance,125522.76
4984,189,2025-03-23,Security,265720.41
4985,185,2025-03-18,Security,96408.93
4986,172,2025-03-08,Maintenance,178179.46
4987,181,2024-03-29,Security,282719.39
4988,61,2025-01-13,Utilities,74169.87
4989,16,2024-01-18,Rent,197367.16
4990,124,2025-07-04,Maintenance,19373.11
4991,171,2025-08-26,Utilities,121316.4
4992,3,2025-09-15,Rent,70269.54
4993,128,2024-08-24,Maintenance,144235.29
4994,173,2024-01-30,Misc,64993.61
4995,30,2025-03-15,Marketing,109460.88
4996,198,2024-10-21,Rent,259163.77
4997,40,2025-01-29,Marketing,56011.79
4998,88,2025-06-21,Marketing,120969.24
4999,146,2024-07-10,Marketing,15214.7
5000,57,2025-05-03,Rent,34024.8
5001,114,2025-05-27,Security,230415.58
5002,163,2025-05-15,Security,280287.25
5003,115,2024-04-03,Utilities,100426.49
5004,7,2024-09-20,Misc,122305.93
5005,112,2025-04-11,Security,172924.74
5006,3,2024-10-27,Marketing,134308.37
5007,93,2024-08-18,Misc,55793.01
5008,163,2024-11-18,Rent,96522.7
5009,25,2024-04-21,Marketing,113286.36
5010,73,2024-01-12,Maintenance,34399.2
5011,174,2025-03-28,Marketing,21339.77
5012,54,2025-05-13,Security,148519.56
5013,133,2025-04-08,Maintenance,262186.37
5014,105,2025-09-03,Rent,132191.35
5015,37,2024-09-26,Security,75294.49
5016,56,2024-01-12,Marketing,269327.6
5017,20,2025-09-24,Maintenance,3483.99
5018,35,2024-01-16,Security,234225.38
5019,147,2025-01-02,Security,143156.3
5020,72,2024-04-11,Maintenance,9152.78
5021,82,2025-02-19,Utilities,80382.19
5022,100,2025-01-29,Rent,115581.6
5023,12,2025-08-06,Misc,259074.03
5024,182,2024-11-15,Maintenance,202610.58
5025,197,2024-08-15,Maintenance,138944.01
5026,6,2024-07-31,Security,279447.05
5027,40,2024-04-10,Utilities,290960.9
5028,117,2024-01-26,Misc,122429.59
5029,99,2024-09-16,Misc,44591.06
5030,153,2024-04-24,Marketing,184677.37
5031,63,2024-08-15,Marketing,30426.9
5032,110,2025-07-10,Maintenance,185927.14
5033,56,2025-07-24,Marketing,135141.05
5034,93,2024-11-07,Marketing,5340.78
5035,19,2025-01-29,Utilities,165001.96
5036,152,2025-08-30,Misc,33812.69
5037,67,2025-08-21,Marketing,169894.86
5038,86,2025-05-11,Rent,251535.18
5039,78,2024-07-26,Security,224754.54
5040,171,2024-11-15,Marketing,13236.17
5041,120,2024-08-16,Security,203651.11
5042,133,2024-02-07,Utilities,132524.92
5043,114,2025-02-13,Rent,35235.52
5044,177,2024-11-28,Utilities,291176.34
5045,158,2024-07-12,Utilities,47247.55
5046,41,2025-01-05,Marketing,238261.47
5047,113,2024-12-10,Maintenance,233117.3
5048,184,2024-04-16,Rent,293388.33
5049,198,2024-02-05,Utilities,190094.47
5050,188,2024-07-10,Rent,21231.92
5051,171,2024-04-26,Utilities,264360.08
5052,23,2025-07-13,Marketing,240711.15
5053,121,2024-03-18,Rent,284494.87
5054,131,2024-07-17,Rent,45347.75
5055,125,2025-03-27,Misc,242921.43
5056,154,2024-10-16,Security,164529.76
5057,195,2024-04-21,Misc,249880.17
5058,9,2024-09-23,Security,189134.01
5059,37,2025-07-20,Marketing,211703.45
5060,112,2024-05-22,Misc,262209.26
5061,158,2024-01-21,Rent,104372.74
5062,122,2025-02-16,Security,288088.83
5063,140,2024-06-19,Security,115746.04
5064,35,2024-03-15,Maintenance,277419.0
5065,103,2025-02-04,Maintenance,75925.04
5066,56,2024-07-11,Security,238679.42
5067,30,2024-09-09,Misc,53890.05
5068,46,2025-06-20,Misc,10282.55
5069,45,2024-07-07,Maintenance,54596.68
5070,192,2025-06-18,Rent,223615.46
5071,187,2025-09-11,Security,51229.85
5072,13,2024-03-02,Misc,98445.8
5073,29,2024-07-04,Misc,264186.77
5074,114,2025-05-20,Marketing,260601.76
5075,31,2025-04-15,Maintenance,142132.3
5076,199,2024-11-08,Utilities,107107.67
5077,60,2025-05-26,Rent,95134.64
5078,134,2024-10-28,Security,21999.07
5079,154,2024-11-27,Maintenance,184415.23
5080,190,2024-02-02,Marketing,124279.48
5081,161,2024-05-26,Security,67018.06
5082,20,2024-12-09,Marketing,175596.46
5083,18,2025-08-10,Misc,119866.51
5084,30,2024-04-06,Security,266049.83
5085,84,2024-02-15,Security,266959.17
5086,116,2025-06-13,Security,45454.1
5087,17,2024-01-19,Maintenance,89580.97
5088,84,2024-02-17,Misc,277847.37
5089,137,2025-01-11,Marketing,124213.52
5090,63,2024-09-25,Security,131147.95
5091,142,2024-12-15,Maintenance,290895.05
5092,131,2025-09-23,Utilities,112223.32
5093,101,2024-03-23,Rent,243979.1
5094,110,2025-03-26,Rent,180781.53
5095,60,2024-03-21,Maintenance,202965.11
5096,176,2024-12-18,Misc,257828.31
5097,140,2024-04-30,Rent,118486.58
5098,91,2025-04-22,Marketing,237357.27
5099,78,2024-11-03,Maintenance,243517.43
5100,71,2025-01-09,Utilities,188232.51
5101,131,2024-02-27,Marketing,226450.36
5102,174,2025-03-22,Security,219493.93
5103,139,2024-10-21,Security,1899.91
5104,185,2025-08-19,Misc,70007.44
5105,196,2024-10-17,Rent,149354.14
5106,43,2025-01-22,Maintenance,79825.52
5107,73,2025-05-17,Misc,22675.44
5108,127,2024-01-12,Security,23112.72
5109,51,2024-10-08,Rent,95959.48
5110,2,2025-05-03,Utilities,212972.47
5111,75,2024-03-07,Utilities,112850.42
5112,30,2025-08-16,Utilities,66545.35
5113,188,2025-02-15,Security,203247.06
5114,47,2024-04-23,Utilities,180302.5
5115,147,2025-07-19,Security,108729.9
5116,128,2025-08-09,Rent,45641.84
5117,36,2024-02-15,Maintenance,161195.58
5118,191,2025-08-25,Rent,286513.99
5119,29,2025-03-29,Maintenance,286293.94
5120,78,2024-09-24,Utilities,202616.6
5121,124,2025-09-05,Security,210858.82
5122,122,2025-01-25,Utilities,74858.61
5123,157,2024-10-16,Misc,194948.22
5124,28,2024-08-22,Utilities,49767.74
5125,159,2025-09-07,Maintenance,86744.55
5126,108,2025-01-08,Security,244287.26
5127,20,2024-01-10,Utilities,65177.27
5128,10,2024-10-17,Marketing,232644.77
5129,117,2025-02-25,Misc,79965.94
5130,118,2025-09-11,Utilities,70606.62
5131,9,2025-08-27,Maintenance,287742.58
5132,37,2024-06-04,Rent,287487.76
5133,17,2025-09-18,Rent,203273.28
5134,180,2025-02-04,Utilities,172226.34
5135,158,2024-10-05,Utilities,221798.95
5136,88,2025-03-08,Security,195476.46
5137,51,2025-01-15,Security,177050.06
5138,40,2024-08-13,Rent,66555.52
5139,90,2025-02-10,Marketing,206430.4
5140,126,2024-05-25,Security,232695.07
5141,176,2024-01-19,Marketing,196620.74
5142,3,2024-01-26,Maintenance,263889.32
5143,31,2024-01-19,Security,76485.5
5144,56,2024-03-22,Misc,109458.75
5145,116,2025-01-09,Misc,158594.02
5146,126,2024-06-22,Rent,125659.82
5147,103,2025-03-28,Security,121109.91
5148,119,2024-07-18,Security,247473.5
5149,140,2024-02-09,Security,80801.86
5150,25,2024-10-26,Misc,237874.45
5151,122,2024-02-11,Security,146688.81
5152,194,2024-01-06,Utilities,80461.13
5153,196,2024-01-07,Misc,246026.71
5154,155,2025-10-01,Security,238604.32
5155,59,2024-10-11,Marketing,291355.73
5156,51,2025-07-07,Utilities,221009.57
5157,65,2025-04-03,Marketing,135013.64
5158,41,2024-06-11,Rent,93020.45
5159,157,2024-10-17,Security,33006.21
5160,137,2025-02-16,Utilities,278567.48
5161,47,2025-04-04,Security,66213.47
5162,126,2024-03-04,Marketing,73392.06
5163,187,2024-07-29,Security,295476.74
5164,127,2024-01-13,Utilities,193786.66
5165,187,2024-03-26,Security,175555.5
5166,179,2024-12-14,Maintenance,123778.54
5167,145,2024-12-19,Rent,117541.31
5168,55,2024-10-08,Maintenance,22099.43
5169,119,2024-02-20,Security,251052.23
5170,64,2024-01-23,Marketing,175328.31
5171,40,2024-11-02,Rent,59835.33
5172,4,2024-01-28,Maintenance,285209.17
5173,145,2024-09-17,Misc,204046.71
5174,70,2025-05-26,Utilities,5081.93
5175,15,2024-11-09,Security,207718.76
5176,154,2024-06-25,Maintenance,5415.76
5177,40,2025-02-07,Security,43056.12
5178,59,2024-10-31,Utilities,111372.59
5179,11,2024-07-10,Marketing,209846.31
5180,122,2025-03-28,Misc,36859.58
5181,16,2025-07-26,Marketing,19786.29
5182,163,2024-06-22,Security,268836.07
5183,163,2024-02-11,Marketing,177282.57
5184,28,2024-12-28,Misc,181049.84
5185,133,2024-07-08,Maintenance,105158.46
5186,53,2025-06-04,Marketing,192097.76
5187,28,2024-07-26,Misc,245378.51
5188,193,2024-01-15,Maintenance,46628.23
5189,90,2025-09-17,Rent,51464.72
5190,157,2024-04-24,Maintenance,80463.72
5191,7,2024-11-18,Marketing,134542.13
5192,17,2025-01-29,Marketing,215543.49
5193,67,2024-09-04,Maintenance,54686.97
5194,82,2024-04-13,Misc,68452.21
5195,123,2024-08-04,Security,148673.55
5196,81,2025-02-17,Rent,258212.32
5197,21,2024-06-15,Security,98077.75
5198,70,2024-04-21,Rent,284908.17
5199,45,2025-04-15,Misc,234408.91
5200,51,2025-07-23,Rent,226717.11
5201,32,2025-05-09,Security,18628.8
5202,184,2024-09-03,Misc,54153.96
5203,64,2025-01-23,Utilities,209303.85
5204,137,2024-01-12,Misc,140057.12
5205,192,2024-09-08,Rent,159297.29
5206,120,2025-04-25,Utilities,252618.16
5207,147,2025-06-26,Utilities,88007.87
5208,156,2024-06-19,Misc,283608.27
5209,165,2025-04-07,Rent,243546.94
5210,128,2025-07-11,Marketing,46142.04
5211,196,2025-09-20,Maintenance,285693.35
5212,185,2024-12-20,Misc,127246.08
5213,189,2024-03-22,Marketing,37748.62
5214,95,2024-05-25,Security,120396.5
5215,132,2024-07-24,Maintenance,75038.82
5216,120,2024-03-13,Rent,35098.36
5217,4,2024-09-25,Marketing,268689.57
5218,71,2024-11-29,Utilities,294965.63
5219,165,2024-08-17,Maintenance,284238.01
5220,79,2025-05-21,Rent,187794.66
5221,72,2025-02-18,Rent,247444.46
5222,105,2024-10-11,Marketing,185585.49
5223,91,2025-02-03,Security,84765.2
5224,73,2025-07-20,Utilities,34975.49
5225,105,2024-11-27,Utilities,77001.35
5226,168,2025-08-30,Maintenance,214516.86
5227,102,2025-04-22,Marketing,201638.79
5228,125,2024-12-20,Misc,250998.42
5229,19,2025-07-23,Utilities,219524.13
5230,53,2025-04-09,Marketing,40055.69
5231,107,2024-11-13,Rent,180210.13
5232,148,2024-04-06,Marketing,63617.37
5233,98,2025-07-01,Security,3298.6
5234,55,2025-07-27,Misc,53213.16
5235,76,2025-07-22,Utilities,204108.09
5236,73,2025-03-05,Misc,132853.92
5237,88,2025-07-06,Utilities,82624.57
5238,147,2025-01-21,Utilities,79436.88
5239,192,2024-12-17,Marketing,210747.53
5240,54,2024-12-01,Utilities,288927.21
5241,25,2025-03-29,Misc,129343.77
5242,103,2024-01-23,Misc,44141.37
5243,138,2025-02-07,Maintenance,287157.75
5244,141,2025-07-18,Utilities,285900.57
5245,32,2025-07-05,Misc,136375.73
5246,81,2024-05-28,Rent,33163.25
5247,22,2025-05-23,Maintenance,171060.23
5248,183,2024-04-11,Utilities,2338.98
5249,45,2024-07-15,Rent,273023.33
5250,8,2024-01-05,Maintenance,212937.84
5251,174,2024-06-02,Marketing,161509.91
5252,187,2024-11-29,Maintenance,258922.7
5253,153,2025-07-28,Maintenance,198467.0
5254,43,2024-06-27,Security,24786.54
5255,48,2025-04-09,Marketing,103677.11
5256,103,2025-08-20,Maintenance,254115.41
5257,97,2025-06-03,Security,66506.32
5258,36,2024-09-01,Marketing,97956.45
5259,200,2025-08-12,Misc,193992.53
5260,143,2024-08-29,Marketing,60004.4
5261,66,2025-04-30,Maintenance,104723.07
5262,116,2024-11-08,Security,241218.52
5263,154,2025-09-21,Marketing,271757.73
5264,167,2024-01-17,Utilities,67383.53
5265,125,2024-04-24,Security,176196.61
5266,126,2024-10-16,Security,68937.49
5267,156,2025-02-22,Rent,57818.81
5268,73,2025-06-20,Security,282298.82
5269,15,2025-02-13,Security,218968.02
5270,145,2025-03-02,Misc,231116.49
5271,94,2024-08-06,Misc,66139.65
5272,94,2024-08-04,Utilities,280620.02
5273,142,2024-08-24,Misc,164989.19
5274,113,2025-05-25,Maintenance,116736.57
5275,14,2025-08-16,Rent,169499.02
5276,162,2025-09-05,Security,173155.33
5277,139,2024-01-26,Marketing,210921.71
5278,109,2024-05-20,Security,202475.95
5279,109,2025-02-07,Security,222633.18
5280,18,2024-07-18,Utilities,138075.28
5281,162,2024-12-25,Rent,127549.21
5282,9,2024-02-18,Rent,279451.67
5283,82,2024-08-31,Utilities,176809.27
5284,34,2024-08-29,Maintenance,293705.4
5285,43,2025-10-01,Rent,246986.88
5286,72,2024-06-30,Misc,244254.32
5287,37,2024-10-18,Rent,177945.51
5288,98,2025-03-09,Maintenance,10590.12
5289,166,2025-08-20,Security,21739.95
5290,167,2025-06-20,Marketing,238364.38
5291,82,2024-02-19,Rent,172701.34
5292,179,2025-06-07,Utilities,28347.53
5293,193,2024-08-19,Maintenance,218356.75
5294,90,2024-07-26,Security,72468.93
5295,159,2024-08-15,Misc,260842.24
5296,131,2024-01-15,Marketing,210133.18
5297,64,2024-09-02,Maintenance,177740.74
5298,192,2025-03-21,Marketing,283198.53
5299,74,2025-02-14,Maintenance,34766.96
5300,42,2024-11-23,Security,67275.73
5301,32,2025-05-03,Security,128652.74
5302,47,2025-04-22,Marketing,221556.85
5303,42,2024-03-21,Utilities,280693.61
5304,148,2024-04-24,Utilities,263146.02
5305,41,2024-03-30,Marketing,258574.71
5306,133,2024-03-18,Misc,291940.37
5307,77,2025-01-21,Misc,177997.42
5308,88,2024-03-23,Marketing,134292.44
5309,64,2025-01-23,Misc,122136.74
5310,174,2024-07-18,Maintenance,88184.48
5311,160,2024-06-08,Utilities,224360.24
5312,2,2025-07-31,Maintenance,273139.53
5313,40,2025-07-02,Security,121424.25
5314,144,2024-12-21,Maintenance,7281.56
5315,75,2024-06-02,Rent,283629.26
5316,124,2024-10-11,Security,73589.99
5317,122,2025-04-01,Utilities,163100.29
5318,80,2024-05-20,Marketing,116144.77
5319,12,2025-08-24,Misc,235943.34
5320,24,2024-03-08,Security,72969.02
5321,5,2025-02-25,Security,135175.8
5322,117,2025-03-09,Utilities,77440.59
5323,31,2025-09-28,Utilities,44802.17
5324,152,2025-03-15,Security,214852.92
5325,16,2024-06-26,Utilities,146276.98
5326,98,2024-06-05,Rent,256215.68
5327,199,2025-04-26,Rent,96914.02
5328,6,2024-01-23,Maintenance,29774.58
5329,177,2024-05-19,Misc,248697.42
5330,32,2025-07-27,Utilities,280043.28
5331,74,2024-11-08,Misc,276787.72
5332,115,2024-06-22,Maintenance,5341.55
5333,32,2024-08-07,Maintenance,153491.41
5334,85,2025-02-10,Maintenance,161487.21
5335,46,2024-11-09,Rent,174460.38
5336,124,2024-05-17,Security,139719.03
5337,18,2024-10-21,Marketing,103520.81
5338,187,2025-04-28,Misc,258307.78
5339,195,2025-04-09,Rent,60742.75
5340,128,2024-12-14,Security,93811.25
5341,164,2025-01-19,Utilities,229506.18
5342,178,2024-06-13,Security,244808.93
5343,64,2024-09-28,Marketing,97712.57
5344,41,2024-01-16,Rent,41828.71
5345,199,2024-04-17,Rent,74338.72
5346,105,2025-02-11,Utilities,19455.2
5347,54,2024-03-24,Marketing,245431.2
5348,149,2024-03-03,Marketing,251545.83
5349,26,2024-08-31,Utilities,210678.31
5350,169,2025-07-14,Misc,68548.26
5351,19,2024-11-25,Utilities,59493.46
5352,148,2024-05-08,Utilities,89952.38
5353,33,2024-08-25,Maintenance,99931.78
5354,34,2025-05-08,Marketing,142568.41
5355,78,2024-09-28,Marketing,209651.0
5356,9,2025-04-10,Utilities,177541.64
5357,167,2024-01-20,Security,234157.59
5358,192,2024-11-22,Utilities,112997.02
5359,109,2025-09-19,Maintenance,128535.46
5360,67,2025-05-01,Maintenance,141072.11
5361,127,2024-08-20,Utilities,155315.97
5362,154,2025-08-31,Utilities,135695.43
5363,116,2024-08-29,Misc,275953.59
5364,129,2024-11-20,Security,201370.49
5365,4,2024-06-04,Marketing,236027.25
5366,194,2025-04-01,Rent,194417.4
5367,171,2024-11-12,Utilities,234148.25
5368,15,2025-08-20,Rent,145449.53
5369,12,2025-04-20,Misc,280017.62
5370,147,2024-05-07,Security,239627.46
5371,165,2024-10-20,Rent,46173.39
5372,137,2025-06-30,Misc,133217.1
5373,103,2025-09-13,Maintenance,262747.71
5374,155,2024-01-28,Misc,201821.84
5375,90,2025-04-07,Maintenance,138992.31
5376,41,2025-02-20,Security,176029.65
5377,167,2024-01-06,Security,298408.56
5378,177,2025-08-21,Utilities,58937.7
5379,66,2025-02-09,Maintenance,222089.67
5380,109,2024-12-30,Utilities,28769.91
5381,109,2024-09-13,Rent,269944.53
5382,158,2025-06-27,Security,259623.34
5383,82,2024-03-18,Rent,3782.51
5384,116,2024-08-31,Marketing,262710.19
5385,198,2024-08-17,Rent,11953.22
5386,154,2024-05-13,Marketing,40298.12
5387,31,2024-04-03,Security,233827.03
5388,200,2024-12-30,Marketing,177548.59
5389,200,2024-03-14,Marketing,6270.13
5390,165,2025-02-24,Marketing,241598.69
5391,12,2024-05-22,Security,10986.21
5392,30,2024-09-17,Security,234660.12
5393,98,2025-07-26,Utilities,297403.26
5394,113,2024-11-20,Rent,237172.53
5395,20,2025-06-10,Security,106755.72
5396,190,2025-04-09,Maintenance,295076.27
5397,92,2025-06-01,Misc,61707.76
5398,75,2024-11-25,Maintenance,75058.2
5399,120,2025-05-11,Misc,68010.22
5400,88,2025-03-22,Utilities,193268.87
5401,132,2024-06-05,Maintenance,16740.68
5402,180,2024-02-04,Maintenance,106946.38
5403,17,2024-09-09,Marketing,119242.69
5404,148,2025-04-17,Rent,297168.41
5405,45,2024-08-09,Marketing,35250.32
5406,100,2024-05-05,Security,257146.49
5407,22,2024-02-15,Security,16583.21
5408,62,2024-03-19,Rent,958.08
5409,98,2024-11-04,Utilities,222468.37
5410,164,2025-04-01,Marketing,183579.46
5411,178,2024-01-25,Marketing,103398.75
5412,83,2024-11-27,Security,82184.6
5413,94,2024-04-26,Maintenance,26070.26
5414,153,2025-02-20,Security,186217.61
5415,170,2025-07-05,Marketing,148901.84
5416,23,2024-01-22,Security,223752.24
5417,88,2025-03-25,Maintenance,68397.78
5418,182,2024-07-18,Maintenance,233592.89
5419,20,2025-06-22,Misc,135672.35
5420,99,2025-02-27,Marketing,172966.44
5421,196,2024-02-27,Rent,189093.55
5422,13,2024-03-10,Marketing,121772.49
5423,22,2024-04-06,Misc,173041.33
5424,199,2025-05-15,Marketing,299470.01
5425,1,2024-10-15,Utilities,41589.69
5426,84,2024-07-14,Maintenance,182554.01
5427,102,2025-06-24,Rent,174682.07
5428,110,2025-01-22,Maintenance,91771.44
5429,51,2024-06-08,Maintenance,287533.39
5430,129,2025-06-19,Rent,103665.14
5431,2,2024-08-18,Security,6528.25
5432,21,2025-06-13,Maintenance,250977.59
5433,29,2024-02-12,Misc,42377.21
5434,29,2025-07-09,Marketing,255240.33
5435,156,2024-07-11,Rent,148397.02
5436,118,2024-05-30,Utilities,283124.62
5437,70,2025-09-14,Misc,6840.36
5438,60,2025-02-26,Rent,139941.17
5439,28,2024-04-23,Utilities,3890.62
5440,191,2024-10-11,Utilities,89812.89
5441,163,2024-07-07,Marketing,272774.86
5442,84,2025-06-29,Misc,36313.2
5443,20,2025-02-16,Maintenance,207210.43
5444,86,2025-09-22,Misc,297295.03
5445,133,2024-01-27,Rent,266853.88
5446,106,2025-03-03,Maintenance,287388.8
5447,92,2025-04-21,Security,232159.42
5448,79,2024-05-06,Security,48541.52
5449,185,2025-08-27,Security,55854.11
5450,151,2025-01-17,Security,241076.24
5451,123,2025-05-26,Misc,240981.45
5452,110,2024-04-25,Marketing,229726.38
5453,172,2025-06-10,Rent,180990.53
5454,144,2025-09-10,Rent,38988.61
5455,181,2024-11-14,Marketing,170802.22
5456,86,2024-06-30,Maintenance,262979.81
5457,176,2024-10-14,Marketing,25796.81
5458,40,2024-08-30,Utilities,78031.73
5459,87,2024-05-02,Maintenance,210885.16
5460,69,2025-04-17,Marketing,73764.91
5461,7,2024-11-14,Marketing,234473.36
5462,110,2025-05-09,Security,180394.67
5463,195,2024-01-04,Marketing,99613.28
5464,110,2024-12-04,Marketing,172582.42
5465,97,2024-07-12,Marketing,89860.8
5466,80,2025-05-15,Utilities,61650.49
5467,25,2025-05-18,Marketing,10624.72
5468,169,2024-09-25,Misc,130324.47
5469,70,2025-07-29,Rent,260799.23
5470,11,2024-04-07,Rent,291532.88
5471,59,2025-05-10,Utilities,68141.21
5472,15,2024-03-14,Maintenance,69373.01
5473,145,2024-04-28,Rent,68645.39
5474,38,2024-01-25,Rent,88087.97
5475,116,2025-04-02,Rent,124774.87
5476,60,2024-05-07,Rent,178386.13
5477,178,2025-05-19,Misc,178586.65
5478,169,2024-04-19,Rent,150256.13
