spend_id,campaign_id,spend_date,amount,platform
672,152,2025-03-13,4278.53,Google
673,193,2026-01-06,887.24,Facebook
674,167,2024-05-07,4137.16,Facebook
675,68,2025-05-17,968.55,Instagram
676,56,2025-05-03,3013.71,Instagram
677,63,2024-03-02,323.51,LinkedIn
678,135,2025-09-22,1266.41,Twitter
679,191,2024-09-15,4138.93,Facebook
680,157,2025-12-25,3861.09,Facebook
681,166,2026-02-20,2927.52,Twitter
682,60,2024-12-29,303.82,Twitter
683,210,2024-10-11,2198.25,Facebook
684,114,2024-09-11,4111.17,Twitter
685,134,2024-04-23,4131.56,LinkedIn
686,249,2025-05-22,2699.94,Facebook
687,211,2025-08-22,170.58,LinkedIn
688,19,2025-04-21,911.0,Instagram
689,71,2025-06-21,1300.12,Instagram
690,188,2025-08-27,1589.77,Google
691,139,2024-09-21,3001.48,Facebook
692,97,2024-09-25,1824.9,LinkedIn
693,145,2024-12-16,1464.07,Google
694,10,2024-03-08,4651.09,Twitter
695,156,2025-03-19,3812.54,Facebook
696,166,2025-11-23,1685.37,Twitter
697,218,2026-01-30,4427.27,Facebook
698,99,2024-12-01,401.04,LinkedIn
699,173,2024-10-10,3126.82,Google
700,100,2025-09-24,1518.8,LinkedIn
701,36,2025-02-15,2489.8,Instagram
702,162,2024-12-05,1362.81,Google
703,240,2024-04-08,3527.0,LinkedIn
704,122,2024-04-14,3615.68,Google
705,245,2025-02-10,119.84,LinkedIn
706,89,2024-05-03,4170.5,LinkedIn
707,53,2024-10-07,3923.13,LinkedIn
708,2,2025-01-27,4178.02,Facebook
709,101,2025-07-30,1266.46,Instagram
710,160,2024-05-06,3243.36,Google
711,120,2025-01-16,1645.17,Facebook
712,11,2026-01-05,1633.48,LinkedIn
713,22,2024-04-11,3024.37,Facebook
714,172,2025-07-29,2600.32,Twitter
715,31,2025-10-28,1321.28,Instagram
716,198,2024-05-15,1495.62,Twitter
717,214,2025-02-19,3368.4,Google
718,110,2024-06-10,4974.26,Instagram
719,85,2025-03-13,2064.54,Facebook
720,88,2025-06-13,2422.04,LinkedIn
721,100,2025-04-13,3796.29,Google
722,112,2024-05-28,2193.64,Google
723,96,2025-10-20,1140.74,Twitter
724,62,2024-08-04,4534.0,Facebook
725,249,2025-12-26,3248.3,Facebook
726,65,2024-01-30,3260.86,Facebook
727,190,2025-07-26,3159.78,Twitter
728,180,2025-07-09,1003.93,LinkedIn
729,200,2025-11-01,2021.26,Facebook
730,185,2026-01-27,4771.88,Twitter
731,227,2025-12-01,4763.53,Google
732,54,2024-03-19,739.47,LinkedIn
733,175,2025-12-29,4851.87,Google
734,215,2024-05-26,2425.04,Twitter
735,20,2024-02-11,3351.67,Twitter
736,190,2025-03-02,4002.99,Google
737,133,2024-02-29,3929.95,Twitter
738,190,2024-05-24,165.11,Google
739,102,2025-01-24,3240.65,Instagram
740,226,2025-03-25,2783.68,LinkedIn
741,53,2025-06-25,2606.48,Google
742,200,2025-11-10,2428.79,LinkedIn
743,150,2025-08-07,4506.27,LinkedIn
744,117,2024-11-04,4409.34,Instagram
745,94,2024-09-13,246.22,Twitter
746,156,2024-07-20,1903.23,Google
747,37,2026-02-15,3008.64,Twitter
748,126,2025-07-26,1694.5,Twitter
749,82,2024-04-30,1570.78,LinkedIn
750,138,2025-10-07,1843.21,Instagram
751,208,2025-08-23,4593.21,Instagram
752,128,2024-11-18,3928.17,Instagram
753,44,2024-10-04,1288.2,Twitter
754,92,2025-05-20,1810.33,Google
755,178,2024-01-02,658.66,Google
756,85,2025-11-19,1683.19,Google
757,218,2025-08-26,831.39,Facebook
758,194,2024-02-28,1015.43,Facebook
759,236,2024-01-13,2602.62,Facebook
760,237,2024-04-13,101.89,Twitter
761,154,2025-02-12,2665.14,Twitter
762,99,2024-08-23,1782.55,Instagram
763,231,2024-03-19,1697.63,Facebook
764,190,2024-08-11,2396.81,Facebook
765,61,2025-09-26,600.35,Twitter
766,143,2025-06-04,4671.59,Google
767,145,2025-03-30,2897.95,LinkedIn
768,119,2025-11-19,342.89,Instagram
769,60,2024-04-28,555.39,Twitter
770,170,2024-03-29,4563.37,Facebook
771,192,2024-09-27,1882.09,Google
772,120,2024-07-31,654.56,LinkedIn
773,104,2024-04-29,3137.55,Twitter
774,104,2024-12-24,2793.4,Google
775,61,2025-12-02,2783.41,Instagram
776,183,2025-01-29,139.6,Twitter
777,32,2024-05-19,3226.21,Instagram
778,173,2025-01-24,2072.22,Google
779,212,2025-02-18,878.44,Twitter
780,169,2024-02-04,3542.32,Facebook
781,38,2024-08-22,481.11,LinkedIn
782,18,2026-01-24,4849.74,Google
783,16,2024-09-09,4290.72,LinkedIn
784,125,2025-09-20,4772.33,Instagram
785,54,2025-02-17,111.88,Google
786,74,2025-02-16,3198.87,Twitter
787,216,2025-07-20,306.63,Twitter
788,149,2025-06-09,1310.74,Instagram
789,35,2025-01-06,2120.82,Facebook
790,60,2025-06-17,319.2,Facebook
791,48,2024-01-23,2862.29,LinkedIn
792,219,2025-07-18,334.66,Facebook
793,171,2024-01-11,2686.03,Instagram
794,75,2025-07-11,3148.49,Instagram
795,158,2026-02-21,2435.83,Facebook
796,222,2025-02-08,975.85,Facebook
797,69,2024-04-09,4188.56,Facebook
798,232,2026-01-08,4637.37,Twitter
799,246,2025-07-14,3956.13,Twitter
800,42,2024-12-11,2532.05,Twitter
801,183,2025-01-20,3192.86,Twitter
802,103,2026-01-05,2638.89,Google
803,186,2024-10-19,565.94,LinkedIn
804,185,2025-03-22,4700.91,Google
805,4,2025-06-02,3046.86,Google
806,15,2026-01-17,345.31,Instagram
807,108,2025-01-27,826.69,Instagram
808,152,2024-07-05,2376.94,Twitter
809,180,2025-07-10,1283.73,Twitter
810,161,2026-01-10,4102.82,Instagram
811,196,2024-07-05,115.22,Twitter
812,215,2025-06-28,689.24,LinkedIn
813,178,2024-02-15,1117.14,Facebook
814,120,2025-11-08,3092.88,Twitter
815,142,2026-01-11,1512.82,Google
816,116,2024-08-27,2035.29,Facebook
817,108,2025-09-01,3618.16,Google
818,10,2024-05-06,170.55,Facebook
819,131,2024-10-03,1558.09,LinkedIn
820,77,2025-07-06,3552.94,LinkedIn
821,6,2025-05-30,3071.72,Google
822,185,2024-11-02,1980.83,Google
823,147,2025-06-21,3519.45,Facebook
824,115,2024-08-15,2054.19,Twitter
825,68,2024-03-28,2399.91,Instagram
826,6,2024-07-30,1741.96,Twitter
827,235,2024-04-12,827.12,Instagram
828,86,2024-11-07,391.26,Facebook
829,236,2024-01-31,3005.81,Twitter
830,70,2025-11-13,3598.21,Instagram
831,159,2025-06-25,4726.35,LinkedIn
832,70,2026-02-14,449.34,Facebook
833,250,2025-05-17,203.45,Google
834,157,2025-05-16,3789.06,Instagram
835,45,2024-06-16,3851.39,Facebook
836,136,2024-10-19,4122.82,Instagram
837,11,2025-09-15,1458.56,Facebook
838,38,2024-03-08,550.96,LinkedIn
839,102,2025-08-13,2584.99,Twitter
840,80,2025-06-02,3485.91,LinkedIn
841,187,2025-06-01,4787.36,Facebook
842,159,2024-01-08,4024.21,Instagram
843,174,2025-12-31,4273.9,Facebook
844,115,2025-02-09,3826.8,Twitter
845,147,2024-03-02,147.89,Instagram
846,65,2025-01-10,647.17,Facebook
847,45,2025-08-21,1355.67,Facebook
848,217,2024-04-20,1707.95,Google
849,22,2024-06-18,3259.59,Twitter
850,50,2025-04-13,1263.66,LinkedIn
851,78,2024-07-13,2298.69,Google
852,102,2025-06-28,237.17,Twitter
853,236,2025-06-29,1369.38,Instagram
854,102,2026-01-17,1115.39,Facebook
855,114,2024-07-28,854.52,LinkedIn
856,13,2025-04-23,1579.04,Google
857,200,2024-07-19,4269.73,LinkedIn
858,191,2024-11-16,2449.17,Instagram
859,125,2024-02-17,257.83,Facebook
860,77,2024-03-09,2875.31,Google
861,36,2025-09-03,4883.99,Facebook
862,73,2024-10-27,1073.16,Google
863,9,2024-04-03,1854.28,Facebook
864,139,2025-10-04,3673.0,Instagram
865,130,2025-06-25,4152.45,Facebook
866,107,2025-05-24,1900.9,Facebook
867,201,2024-08-08,3270.62,Facebook
868,162,2025-04-08,533.35,LinkedIn
869,125,2024-04-15,3539.22,Facebook
870,208,2026-01-04,2265.51,Facebook
871,237,2025-03-06,3606.07,Google
872,159,2024-06-02,789.13,Facebook
873,22,2024-12-12,959.54,LinkedIn
874,219,2025-10-22,4387.43,Google
875,128,2025-05-15,3767.75,LinkedIn
876,6,2025-08-02,2846.25,Twitter
877,186,2025-02-11,2482.65,Instagram
878,111,2025-05-16,3777.84,Google
879,59,2025-11-05,1017.4,Instagram
880,246,2025-06-22,155.88,Twitter
881,137,2024-08-08,2154.89,Instagram
882,11,2024-12-07,4881.2,Instagram
883,60,2025-03-13,2631.84,Twitter
884,229,2025-04-21,939.83,Twitter
885,207,2025-11-18,3912.05,Facebook
886,68,2026-02-05,4739.88,Instagram
887,179,2024-11-20,4940.21,Twitter
888,69,2025-10-12,4892.48,Instagram
889,138,2024-04-04,2189.21,LinkedIn
890,219,2025-03-16,1125.97,Google
891,176,2024-05-23,3836.46,Facebook
892,173,2025-01-03,551.16,Facebook
893,54,2025-12-29,3532.69,Google
894,21,2024-07-14,1591.46,Facebook
895,4,2025-01-30,2023.98,Twitter
896,215,2025-11-09,4365.98,Google
897,7,2025-06-23,155.56,Twitter
898,243,2025-04-05,2045.54,Google
899,183,2025-10-13,2512.77,Twitter
900,210,2025-11-14,4301.79,LinkedIn
901,205,2025-01-30,1555.96,LinkedIn
902,230,2024-05-25,1498.86,Google
903,189,2024-11-26,1184.01,Twitter
904,176,2025-01-25,665.29,Instagram
905,78,2025-07-28,289.34,Instagram
906,196,2025-03-04,2505.0,Instagram
907,122,2024-12-26,4870.46,Twitter
908,200,2024-10-26,939.32,Twitter
909,180,2024-02-06,3517.2,LinkedIn
910,49,2024-04-16,4690.08,Google
911,190,2025-09-03,854.53,Instagram
912,230,2024-01-28,3944.97,Google
913,115,2026-01-02,2821.91,Google
914,65,2024-10-10,1772.54,Instagram
915,207,2024-07-13,4085.56,Facebook
916,175,2024-02-28,124.91,LinkedIn
917,235,2024-04-14,2404.16,LinkedIn
918,112,2024-08-14,117.67,Facebook
919,236,2024-08-01,3884.9,Facebook
920,3,2025-01-31,3004.03,Facebook
921,23,2026-01-11,290.01,Instagram
922,190,2025-07-09,1308.5,Twitter
923,159,2025-09-30,4381.75,Instagram
924,16,2025-01-26,2225.91,Twitter
925,153,2025-03-06,2221.63,Google
926,105,2025-06-19,1574.09,Google
927,100,2024-04-17,3075.5,Google
928,67,2025-06-13,3206.09,Instagram
929,89,2025-09-26,3734.38,LinkedIn
930,202,2026-02-15,4284.14,Instagram
931,34,2024-08-01,3218.57,Twitter
932,249,2024-03-27,4186.99,Instagram
933,121,2025-08-10,1255.87,LinkedIn
934,163,2025-04-18,351.0,Google
935,16,2025-06-20,4966.04,Instagram
936,60,2024-05-10,1089.88,Instagram
937,95,2025-01-23,4221.77,Google
938,143,2024-09-02,877.57,LinkedIn
939,21,2024-12-12,326.45,Facebook
940,103,2025-08-08,4326.9,Twitter
941,202,2025-04-11,1559.04,Twitter
942,35,2024-06-16,2119.25,Facebook
943,18,2024-12-01,384.56,Instagram
944,145,2024-09-21,1041.35,Instagram
945,231,2024-09-28,2568.11,Twitter
946,242,2025-08-29,4977.39,Google
947,131,2025-12-19,2552.88,Google
948,149,2024-09-29,2273.94,LinkedIn
949,223,2025-12-29,3418.86,Instagram
950,116,2024-05-26,1948.12,LinkedIn
951,121,2025-04-23,4822.7,Google
952,221,2024-12-11,731.25,Google
953,21,2025-05-28,613.91,Google
954,149,2025-01-19,3486.36,Facebook
955,246,2025-05-19,943.08,Facebook
956,99,2024-08-16,2530.11,Google
957,113,2026-01-27,4520.41,Google
958,155,2025-03-22,2754.68,Twitter
959,175,2024-01-29,3688.24,Facebook
960,216,2024-01-30,1811.46,Twitter
961,218,2025-06-19,4693.31,Instagram
962,199,2024-08-23,4835.96,Twitter
963,93,2025-03-15,1141.18,Facebook
964,87,2024-06-15,3570.56,LinkedIn
965,239,2026-01-09,664.39,Instagram
966,167,2025-04-29,2681.99,LinkedIn
967,174,2025-07-12,724.14,Facebook
968,24,2024-10-21,3803.62,Instagram
969,163,2024-12-12,805.72,Twitter
970,117,2024-04-01,1637.66,LinkedIn
971,41,2024-08-25,972.59,LinkedIn
972,51,2024-10-23,1687.73,Instagram
973,15,2025-03-07,2695.14,LinkedIn
974,33,2024-11-23,4383.35,Facebook
975,145,2025-01-03,3565.67,Twitter
976,125,2025-04-06,2901.47,Twitter
977,116,2024-04-01,4938.19,Instagram
978,94,2025-08-17,2319.0,Twitter
979,75,2024-04-26,1472.64,LinkedIn
980,50,2026-02-10,1920.2,Twitter
981,37,2024-06-08,3914.42,LinkedIn
982,22,2025-12-24,1846.39,Twitter
983,25,2025-07-19,2048.74,LinkedIn
984,4,2025-04-19,1944.15,Facebook
985,96,2024-02-16,4257.24,LinkedIn
986,183,2025-12-06,4306.12,Google
987,48,2024-04-10,158.72,LinkedIn
988,30,2024-04-30,4353.56,Facebook
989,3,2024-06-03,447.6,Facebook
990,159,2025-04-15,3184.8,Facebook
991,199,2026-02-10,1396.24,Facebook
992,148,2024-01-06,3080.44,Instagram
993,95,2025-03-25,1215.11,Instagram
994,159,2025-03-18,1524.3,Google
995,229,2025-09-18,548.29,Facebook
996,75,2024-07-08,4935.26,Twitter
997,142,2024-05-22,1777.32,Facebook
998,5,2024-08-21,996.62,Twitter
999,138,2024-04-10,2046.67,Twitter
1000,243,2024-10-07,4588.94,Google
1001,167,2024-11-18,1735.75,Google
1002,223,2025-02-26,1465.75,Google
1003,30,2024-05-31,3119.25,LinkedIn
1004,199,2025-01-22,2497.59,Facebook
1005,142,2025-09-19,1926.52,Instagram
1006,214,2025-08-20,4038.93,Instagram
1007,151,2025-10-29,1639.25,LinkedIn
1008,246,2024-10-25,821.19,LinkedIn
1009,137,2025-05-20,2512.37,Facebook
1010,202,2024-04-18,627.51,Instagram
1011,185,2025-11-03,4616.11,Facebook
1012,27,2024-12-10,3427.41,Google
1013,7,2025-01-23,4348.45,Instagram
1014,203,2024-01-15,4224.5,Instagram
1015,96,2025-03-08,186.63,Google
1016,135,2025-12-26,2958.48,Facebook
1017,183,2024-08-01,4645.05,Facebook
1018,178,2025-02-15,452.53,Facebook
1019,44,2025-11-09,4745.26,Google
1020,92,2025-12-31,4192.42,Facebook
1021,77,2024-10-23,194.33,Google
1022,229,2024-06-24,425.56,Google
1023,140,2024-09-26,4003.78,LinkedIn
1024,229,2025-01-29,4395.11,Twitter
1025,43,2024-06-18,2164.93,LinkedIn
1026,55,2025-11-22,4680.93,Facebook
1027,223,2024-09-26,3927.73,Facebook
1028,135,2025-07-09,924.87,Twitter
1029,57,2024-08-03,4093.14,Twitter
1030,82,2025-09-06,4895.34,Google
1031,109,2026-02-16,1611.25,Facebook
1032,12,2025-11-11,1801.48,LinkedIn
1033,12,2025-10-02,715.93,Twitter
1034,142,2024-09-02,1015.26,Instagram
1035,203,2026-02-08,4729.06,LinkedIn
1036,245,2024-08-22,3062.66,Instagram
1037,9,2024-09-21,3411.87,Facebook
1038,248,2024-12-30,2447.04,Twitter
1039,50,2025-12-30,3222.55,Instagram
1040,216,2024-02-10,3955.34,Google
1041,23,2024-11-10,197.04,Facebook
1042,17,2025-08-23,4472.71,Twitter
1043,65,2024-01-08,207.17,Google
1044,226,2024-09-18,4560.32,Facebook
1045,17,2024-05-14,4070.43,Facebook
1046,124,2024-03-19,820.29,Google
1047,114,2025-12-20,4043.71,Twitter
1048,208,2025-10-26,4334.21,LinkedIn
1049,208,2025-09-19,849.62,LinkedIn
1050,109,2025-03-09,4309.37,LinkedIn
1051,216,2025-04-27,2448.63,LinkedIn
1052,179,2024-05-11,1552.05,Twitter
1053,144,2025-08-01,4901.44,LinkedIn
1054,125,2025-12-01,3003.46,Facebook
1055,55,2024-04-27,4630.83,Google
1056,177,2024-11-01,4362.41,Twitter
1057,171,2024-04-22,4075.95,Facebook
1058,57,2026-01-10,1088.66,Twitter
1059,194,2024-03-10,3668.11,Google
1060,123,2024-07-09,1243.49,Twitter
1061,211,2024-03-15,1198.18,LinkedIn
1062,193,2024-08-20,1645.01,Facebook
1063,211,2025-02-18,1441.39,LinkedIn
1064,183,2025-02-07,3185.62,LinkedIn
1065,119,2025-08-28,2634.99,Google
1066,123,2024-03-04,3768.43,Google
1067,41,2025-11-17,1381.61,Google
1068,65,2024-12-11,2429.37,Facebook
1069,66,2025-06-01,3182.36,Instagram
1070,89,2026-01-28,564.84,Twitter
1071,151,2025-11-10,4230.34,Facebook
1072,114,2025-11-21,3739.58,LinkedIn
1073,194,2025-12-28,2068.88,Facebook
1074,183,2024-03-10,4456.72,Facebook
1075,98,2025-04-21,1948.84,Google
1076,58,2025-10-31,1738.52,Instagram
1077,68,2024-09-05,3692.07,Google
1078,223,2025-08-17,1619.0,LinkedIn
1079,69,2024-09-08,283.14,LinkedIn
1080,80,2025-12-29,933.11,Facebook
1081,4,2024-12-28,2890.53,LinkedIn
1082,89,2025-08-10,1875.8,Google
1083,234,2024-03-30,1558.56,Facebook
1084,18,2025-08-25,388.22,Facebook
1085,71,2025-05-19,672.3,Google
1086,229,2025-05-15,1728.29,Google
1087,74,2024-05-12,426.01,Twitter
1088,19,2024-08-01,2833.58,Instagram
1089,159,2025-02-19,2441.71,Facebook
1090,70,2024-06-07,2189.42,LinkedIn
1091,191,2024-03-01,1323.5,Google
1092,140,2025-07-11,3318.44,Instagram
1093,58,2025-12-23,219.21,Google
1094,140,2025-12-04,3321.41,Twitter
1095,43,2026-01-25,1692.39,LinkedIn
1096,17,2024-04-01,3136.64,Twitter
1097,49,2024-10-25,3981.72,LinkedIn
1098,22,2024-10-25,1904.96,Google
1099,57,2025-02-05,3530.66,Instagram
1100,134,2024-08-02,901.64,Instagram
1101,7,2025-06-21,3912.99,Facebook
1102,102,2024-02-09,1647.34,Google
1103,15,2025-06-06,2733.92,Instagram
1104,4,2024-05-07,1914.17,Google
1105,240,2025-02-06,4755.18,Google
1106,128,2025-09-17,451.67,LinkedIn
1107,9,2024-02-05,2787.73,Facebook
1108,53,2024-03-30,4230.77,LinkedIn
1109,18,2025-06-21,4207.23,Twitter
1110,209,2025-09-08,3222.08,Twitter
1111,83,2025-11-21,1477.57,Facebook
1112,184,2024-09-04,4117.05,Facebook
1113,140,2025-02-05,243.36,LinkedIn
1114,203,2024-12-23,4775.05,Facebook
1115,227,2024-10-19,4125.46,LinkedIn
1116,198,2024-01-27,1662.3,Instagram
1117,98,2024-04-03,3251.22,Twitter
1118,154,2025-09-23,1630.31,LinkedIn
1119,162,2025-10-11,1847.61,Twitter
1120,25,2024-07-10,1583.01,Facebook
1121,86,2026-01-23,1226.7,Twitter
1122,127,2025-12-09,1016.53,Instagram
1123,143,2025-01-26,3028.22,LinkedIn
1124,213,2025-04-15,2017.91,Google
1125,82,2025-12-18,788.31,LinkedIn
1126,78,2025-09-27,1443.3,Instagram
1127,19,2024-09-26,2294.0,Facebook
1128,81,2025-05-26,3302.38,Google
1129,147,2025-02-26,1219.32,Twitter
1130,31,2024-11-30,1610.51,LinkedIn
1131,29,2025-01-19,2012.6,Instagram
1132,18,2025-05-08,4867.67,LinkedIn
1133,142,2024-06-30,3081.58,Facebook
1134,7,2025-02-23,2389.6,LinkedIn
1135,11,2024-02-09,4749.64,Facebook
1136,120,2025-01-02,3966.23,LinkedIn
1137,36,2026-02-08,1513.82,Google
1138,176,2026-02-15,3390.24,Instagram
1139,211,2024-10-16,3621.46,Google
1140,47,2025-07-17,2142.04,LinkedIn
1141,81,2024-02-29,1967.41,Twitter
1142,158,2025-04-19,1219.56,Google
1143,164,2024-02-22,2617.49,Facebook
1144,192,2025-11-18,2293.07,LinkedIn
1145,231,2024-12-22,4559.65,Instagram
1146,10,2024-07-17,1697.32,Facebook
1147,87,2025-09-20,4553.0,Facebook
1148,74,2025-11-02,1651.03,Twitter
1149,16,2025-10-05,4717.45,Facebook
1150,244,2025-04-05,3601.76,LinkedIn
1151,36,2025-04-24,3990.19,Google
1152,37,2025-08-03,1984.02,Facebook
1153,33,2025-09-01,3216.71,Instagram
1154,135,2024-02-17,1184.26,Instagram
1155,150,2025-12-27,419.1,Google
1156,246,2024-08-22,2398.53,LinkedIn
1157,231,2025-07-10,1424.47,Twitter
1158,105,2026-01-05,401.83,Google
1159,33,2024-03-04,3430.54,LinkedIn
1160,147,2024-08-28,4715.67,Facebook
1161,148,2024-09-25,1928.75,LinkedIn
1162,170,2024-02-08,2360.48,Facebook
1163,49,2025-08-28,3906.0,Instagram
1164,93,2025-11-08,3624.82,Instagram
1165,138,2024-05-06,1913.98,Google
1166,55,2024-11-09,4198.08,Twitter
1167,113,2025-11-12,4582.29,Google
1168,3,2025-04-15,2418.89,Twitter
1169,197,2026-01-17,4963.61,Facebook
1170,29,2024-10-22,2629.79,Facebook
1171,199,2024-12-08,951.83,LinkedIn
1172,143,2024-05-07,2774.32,LinkedIn
1173,134,2024-01-23,4297.34,Google
1174,166,2024-03-05,4159.28,Google
1175,25,2025-08-24,1207.21,Google
1176,227,2025-12-17,1314.07,Twitter
1177,163,2024-03-06,4446.42,Instagram
1178,70,2025-08-29,2678.63,LinkedIn
1179,206,2025-03-24,4030.58,Instagram
1180,88,2025-03-13,3074.25,Facebook
1181,20,2024-09-14,3508.67,Facebook
1182,81,2025-12-07,3604.08,Google
1183,250,2024-12-07,3789.39,Instagram
1184,229,2024-11-15,1767.83,Facebook
1185,113,2025-08-06,2273.22,Instagram
1186,56,2024-08-01,4709.81,Facebook
1187,25,2026-01-02,2782.65,Twitter
1188,230,2025-09-01,909.53,Instagram
1189,87,2024-02-12,3483.75,Instagram
1190,175,2025-05-14,1186.93,Twitter
1191,85,2025-01-02,3963.11,Facebook
1192,52,2024-03-10,1119.01,LinkedIn
1193,70,2025-05-27,2767.93,Google
1194,76,2024-04-21,3347.68,LinkedIn
1195,213,2025-01-18,2996.27,LinkedIn
1196,59,2024-10-25,306.06,Instagram
1197,84,2024-01-15,2217.51,Google
1198,59,2024-10-19,965.08,Twitter
1199,48,2025-04-16,4331.83,Google
1200,55,2025-10-18,401.2,Facebook
1201,182,2026-02-25,680.4,Instagram
1202,1,2025-04-25,2749.25,Twitter
1203,139,2025-08-11,3346.38,Twitter
1204,145,2024-12-22,722.48,Twitter
1205,25,2025-06-16,2249.14,Instagram
1206,64,2024-03-23,4504.67,Facebook
1207,217,2025-12-31,4828.68,Twitter
1208,238,2024-07-07,1304.9,Facebook
1209,237,2024-11-07,4134.03,Facebook
1210,20,2024-05-28,1637.49,Google
1211,193,2025-08-07,130.08,Facebook
1212,37,2024-12-13,3383.71,Twitter
1213,153,2025-06-14,1746.3,Twitter
1214,177,2025-04-04,4020.78,Instagram
1215,218,2024-01-11,632.87,Google
1216,95,2025-02-03,3914.48,Google
1217,210,2025-09-16,178.24,LinkedIn
1218,36,2025-06-08,3867.7,Instagram
1219,228,2024-11-29,3786.26,Facebook
1220,197,2024-03-17,768.03,Twitter
1221,148,2025-02-21,2682.06,Instagram
1222,47,2025-10-17,2627.27,Facebook
1223,44,2024-06-14,1307.33,Instagram
1224,129,2024-08-02,3178.25,Facebook
1225,55,2024-02-29,1591.69,LinkedIn
1226,102,2024-09-07,2644.7,Instagram
1227,142,2026-02-24,4513.16,LinkedIn
1228,161,2024-02-19,2455.21,LinkedIn
1229,245,2024-11-06,4283.43,Instagram
1230,57,2024-09-29,3814.72,Google
1231,229,2025-05-03,923.33,Twitter
1232,243,2025-06-10,1990.16,Facebook
1233,208,2024-05-31,1199.92,Twitter
1234,100,2025-04-01,2555.16,Instagram
1235,141,2024-02-18,1660.06,Twitter
1236,90,2025-10-31,298.9,Twitter
1237,183,2024-10-09,4134.03,Google
1238,90,2024-03-26,3501.92,Instagram
1239,101,2024-11-28,1748.65,Twitter
1240,171,2025-04-07,3740.54,Instagram
1241,16,2024-09-15,3187.85,Facebook
1242,222,2024-07-14,4656.9,Facebook
1243,20,2024-07-18,1839.87,Twitter
1244,111,2025-12-14,1327.26,LinkedIn
1245,85,2025-09-14,1697.96,Twitter
1246,46,2025-03-16,263.67,LinkedIn
1247,214,2024-10-12,1664.67,Facebook
1248,147,2024-06-25,1065.62,LinkedIn
1249,58,2024-05-02,3148.76,Twitter
1250,112,2025-08-25,4406.24,Instagram
1251,132,2026-01-27,2277.47,Instagram
1252,63,2024-10-20,3297.65,LinkedIn
1253,137,2024-04-08,362.36,Google
1254,228,2024-09-25,1018.32,Google
1255,190,2024-08-21,3275.15,Google
1256,181,2024-12-04,2398.89,Facebook
1257,240,2026-01-26,1155.46,Twitter
1258,113,2025-04-20,3895.11,Instagram
1259,143,2025-02-18,2640.94,Google
1260,72,2024-07-20,3188.81,Google
1261,76,2025-08-19,2665.38,Instagram
1262,120,2024-08-10,3437.06,Instagram
1263,237,2025-09-25,2813.79,Twitter
1264,36,2024-12-28,2214.79,Instagram
1265,58,2024-11-07,1433.97,Twitter
1266,246,2024-04-09,2613.42,Instagram
1267,182,2024-04-28,2029.75,Instagram
1268,153,2024-03-31,2984.17,Instagram
1269,67,2025-03-20,2505.71,Instagram
1270,81,2025-12-06,3403.52,LinkedIn
1271,160,2025-06-14,2412.86,Twitter
1272,111,2025-10-07,1470.59,LinkedIn
1273,78,2024-06-22,2258.61,Facebook
1274,28,2025-06-17,2224.47,Facebook
1275,179,2024-07-19,588.28,Twitter
1276,183,2024-11-15,133.91,Facebook
1277,42,2024-06-26,4522.27,Instagram
1278,222,2024-11-29,3859.27,Facebook
1279,6,2025-07-13,286.49,Twitter
1280,201,2024-04-26,1539.24,LinkedIn
1281,156,2024-05-04,437.86,Google
1282,191,2024-12-21,1033.56,Twitter
1283,113,2024-11-27,348.33,Twitter
1284,86,2026-01-18,3793.96,Facebook
1285,214,2025-02-08,4950.04,Twitter
1286,235,2025-06-28,3325.91,Google
1287,45,2024-05-21,1658.38,Google
1288,178,2026-01-20,126.49,LinkedIn
1289,230,2025-12-13,717.25,Twitter
1290,244,2025-02-18,4005.0,Twitter
1291,236,2024-10-05,396.94,LinkedIn
1292,54,2024-08-17,4430.75,Twitter
1293,200,2024-08-12,2427.83,Instagram
1294,219,2024-02-07,4915.64,Facebook
1295,172,2025-08-09,1915.48,Facebook
1296,53,2024-11-26,2546.18,Instagram
1297,197,2025-12-30,3059.65,Twitter
1298,175,2025-02-08,3442.72,LinkedIn
1299,223,2024-12-08,1391.89,Instagram
1300,206,2026-02-22,2780.61,Instagram
1301,137,2025-05-03,2434.31,Facebook
1302,162,2024-07-13,505.93,Instagram
1303,51,2025-07-07,2196.74,Instagram
1304,60,2024-04-07,579.52,Facebook
1305,20,2025-03-07,3998.86,Google
1306,158,2026-02-24,2250.58,Twitter
1307,162,2025-02-21,1833.11,LinkedIn
1308,88,2024-07-15,3119.27,Instagram
1309,216,2025-01-22,1574.46,Twitter
1310,31,2024-02-18,2714.74,Instagram
1311,133,2024-09-07,820.7,Twitter
1312,81,2024-05-31,3605.98,Twitter
1313,196,2024-07-28,4181.45,Google
1314,51,2025-01-24,3398.46,Twitter
1315,64,2024-10-17,1048.04,Google
1316,121,2025-05-22,3418.42,Google
1317,45,2025-05-20,2231.36,Facebook
1318,144,2024-12-25,2506.95,LinkedIn
1319,170,2025-05-31,1622.71,LinkedIn
1320,13,2024-02-24,2400.57,LinkedIn
1321,6,2026-01-06,1768.96,Instagram
1322,107,2024-01-25,1224.88,Google
1323,228,2024-01-14,318.35,Facebook
1324,60,2024-06-24,2540.11,LinkedIn
1325,96,2025-09-17,4273.56,Google
1326,53,2024-12-27,1997.97,Twitter
1327,176,2025-09-25,1327.46,Twitter
