emp_id,effective_date,salary
793,2025-04-02,145404.69
437,2024-10-05,110394.12
1622,2025-05-08,119089.57
721,2024-08-03,100224.57
130,2025-05-25,78677.43
1162,2024-01-04,45405.85
2368,2024-04-12,60287.6
257,2025-08-09,105712.91
1089,2025-04-14,40675.88
2856,2025-06-30,148283.69
296,2024-05-28,152067.29
858,2024-09-23,23367.96
2965,2024-02-11,88865.99
1149,2024-03-24,85794.44
640,2025-08-01,46510.96
1954,2024-09-15,105364.13
701,2024-01-20,34185.9
2719,2024-07-12,91393.28
1119,2024-04-02,106900.87
2087,2025-07-03,98185.98
384,2025-05-14,88201.73
2902,2024-01-12,55893.69
1136,2024-12-12,76162.41
1842,2024-09-26,65543.92
2653,2024-06-08,118665.55
2486,2025-08-21,141890.72
2388,2025-08-15,22168.28
1191,2024-12-02,57523.24
742,2024-05-22,76713.25
480,2025-02-05,113641.58
2326,2024-10-04,25749.51
2935,2024-09-25,104429.29
677,2024-08-09,156157.92
2537,2025-06-25,142376.09
1572,2025-09-18,117910.0
1138,2024-02-25,134039.7
932,2025-08-14,25453.31
366,2024-09-07,89366.94
497,2025-05-10,84470.4
2425,2024-09-15,122304.68
44,2025-04-26,136870.55
1538,2025-01-01,27088.22
1775,2024-02-14,90964.36
998,2025-03-15,159192.7
2179,2024-06-08,153606.98
2434,2024-11-24,150635.2
2580,2024-12-02,72296.99
2294,2024-03-09,124723.73
910,2025-03-01,111697.42
1104,2024-05-02,48270.86
1910,2025-04-08,136005.76
2876,2025-04-29,45438.02
1282,2024-10-02,142882.03
278,2025-09-16,119138.62
1603,2024-12-10,88623.66
2844,2024-10-22,60671.9
2850,2024-04-16,46227.13
150,2024-05-15,41466.8
2632,2025-07-31,82880.22
2906,2024-03-12,138651.35
323,2025-04-14,68905.11
387,2024-09-07,140055.72
926,2024-04-11,144737.25
411,2025-02-09,80885.02
2513,2024-03-17,117835.66
1350,2024-02-17,154297.95
373,2025-08-14,89477.8
164,2024-04-02,139973.92
2949,2025-06-24,83228.8
1567,2024-11-05,76550.54
2768,2024-01-27,74028.05
2511,2025-02-05,141489.29
2854,2025-06-08,136339.23
2538,2025-02-16,33992.68
199,2024-10-13,34017.3
1954,2025-07-08,128309.78
2960,2025-08-11,70260.44
270,2024-12-06,38343.16
1292,2024-12-23,126188.52
1785,2024-07-08,32986.94
285,2025-09-25,56861.43
2667,2024-10-05,47133.68
461,2024-02-15,78246.24
701,2024-03-02,26157.04
929,2025-07-27,66267.29
1306,2024-07-15,47191.31
297,2025-08-10,149633.01
780,2024-08-28,139053.46
1076,2025-03-31,138721.15
1029,2024-03-07,46802.2
2178,2025-03-03,124206.99
691,2024-07-22,28344.37
294,2025-10-01,31633.86
1760,2024-07-03,70279.33
1803,2024-04-13,55298.31
79,2024-02-29,139164.46
606,2024-06-07,82509.91
2752,2024-08-08,116342.38
2236,2025-01-26,52128.85
2950,2024-03-27,79223.21
2967,2024-01-08,63313.59
2472,2024-02-09,88611.58
1071,2024-09-07,158456.35
802,2025-01-07,129737.73
337,2024-06-11,30360.64
242,2025-08-23,90520.98
125,2024-05-28,38085.45
1187,2025-07-28,153426.64
2245,2024-09-18,116926.47
2019,2024-08-04,146586.06
2914,2024-01-13,155297.1
2565,2025-07-03,153958.28
1530,2025-07-04,157065.32
2964,2025-03-23,94464.37
2027,2024-07-27,27680.28
841,2024-09-29,96802.66
257,2025-03-17,150654.05
3,2025-08-18,111114.74
2309,2024-11-12,140342.72
114,2024-03-14,73016.12
46,2024-05-17,154445.52
1450,2025-08-28,22746.54
2846,2024-07-04,121898.9
754,2025-08-28,87633.58
1333,2025-04-29,57103.94
922,2024-10-16,138525.59
1025,2025-01-10,53244.98
3000,2024-08-25,141912.56
2536,2025-09-01,137071.74
2800,2024-04-08,92794.68
1568,2025-08-29,32292.84
496,2025-09-28,85389.17
2068,2024-07-23,156867.93
2282,2024-04-02,62941.81
451,2025-08-29,50528.59
178,2024-09-18,61447.53
1673,2024-07-05,50248.64
1750,2024-07-05,93747.58
483,2025-07-17,66662.72
1337,2024-06-09,129418.69
1014,2024-11-18,18099.89
2434,2024-04-27,101962.09
2905,2024-07-26,82509.23
1194,2024-04-20,101389.24
2699,2024-05-13,144564.93
1439,2025-04-04,117306.59
920,2024-10-01,50116.68
2497,2024-04-02,69527.43
2713,2025-06-14,113441.04
2907,2024-09-14,47410.91
2648,2025-09-24,112265.51
2549,2024-05-18,25197.97
2062,2024-05-30,120147.72
2458,2024-10-12,64233.36
876,2025-04-01,76688.44
110,2025-06-08,46264.25
327,2024-01-17,133488.85
779,2024-02-13,136675.14
2838,2024-12-12,74864.45
677,2024-08-11,48536.16
1330,2024-02-02,18549.38
2147,2024-11-18,137095.1
2075,2024-03-11,85040.9
1625,2024-04-09,92613.69
243,2024-04-01,108955.55
1360,2024-04-11,34062.91
1536,2025-09-12,76373.62
187,2025-05-11,119929.6
2105,2025-02-20,122949.59
2346,2024-10-19,63675.24
592,2024-11-26,39629.3
2755,2024-10-13,62695.29
2835,2024-04-03,62970.0
236,2025-07-28,87490.8
357,2024-07-08,145394.93
575,2024-01-11,98793.05
1480,2024-11-01,47437.34
1310,2024-06-10,63781.68
601,2024-11-25,149868.91
2918,2024-11-21,102563.69
808,2025-07-08,39066.31
1227,2025-03-31,99201.89
557,2024-06-03,106466.61
2056,2025-05-18,42197.65
2149,2024-04-03,90736.03
2995,2024-02-18,133144.9
2176,2025-01-10,66342.3
1425,2024-08-15,90994.0
2678,2024-05-09,89068.69
1024,2024-11-01,83180.72
592,2024-03-11,64289.64
1028,2024-12-17,68459.75
2066,2024-12-18,127346.72
798,2024-10-27,146295.73
1115,2024-04-08,118397.06
2638,2025-09-03,55267.04
685,2025-06-20,49607.7
2509,2025-03-12,96323.06
2541,2024-09-08,63392.08
2740,2025-07-15,137433.01
349,2025-05-04,152482.14
135,2024-12-08,118481.04
2989,2025-03-23,113771.25
222,2024-02-22,62708.92
2431,2025-01-02,102737.97
554,2024-07-23,156848.2
2507,2025-08-02,102608.25
929,2025-02-14,87524.08
2085,2025-08-15,96735.27
2836,2024-03-31,68846.65
1735,2025-07-31,145563.88
90,2024-12-25,72778.79
1522,2024-01-06,110573.86
1609,2025-04-19,134181.53
479,2024-12-07,108982.89
2689,2025-04-21,28392.55
2043,2025-08-13,85397.22
869,2025-05-05,23425.6
2305,2024-01-30,76552.75
258,2025-04-18,51115.11
1040,2025-07-06,146842.8
1015,2024-12-12,104613.85
2152,2025-07-30,59093.89
1023,2024-04-16,38788.48
1449,2025-08-24,139543.74
1415,2024-05-26,122623.62
560,2025-07-31,133820.82
1887,2024-06-15,45889.09
1667,2025-06-15,154114.28
1485,2024-01-19,147690.48
2738,2024-01-23,100780.91
1270,2024-03-05,34771.69
2737,2024-08-27,65934.88
1912,2025-01-17,140430.21
2074,2024-07-12,79010.04
2570,2025-07-27,123613.57
2935,2025-06-05,152642.18
1498,2025-06-23,44256.48
2072,2025-02-10,158508.32
1959,2024-06-22,47768.47
203,2024-03-14,60357.92
1681,2025-03-13,38066.16
90,2024-04-13,159030.63
2139,2025-02-05,144806.36
2416,2025-03-17,106049.1
2093,2025-06-17,25550.04
1574,2025-08-31,95512.72
1142,2025-05-22,85472.69
1183,2024-10-11,80158.11
397,2025-06-21,149674.53
731,2025-07-08,114564.62
467,2025-09-10,58877.2
1184,2025-07-31,90174.57
2617,2025-04-25,68016.37
1133,2025-04-11,27277.42
314,2025-05-10,122766.64
67,2025-07-02,156115.73
934,2024-08-20,20097.59
2310,2025-03-17,69517.24
1751,2024-09-09,125111.86
1415,2025-01-28,90024.78
1012,2024-01-06,88387.93
2788,2024-06-01,94938.73
441,2024-08-28,99110.06
1783,2025-05-06,88183.43
178,2024-10-07,110303.17
505,2025-01-29,89234.26
1870,2024-09-22,49286.26
1732,2025-09-13,75120.6
1568,2024-10-03,125249.16
1100,2024-03-22,126497.17
1705,2025-03-16,76372.99
1246,2025-04-29,96951.47
872,2024-11-15,124979.71
1472,2024-01-03,71128.83
1921,2025-04-28,81525.56
2573,2025-05-22,97063.04
1774,2025-02-18,133269.4
376,2025-04-14,73562.83
2661,2025-06-24,32665.05
935,2025-09-09,48963.44
891,2025-08-21,131442.21
752,2024-05-09,153853.55
2451,2024-03-09,88117.98
1708,2025-05-22,124119.71
1329,2025-03-01,108122.03
1117,2024-12-09,82361.85
1382,2024-05-23,84596.63
2305,2025-07-15,59732.19
1847,2025-07-16,103660.46
2262,2025-05-03,62065.15
2229,2024-05-15,38603.95
1404,2025-01-09,65558.62
2050,2024-11-11,42741.52
258,2024-06-21,90021.3
1086,2025-09-29,59104.14
1651,2024-07-28,55070.62
2447,2024-08-31,72492.88
718,2025-04-08,132236.79
1977,2025-05-10,76031.36
1955,2024-02-26,45894.87
1355,2024-05-01,61556.17
1799,2025-02-27,53244.89
2500,2025-05-05,60113.59
1964,2025-02-06,21335.53
1313,2024-07-28,62290.26
2500,2024-02-06,47824.85
220,2024-05-18,113550.36
1828,2025-08-31,50024.51
2537,2024-07-15,125709.41
277,2025-01-25,78220.17
694,2024-04-27,61253.71
451,2024-02-22,42510.07
1165,2024-06-11,138907.0
1714,2024-05-14,148847.12
1738,2024-05-20,61784.94
2143,2024-02-12,59915.16
980,2024-09-17,147033.22
2976,2024-03-27,64493.9
1297,2024-03-24,46484.56
1386,2025-05-21,34117.88
1504,2024-09-19,71257.41
642,2024-03-22,153179.84
1720,2025-03-19,100945.29
1195,2025-07-02,88804.86
1752,2025-09-06,88992.04
875,2024-04-17,33489.53
2848,2025-02-15,22889.24
316,2024-03-03,152038.05
751,2025-08-07,138903.64
1102,2025-05-22,58401.03
1117,2024-11-27,117189.87
1005,2025-02-02,75176.64
2143,2024-08-22,48364.25
2659,2025-05-20,80231.38
934,2025-01-21,86664.95
1596,2024-04-01,35290.74
2688,2024-02-28,98363.3
846,2024-05-23,127880.8
91,2025-04-24,135777.24
669,2024-12-06,110291.92
297,2024-02-11,24659.14
1204,2024-02-06,33618.25
2088,2024-08-10,52989.37
298,2025-01-28,18250.28
2683,2025-02-08,44293.74
751,2024-03-26,29146.94
2631,2025-08-21,98046.98
2633,2024-01-31,98865.74
2729,2024-11-06,32436.38
2930,2025-02-02,47766.77
1709,2024-04-08,29733.15
1500,2024-11-01,154844.31
840,2025-03-28,105897.26
148,2025-07-25,45780.41
2956,2025-06-26,159336.64
2622,2025-01-04,122029.13
2781,2024-12-11,100388.2
2375,2025-07-14,62589.56
2722,2024-06-02,109036.08
2253,2024-05-10,126542.17
2155,2025-08-21,118287.97
2532,2025-07-21,141890.88
1469,2024-09-19,57650.1
1696,2025-09-04,66250.83
2628,2024-06-24,75497.67
1957,2024-10-16,157456.27
1201,2025-02-05,71347.82
2053,2024-05-23,18923.56
2496,2025-03-18,52999.33
1868,2025-01-21,107861.51
2910,2025-03-05,134947.67
1262,2024-11-17,68267.24
1567,2024-01-11,87607.28
1591,2025-01-16,102052.31
1496,2024-04-05,96188.05
2130,2024-05-21,97007.49
1320,2025-04-17,28246.89
279,2025-08-31,47102.43
1068,2025-09-23,76474.08
1851,2024-07-04,117930.04
458,2024-04-07,123620.62
1187,2024-12-03,79767.35
1561,2024-04-03,43427.76
2731,2025-07-23,158369.16
1962,2024-12-17,97863.82
1106,2024-05-08,50309.66
1655,2025-02-03,139113.19
2019,2024-01-18,112238.31
947,2024-08-06,55152.42
2806,2025-06-22,27502.92
1735,2024-12-27,139653.36
2796,2024-05-12,110512.54
1739,2024-05-31,102835.83
2148,2025-01-13,69294.31
121,2025-03-08,60979.24
1398,2025-06-22,100981.23
1978,2024-02-20,84395.51
2613,2024-09-10,70282.6
279,2025-03-01,106464.23
2730,2024-10-08,56071.77
1967,2025-09-04,18787.27
587,2024-05-05,145401.02
590,2024-07-15,75168.44
988,2025-03-17,78472.28
146,2024-08-31,99201.64
2408,2025-07-21,29016.42
1159,2024-03-23,95519.52
1465,2025-01-02,97339.18
2769,2025-06-28,64128.89
1456,2024-02-23,107989.99
1621,2024-06-10,125625.8
2682,2024-10-07,56071.12
863,2025-09-02,101823.13
1791,2025-09-29,103347.09
1298,2024-05-03,27854.7
2620,2024-03-08,156508.02
2659,2024-04-14,120267.24
650,2025-02-06,18918.67
588,2024-10-02,48842.13
2664,2025-02-05,44007.67
2181,2024-09-22,60070.28
2712,2024-02-06,104807.87
2241,2024-05-08,82445.2
79,2025-05-22,66863.4
171,2025-04-02,89358.62
1998,2024-03-16,123309.11
1400,2025-03-07,68648.19
1446,2024-07-15,47703.94
1368,2024-02-14,157317.4
1707,2025-02-12,69607.28
2292,2024-05-14,156488.69
2475,2024-06-03,143168.48
2900,2024-11-25,64242.46
1610,2024-04-08,149733.92
1955,2024-03-29,154023.33
2356,2025-03-20,53216.58
2624,2024-08-07,113400.25
931,2024-02-23,153408.02
2940,2024-10-19,46078.4
463,2024-04-11,19160.14
1196,2025-08-06,140474.56
1623,2024-09-16,73148.41
272,2025-07-05,80890.68
2779,2024-01-18,133656.75
558,2024-05-29,53457.64
784,2025-05-30,114883.01
509,2025-04-18,74149.19
1494,2025-07-18,38628.18
570,2024-08-17,42947.03
2754,2024-12-29,88125.93
2920,2024-09-13,135334.35
1031,2025-03-11,100708.09
1761,2024-01-29,49135.45
1632,2024-12-15,153466.93
864,2025-01-20,91995.51
2214,2024-11-22,149083.5
1597,2024-05-29,118217.43
1458,2024-04-07,102870.31
1560,2024-12-22,134446.22
267,2025-02-10,101201.34
977,2025-02-26,158689.91
987,2025-05-19,143266.25
1588,2024-03-19,72836.27
1877,2025-08-09,40462.43
571,2024-02-28,96966.0
1105,2025-06-08,103917.57
262,2025-04-23,92576.41
2900,2024-10-04,35709.45
23,2024-09-09,75626.7
1080,2024-07-20,90529.65
1698,2024-08-01,86819.3
1509,2025-01-19,99245.61
887,2024-12-15,90804.25
2106,2024-02-29,104922.88
1775,2024-02-28,75626.07
565,2025-01-14,139660.02
1660,2024-01-15,122415.73
2801,2024-03-22,40654.6
1512,2024-01-25,157360.65
845,2024-04-18,135967.24
2674,2024-06-26,157101.64
2624,2025-03-25,121111.37
306,2025-07-20,112878.11
169,2024-12-04,133940.71
2856,2024-12-16,62833.4
197,2025-05-27,157924.01
2164,2025-02-01,97480.48
1438,2024-01-02,131560.89
1291,2025-04-23,156734.04
2862,2024-06-01,95838.11
1075,2024-07-13,45349.23
1824,2025-05-11,129771.01
481,2024-04-29,101882.24
2753,2024-08-07,50998.09
540,2025-06-23,49412.08
883,2025-08-25,68034.21
1835,2025-05-25,56198.39
2916,2025-05-10,59958.64
2712,2025-01-07,122033.75
2590,2025-07-23,106429.66
938,2024-03-08,117035.23
2471,2024-05-22,35605.77
2306,2025-01-01,156963.85
1964,2025-08-26,25661.93
2066,2025-03-26,83375.56
723,2024-08-13,88248.6
457,2025-08-28,88882.59
2515,2025-05-18,118725.23
1675,2024-03-22,155905.66
1328,2024-09-17,62117.41
2318,2025-03-21,69367.51
233,2024-05-07,63323.45
2016,2024-12-07,60266.83
365,2025-02-06,75110.75
2968,2024-05-05,88376.57
2700,2024-04-28,134078.1
244,2024-05-16,115019.36
187,2025-01-24,48854.87
467,2024-08-19,32655.07
767,2025-03-02,61562.94
2818,2024-05-12,66291.51
1454,2024-07-10,89549.34
2553,2024-07-03,28069.58
1787,2025-05-11,37065.67
758,2024-05-16,49607.39
1808,2024-01-10,85921.6
598,2024-10-14,44522.83
1860,2025-02-17,63875.78
37,2025-03-15,37534.16
2973,2025-05-03,81879.65
2738,2024-12-01,107840.11
982,2025-06-15,109514.81
1247,2024-03-31,156763.07
2060,2024-05-03,106663.69
1528,2024-01-25,30912.96
348,2024-11-09,125453.35
1576,2024-03-05,122344.13
1810,2024-12-14,101084.64
2058,2024-03-08,64019.59
51,2025-07-27,158548.0
2300,2024-08-18,141709.22
879,2024-05-20,103574.37
1909,2025-01-09,149670.18
1610,2025-02-20,147430.19
2965,2025-02-13,142589.69
1598,2025-06-16,126591.75
2257,2024-07-20,98744.47
1164,2024-01-21,137053.47
1500,2025-02-19,76737.77
2565,2024-11-01,68630.67
159,2024-02-22,87704.88
2825,2025-06-21,81301.3
2920,2025-07-13,97812.41
2646,2025-05-28,142598.3
2467,2025-04-23,79055.32
952,2024-01-24,121657.04
2486,2025-07-16,40170.65
2549,2024-05-03,53118.58
1591,2024-04-22,149043.4
1200,2025-03-27,134337.34
715,2024-06-01,89816.03
1828,2024-10-19,91100.54
1921,2024-02-15,124596.71
957,2024-03-02,30192.39
1081,2024-01-01,123954.56
2946,2024-10-10,51025.66
1558,2025-03-26,148547.82
255,2024-10-25,41787.99
2379,2024-05-24,64433.83
980,2024-11-18,39557.56
997,2025-08-05,62289.44
2466,2024-08-25,60697.07
1532,2025-03-19,52351.55
1998,2024-03-05,126134.57
139,2024-01-25,20304.07
610,2024-10-24,124695.04
145,2024-12-26,140941.62
29,2025-03-12,23029.02
930,2024-07-04,72334.05
2570,2025-06-13,87590.58
2510,2025-07-09,77502.32
1236,2025-04-07,150219.49
2512,2025-09-11,70278.71
2790,2024-04-05,44931.82
1260,2024-05-16,97474.71
817,2025-07-08,130339.27
1624,2025-03-31,132660.65
2961,2025-05-11,140074.44
328,2024-10-16,66258.12
2860,2024-04-06,21203.68
1004,2024-05-28,138057.59
2058,2025-04-15,75566.93
274,2024-07-24,134683.29
2741,2024-08-05,141972.69
1622,2025-04-21,27396.34
875,2025-07-08,105736.46
2903,2024-12-15,128566.85
2523,2025-02-13,63048.58
599,2025-06-11,110403.85
1314,2024-05-05,155507.18
2300,2024-09-05,108547.83
2278,2024-04-09,50661.56
611,2024-06-16,149160.83
1727,2024-01-28,25596.73
2115,2024-06-17,60505.64
1940,2024-09-02,132549.18
2653,2024-05-17,84036.12
2787,2024-12-05,125073.23
1598,2024-02-04,23124.3
1920,2025-03-15,34070.99
610,2025-08-11,105221.49
1777,2024-01-16,141452.8
122,2025-08-03,59806.79
2305,2024-03-31,141531.71
1789,2024-01-30,146361.33
1363,2024-01-18,154684.44
199,2024-05-11,130415.58
2159,2024-10-11,146019.29
1652,2024-06-13,39880.59
93,2024-07-16,30860.88
1159,2024-05-30,125473.43
2784,2025-08-09,47279.87
2974,2024-09-06,125350.01
815,2025-06-11,109565.82
1484,2024-08-19,157945.49
1729,2025-08-18,149404.42
657,2024-02-09,118956.35
1555,2024-05-01,149245.4
2515,2024-08-08,119621.26
1343,2025-05-23,118431.54
1549,2025-03-05,130667.07
2064,2024-03-21,112435.05
405,2024-04-09,48072.58
189,2024-06-19,151990.34
2668,2025-02-19,98175.95
386,2024-05-12,32527.8
1901,2024-03-25,63828.13
1178,2025-07-01,100271.46
2792,2025-03-02,46761.83
1332,2025-01-13,113333.62
1637,2025-05-19,95371.81
2025,2024-07-25,103386.51
2834,2024-05-07,18091.06
2958,2025-03-22,110272.57
1206,2024-11-16,65301.89
1914,2024-09-04,29521.63
1119,2025-02-21,104632.9
2421,2025-07-15,122744.65
2333,2024-02-04,62735.46
2526,2025-05-10,45712.51
2379,2025-06-29,149164.87
455,2025-07-22,33090.28
2480,2024-05-10,25725.47
2373,2025-03-20,28725.87
2338,2024-03-10,126546.84
1935,2025-07-29,67214.98
1641,2024-12-02,149739.68
2286,2025-09-11,99319.52
953,2024-06-06,137957.3
1525,2024-12-10,102074.99
2904,2024-07-03,115134.63
1640,2024-12-20,41433.58
2683,2024-09-29,47334.61
539,2024-12-27,20353.85
1670,2024-12-31,126394.4
2455,2024-11-19,19834.98
849,2025-09-30,97040.95
654,2025-02-09,93639.84
1906,2025-09-01,41003.93
2223,2024-01-02,65668.08
2961,2025-05-09,146648.88
1843,2024-03-13,151423.14
1719,2024-09-04,71983.63
2940,2025-08-02,84950.27
1824,2024-07-10,127888.64
478,2024-10-10,73484.11
2905,2025-06-16,67538.65
1772,2025-01-24,129789.63
1377,2025-08-12,121410.11
321,2024-06-08,49637.43
1070,2025-07-04,21854.0
1580,2025-03-24,61581.93
1127,2025-05-27,110431.71
372,2024-06-19,53922.2
1228,2024-03-18,37515.68
856,2024-07-15,29967.53
1450,2024-02-24,30259.84
2757,2025-04-10,49378.86
798,2024-10-28,28594.01
319,2024-07-15,95272.32
2790,2025-05-06,75785.01
475,2025-08-28,121520.07
285,2025-03-11,111434.84
1771,2024-05-13,104674.25
856,2024-08-29,133867.8
1218,2025-04-24,51626.13
246,2025-08-06,48849.86
2148,2024-12-12,105625.49
2852,2024-10-25,148672.1
828,2024-06-11,24726.85
2722,2024-08-14,29852.09
1570,2024-03-01,26489.41
1206,2025-06-21,59683.11
1117,2024-12-25,94329.41
23,2025-08-24,73115.89
1297,2024-03-18,55561.0
2692,2024-10-19,58238.02
2175,2024-05-24,98689.2
871,2024-03-29,52477.18
1234,2024-02-10,156440.28
2480,2024-07-20,89573.34
1719,2025-01-06,132851.6
290,2025-09-21,147528.14
716,2025-05-20,140728.68
2264,2025-01-01,118459.73
310,2025-01-29,40426.86
2093,2024-08-22,143530.56
1147,2025-05-17,32845.16
214,2024-03-15,126300.39
1829,2024-07-15,23133.13
1626,2024-05-29,147004.17
2739,2024-11-16,31412.56
2890,2025-05-10,145372.5
2814,2024-03-08,37745.64
2392,2025-03-17,41174.15
2056,2025-04-27,85288.88
344,2024-04-17,128951.05
196,2025-07-11,133759.13
1359,2024-11-05,20839.1
2920,2025-01-24,35361.49
1298,2024-01-23,151206.56
2818,2024-08-02,146437.61
1471,2025-09-07,34547.08
733,2025-02-20,103123.94
2227,2025-09-23,97161.38
2079,2025-02-16,134117.98
101,2025-01-14,87279.91
722,2025-06-03,137422.87
1293,2024-05-30,41837.17
985,2025-06-25,115544.62
2593,2025-06-17,156407.77
34,2024-03-07,158326.92
237,2025-01-09,38985.42
1903,2024-01-18,135701.84
2715,2024-03-25,159450.2
185,2024-08-31,75978.04
2115,2024-08-04,87422.94
2955,2025-03-07,125177.19
1001,2025-03-29,55568.13
1538,2025-03-12,110852.48
540,2024-05-18,22690.5
2506,2025-06-02,107356.18
1444,2025-01-28,58033.89
494,2024-01-07,103060.61
112,2024-08-08,123224.74
379,2024-10-23,113115.65
846,2024-12-07,127259.25
743,2024-05-15,32475.17
1135,2025-02-25,144405.42
111,2025-05-23,117867.88
1093,2025-01-05,91220.15
782,2025-06-27,64586.71
2829,2024-10-22,76045.12
1320,2024-01-18,82079.97
2913,2024-02-11,157679.86
570,2024-01-10,125536.74
205,2025-04-15,131172.78
145,2025-02-06,106812.1
1139,2025-05-21,46714.07
1005,2024-02-03,132509.82
2080,2024-11-20,116638.13
747,2025-05-17,101676.53
2142,2024-09-09,153298.09
1453,2025-07-23,54231.01
1920,2025-07-28,99687.66
291,2025-04-12,159162.0
1901,2024-07-14,82156.08
884,2024-11-05,33915.38
1971,2024-12-31,145787.62
2915,2024-03-08,140021.61
1734,2025-06-13,56607.14
1871,2024-02-04,156358.22
1604,2025-09-21,112575.46
766,2025-06-18,111195.71
2874,2024-07-24,122582.12
649,2025-01-15,130038.02
843,2024-03-26,144611.93
379,2025-08-22,99878.71
1309,2024-02-03,51128.47
819,2024-07-23,65733.16
710,2024-01-03,158852.12
1840,2024-06-07,46760.14
2273,2024-07-18,125437.28
30,2025-07-13,36942.0
977,2024-10-22,22279.37
857,2024-11-05,72378.59
2554,2024-10-23,94566.52
2295,2025-07-10,65247.48
2444,2025-04-30,152126.29
2372,2025-08-20,26025.37
15,2025-03-21,158345.52
457,2025-08-15,24970.95
114,2024-08-25,134550.05
1029,2024-01-31,101992.3
270,2025-01-25,97629.01
2528,2025-02-14,56552.53
2739,2025-01-16,36789.51
2335,2024-09-08,72446.87
2382,2024-10-22,109850.67
2097,2024-04-21,131253.39
83,2024-05-12,52223.89
825,2025-03-02,86717.45
836,2024-10-28,146133.03
2779,2024-01-06,60021.41
522,2024-07-13,21818.69
2428,2024-12-30,133037.5
1798,2025-04-19,130109.76
2262,2025-05-24,104305.45
2972,2024-06-15,91893.2
427,2024-11-06,103691.58
102,2024-07-27,20973.93
2655,2025-09-20,145338.02
826,2025-06-21,156866.01
244,2024-07-04,54241.94
525,2024-05-17,122835.35
2292,2024-04-26,148145.26
2739,2025-09-28,47058.38
698,2024-03-17,108609.56
378,2025-07-22,110361.59
2796,2024-11-23,148860.17
1385,2024-01-14,120123.08
2420,2024-12-31,87149.91
1717,2024-12-11,34053.33
1015,2025-08-01,63876.77
662,2025-07-01,141315.0
2288,2024-12-30,92679.55
143,2025-08-04,56982.0
2801,2024-12-20,156250.47
915,2024-03-16,27908.0
1615,2024-09-12,45276.71
1762,2024-04-01,47276.5
693,2025-03-13,77878.75
53,2024-08-04,68142.58
1196,2025-03-06,141750.24
2368,2025-06-18,141383.94
1955,2024-12-18,20374.15
1406,2025-06-15,138191.25
1307,2025-03-09,86446.36
1474,2024-11-18,23058.35
511,2024-10-04,137993.37
1202,2025-10-01,81204.77
2085,2024-08-24,107607.09
1188,2025-09-09,103534.87
2724,2024-09-23,40248.07
1807,2024-03-30,91128.36
1356,2024-03-20,31838.91
2448,2024-10-12,123817.99
667,2024-05-24,141146.05
2575,2025-09-28,141627.18
2107,2024-10-30,131311.15
1311,2024-02-24,42640.88
959,2024-08-08,120415.69
1444,2025-03-26,136972.54
537,2025-08-14,134860.19
608,2024-12-26,146452.98
2809,2024-02-06,81812.41
764,2024-01-16,135313.27
843,2025-08-23,49233.77
1299,2024-02-09,32953.58
433,2024-08-20,103124.62
2601,2024-07-11,103466.83
2796,2024-03-13,121227.17
1300,2025-01-03,92288.0
1979,2025-02-16,23643.88
2903,2025-09-11,48319.28
2812,2024-03-21,39475.62
2704,2025-02-23,110881.27
1774,2025-02-04,19310.89
2650,2025-07-11,45136.36
2052,2024-06-18,148511.71
678,2025-05-03,23118.23
2584,2024-12-24,94369.21
2593,2025-09-28,137632.44
509,2024-04-08,106313.51
349,2025-03-14,123781.43
1564,2024-04-16,61749.31
1279,2024-03-22,84104.5
2654,2024-03-02,30875.86
1413,2025-02-02,120429.92
2824,2025-04-23,151173.61
728,2024-09-27,19851.88
2514,2024-06-01,90715.9
379,2024-03-08,109931.39
1364,2025-03-14,102878.13
2259,2024-08-21,111053.43
2839,2025-01-09,111799.36
994,2024-12-11,135551.74
711,2025-04-20,104993.19
1343,2025-02-14,101098.51
1809,2025-09-05,70040.58
2815,2025-01-04,32658.57
2878,2024-11-23,103867.14
1273,2025-07-30,88104.14
2603,2025-07-30,72209.39
2623,2024-03-15,46110.64
452,2024-05-12,25704.32
1593,2025-05-03,92270.14
940,2024-12-27,117936.76
1811,2025-09-09,129004.96
395,2025-09-26,105525.32
2802,2024-12-18,83706.63
8,2025-04-18,106259.71
1000,2024-11-18,21293.03
2312,2025-08-19,70360.84
2588,2024-11-17,149051.54
1402,2024-01-05,152841.37
573,2024-01-16,79891.75
2475,2024-05-23,91033.52
2176,2024-10-30,21500.73
347,2024-08-31,155941.96
2615,2025-09-07,47253.52
1360,2025-03-14,96885.8
2464,2024-11-24,59566.25
2861,2024-01-03,119787.02
805,2024-03-22,48287.63
1403,2025-02-13,150850.36
1422,2024-12-31,26306.03
2996,2024-01-22,85516.63
1654,2024-12-21,108878.58
106,2024-10-14,125895.4
1769,2025-08-30,134211.04
1634,2025-04-17,126063.48
976,2025-06-20,115761.29
2825,2025-05-05,153738.98
608,2024-09-06,110189.96
2422,2025-01-29,42841.04
1380,2024-07-27,155078.18
2619,2024-05-20,115324.48
2984,2025-02-18,69920.31
1894,2025-03-14,135693.88
97,2025-03-30,76793.39
1699,2025-08-29,126416.04
2939,2024-04-12,121499.99
1730,2024-10-10,85564.64
1637,2024-07-04,42839.0
1297,2025-02-04,78039.25
1085,2025-01-21,99812.83
223,2025-06-25,18448.42
100,2025-06-05,132946.25
2298,2025-05-08,72537.41
2086,2024-06-15,141247.47
